rfq_id,target_package,candidate_count,synthetic_engineer_choice,synthetic_engineer_top_score,ground_truth_configuration_id,ground_truth_engineer_rank,ground_truth_engineer_score,ground_truth_selected_by_engineer,preference_label_provenance,preference_generation_method
RFQ731-001947,G731CA,1,CFG731_b97ce0f180acf155,0.8353389560186616,CFG731_b97ce0f180acf155,1,0.8353389560186616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001948,X731,2,CFG731_36c553adc9f5ebf3,0.8654139497525866,CFG731_e1c54b5b080fabb2,2,0.3794897239506873,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001949,G731ST-LT,4,CFG731_996314000fcfec4b,0.9210532226379473,CFG731_98bb5036a27a91a8,3,0.8353390037946616,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001950,X731,1,CFG731_3dd4cfcf6ee98460,0.3794899859586873,CFG731_3dd4cfcf6ee98460,1,0.3794899859586873,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001951,X731,2,CFG731_91e51485b56960b2,0.9526320026503684,CFG731_a8d894aee1986066,2,0.38719137466478015,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001952,X731,5,CFG731_32a4bb12438a37ab,0.9210528516649473,CFG731_70576b93aef3bc09,5,0.3523031482659474,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001953,G731ST-HT,4,CFG731_8b18ac1c34209d63,0.9210533430099473,CFG731_d44e54f35ee15977,3,0.8353390446776616,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001954,X731,1,CFG731_c4bcee3a1477eeea,0.37948953194668733,CFG731_c4bcee3a1477eeea,1,0.37948953194668733,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001955,X731,1,CFG731_11a99741e1f7cce9,0.8496245743223759,CFG731_11a99741e1f7cce9,1,0.8496245743223759,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001956,X731,2,CFG731_2be17a56b0589fd1,0.936842156888158,CFG731_c6a3ff6155563d17,2,0.4335342506547461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001957,X731,2,CFG731_3b2a32abbf148ca1,0.9526323071603684,CFG731_3df9fddf845f3508,2,0.4493228464349566,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001958,X731,7,CFG731_62d0f0f6bab9bdcb,0.9052631752207368,CFG731_c368d3c9941ce0d3,3,0.469234242644031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001959,X731,7,CFG731_f87794e7a98d0b11,0.9210531155989473,CFG731_04e7216b1ba7f935,7,0.4177444008995356,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001960,X731,5,CFG731_c39096767a7ae083,0.9210535220409474,CFG731_7187559e0dc892c4,2,0.4831858831251239,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001961,G731VG,1,CFG731_40b6e1db6c80bcc1,0.8511285897838722,CFG731_40b6e1db6c80bcc1,1,0.8511285897838722,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001962,G731CA,2,CFG731_16b53411ff7f6c9b,0.3188859218364087,CFG731_4af82641f975d9aa,2,0.31612885506023225,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001963,X731,6,CFG731_0db950a4979d2c52,0.9210526316719474,CFG731_388928540067c900,6,0.23539120218706505,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001964,X731,4,CFG731_241d60e6ef5278be,0.8496248636413759,CFG731_066736b465be9fda,4,0.35340587142241797,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001965,G731CA,2,CFG731_691a8f2ff165671d,0.8037594341812405,CFG731_691a8f2ff165671d,1,0.8037594341812405,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001966,X731,1,CFG731_bcec8ceac2dbcc79,0.8654139171605866,CFG731_bcec8ceac2dbcc79,1,0.8654139171605866,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001967,X731,3,CFG731_b4987f1c95e91d0d,0.9210527501319473,CFG731_214b093bf98ca9ef,3,0.4850239089472415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001968,X731,3,CFG731_ad0a2fd7350b6cca,0.8654135476105865,CFG731_b9655c874fd22316,3,0.38022488807733434,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001969,F731WD_DUALCHANNEL,2,CFG731_5076f1c2c0488d0e,0.7879706793020301,CFG731_5076f1c2c0488d0e,1,0.7879706793020301,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001970,F731TE,1,CFG731_a72f99e8160efda6,0.4712559118365604,CFG731_a72f99e8160efda6,1,0.4712559118365604,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001971,F731WD_SINGLECHANNEL,2,CFG731_0be7d6198235486b,0.7879706990630301,CFG731_0be7d6198235486b,1,0.7879706990630301,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001972,X731,3,CFG731_7308ee8503151ef3,0.8654135997675865,CFG731_bc06761f9c625643,3,0.5028347731979814,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001973,X731,17,CFG731_608c0251ef380592,0.8894742689995263,CFG731_d52ffc95af0989a6,17,0.20123840687487923,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001974,X731,2,CFG731_62d0f0f6bab9bdcb,0.9368425200731579,CFG731_9fcbeaf9d5010d3a,2,0.4335340141757461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001975,G731ST-LT,2,CFG731_b86bbf24b1c3a419,0.8654137425905866,CFG731_0029021d98da4557,2,0.8511286398768722,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001976,G731CA,1,CFG731_edf13ed38a4b54de,0.8353384791426616,CFG731_edf13ed38a4b54de,1,0.8353384791426616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001977,X731,1,CFG731_daff07a8bdec497b,0.4831850191411239,CFG731_daff07a8bdec497b,1,0.4831850191411239,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001978,X731,3,CFG731_32b1041fd68aac23,0.8496241016973759,CFG731_8f2f3a7ba66ea526,3,0.36443509502612387,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001979,X731,5,CFG731_f87794e7a98d0b11,0.9210534159569473,CFG731_e8d4d37dfb814e2d,2,0.4831858435731239,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001980,X731,2,CFG731_516629085c122a4e,0.9368429663411579,CFG731_fe9a409c6b2ba9cc,2,0.4335334320597461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001981,X731,6,CFG731_5e61ce3b60d15e11,0.9210527600649473,CFG731_de1b4a889540ef0e,5,0.3600238662372415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001982,X731,6,CFG731_8f470181ad32eeae,0.8496241702263759,CFG731_5ed193735e1217cd,6,0.22234036378582975,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001983,X731,6,CFG731_219ac3d01befd6d1,0.9210531747309474,CFG731_3d79b5ed69541acc,5,0.48447177513200623,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001984,X731,2,CFG731_da02526d254e2e35,0.936842645755158,CFG731_0848f22447616e6f,2,0.37140092926656965,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001985,X731,3,CFG731_e08dfad4737be3d9,0.936842635201158,CFG731_a5e5e12c08e4e838,3,0.5008136712694521,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001986,X731,3,CFG731_ad0a2fd7350b6cca,0.8654136288125865,CFG731_acf759e7c479b97e,3,0.38022460246033435,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001987,X731,2,CFG731_a6d4830ed3aa2681,0.936842687445158,CFG731_782638eae748ba9a,2,0.36846013934598143,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001988,X731,3,CFG731_f97e51d1da57d99f,0.8496242707713759,CFG731_9b7849ea5c974903,3,0.3526704556177709,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001989,X731,3,CFG731_0db950a4979d2c52,0.936842381099158,CFG731_aa82c10f35e81f8d,3,0.500813435644452,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001990,F731TE,2,CFG731_344778a042931752,0.7879704157820301,CFG731_344778a042931752,1,0.7879704157820301,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001991,F731TE,2,CFG731_3c2aedfb429dc226,0.7879700611230301,CFG731_3c2aedfb429dc226,1,0.7879700611230301,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001992,X731,6,CFG731_b4987f1c95e91d0d,0.9052634633967369,CFG731_2497a004dc6e1657,3,0.46923419799503097,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001993,X731,4,CFG731_da02526d254e2e35,0.9210532551659474,CFG731_e5e722b510c96bb7,2,0.365905984606418,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001994,G731CA,2,CFG731_ed85647cd384c17a,0.8037603715872406,CFG731_adfd119b20585b0b,2,0.3188863829684087,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001995,G731CA,1,CFG731_495876b6233d3864,0.4870454934307709,CFG731_495876b6233d3864,1,0.4870454934307709,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-001996,G731ST-LT,6,CFG731_a40ab19ad6671fbe,0.9210535759119474,CFG731_0e0f01b5586b92da,5,0.48447257430000623,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001997,X731,2,CFG731_e8e7b7513a5c9544,0.3669897938796873,CFG731_34247ec265566826,2,0.3669892183876873,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001998,G731ST-LT,4,CFG731_7f5bfa7b21e81359,0.9210529476359474,CFG731_5be9d749d8317fd3,2,0.8496241718133759,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-001999,G731ST-HT,6,CFG731_4aa7d46b9cfa7d7b,0.9052631883867369,CFG731_72c610ffb054f7c4,4,0.341844105503678,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002000,X731,2,CFG731_0db950a4979d2c52,0.9526319308453683,CFG731_36d7686aca1200ae,2,0.44932294174395665,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002001,X731,6,CFG731_8d2d91c46ccfb471,0.9210534268759474,CFG731_df5f598a914fb1cc,5,0.41774451050553557,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002002,X731,6,CFG731_91e51485b56960b2,0.9210533764859473,CFG731_8e5ce09a779d2284,4,0.41774448093553557,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002003,X731,8,CFG731_8f470181ad32eeae,0.8338346486001654,CFG731_dcac95313091f4e3,8,0.21702818767008977,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002004,X731,4,CFG731_2be17a56b0589fd1,0.9210526591929473,CFG731_1f0c09edcd967945,3,0.4850240824822415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002005,X731,3,CFG731_e80085d86d0bbfa9,0.8654138043205866,CFG731_187ec74b5c4854aa,3,0.2541219155708638,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002006,X731,3,CFG731_2be17a56b0589fd1,0.936842832847158,CFG731_de5e29fe1f740f3e,3,0.3691957704846285,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002007,X731,2,CFG731_37c55138c4eebb90,0.39270527656613313,CFG731_37c55138c4eebb90,1,0.39270527656613313,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002008,X731,3,CFG731_31aa13473958d7d3,0.8654142642375865,CFG731_c63da0cdbb0b3444,3,0.4304091656007461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002009,F731TE,1,CFG731_a72f99e8160efda6,0.47125635947856037,CFG731_a72f99e8160efda6,1,0.47125635947856037,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002010,G731ST-LT,2,CFG731_715a3d3226cbaffd,0.9368421780041579,CFG731_d5af433b36265df1,2,0.8939852513540151,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002011,X731,2,CFG731_77a90bfd81b5c2c1,0.4989744803233344,CFG731_77a90bfd81b5c2c1,1,0.4989744803233344,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002012,X731,1,CFG731_260c36430f7c2d03,0.9210530218879474,CFG731_260c36430f7c2d03,1,0.9210530218879474,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002013,X731,2,CFG731_c39096767a7ae083,0.9526317541643684,CFG731_a9a1b4f80067a4f8,2,0.39197052341848604,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002014,X731,4,CFG731_62d0f0f6bab9bdcb,0.9210530455359474,CFG731_631dadb7c0c7adf5,3,0.4850241344272415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002015,F731PW,1,CFG731_0781a0fecc8f46d5,0.818045559860955,CFG731_0781a0fecc8f46d5,1,0.818045559860955,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002016,X731,20,CFG731_e80085d86d0bbfa9,0.818045976854955,CFG731_4afe4cfa02474e97,20,0.2030767494939969,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002017,X731,3,CFG731_8f470181ad32eeae,0.8654136780205866,CFG731_5ae746dac49a854b,3,0.36846058501398143,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002018,X731,13,CFG731_32b1041fd68aac23,0.818046069685955,CFG731_567b2aa90592cf41,13,0.20123910817487922,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002019,F731WD_SINGLECHANNEL,1,CFG731_9a761e6bfde35917,0.3968074012927957,CFG731_9a761e6bfde35917,1,0.3968074012927957,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002020,X731,2,CFG731_60f3aae8ede70fe0,0.9526316039343684,CFG731_ad672c682712eda8,2,0.44932314051795663,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002021,X731,1,CFG731_db983e07a279051a,0.9210531832359473,CFG731_db983e07a279051a,1,0.9210531832359473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002022,G731ST-LT,8,CFG731_2db6c530f35d47b9,0.8338355734221655,CFG731_19bcffd0eb2806b8,8,0.21151397078573686,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002023,X731,7,CFG731_a6d4830ed3aa2681,0.9052639167977369,CFG731_b1e6da79b3f3968c,7,0.2225429725814427,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002024,X731,4,CFG731_bbcb665ced67f8c3,0.8496246004553759,CFG731_7b5b740c75176e02,4,0.35340558325141797,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002025,G731CA,1,CFG731_d2a75fda6f761c1b,0.4870457034277709,CFG731_d2a75fda6f761c1b,1,0.4870457034277709,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002026,X731,2,CFG731_1147f9711c4bff84,0.9052639082077368,CFG731_1434e7eedafa69d1,2,0.33577853264308977,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002027,X731,3,CFG731_b4987f1c95e91d0d,0.9210529934239473,CFG731_55d3237d65c8a47c,3,0.23245045582747678,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002028,G731CA,1,CFG731_2aca30183aab25a9,0.8353385419766616,CFG731_2aca30183aab25a9,1,0.8353385419766616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002029,X731,6,CFG731_d27f5f5f307014a8,0.849624530638376,CFG731_54946322ece48230,6,0.23649437823253563,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002030,X731,9,CFG731_d40b624cb7b84a81,0.8338353884011654,CFG731_ca7e5884b195042a,9,0.21702846335008977,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002031,F731WD_SINGLECHANNEL,1,CFG731_4ca309199387f8d5,0.8195494502324512,CFG731_4ca309199387f8d5,1,0.8195494502324512,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002032,G731CA,2,CFG731_16b53411ff7f6c9b,0.3188860634104087,CFG731_4af82641f975d9aa,2,0.3161282502282322,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002033,X731,1,CFG731_32a4bb12438a37ab,0.968421394433579,CFG731_32a4bb12438a37ab,1,0.968421394433579,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002034,G731CA,1,CFG731_2aca30183aab25a9,0.8353385096286616,CFG731_2aca30183aab25a9,1,0.8353385096286616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002035,X731,1,CFG731_3dd4cfcf6ee98460,0.3794892057646873,CFG731_3dd4cfcf6ee98460,1,0.3794892057646873,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002036,X731,6,CFG731_f87794e7a98d0b11,0.9368430764791579,CFG731_338a3238e967f681,5,0.5002615014912168,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002037,X731,1,CFG731_8d07e19298d09d34,0.881203162644797,CFG731_8d07e19298d09d34,1,0.881203162644797,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002038,X731,1,CFG731_c41fd04f9eea78e7,0.4831857549581239,CFG731_c41fd04f9eea78e7,1,0.4831857549581239,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002039,X731,1,CFG731_adb08ca5dce20691,0.9210535336879473,CFG731_adb08ca5dce20691,1,0.9210535336879473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002040,X731,3,CFG731_d40b624cb7b84a81,0.8654136258025865,CFG731_1f31b1bf8dc9e962,2,0.3794892990756873,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002041,G731ST-HT,4,CFG731_8b18ac1c34209d63,0.9210532460489473,CFG731_cd71ec2726e971ef,2,0.8496244322523759,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002042,X731,3,CFG731_60f3aae8ede70fe0,0.9526324460133684,CFG731_09c0748365bb17e2,3,0.384984744519839,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002043,G731ST-LT,4,CFG731_e0009be417f51ccd,0.9210534271949473,CFG731_a2a709ad804cc5a2,2,0.849624281679376,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002044,F731PW,3,CFG731_7fea22051dcc86b6,0.8022565830527445,CFG731_4b26dfbafad76131,3,0.3132069981068452,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002045,X731,3,CFG731_bbcb665ced67f8c3,0.849624904300376,CFG731_deb6c547366eb132,3,0.36443597766312386,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002046,G731ST-LT,3,CFG731_ab4075c601d1397c,0.849624120107376,CFG731_cc47430fac8438be,2,0.4146197678205356,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002047,G731ST-HT,6,CFG731_7b2f69a7ca55041b,0.9210527262229473,CFG731_2c93609b74717303,5,0.4844724739000062,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002048,X731,5,CFG731_710090cc99f7a772,0.818045167583955,CFG731_81fb6648eb2086c4,4,0.33046683263334986,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002049,X731,2,CFG731_2be17a56b0589fd1,0.9368423236561579,CFG731_353333bad447dbef,2,0.8939856689180151,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002050,G731ST-HT,11,CFG731_cc9ac35e4d9a1854,0.9052640528827369,CFG731_37f66c3948c00e57,5,0.4686830920417957,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002051,X731,1,CFG731_8d78781f8753b72a,0.9210535319059473,CFG731_8d78781f8753b72a,1,0.9210535319059473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002052,X731,5,CFG731_83f956404d04e6cd,0.8654142384355865,CFG731_d417765b001ea99c,4,0.37783526000298145,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002053,X731,4,CFG731_2be17a56b0589fd1,0.9210533992379474,CFG731_d5d49996cad115b3,3,0.48539148268806503,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002054,X731,4,CFG731_241d60e6ef5278be,0.8496246078063759,CFG731_066736b465be9fda,4,0.353405922221418,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002055,G731ST-LT,1,CFG731_d124ccffa669c3a2,0.9526318560153684,CFG731_d124ccffa669c3a2,1,0.9526318560153684,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002056,X731,8,CFG731_b4987f1c95e91d0d,0.9052637354907369,CFG731_aa8c30a4f1baca2e,7,0.4019547274363251,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002057,X731,2,CFG731_bbcb665ced67f8c3,0.8654143370355866,CFG731_5f5f37f4d005417e,2,0.3794900758026873,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002058,X731,1,CFG731_6e096e946540ab4e,0.8969926571670076,CFG731_6e096e946540ab4e,1,0.8969926571670076,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002059,X731,11,CFG731_83f956404d04e6cd,0.849624874323376,CFG731_6878009af5d30faf,11,0.23447207923600621,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002060,G731ST-LT,1,CFG731_7882c72c21497015,0.9526318567603684,CFG731_7882c72c21497015,1,0.9526318567603684,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002061,X731,1,CFG731_260c36430f7c2d03,0.9210528916209474,CFG731_260c36430f7c2d03,1,0.9210528916209474,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002062,X731,2,CFG731_60f3aae8ede70fe0,0.9526325550023684,CFG731_7f60255816247683,2,0.9097750903762256,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002063,X731,12,CFG731_c39096767a7ae083,0.9052634012477369,CFG731_c3b5b1049b2ed7bb,12,0.2196018127468545,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002064,X731,5,CFG731_83f956404d04e6cd,0.8654143501275865,CFG731_d417765b001ea99c,4,0.37783547095198144,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002065,X731,1,CFG731_ad0a2fd7350b6cca,0.8969929516350076,CFG731_ad0a2fd7350b6cca,1,0.8969929516350076,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002066,X731,1,CFG731_ac0f372c930c2e22,0.9210534249359473,CFG731_ac0f372c930c2e22,1,0.9210534249359473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002067,G731ST-HT,7,CFG731_4aa7d46b9cfa7d7b,0.9052632316887369,CFG731_077cd264a0313a47,5,0.341844921046678,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002068,X731,3,CFG731_7308ee8503151ef3,0.8654143584595865,CFG731_f55693c6f4f3dcb0,3,0.37985692918951086,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002069,X731,1,CFG731_3dd4cfcf6ee98460,0.37948965398868734,CFG731_3dd4cfcf6ee98460,1,0.37948965398868734,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002070,G731ST-HT,4,CFG731_a3b03637ed22317c,0.9210529503339473,CFG731_0c11243388e65244,2,0.8496241749593759,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002071,G731ST-LT,2,CFG731_996314000fcfec4b,0.936842148623158,CFG731_455da2f832a6b66d,2,0.8939855987680151,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002072,X731,7,CFG731_b4987f1c95e91d0d,0.9052636912657369,CFG731_2451b1d5b9cd9ccd,6,0.344234677595031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002073,G731ST-LT,1,CFG731_715a3d3226cbaffd,0.9526318372153684,CFG731_715a3d3226cbaffd,1,0.9526318372153684,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,4,CFG731_12d9cb8d41e8f486,0.8654141909415866,CFG731_1b365e0951e7dea4,3,0.43040923866674613,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002075,G731CA,1,CFG731_757fbd3e8915b462,0.8353384064576616,CFG731_757fbd3e8915b462,1,0.8353384064576616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,4,CFG731_329b582435fea539,0.8496244012183759,CFG731_37f37296c515d083,3,0.4146188638285356,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002077,X731,1,CFG731_8d78781f8753b72a,0.9210528463709473,CFG731_8d78781f8753b72a,1,0.9210528463709473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002078,X731,2,CFG731_2be17a56b0589fd1,0.9368425974411579,CFG731_c6a3ff6155563d17,2,0.4335337210557461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,4,CFG731_32a4bb12438a37ab,0.936842717633158,CFG731_85891d97ce4083b3,3,0.36735777677251086,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002080,X731,3,CFG731_7308ee8503151ef3,0.8654135679635865,CFG731_27caf5a2443603ad,3,0.2511803806782755,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,8,CFG731_0db950a4979d2c52,0.9210532608989473,CFG731_70b78512b89df53d,7,0.4177445819215356,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,4,CFG731_62d0f0f6bab9bdcb,0.9210534190979474,CFG731_de32c30417f0baf1,3,0.4850238102352415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,16,CFG731_b8b11650a048baf7,0.8180458432499549,CFG731_b9f64e4d38245efe,15,0.2030770096589969,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002084,F731PW,1,CFG731_327bfa077bbbd45e,0.38304074711211455,CFG731_327bfa077bbbd45e,1,0.38304074711211455,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002085,G731ST-LT,4,CFG731_2db6c530f35d47b9,0.8496241760943759,CFG731_41b81999e34ef823,4,0.35340618448441796,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002086,X731,6,CFG731_a6d4830ed3aa2681,0.9052638184037369,CFG731_3e782f59368b40db,3,0.33688151067156036,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002087,X731,3,CFG731_bcec8ceac2dbcc79,0.8496243443053759,CFG731_7585c6d1ee781d2e,2,0.3637006202704768,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002088,F731TE,1,CFG731_54559f782190a122,0.8338351392891655,CFG731_54559f782190a122,1,0.8338351392891655,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002089,G731ST-LT,1,CFG731_7f5bfa7b21e81359,0.9526325316343683,CFG731_7f5bfa7b21e81359,1,0.9526325316343683,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-002090,G731ST-LT,4,CFG731_77dd17c48f15826c,0.849624818901376,CFG731_d982a98f914f0a87,4,0.3576337894748885,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002091,G731ST-HT,4,CFG731_8b18ac1c34209d63,0.9210533471129474,CFG731_cd71ec2726e971ef,2,0.849625041105376,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002092,X731,3,CFG731_e80085d86d0bbfa9,0.8654142589285865,CFG731_187ec74b5c4854aa,3,0.2541220079318638,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002093,G731ST-HT,3,CFG731_076cad91966d4c34,0.8654144389505866,CFG731_7d6fec687910546d,3,0.37636506869368724,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002094,X731,4,CFG731_abcee67081353f16,0.9210534582639474,CFG731_83b7e9be7ecdb93b,4,0.23245018061847678,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002095,X731,8,CFG731_abcee67081353f16,0.9052632851167369,CFG731_0ed9dfc7367bb0a0,6,0.4019550527263251,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002096,X731,4,CFG731_bbcb665ced67f8c3,0.849624912936376,CFG731_2e5bd0d53757f625,4,0.3636999011754768,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-002097,F731TE,2,CFG731_b7c1a02b25610507,0.7879701023230301,CFG731_b7c1a02b25610507,1,0.7879701023230301,True,SYNTHETIC,synthetic_engineer_v1
