rfq_id,target_package,preferred_configuration_id,rejected_configuration_id,preferred_rank,rejected_rank,preferred_score,rejected_score,score_margin,preferred_unmentioned_features,rejected_unmentioned_features,preferred_nearest_real_distance,rejected_nearest_real_distance,preferred_num_changed_characteristics,rejected_num_changed_characteristics,preferred_record_type,rejected_record_type,label,preference_label_provenance,preference_generation_method
RFQ731-002072,X731,CFG731_440f9c9b032b7d0a,CFG731_55d3237d65c8a47c,5,7,0.4019552178273251,0.21666069733426624,0.18529452049305883,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002072,X731,CFG731_2451b1d5b9cd9ccd,CFG731_55d3237d65c8a47c,6,7,0.344234677595031,0.21666069733426624,0.12757398026076477,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_12d9cb8d41e8f486,CFG731_8f470181ad32eeae,1,2,0.8654141909415866,0.8654140368225866,1.5411900000650292e-07,4,4,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_12d9cb8d41e8f486,CFG731_1b365e0951e7dea4,1,3,0.8654141909415866,0.43040923866674613,0.43500495227484043,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_12d9cb8d41e8f486,CFG731_147ff4a19b4bcc48,1,4,0.8654141909415866,0.3655190906963932,0.49989510024519335,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_8f470181ad32eeae,CFG731_1b365e0951e7dea4,2,3,0.8654140368225866,0.43040923866674613,0.4350047981558404,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_8f470181ad32eeae,CFG731_147ff4a19b4bcc48,2,4,0.8654140368225866,0.3655190906963932,0.49989494612619334,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002074,X731,CFG731_1b365e0951e7dea4,CFG731_147ff4a19b4bcc48,3,4,0.43040923866674613,0.3655190906963932,0.06489014797035292,4,4,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_329b582435fea539,CFG731_4de012f7232f644d,1,2,0.8496244012183759,0.8353388467626616,0.014285554455714333,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_329b582435fea539,CFG731_37f37296c515d083,1,3,0.8496244012183759,0.4146188638285356,0.4350055373898403,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_329b582435fea539,CFG731_3f42c988dc83cb23,1,4,0.8496244012183759,0.3497295950551827,0.4998948061631932,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_4de012f7232f644d,CFG731_37f37296c515d083,2,3,0.8353388467626616,0.4146188638285356,0.420719982934126,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_4de012f7232f644d,CFG731_3f42c988dc83cb23,2,4,0.8353388467626616,0.3497295950551827,0.4856092517074789,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002076,G731ST-HT,CFG731_37f37296c515d083,CFG731_3f42c988dc83cb23,3,4,0.4146188638285356,0.3497295950551827,0.06488926877335288,5,5,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002078,X731,CFG731_2be17a56b0589fd1,CFG731_c6a3ff6155563d17,1,2,0.9368425974411579,0.4335337210557461,0.5033088763854119,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_32a4bb12438a37ab,CFG731_784eb334d1d77ae7,1,2,0.936842717633158,0.8939851457300151,0.04285757190314288,4,4,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_32a4bb12438a37ab,CFG731_85891d97ce4083b3,1,3,0.936842717633158,0.36735777677251086,0.569484940860647,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_32a4bb12438a37ab,CFG731_e049618b920d59b6,1,4,0.936842717633158,0.36735713737351083,0.5694855802596471,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_784eb334d1d77ae7,CFG731_85891d97ce4083b3,2,3,0.8939851457300151,0.36735777677251086,0.5266273689575043,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_784eb334d1d77ae7,CFG731_e049618b920d59b6,2,4,0.8939851457300151,0.36735713737351083,0.5266280083565043,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002079,X731,CFG731_85891d97ce4083b3,CFG731_e049618b920d59b6,3,4,0.36735777677251086,0.36735713737351083,6.393990000241878e-07,4,4,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002080,X731,CFG731_7308ee8503151ef3,CFG731_f18a3ccbf3550dd1,1,2,0.8654135679635865,0.3794898153906873,0.48592375257289916,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002080,X731,CFG731_7308ee8503151ef3,CFG731_27caf5a2443603ad,1,3,0.8654135679635865,0.2511803806782755,0.614233187285311,4,4,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002080,X731,CFG731_f18a3ccbf3550dd1,CFG731_27caf5a2443603ad,2,3,0.3794898153906873,0.2511803806782755,0.1283094347124118,4,4,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_28ac43a93658ad6b,1,2,0.9210532608989473,0.8781962361178045,0.04285702478114284,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_258498329a834b05,1,3,0.9210532608989473,0.8496241292983759,0.0714291316005714,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_e24b476e4eb9ee5d,1,4,0.9210532608989473,0.8353388287296616,0.08571443216928576,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_7895bfd97573c2b8,1,5,0.9210532608989473,0.48539103076606505,0.4356622301328823,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_fa6b5a7df55858c0,1,6,0.9210532608989473,0.4177445837715356,0.5033086771274118,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_70b78512b89df53d,1,7,0.9210532608989473,0.4177445819215356,0.5033086789774117,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_0db950a4979d2c52,CFG731_36d7686aca1200ae,1,8,0.9210532608989473,0.4177444414025356,0.5033088194964117,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_258498329a834b05,2,3,0.8781962361178045,0.8496241292983759,0.028572106819428567,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_e24b476e4eb9ee5d,2,4,0.8781962361178045,0.8353388287296616,0.04285740738814292,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_7895bfd97573c2b8,2,5,0.8781962361178045,0.48539103076606505,0.39280520535173946,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_fa6b5a7df55858c0,2,6,0.8781962361178045,0.4177445837715356,0.4604516523462689,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_70b78512b89df53d,2,7,0.8781962361178045,0.4177445819215356,0.46045165419626893,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_28ac43a93658ad6b,CFG731_36d7686aca1200ae,2,8,0.8781962361178045,0.4177444414025356,0.4604517947152689,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_258498329a834b05,CFG731_e24b476e4eb9ee5d,3,4,0.8496241292983759,0.8353388287296616,0.014285300568714354,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_258498329a834b05,CFG731_7895bfd97573c2b8,3,5,0.8496241292983759,0.48539103076606505,0.3642330985323109,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_258498329a834b05,CFG731_fa6b5a7df55858c0,3,6,0.8496241292983759,0.4177445837715356,0.4318795455268403,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_258498329a834b05,CFG731_70b78512b89df53d,3,7,0.8496241292983759,0.4177445819215356,0.43187954737684037,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_258498329a834b05,CFG731_36d7686aca1200ae,3,8,0.8496241292983759,0.4177444414025356,0.43187968789584036,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_e24b476e4eb9ee5d,CFG731_7895bfd97573c2b8,4,5,0.8353388287296616,0.48539103076606505,0.34994779796359654,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_e24b476e4eb9ee5d,CFG731_fa6b5a7df55858c0,4,6,0.8353388287296616,0.4177445837715356,0.41759424495812597,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_e24b476e4eb9ee5d,CFG731_70b78512b89df53d,4,7,0.8353388287296616,0.4177445819215356,0.417594246808126,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_e24b476e4eb9ee5d,CFG731_36d7686aca1200ae,4,8,0.8353388287296616,0.4177444414025356,0.417594387327126,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_7895bfd97573c2b8,CFG731_fa6b5a7df55858c0,5,6,0.48539103076606505,0.4177445837715356,0.06764644699452943,5,5,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_7895bfd97573c2b8,CFG731_70b78512b89df53d,5,7,0.48539103076606505,0.4177445819215356,0.06764644884452947,5,5,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_7895bfd97573c2b8,CFG731_36d7686aca1200ae,5,8,0.48539103076606505,0.4177444414025356,0.06764658936352946,5,5,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_fa6b5a7df55858c0,CFG731_70b78512b89df53d,6,7,0.4177445837715356,0.4177445819215356,1.8500000420473839e-09,5,5,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_fa6b5a7df55858c0,CFG731_36d7686aca1200ae,6,8,0.4177445837715356,0.4177444414025356,1.4236900003350428e-07,5,5,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002081,X731,CFG731_70b78512b89df53d,CFG731_36d7686aca1200ae,7,8,0.4177445819215356,0.4177444414025356,1.405189999914569e-07,5,5,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_62d0f0f6bab9bdcb,CFG731_337790e6bbcf15f4,1,2,0.9210534190979474,0.8781959659818045,0.04285745311614286,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_62d0f0f6bab9bdcb,CFG731_de32c30417f0baf1,1,3,0.9210534190979474,0.4850238102352415,0.43602960886270586,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_62d0f0f6bab9bdcb,CFG731_34e092c266a308aa,1,4,0.9210534190979474,0.3556123273383591,0.5654410917595882,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_337790e6bbcf15f4,CFG731_de32c30417f0baf1,2,3,0.8781959659818045,0.4850238102352415,0.393172155746563,5,5,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_337790e6bbcf15f4,CFG731_34e092c266a308aa,2,4,0.8781959659818045,0.3556123273383591,0.5225836386434454,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002082,X731,CFG731_de32c30417f0baf1,CFG731_34e092c266a308aa,3,4,0.4850238102352415,0.3556123273383591,0.12941148289688237,5,5,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_bbcb665ced67f8c3,1,2,0.8180458432499549,0.8180455217279549,3.2152200002411035e-07,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_2de0285533e12490,1,3,0.8180458432499549,0.8037598186082405,0.014286024641714357,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_0aa987e1ae960c88,1,4,0.8180458432499549,0.8037594048902406,0.014286438359714326,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_4144999ac09e5fdc,1,5,0.8180458432499549,0.3343270538869969,0.483718789362958,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_467e11f2e0bc0666,1,6,0.8180458432499549,0.3343270437159969,0.48371879953395797,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_e4f7fe15e8ccf2c9,1,7,0.8180458432499549,0.33285669974470283,0.48518914350525205,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_868fc79316fb0836,1,8,0.8180458432499549,0.3328566615517028,0.4851891816982521,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_d21c75b44ecc736a,1,9,0.8180458432499549,0.3328564855357028,0.4851893577142521,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_deb6c547366eb132,1,10,0.8180458432499549,0.3328564374137028,0.4851894058362521,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_7df8eeec8bf7a18c,1,11,0.8180458432499549,0.33212100810105577,0.4859248351488991,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_5f5f37f4d005417e,1,12,0.8180458432499549,0.33212082710305574,0.48592501614689915,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_9d5f3b4b7b2dfa7b,1,13,0.8180458432499549,0.3321207798050558,0.4859250634448991,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_b628b65d59261136,1,14,0.8180458432499549,0.3289965464260557,0.4890492968238992,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_b9f64e4d38245efe,1,15,0.8180458432499549,0.2030770096589969,0.614968833590958,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_b8b11650a048baf7,CFG731_d057ad35aef0eea2,1,16,0.8180458432499549,0.20123848236287922,0.6168073608870757,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_2de0285533e12490,2,3,0.8180455217279549,0.8037598186082405,0.014285703119714332,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_0aa987e1ae960c88,2,4,0.8180455217279549,0.8037594048902406,0.014286116837714302,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_4144999ac09e5fdc,2,5,0.8180455217279549,0.3343270538869969,0.48371846784095796,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_467e11f2e0bc0666,2,6,0.8180455217279549,0.3343270437159969,0.48371847801195794,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_e4f7fe15e8ccf2c9,2,7,0.8180455217279549,0.33285669974470283,0.485188821983252,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_868fc79316fb0836,2,8,0.8180455217279549,0.3328566615517028,0.48518886017625207,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_d21c75b44ecc736a,2,9,0.8180455217279549,0.3328564855357028,0.48518903619225207,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_deb6c547366eb132,2,10,0.8180455217279549,0.3328564374137028,0.48518908431425206,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_7df8eeec8bf7a18c,2,11,0.8180455217279549,0.33212100810105577,0.4859245136268991,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_5f5f37f4d005417e,2,12,0.8180455217279549,0.33212082710305574,0.4859246946248991,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_9d5f3b4b7b2dfa7b,2,13,0.8180455217279549,0.3321207798050558,0.4859247419228991,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_b628b65d59261136,2,14,0.8180455217279549,0.3289965464260557,0.48904897530189917,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_b9f64e4d38245efe,2,15,0.8180455217279549,0.2030770096589969,0.614968512068958,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_bbcb665ced67f8c3,CFG731_d057ad35aef0eea2,2,16,0.8180455217279549,0.20123848236287922,0.6168070393650756,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_0aa987e1ae960c88,3,4,0.8037598186082405,0.8037594048902406,4.1371799996969827e-07,7,7,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_4144999ac09e5fdc,3,5,0.8037598186082405,0.3343270538869969,0.4694327647212436,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_467e11f2e0bc0666,3,6,0.8037598186082405,0.3343270437159969,0.4694327748922436,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_e4f7fe15e8ccf2c9,3,7,0.8037598186082405,0.33285669974470283,0.4709031188635377,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_868fc79316fb0836,3,8,0.8037598186082405,0.3328566615517028,0.47090315705653774,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_d21c75b44ecc736a,3,9,0.8037598186082405,0.3328564855357028,0.47090333307253773,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_deb6c547366eb132,3,10,0.8037598186082405,0.3328564374137028,0.47090338119453773,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_7df8eeec8bf7a18c,3,11,0.8037598186082405,0.33212100810105577,0.47163881050718476,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_5f5f37f4d005417e,3,12,0.8037598186082405,0.33212082710305574,0.4716389915051848,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_9d5f3b4b7b2dfa7b,3,13,0.8037598186082405,0.3321207798050558,0.47163903880318475,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_b628b65d59261136,3,14,0.8037598186082405,0.3289965464260557,0.47476327218218484,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_b9f64e4d38245efe,3,15,0.8037598186082405,0.2030770096589969,0.6006828089492436,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_2de0285533e12490,CFG731_d057ad35aef0eea2,3,16,0.8037598186082405,0.20123848236287922,0.6025213362453613,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_4144999ac09e5fdc,4,5,0.8037594048902406,0.3343270538869969,0.46943235100324365,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_467e11f2e0bc0666,4,6,0.8037594048902406,0.3343270437159969,0.46943236117424364,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_e4f7fe15e8ccf2c9,4,7,0.8037594048902406,0.33285669974470283,0.4709027051455377,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_868fc79316fb0836,4,8,0.8037594048902406,0.3328566615517028,0.47090274333853777,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_d21c75b44ecc736a,4,9,0.8037594048902406,0.3328564855357028,0.47090291935453776,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_deb6c547366eb132,4,10,0.8037594048902406,0.3328564374137028,0.47090296747653776,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_7df8eeec8bf7a18c,4,11,0.8037594048902406,0.33212100810105577,0.4716383967891848,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_5f5f37f4d005417e,4,12,0.8037594048902406,0.33212082710305574,0.4716385777871848,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_9d5f3b4b7b2dfa7b,4,13,0.8037594048902406,0.3321207798050558,0.4716386250851848,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_b628b65d59261136,4,14,0.8037594048902406,0.3289965464260557,0.47476285846418487,7,7,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-002083,X731,CFG731_0aa987e1ae960c88,CFG731_b9f64e4d38245efe,4,15,0.8037594048902406,0.2030770096589969,0.6006823952312437,7,7,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
