rfq_id,characteristic,error_type,predicted_value,actual_value
RFQ731-002730,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002730,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002730,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002730,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002730,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002730,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002730,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002731,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-002731,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002731,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002731,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-002731,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002731,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-002731,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002731,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002732,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-002732,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002732,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002732,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-002732,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002732,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002732,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002732,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002732,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002733,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-002733,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002733,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002733,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-002733,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002733,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002733,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002733,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002734,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-002734,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002734,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002734,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002734,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002734,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002734,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002734,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-002734,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002735,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002735,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002735,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002735,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002735,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002735,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002735,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002735,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002735,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002735,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002736,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-002736,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002736,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002736,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002736,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-002736,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-002737,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-002737,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002737,characteristic,MISSED_REQUIREMENT,NOVALUE,ST
RFQ731-002737,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002737,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002737,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002737,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002737,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002737,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002737,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-002737,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002737,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002738,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002738,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002738,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002738,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002738,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002738,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002738,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002738,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002739,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-002739,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002739,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002739,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-002739,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002739,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002739,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002739,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002739,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002740,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-002740,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002740,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002740,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-002740,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002740,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-002740,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002740,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002740,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002740,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002740,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-002740,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002740,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-002740,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002741,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002741,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002741,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002741,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-002741,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002741,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002741,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002741,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002742,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-002742,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002742,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-002742,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002742,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002742,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002742,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002742,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-002742,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-002743,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-002743,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002743,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-002743,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-002743,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002743,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002743,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002743,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002743,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002743,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-002744,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-002744,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,H
RFQ731-002744,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002744,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002744,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002744,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002744,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002745,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-002745,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002745,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002745,dataInterface,FALSE_POSITIVE_OR_WRONG_VALUE,AS,NN
RFQ731-002745,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002745,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002745,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002745,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002745,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002746,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002746,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002746,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002746,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002746,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002746,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002746,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002746,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002746,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002747,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002747,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002747,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002747,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-002747,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002747,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002747,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002747,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002747,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002747,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002748,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-002748,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002748,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002748,dataInterface,FALSE_POSITIVE_OR_WRONG_VALUE,AS,NN
RFQ731-002748,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002748,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002748,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002748,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002748,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002748,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002749,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002749,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002749,characteristic,MISSED_REQUIREMENT,NOVALUE,GP
RFQ731-002749,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002749,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-002749,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002749,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002749,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002749,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002750,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002750,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002750,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002750,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002750,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002750,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002750,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002751,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-002751,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002751,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002751,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002751,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002751,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-002751,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002751,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002751,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002752,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-002752,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002752,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002752,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002752,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-002752,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002752,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002752,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002752,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002752,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002753,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002753,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002753,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002753,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-002753,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002753,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002753,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002754,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-002754,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-002754,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-002754,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-002754,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002754,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002754,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002754,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002754,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002754,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-002755,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002755,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-002755,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002755,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002755,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002755,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002755,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002755,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002755,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002755,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002755,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002756,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002756,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-002756,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-002756,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002756,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002756,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002756,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002757,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN4
RFQ731-002757,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002757,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-002757,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002757,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-002757,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002757,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-002757,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-002758,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-002758,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002758,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002758,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002758,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002758,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002758,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002758,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-002758,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-002759,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002759,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002759,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002759,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002759,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002759,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-002759,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002759,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002759,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-002759,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002760,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,CN
RFQ731-002760,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-002760,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002760,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002760,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002761,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-002761,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-002761,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002761,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-002761,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002761,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-002761,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002761,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002761,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002762,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002762,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002762,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002762,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002762,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002762,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002762,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002762,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002762,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002763,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002763,characteristic,MISSED_REQUIREMENT,NOVALUE,ST
RFQ731-002763,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002763,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-002763,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-002763,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-002763,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002763,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002763,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002763,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-002763,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002764,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002764,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002764,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002764,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002764,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-002764,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002765,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-002765,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-002765,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002765,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-002765,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002765,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-002765,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002765,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-002765,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-002765,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-002765,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-002766,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-002766,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-002766,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-002766,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-002766,devCategory,MISSED_REQUIREMENT,NOVALUE,G
