rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count
RFQ731-000799,ORACLE,True,x731,CFG731_4f57c7eb0fb7e785,CFG731_a70e307c2ffca857,x731,21.664665450406236,2,1549,13
RFQ731-000800,ORACLE,True,x731,CFG731_b3cd6a1a19fbc328,CFG731_70b38ab75d3ca724,x731,19.09036464899238,6,1549,14
RFQ731-000801,ORACLE,True,x731,CFG731_47bb86ed234fd5e6,CFG731_47bb86ed234fd5e6,x731,23.69372785241215,1,1549,14
RFQ731-000802,ORACLE,True,x731,CFG731_efc9d6b915117e15,CFG731_efc9d6b915117e15,x731,21.213455642664172,1,1549,15
RFQ731-000803,ORACLE,True,x731,CFG731_b3506a753aafcfa3,CFG731_b3506a753aafcfa3,x731,19.60419424824873,1,1549,13
RFQ731-000804,ORACLE,True,x731,CFG731_ab9e33e0db28df11,CFG731_ab9e33e0db28df11,x731,19.4983266421642,1,1549,13
RFQ731-000805,ORACLE,True,x731,CFG731_94be99d48ade0efb,CFG731_94be99d48ade0efb,x731,22.366803169837922,1,1549,16
RFQ731-000806,ORACLE,True,x731,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,x731,20.592458331954496,1,1549,14
RFQ731-000807,ORACLE,True,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_c050936f4a70e2a0,G731ST-LT,20.850916447961147,13,153,12
RFQ731-000808,ORACLE,True,x731,CFG731_12089d5d54f581ac,CFG731_12089d5d54f581ac,x731,19.928444769984942,1,1549,14
RFQ731-000809,ORACLE,True,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,G731CA,33.8413206340227,1,48,14
RFQ731-000810,ORACLE,True,x731,CFG731_868fc79316fb0836,CFG731_868fc79316fb0836,x731,20.761121786844743,1,1549,14
RFQ731-000811,ORACLE,True,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,36.30115881302178,1,19,13
RFQ731-000812,ORACLE,True,x731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,x731,23.16094095540965,1,1549,14
RFQ731-000813,ORACLE,True,G731CA,CFG731_4189e4dbecbffadb,CFG731_4189e4dbecbffadb,G731CA,32.29516119553383,1,48,14
RFQ731-000814,ORACLE,True,G731ST-HT,CFG731_d71a39e1fcf17083,CFG731_1a1206cc52132df1,G731ST-HT,24.97652934108743,4,151,14
RFQ731-000815,ORACLE,True,x731,CFG731_34bf8aa6c521cef0,CFG731_747411fe70ba8e8d,x731,18.690160433257596,9,1549,13
RFQ731-000816,ORACLE,True,x731,CFG731_fa2849b259355775,CFG731_fa2849b259355775,x731,22.969309299781035,1,1549,15
RFQ731-000817,ORACLE,True,x731,CFG731_7962ce0b7d875608,CFG731_7962ce0b7d875608,x731,23.042212997295476,1,1549,14
RFQ731-000818,ORACLE,True,x731,CFG731_20e62aeb01c953da,CFG731_20e62aeb01c953da,x731,22.998724111973935,1,1549,16
RFQ731-000819,ORACLE,True,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,x731,22.056937106531176,1,1549,16
RFQ731-000820,ORACLE,True,G731ST-HT,CFG731_fab0d81b6a0ca4e0,CFG731_288e4c99b4e02895,G731ST-HT,23.047730215020284,12,151,13
RFQ731-000821,ORACLE,True,G731ST-LT,CFG731_159f3a6877b5a5d2,CFG731_ef044db10b586894,G731ST-LT,22.38503222564717,10,153,13
RFQ731-000822,ORACLE,True,x731,CFG731_ef6e203c92a71c88,CFG731_24648603ca730481,x731,20.302186181628414,3,1549,14
RFQ731-000823,ORACLE,True,x731,CFG731_d27f5f5f307014a8,CFG731_d27f5f5f307014a8,x731,24.138800788866313,1,1549,16
RFQ731-000824,ORACLE,True,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,G731ST-HT,26.995064131791732,1,151,15
RFQ731-000825,ORACLE,True,G731ST-LT,CFG731_5be9d749d8317fd3,CFG731_49cd4cbef1081333,G731ST-LT,23.680576411450417,2,153,14
RFQ731-000826,ORACLE,True,G731ST-LT,CFG731_ad54a3e31832f7d2,CFG731_e6c0885eb14e429c,G731ST-LT,24.508123219318957,4,153,14
RFQ731-000827,ORACLE,True,x731,CFG731_eea9998b9f9a0bdb,CFG731_8c50542218db5cb0,x731,19.58463058381313,5,1549,13
RFQ731-000828,ORACLE,True,x731,CFG731_78ea99817ca8be6a,CFG731_12089d5d54f581ac,x731,17.94564785417283,10,1549,13
RFQ731-000829,ORACLE,True,x731,CFG731_91111a4a3e291c8a,CFG731_1af3f9470bd904d5,x731,21.084381085637645,2,1549,15
RFQ731-000830,ORACLE,True,x731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,x731,23.16094095540965,1,1549,14
RFQ731-000831,ORACLE,True,x731,CFG731_9267914435603df0,CFG731_89772de94df83ba5,x731,19.45311787161997,5,1549,13
RFQ731-000832,ORACLE,True,x731,CFG731_cb6654d77e7e4d72,CFG731_cb6654d77e7e4d72,x731,22.01931799686645,1,1549,13
RFQ731-000833,ORACLE,True,x731,CFG731_d7c031e2b589d088,CFG731_1f31b1bf8dc9e962,x731,20.552666625124424,4,1549,14
RFQ731-000834,ORACLE,True,x731,CFG731_d8843ca5e91f93ae,CFG731_011ca4ba794bd4d6,x731,21.530976197241333,2,1549,13
RFQ731-000835,ORACLE,True,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,G731ST-LT,22.1571212140856,3,153,13
RFQ731-000836,ORACLE,True,x731,CFG731_4ba013fed31fb45f,CFG731_4ba013fed31fb45f,x731,22.31949416394986,1,1549,13
RFQ731-000837,ORACLE,True,x731,CFG731_7756caaf4e5e2963,CFG731_c7c53fc5541f1dc1,x731,20.294850710305866,4,1549,14
RFQ731-000838,ORACLE,True,x731,CFG731_8366eceddaf01e58,CFG731_8f470181ad32eeae,x731,22.795058998749354,2,1549,15
RFQ731-000839,ORACLE,True,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_87d8ba5b87cf0a3f,G731ST-LT,25.495135339943342,1,153,15
RFQ731-000840,ORACLE,True,x731,CFG731_2e5bd0d53757f625,CFG731_2e5bd0d53757f625,x731,20.50658751141085,1,1549,14
RFQ731-000841,ORACLE,True,x731,CFG731_3ac187941df4fdac,CFG731_a41a2d2cef1a675f,x731,20.38633510662119,3,1549,13
RFQ731-000842,ORACLE,True,x731,CFG731_29521f988dd233e6,CFG731_3d652e6a54b1c68b,x731,18.377256883164137,6,1549,13
RFQ731-000843,ORACLE,True,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,G731CA,30.89132327360409,1,48,14
RFQ731-000844,ORACLE,True,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,24.974426943297008,3,151,14
RFQ731-000845,ORACLE,True,G731CA,CFG731_5bfe9492c76587ec,CFG731_5bfe9492c76587ec,G731CA,35.89643793735161,1,48,14
RFQ731-000846,ORACLE,True,x731,CFG731_63b50b6b631946e6,CFG731_63b50b6b631946e6,x731,22.267604404058048,1,1549,14
RFQ731-000847,ORACLE,True,F731WD_DualChannel,CFG731_c0f6f70a47ed04ba,CFG731_c0f6f70a47ed04ba,F731WD_DualChannel,34.491549867105086,1,19,12
RFQ731-000848,ORACLE,True,x731,CFG731_77ac60f5637770e9,CFG731_3727d181b2806370,x731,20.43174105611727,3,1549,13
RFQ731-000849,ORACLE,True,x731,CFG731_6d44172bc82c7ed7,CFG731_6d44172bc82c7ed7,x731,21.311039687399248,1,1549,15
RFQ731-000850,ORACLE,True,G731ST-HT,CFG731_8216f56c8f1b8479,CFG731_8216f56c8f1b8479,G731ST-HT,24.931663900077588,1,151,14
RFQ731-000851,ORACLE,True,x731,CFG731_260c36430f7c2d03,CFG731_260c36430f7c2d03,x731,24.010745481975945,1,1549,14
RFQ731-000852,ORACLE,True,x731,CFG731_bb4f0886ba308d63,CFG731_9a0f0b26c7f24725,x731,21.6927433020168,6,1549,14
RFQ731-000853,ORACLE,True,x731,CFG731_eea9998b9f9a0bdb,CFG731_8c50542218db5cb0,x731,19.58463058381313,5,1549,13
RFQ731-000854,ORACLE,True,x731,CFG731_c775e192f3d489e9,CFG731_c775e192f3d489e9,x731,23.09283964630521,1,1549,14
RFQ731-000855,ORACLE,True,F731TE,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,F731TE,33.91463444021619,1,30,13
RFQ731-000856,ORACLE,True,G731ST-HT,CFG731_ad49f2ad57627f46,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,24.14792620826305,2,151,13
RFQ731-000857,ORACLE,True,x731,CFG731_4d7e108ea05eeb07,CFG731_4d7e108ea05eeb07,x731,24.41540546526024,1,1549,14
RFQ731-000858,ORACLE,True,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,G731CA,32.28750463962656,1,48,14
RFQ731-000859,ORACLE,True,x731,CFG731_6d0d64ab66a91d89,CFG731_04a53b6cc81d57d6,x731,19.661844167223474,3,1549,14
RFQ731-000860,ORACLE,True,x731,CFG731_54b63f2628adfc32,CFG731_54b63f2628adfc32,x731,21.42339329466883,1,1549,15
RFQ731-000861,ORACLE,True,x731,CFG731_cb2e63f823697ceb,CFG731_cb2e63f823697ceb,x731,20.34826529534199,1,1549,14
RFQ731-000862,ORACLE,True,G731ST-HT,CFG731_4de012f7232f644d,CFG731_4de012f7232f644d,G731ST-HT,27.07146405668334,1,151,15
RFQ731-000863,ORACLE,True,x731,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,x731,24.765334421798215,1,1549,17
RFQ731-000864,ORACLE,True,x731,CFG731_1f0c09edcd967945,CFG731_1f0c09edcd967945,x731,21.265857819077034,1,1549,14
RFQ731-000865,ORACLE,True,x731,CFG731_9267914435603df0,CFG731_89772de94df83ba5,x731,19.45311787161997,5,1549,13
RFQ731-000866,ORACLE,True,x731,CFG731_af755e9c46cfadd4,CFG731_af755e9c46cfadd4,x731,23.659186771792086,1,1549,14
RFQ731-000867,ORACLE,True,x731,CFG731_7157b3d45716ad8f,CFG731_33fed5318b1a4f2f,x731,20.58200003606862,2,1549,14
RFQ731-000868,ORACLE,True,x731,CFG731_acd18bc8a73cfdde,CFG731_acd18bc8a73cfdde,x731,23.761675921936444,1,1549,16
RFQ731-000869,ORACLE,True,x731,CFG731_b60961340903daf0,CFG731_14299a2a74e42d7f,x731,22.142336399122044,3,1549,13
RFQ731-000870,ORACLE,True,F731WD_SingleChannel,CFG731_ee8e327bbb737abf,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,25.900381746594356,2,10,11
RFQ731-000871,ORACLE,True,G731CA,CFG731_14235f3888d71408,CFG731_14235f3888d71408,G731CA,30.74134520113768,1,48,14
RFQ731-000872,ORACLE,True,x731,CFG731_7895bfd97573c2b8,CFG731_28ac43a93658ad6b,x731,21.742933342623115,4,1549,15
RFQ731-000873,ORACLE,True,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,F731WD_SingleChannel,34.75499937453291,1,10,13
RFQ731-000874,ORACLE,True,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,F731WD_SingleChannel,29.501658488412136,1,10,11
RFQ731-000875,ORACLE,True,x731,CFG731_b7c5e5eddd92ed3a,CFG731_b7c5e5eddd92ed3a,x731,20.3609959057809,1,1549,14
RFQ731-000876,ORACLE,True,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,26.82599456367052,1,151,15
RFQ731-000877,ORACLE,True,x731,CFG731_4340f11ba9a46e42,CFG731_9fcbeaf9d5010d3a,x731,20.32403734037662,3,1549,14
RFQ731-000878,ORACLE,True,F731TE,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,F731TE,33.91463444021619,1,30,13
RFQ731-000879,ORACLE,True,x731,CFG731_214b769209164299,CFG731_fb16e30f5bbb87f2,x731,21.591362648975437,3,1549,14
RFQ731-000880,ORACLE,True,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,G731ST-LT,26.013318501830994,1,153,15
RFQ731-000881,ORACLE,True,G731ST-HT,CFG731_076cad91966d4c34,CFG731_076cad91966d4c34,G731ST-HT,28.24433712957877,1,151,16
RFQ731-000882,ORACLE,True,G731ST-LT,CFG731_0dd81a588b2a1411,CFG731_0dd81a588b2a1411,G731ST-LT,24.32563407725631,1,153,14
RFQ731-000883,ORACLE,True,x731,CFG731_48e71c5ae6615397,CFG731_48e71c5ae6615397,x731,20.842938775450506,1,1549,14
RFQ731-000884,ORACLE,True,x731,CFG731_608c0251ef380592,CFG731_608c0251ef380592,x731,24.273411668115067,1,1549,16
RFQ731-000885,ORACLE,True,x731,CFG731_7756caaf4e5e2963,CFG731_c7c53fc5541f1dc1,x731,20.294850710305866,4,1549,14
RFQ731-000886,ORACLE,True,G731CA,CFG731_c7ca2f069d01e42d,CFG731_c7ca2f069d01e42d,G731CA,32.39528764789,1,48,14
RFQ731-000887,ORACLE,True,x731,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,x731,18.044511084927638,6,1549,13
RFQ731-000888,ORACLE,True,G731ST-LT,CFG731_0e0f01b5586b92da,CFG731_a40ab19ad6671fbe,G731ST-LT,23.54807629902342,2,153,14
RFQ731-000889,ORACLE,True,G731CA,CFG731_16b53411ff7f6c9b,CFG731_16b53411ff7f6c9b,G731CA,37.442597375840485,1,48,14
RFQ731-000890,ORACLE,True,G731ST-LT,CFG731_750dd83a06ba43cb,CFG731_750dd83a06ba43cb,G731ST-LT,25.785407490269424,1,153,15
RFQ731-000891,ORACLE,True,x731,CFG731_c1d02f1d1235ec05,CFG731_c1d02f1d1235ec05,x731,23.65685791919671,1,1549,16
RFQ731-000892,ORACLE,True,F731PW,CFG731_ef211cb97feaddc8,CFG731_ef211cb97feaddc8,F731PW,29.504288687985053,1,15,12
RFQ731-000893,ORACLE,True,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,G731ST-HT,28.09435905711236,1,151,16
RFQ731-000894,ORACLE,True,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,G731ST-HT,26.995064131791732,1,151,15
RFQ731-000895,ORACLE,True,x731,CFG731_3cfe26a4a6491587,CFG731_04a53b6cc81d57d6,x731,19.20174937251044,3,1549,13
RFQ731-000896,ORACLE,True,x731,CFG731_17dba025c91c278d,CFG731_17dba025c91c278d,x731,21.37148745963936,1,1549,15
RFQ731-000897,ORACLE,True,x731,CFG731_2205a8cc5d1ff08b,CFG731_5ae746dac49a854b,x731,20.046992141872842,4,1549,13
RFQ731-000898,ORACLE,True,F731WD_DualChannel,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,F731WD_DualChannel,31.047817926901008,1,19,11
RFQ731-000899,ORACLE,True,x731,CFG731_1147f9711c4bff84,CFG731_1147f9711c4bff84,x731,24.08068821755677,1,1549,14
RFQ731-000900,ORACLE,True,x731,CFG731_f0496d00d34377f6,CFG731_24648603ca730481,x731,18.883843615720163,5,1549,13
RFQ731-000901,ORACLE,True,x731,CFG731_491a198d9cd06e17,CFG731_491a198d9cd06e17,x731,20.41637482797922,1,1549,14
RFQ731-000902,ORACLE,True,G731ST-LT,CFG731_50a4a25852666336,CFG731_d124ccffa669c3a2,G731ST-LT,25.008613929134643,3,153,15
RFQ731-000903,ORACLE,True,G731CA,CFG731_1dfb5999b1debe3a,CFG731_1dfb5999b1debe3a,G731CA,35.99656438970778,1,48,14
RFQ731-000904,ORACLE,True,x731,CFG731_d5a8b991307aace7,CFG731_3b2a32abbf148ca1,x731,20.389152183856776,6,1549,14
RFQ731-000905,ORACLE,True,G731CA,CFG731_508d465d4c518290,CFG731_508d465d4c518290,G731CA,30.69915013693471,1,48,14
RFQ731-000906,ORACLE,True,G731ST-HT,CFG731_83a3644f76b45069,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,26.95722385910912,2,151,15
RFQ731-000907,ORACLE,True,F731TE,CFG731_b7c1a02b25610507,CFG731_8b8ba7e2341f1295,F731TE,28.619098489892448,2,30,11
RFQ731-000908,ORACLE,True,x731,CFG731_be171d4bbfab2b66,CFG731_be171d4bbfab2b66,x731,21.13880434295367,1,1549,15
RFQ731-000909,ORACLE,True,x731,CFG731_8f2f3a7ba66ea526,CFG731_3611bb1fba248e38,x731,20.240021339758872,3,1549,14
RFQ731-000910,ORACLE,True,F731TE,CFG731_6886c948a9d1ec0c,CFG731_6886c948a9d1ec0c,F731TE,35.31847236214592,1,30,13
RFQ731-000911,ORACLE,True,x731,CFG731_1f0c09edcd967945,CFG731_1f0c09edcd967945,x731,21.265857819077034,1,1549,14
RFQ731-000912,ORACLE,True,x731,CFG731_631dadb7c0c7adf5,CFG731_2322a268d0a898f9,x731,20.627317924834923,3,1549,14
RFQ731-000913,ORACLE,True,G731ST-LT,CFG731_bbd32ea73f3dabf1,CFG731_ab4075c601d1397c,G731ST-LT,25.856114442948357,2,153,15
RFQ731-000914,ORACLE,True,x731,CFG731_910ee0b4b8287063,CFG731_8e6f935bd5bd53ff,x731,18.552257622661408,8,1549,12
RFQ731-000915,ORACLE,True,x731,CFG731_5d88e63d941ec6fd,CFG731_5d88e63d941ec6fd,x731,19.469103051537648,1,1549,14
RFQ731-000916,ORACLE,True,x731,CFG731_15f034f7c265528f,CFG731_8c50542218db5cb0,x731,22.126385525093088,2,1549,15
RFQ731-000917,ORACLE,True,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,25.4350394787327,1,151,14
RFQ731-000918,ORACLE,True,x731,CFG731_c3b5b1049b2ed7bb,CFG731_747411fe70ba8e8d,x731,18.725898308149784,7,1549,13
RFQ731-000919,ORACLE,True,F731TE,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,F731TE,38.80183643608151,1,30,13
RFQ731-000920,ORACLE,True,x731,CFG731_3d79b5ed69541acc,CFG731_219ac3d01befd6d1,x731,19.39972829497327,6,1549,14
RFQ731-000921,ORACLE,True,G731ST-LT,CFG731_9548d55d92816998,CFG731_c050936f4a70e2a0,G731ST-LT,24.252055929681507,2,153,14
RFQ731-000922,ORACLE,True,x731,CFG731_910ee0b4b8287063,CFG731_8e6f935bd5bd53ff,x731,18.552257622661408,8,1549,12
RFQ731-000923,ORACLE,True,G731ST-LT,CFG731_58b9913d8024b015,CFG731_32b4b1ec4513af66,G731ST-LT,22.70248406833466,5,153,13
RFQ731-000924,ORACLE,True,x731,CFG731_1434e7eedafa69d1,CFG731_1147f9711c4bff84,x731,22.62660777675633,2,1549,13
RFQ731-000925,ORACLE,True,G731ST-HT,CFG731_b46f92852addf866,CFG731_7c70763d4cf79560,G731ST-HT,25.05446228018259,3,151,14
RFQ731-000926,ORACLE,True,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_2a989bd6dba74d9f,G731ST-HT,25.646304111056885,4,151,14
RFQ731-000927,ORACLE,True,x731,CFG731_57b3b3a6958ee330,CFG731_9fcbeaf9d5010d3a,x731,20.260911984514,3,1549,14
RFQ731-000928,ORACLE,True,G731ST-HT,CFG731_f2a296f2bedae0e8,CFG731_7b2f69a7ca55041b,G731ST-HT,24.99478925594021,2,151,14
RFQ731-000929,ORACLE,True,x731,CFG731_5feb84333ab424ba,CFG731_a59cc7e57b856164,x731,21.173841866942915,2,1549,14
RFQ731-000930,ORACLE,True,x731,CFG731_c41fd04f9eea78e7,CFG731_c41fd04f9eea78e7,x731,23.25347762961966,1,1549,14
RFQ731-000931,ORACLE,True,x731,CFG731_b761b914f76d159e,CFG731_8a7a801f91254eeb,x731,20.536313179087596,3,1549,13
RFQ731-000932,ORACLE,True,x731,CFG731_f879c0aaba152069,CFG731_5fb1bce2eb72cec6,x731,21.255658855548678,2,1549,14
RFQ731-000933,ORACLE,True,x731,CFG731_186348c5f967a6f7,CFG731_186348c5f967a6f7,x731,21.82277543357787,1,1549,15
RFQ731-000934,ORACLE,True,x731,CFG731_ade755d80d357018,CFG731_3b2a32abbf148ca1,x731,19.672514513671516,5,1549,14
RFQ731-000935,ORACLE,True,x731,CFG731_3b56310e368fd60f,CFG731_33fed5318b1a4f2f,x731,21.400988661406377,2,1549,14
RFQ731-000936,ORACLE,True,x731,CFG731_7962ce0b7d875608,CFG731_7962ce0b7d875608,x731,23.042212997295476,1,1549,14
RFQ731-000937,ORACLE,True,x731,CFG731_cc50cacf788bd84a,CFG731_83f956404d04e6cd,x731,22.74467992760413,2,1549,15
RFQ731-000938,ORACLE,True,x731,CFG731_59f86789e43d86f1,CFG731_59f86789e43d86f1,x731,23.11716703108541,1,1549,16
RFQ731-000939,ORACLE,True,x731,CFG731_5247c83d5f005ead,CFG731_fde1ab2a4808b544,x731,21.888418211727046,3,1549,15
RFQ731-000940,ORACLE,True,x731,CFG731_5a14e01af9745dda,CFG731_353333bad447dbef,x731,21.285421483512636,2,1549,14
RFQ731-000941,ORACLE,True,x731,CFG731_36d7686aca1200ae,CFG731_36d7686aca1200ae,x731,23.260139139286174,1,1549,16
RFQ731-000942,ORACLE,True,G731ST-HT,CFG731_2eea910b2403bc4c,CFG731_eb70dc35972dc4b7,G731ST-HT,23.549266997670554,2,151,13
RFQ731-000943,ORACLE,True,F731TE,CFG731_b7c1a02b25610507,CFG731_8b8ba7e2341f1295,F731TE,28.619098489892448,2,30,11
RFQ731-000944,ORACLE,True,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,G731ST-HT,28.59589583976263,1,151,16
RFQ731-000945,ORACLE,True,x731,CFG731_dca3d8725270dd93,CFG731_f87794e7a98d0b11,x731,22.31147138196507,2,1549,16
RFQ731-000946,ORACLE,True,x731,CFG731_d4dafb658c85c692,CFG731_3b2a32abbf148ca1,x731,21.68313859993285,4,1549,15
RFQ731-000947,ORACLE,True,G731ST-LT,CFG731_5be384035f37d372,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,22.19285908897779,4,153,13
RFQ731-000948,ORACLE,True,x731,CFG731_7308ee8503151ef3,CFG731_7308ee8503151ef3,x731,24.08459946335313,1,1549,17
RFQ731-000949,ORACLE,True,F731TE,CFG731_f79503cf8f87ea49,CFG731_3d8c1bbc0ef4249a,F731TE,28.159756771445153,2,30,11
RFQ731-000950,ORACLE,True,x731,CFG731_5cae68c0a1d5db32,CFG731_5cae68c0a1d5db32,x731,22.89097368218095,1,1549,13
RFQ731-000951,ORACLE,True,x731,CFG731_af36a6c70f11950b,CFG731_241d60e6ef5278be,x731,17.92263750592792,5,1549,12
RFQ731-000952,ORACLE,True,x731,CFG731_ef02695e374fc418,CFG731_c39096767a7ae083,x731,20.370116454090194,2,1549,14
RFQ731-000953,ORACLE,True,x731,CFG731_633572f6d3593691,CFG731_633572f6d3593691,x731,21.716606923884054,1,1549,14
RFQ731-000954,ORACLE,True,G731ST-HT,CFG731_84352197821d09de,CFG731_bbffb73f3dff6787,G731ST-HT,25.68127776885097,4,151,14
RFQ731-000955,ORACLE,True,x731,CFG731_b1531976c0d80b4a,CFG731_efc9d6b915117e15,x731,20.14534480662026,3,1549,14
RFQ731-000956,ORACLE,True,G731CA,CFG731_faff6da73df00950,CFG731_faff6da73df00950,G731CA,33.9910632327716,1,48,14
RFQ731-000957,ORACLE,True,x731,CFG731_45cf7219dd66904b,CFG731_45cf7219dd66904b,x731,21.64246082909372,1,1549,16
RFQ731-000958,ORACLE,True,x731,CFG731_de371e3e32a80802,CFG731_de371e3e32a80802,x731,22.637553014011182,1,1549,14
RFQ731-000959,ORACLE,True,x731,CFG731_bbcb665ced67f8c3,CFG731_bbcb665ced67f8c3,x731,22.993040913363014,1,1549,16
RFQ731-000960,ORACLE,True,G731ST-LT,CFG731_515a31451814aae9,CFG731_515a31451814aae9,G731ST-LT,23.011847714315543,1,153,13
RFQ731-000961,ORACLE,True,x731,CFG731_844c64c49c2e5514,CFG731_844c64c49c2e5514,x731,21.26041303838951,1,1549,15
RFQ731-000962,ORACLE,True,G731ST-LT,CFG731_515a31451814aae9,CFG731_515a31451814aae9,G731ST-LT,23.011847714315543,1,153,13
RFQ731-000963,ORACLE,True,x731,CFG731_0ef26d136a7182e8,CFG731_353333bad447dbef,x731,19.54423466871048,2,1549,13
RFQ731-000964,ORACLE,True,x731,CFG731_3ada8d565667279d,CFG731_337790e6bbcf15f4,x731,18.37381252313233,6,1549,13
RFQ731-000965,ORACLE,True,G731ST-HT,CFG731_b30ceef5c5f902ca,CFG731_b30ceef5c5f902ca,G731ST-HT,23.86671884035804,1,151,13
RFQ731-000966,ORACLE,True,F731WD_SingleChannel,CFG731_ee8e327bbb737abf,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,25.900381746594356,2,10,11
RFQ731-000967,ORACLE,True,x731,CFG731_9637b2f8d628ff9d,CFG731_e08dfad4737be3d9,x731,22.659098425431644,2,1549,15
RFQ731-000968,ORACLE,True,G731ST-HT,CFG731_ad85e442c9239be7,CFG731_a69c8345e2cbb480,G731ST-HT,25.894381197179996,2,151,14
RFQ731-000969,ORACLE,True,G731CA,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,G731CA,34.49260001542188,1,48,14
RFQ731-000970,ORACLE,True,x731,CFG731_aa68f1da5062cc70,CFG731_04a53b6cc81d57d6,x731,20.576530246991673,3,1549,14
RFQ731-000971,ORACLE,True,G731ST-LT,CFG731_9c6b16fef6d02aaf,CFG731_d5af433b36265df1,G731ST-LT,23.660214098807216,3,153,14
RFQ731-000972,ORACLE,True,F731TE,CFG731_5164655533c6a8d0,CFG731_5164655533c6a8d0,F731TE,36.8646318006348,1,30,13
RFQ731-000973,ORACLE,True,x731,CFG731_c775e192f3d489e9,CFG731_c775e192f3d489e9,x731,23.09283964630521,1,1549,14
RFQ731-000974,ORACLE,True,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,G731CA,21.886727573199128,2,48,12
RFQ731-000975,ORACLE,True,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,25.593998570698155,2,153,15
RFQ731-000976,ORACLE,True,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,x731,22.056937106531176,1,1549,16
RFQ731-000977,ORACLE,True,x731,CFG731_8634a8a0a780401d,CFG731_f7f0034a8b15f329,x731,21.1100427304931,2,1549,13
RFQ731-000978,ORACLE,True,x731,CFG731_c585b182e5ecfc9a,CFG731_c585b182e5ecfc9a,x731,22.84693719150159,1,1549,13
RFQ731-000979,ORACLE,True,F731TE,CFG731_1962af6277da6f54,CFG731_1962af6277da6f54,F731TE,35.41859881450209,1,30,13
RFQ731-000980,ORACLE,True,G731ST-HT,CFG731_d03860c1f327a8d1,CFG731_d03860c1f327a8d1,G731ST-HT,27.107201931575528,1,151,15
RFQ731-000981,ORACLE,True,F731TE,CFG731_b7c1a02b25610507,CFG731_8b8ba7e2341f1295,F731TE,28.619098489892448,2,30,11
RFQ731-000982,ORACLE,True,x731,CFG731_8f2f3a7ba66ea526,CFG731_3611bb1fba248e38,x731,20.240021339758872,3,1549,14
RFQ731-000983,ORACLE,True,x731,CFG731_5789f006b670582c,CFG731_ebb861c404a79d91,x731,19.67850846874415,3,1549,13
RFQ731-000984,ORACLE,True,G731ST-LT,CFG731_2a738780f0517f67,CFG731_c050936f4a70e2a0,G731ST-LT,24.18893057381889,2,153,14
RFQ731-000985,ORACLE,True,x731,CFG731_b8db8783f5774853,CFG731_f97e51d1da57d99f,x731,22.04727498931279,2,1549,14
