rfq_id,predicted_requirement_count,actual_requirement_count,true_positives,false_positives,false_negatives,precision,recall,f1,predicted_requirements,actual_requirements
RFQ731-002817,10,14,6,4,5,0.6,0.5454545454545454,0.5714285714285713,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-002818,12,15,8,4,3,0.6666666666666666,0.7272727272727273,0.6956521739130435,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'stromEingaenge': 'AS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-002819,6,15,3,3,9,0.5,0.25,0.3333333333333333,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'certification': 'AG', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-002820,7,12,4,3,5,0.5714285714285714,0.4444444444444444,0.5,"{'devCategory': 'G', 'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'HS'}","{'devCategory': 'F', 'characteristic': 'WD', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS2', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-002821,6,13,2,4,8,0.3333333333333333,0.2,0.25,"{'characteristic': 'TE', 'housing': 'ST', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-002822,10,13,7,3,4,0.7,0.6363636363636364,0.6666666666666666,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'MN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1'}"
RFQ731-002823,11,17,9,2,6,0.8181818181818182,0.6,0.6923076923076923,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002824,8,13,6,2,5,0.75,0.5454545454545454,0.631578947368421,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS2', 'temperaturEingaenge': 'TT2', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-002825,10,15,7,3,5,0.7,0.5833333333333334,0.6363636363636365,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'AG', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'MN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1'}"
RFQ731-002826,8,14,5,3,7,0.625,0.4166666666666667,0.5,"{'devCategory': 'G', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromEingaenge': 'AS', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002827,9,13,5,4,5,0.5555555555555556,0.5,0.5263157894736842,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-002828,10,15,6,4,6,0.6,0.5,0.5454545454545454,"{'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'binaerDigitalOpenColl_MN': 'MN1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-002829,8,15,5,3,7,0.625,0.4166666666666667,0.5,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-002830,9,15,5,4,7,0.5555555555555556,0.4166666666666667,0.4761904761904762,"{'devCategory': 'G', 'characteristic': 'VG', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'FUNCTIONALITY', 'binaerOpenColl_MP': 'MP1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002831,8,15,6,2,7,0.75,0.46153846153846156,0.5714285714285714,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-002832,9,15,6,3,6,0.6666666666666666,0.5,0.5714285714285715,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-002833,12,14,9,3,3,0.75,0.75,0.75,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI'}"
RFQ731-002834,10,14,8,2,4,0.8,0.6666666666666666,0.7272727272727272,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-002835,10,16,8,2,6,0.8,0.5714285714285714,0.6666666666666666,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002836,8,15,5,3,7,0.625,0.4166666666666667,0.5,"{'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-002837,9,16,8,1,7,0.8888888888888888,0.5333333333333333,0.6666666666666667,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002838,8,15,4,4,9,0.5,0.3076923076923077,0.380952380952381,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-002839,6,14,3,3,9,0.5,0.25,0.3333333333333333,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'certification': 'IN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-002840,8,13,5,3,6,0.625,0.45454545454545453,0.5263157894736842,"{'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'S', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI'}"
RFQ731-002841,10,14,6,4,5,0.6,0.5454545454545454,0.5714285714285713,"{'devCategory': 'G', 'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'binaerDigitalOpenColl_MN': 'MN1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-002842,6,12,4,2,6,0.6666666666666666,0.4,0.5,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'AG', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI'}"
RFQ731-002843,10,14,8,2,5,0.8,0.6153846153846154,0.6956521739130435,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002844,8,16,5,3,8,0.625,0.38461538461538464,0.4761904761904762,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-002845,10,16,7,3,7,0.7,0.5,0.5833333333333334,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'AG', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002846,6,11,4,2,5,0.6666666666666666,0.4444444444444444,0.5333333333333333,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'explosionApproval': 'N', 'certification': 'AG', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'MT', 'temperaturEingaenge': 'TT2', 'dev_advMeterVerification': '1'}"
RFQ731-002847,8,13,4,4,5,0.5,0.4444444444444444,0.47058823529411764,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'S', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI'}"
RFQ731-002848,7,14,5,2,7,0.7142857142857143,0.4166666666666667,0.5263157894736842,"{'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-002849,9,13,6,3,4,0.6666666666666666,0.6,0.631578947368421,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'MT', 'stromSchaltbar': 'CS2', 'temperaturEingaenge': 'TT2', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-002850,8,14,5,3,6,0.625,0.45454545454545453,0.5263157894736842,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-002851,12,17,9,3,6,0.75,0.6,0.6666666666666665,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-002852,6,12,4,2,6,0.6666666666666666,0.4,0.5,"{'devCategory': 'F', 'characteristic': 'VG', 'housing': 'ST', 'explosionApproval': 'N', 'certification': 'IN', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'WD', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS2', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-002853,9,12,6,3,4,0.6666666666666666,0.6,0.631578947368421,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI'}"
RFQ731-002854,10,15,7,3,5,0.7,0.5833333333333334,0.6363636363636365,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-002855,9,14,7,2,5,0.7777777777777778,0.5833333333333334,0.6666666666666666,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'A', 'certification': 'AG', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
