rfq_id,target_package,predicted_package,true_configuration_id,predicted_configuration_id,true_score,predicted_score,score_difference_predicted_minus_true,exact_id_match,same_technical_signature,same_package,technical_equivalent,package_technical_equivalent,top1_case_category,num_changed_characteristics,changed_characteristics,technical_equivalent_rank,package_technical_equivalent_rank,exact_id_rank
RFQ731-003033,x731,x731,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,23.93462139088672,23.93462139088672,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003034,G731ST-LT,G731ST-LT,CFG731_cc03e3852895ae99,CFG731_49cd4cbef1081333,22.26223384554217,22.26223384554217,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|temperaturEingaenge,2.0,2.0,2.0
RFQ731-003035,x731,x731,CFG731_775c3458f44938c0,CFG731_5dd42015f6f61801,22.51627882497847,22.51627882497847,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003036,x731,x731,CFG731_f0e6b17b1bb2d5ab,CFG731_f0e6b17b1bb2d5ab,23.20903253224227,23.20903253224227,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003037,G731ST-HT,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,28.09435905711236,28.09435905711236,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003038,x731,x731,CFG731_3a824c7e49bfd8f4,CFG731_3a824c7e49bfd8f4,22.308866695567307,22.308866695567307,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003039,G731ST-HT,G731ST-HT,CFG731_f23946dbf617272b,CFG731_63eca10a00ae1f5d,25.78659818891656,25.78659818891656,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,3.0,3.0,3.0
RFQ731-003040,x731,x731,CFG731_bae6e4f47f3132d8,CFG731_3b2a32abbf148ca1,21.71887647482504,21.71887647482504,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|dev_advMeterVerification,2.0,2.0,2.0
RFQ731-003041,x731,x731,CFG731_2590cdb37d481b9a,CFG731_3611bb1fba248e38,19.97247863019276,19.97247863019276,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003042,x731,x731,CFG731_8ade52b2e74d0235,CFG731_8c50542218db5cb0,20.60917972843003,20.60917972843003,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,3.0,3.0,3.0
RFQ731-003043,x731,x731,CFG731_1434e7eedafa69d1,CFG731_1147f9711c4bff84,22.62660777675633,22.62660777675633,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-003044,F731TE,F731TE,CFG731_7113759c5b95914d,CFG731_7113759c5b95914d,40.34799587457038,40.34799587457038,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003045,G731ST-LT,G731ST-LT,CFG731_b192ab056df1d8f7,CFG731_7b1edd53e8bbad40,24.615906227582396,24.615906227582396,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,4.0,4.0,4.0
RFQ731-003046,x731,x731,CFG731_5d42a8deb0fcb3d7,CFG731_fb1ab4b34e9c8a75,21.073161564804494,21.073161564804494,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003047,x731,x731,CFG731_3c119308d8305ad4,CFG731_3c119308d8305ad4,20.701719896485542,20.701719896485542,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003048,F731WD_DualChannel,F731WD_DualChannel,CFG731_166dd118cf42e953,CFG731_c0f6f70a47ed04ba,25.486954166700123,25.486954166700123,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-003049,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,29.501658488412136,29.501658488412136,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003050,G731CA,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,32.28750463962656,32.28750463962656,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003051,G731CA,G731CA,CFG731_f235f4dd7693c885,CFG731_2aca30183aab25a9,21.38519079054886,21.38519079054886,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-003052,F731PW,F731PW,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,34.02362848404934,34.02362848404934,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003053,x731,x731,CFG731_736d7f6d47393e47,CFG731_736d7f6d47393e47,19.823261782673622,19.823261782673622,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003054,G731ST-LT,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,22.1571212140856,22.1571212140856,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,temperaturEingaenge|binaerDigitalOpenColl_MN,3.0,3.0,3.0
RFQ731-003055,G731ST-HT,G731ST-HT,CFG731_c759934398f2381a,CFG731_eb70dc35972dc4b7,24.904484207716184,24.904484207716184,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerDigitalOpenColl_MN,2.0,2.0,2.0
RFQ731-003056,x731,x731,CFG731_03f5618878f919e9,CFG731_7f60255816247683,19.289306585219062,19.289306585219062,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|dynamicGasMaster,2.0,2.0,2.0
RFQ731-003057,x731,x731,CFG731_12d9cb8d41e8f486,CFG731_8f470181ad32eeae,23.918471374121054,23.918471374121054,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003058,x731,x731,CFG731_b2ad61cdb45a54fb,CFG731_f97e51d1da57d99f,21.33063731912753,21.33063731912753,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,2.0,2.0,2.0
RFQ731-003059,G731CA,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,21.886727573199128,21.886727573199128,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-003060,x731,x731,CFG731_b161881037fc306d,CFG731_086adbe1d654b214,19.517890306599803,19.517890306599803,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromEingaenge|temperaturEingaenge|customUserFluid,3.0,3.0,3.0
RFQ731-003061,x731,x731,CFG731_c42374cc9dea3494,CFG731_f430d8ebe4134533,20.779614991975777,20.779614991975777,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|customUserFluid,3.0,3.0,3.0
RFQ731-003062,G731ST-LT,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,26.99141084494676,26.99141084494676,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003063,F731WD_DualChannel,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,36.30115881302178,36.30115881302178,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003064,x731,x731,CFG731_5718ef9495972b30,CFG731_516629085c122a4e,21.346787335893197,21.346787335893197,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-003065,F731TE,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,33.41309765756593,33.41309765756593,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003066,x731,x731,CFG731_25b84d9ab233c6bf,CFG731_25b84d9ab233c6bf,21.738110628961444,21.738110628961444,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003067,G731ST-HT,G731ST-HT,CFG731_348f97ec6945fbf8,CFG731_cc9ac35e4d9a1854,26.95040647939092,26.95040647939092,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003068,x731,x731,CFG731_ab5177144fa1d704,CFG731_ab5177144fa1d704,21.33345064567715,21.33345064567715,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003069,G731CA,G731CA,CFG731_0b2f7a45dffefd5b,CFG731_0b2f7a45dffefd5b,32.24530957542359,32.24530957542359,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003070,x731,x731,CFG731_6be2d8f04f4b5682,CFG731_9fcbeaf9d5010d3a,18.90569477446837,18.90569477446837,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|temperaturEingaenge,6.0,6.0,6.0
RFQ731-003071,G731ST-HT,G731ST-HT,CFG731_37f66c3948c00e57,CFG731_37f66c3948c00e57,23.513529122778365,23.513529122778365,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003072,x731,x731,CFG731_32b1041fd68aac23,CFG731_32b1041fd68aac23,22.781776281038827,22.781776281038827,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003073,x731,x731,CFG731_117f19eb2913314e,CFG731_073f991a6c9a4683,23.074971966882437,23.074971966882437,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003074,G731ST-LT,G731ST-LT,CFG731_7882c72c21497015,CFG731_7882c72c21497015,27.28168299527284,27.28168299527284,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003075,x731,x731,CFG731_4ed713e2b6c74ca8,CFG731_4ed713e2b6c74ca8,19.61908112400405,19.61908112400405,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003076,x731,x731,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,24.19507605051498,24.19507605051498,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003077,F731PW,F731PW,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,29.13642648818402,29.13642648818402,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003078,x731,x731,CFG731_e513d349f418c5df,CFG731_89772de94df83ba5,20.90719831242041,20.90719831242041,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|customUserFluid,2.0,2.0,2.0
RFQ731-003079,x731,x731,CFG731_d584b35cfce34cc7,CFG731_5ea309f998205da7,20.663377335195594,20.663377335195594,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|temperaturEingaenge,4.0,4.0,4.0
RFQ731-003080,G731ST-LT,G731ST-LT,CFG731_4664eb01d8e0d814,CFG731_c050936f4a70e2a0,22.206133658006777,22.206133658006777,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|binaerDigitalOpenColl_MN,7.0,7.0,7.0
RFQ731-003081,x731,x731,CFG731_75466cb810218a66,CFG731_75466cb810218a66,21.464114017269,21.464114017269,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003082,x731,x731,CFG731_a1cadf8c4a6793ba,CFG731_fde1ab2a4808b544,20.80074371124753,20.80074371124753,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|customUserFluid,4.0,4.0,4.0
RFQ731-003083,x731,x731,CFG731_deb6c547366eb132,CFG731_deb6c547366eb132,20.45128597208306,20.45128597208306,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003084,G731CA,G731CA,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,28.170110935086907,28.170110935086907,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003085,x731,x731,CFG731_02ec1e408c44cf5d,CFG731_02ec1e408c44cf5d,22.976872953225733,22.976872953225733,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003086,x731,x731,CFG731_b848918cab1cb35d,CFG731_5ea309f998205da7,22.018594545241225,22.018594545241225,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,3.0,3.0,3.0
RFQ731-003087,x731,x731,CFG731_440f9c9b032b7d0a,CFG731_440f9c9b032b7d0a,20.986308848200707,20.986308848200707,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003088,G731ST-LT,G731ST-LT,CFG731_9548d55d92816998,CFG731_c050936f4a70e2a0,24.252055929681507,24.252055929681507,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003089,x731,x731,CFG731_aa68f1da5062cc70,CFG731_04a53b6cc81d57d6,20.576530246991677,20.576530246991677,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,customUserFluid,3.0,3.0,3.0
RFQ731-003090,x731,x731,CFG731_65da22cd215fbcf6,CFG731_5dd42015f6f61801,22.57940418084109,22.57940418084109,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003091,x731,x731,CFG731_086adbe1d654b214,CFG731_086adbe1d654b214,23.3595609185976,23.3595609185976,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003092,x731,x731,CFG731_0aa987e1ae960c88,CFG731_0aa987e1ae960c88,21.53896047256257,21.53896047256257,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003093,x731,x731,CFG731_734ca6c628733962,CFG731_cf543b1c3927ab71,19.914500001034263,19.914500001034263,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,binaerDigitalOpenColl_MN|dev_advMeterVerification|customUserFluid,5.0,5.0,5.0
RFQ731-003094,F731WD_DualChannel,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,32.30861569119556,32.30861569119556,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003095,x731,x731,CFG731_3b06d9bface617d0,CFG731_cf543b1c3927ab71,22.697865043324175,22.697865043324175,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003096,x731,x731,CFG731_696639c1a9f714c1,CFG731_696639c1a9f714c1,21.637823703317384,21.637823703317384,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003097,x731,x731,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,24.19507605051498,24.19507605051498,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003098,x731,x731,CFG731_e8d4d37dfb814e2d,CFG731_9e4fccece4d272d3,19.92981046540948,19.92981046540948,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|dynamicGasMaster,2.0,2.0,2.0
RFQ731-003099,x731,x731,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,25.40716528230816,25.40716528230816,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003100,G731ST-LT,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_4772bedc40328ae2,25.8276025544724,25.8276025544724,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003101,G731ST-LT,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,22.1571212140856,22.1571212140856,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,temperaturEingaenge|binaerDigitalOpenColl_MN,3.0,3.0,3.0
RFQ731-003102,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_9a761e6bfde35917,CFG731_9a761e6bfde35917,38.506254188817095,38.506254188817095,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003103,F731WD_DualChannel,F731WD_DualChannel,CFG731_e8331b2a91577f04,CFG731_a4610f5f38e7d946,34.88281624711353,34.88281624711353,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003104,G731ST-LT,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_c050936f4a70e2a0,,20.850916447961147,,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromEingaenge|temperaturEingaenge|binaerDigitalOpenColl_MN,,,
RFQ731-003105,G731CA,G731CA,CFG731_f235f4dd7693c885,CFG731_2aca30183aab25a9,21.38519079054886,21.38519079054886,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-003106,G731CA,G731CA,CFG731_508d465d4c518290,CFG731_508d465d4c518290,30.69915013693471,30.69915013693471,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003107,F731TE,F731TE,CFG731_344778a042931752,CFG731_3794187f0a0c3133,29.705916209934024,29.705916209934024,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-003108,G731ST-HT,G731ST-HT,CFG731_1060da033d1aaed1,CFG731_a4416ae9d698efa6,24.36825562300831,24.36825562300831,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,4.0,4.0,4.0
RFQ731-003109,x731,x731,CFG731_8c8856d21252930e,CFG731_8c8856d21252930e,23.275328788367855,23.275328788367855,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003110,x731,x731,CFG731_3fb3f9d3dea4a198,CFG731_0c05dd0ad4f3894a,22.029492530605893,22.029492530605893,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003111,x731,x731,CFG731_a5e5e12c08e4e838,CFG731_a5e5e12c08e4e838,22.92071188035599,22.92071188035599,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003112,G731CA,G731CA,CFG731_04d132f563cdece8,CFG731_7e4e2943182c4add,28.24005367066773,28.24005367066773,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerDigitalOpenColl_MN,2.0,2.0,2.0
RFQ731-003113,x731,x731,CFG731_ef4cf0e053e2d332,CFG731_31d0a0df66872bf7,22.597867631462087,22.597867631462087,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003114,x731,x731,CFG731_2205a8cc5d1ff08b,CFG731_5ae746dac49a854b,20.04699214187284,20.04699214187284,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|dynamicGasMaster,4.0,4.0,4.0
RFQ731-003115,x731,x731,CFG731_cb9d6c11077bd307,CFG731_cb9d6c11077bd307,22.69154198062489,22.69154198062489,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003116,G731ST-LT,G731ST-LT,CFG731_6e088ee30195b6c4,CFG731_ae2e4cfccaff4f50,24.118987838238063,24.118987838238063,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,4.0,4.0,4.0
RFQ731-003117,F731WD_DualChannel,F731WD_DualChannel,CFG731_c0f6f70a47ed04ba,CFG731_c0f6f70a47ed04ba,34.491549867105086,34.491549867105086,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003118,G731CA,G731CA,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,28.170110935086907,28.170110935086907,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003119,F731WD_DualChannel,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,32.30861569119556,32.30861569119556,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003120,x731,x731,CFG731_3ab6d9037260e8b1,CFG731_3ab6d9037260e8b1,20.699363058206167,20.699363058206167,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003121,x731,x731,CFG731_3dd4cfcf6ee98460,CFG731_3dd4cfcf6ee98460,23.04544308977588,23.04544308977588,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003122,F731PW,F731PW,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,34.02362848404934,34.02362848404934,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003123,x731,x731,CFG731_d67b44eae58dfe59,CFG731_d67b44eae58dfe59,20.09888003353069,20.09888003353069,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003124,G731ST-LT,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_c050936f4a70e2a0,25.607273139727138,25.607273139727138,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003125,x731,x731,CFG731_12089d5d54f581ac,CFG731_12089d5d54f581ac,19.928444769984942,19.928444769984942,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003126,x731,x731,CFG731_f2b305fda5b7c1ed,CFG731_353333bad447dbef,18.47612383266657,18.47612383266657,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromSchaltbar|temperaturEingaenge|customUserFluid,7.0,7.0,7.0
RFQ731-003127,x731,x731,CFG731_5d255cf6dd296018,CFG731_5d255cf6dd296018,21.78703755868568,21.78703755868568,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003128,x731,x731,CFG731_b4f65e97f91c3587,CFG731_b4f65e97f91c3587,21.94530172407324,21.94530172407324,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003129,G731ST-LT,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_10085782ed0991cf,25.687308476612724,25.687308476612724,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-003130,x731,x731,CFG731_1d3bf6638fef70ae,CFG731_1d3bf6638fef70ae,21.5577883664318,21.5577883664318,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003131,x731,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,20.822283156759056,20.822283156759056,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003132,G731CA,G731CA,CFG731_55e37d2b9d20276c,CFG731_55e37d2b9d20276c,31.78596785697629,31.78596785697629,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003133,x731,x731,CFG731_b187fb9ad3627171,CFG731_91e51485b56960b2,20.14107509773367,20.14107509773367,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,dev_advMeterVerification|dynamicGasMaster|customUserFluid,2.0,2.0,2.0
RFQ731-003134,x731,x731,CFG731_071845862a7aed14,CFG731_3b2a32abbf148ca1,21.352470534504118,21.352470534504118,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,3.0,3.0,3.0
RFQ731-003135,G731ST-LT,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_10085782ed0991cf,25.687308476612724,25.687308476612724,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-003136,G731ST-LT,G731ST-LT,CFG731_22da0d6030817265,CFG731_996314000fcfec4b,25.424929002576945,25.424929002576945,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003137,G731ST-HT,G731ST-HT,CFG731_49bb1327a04ca706,CFG731_7b2f69a7ca55041b,26.448869696740648,26.448869696740648,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-003138,G731ST-LT,G731ST-LT,CFG731_845802fc60449063,CFG731_ae2e4cfccaff4f50,22.763770628192432,22.763770628192432,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|temperaturEingaenge,7.0,7.0,7.0
RFQ731-003139,x731,x731,CFG731_fe5ec1b0bcdbd396,CFG731_fe5ec1b0bcdbd396,18.35769321872853,18.35769321872853,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003140,x731,x731,CFG731_8189439864af87ea,CFG731_8189439864af87ea,23.20497744608901,23.20497744608901,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003141,F731WD_DualChannel,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_8281908b452128f3,30.740295052820898,30.740295052820898,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-003142,x731,x731,CFG731_b1631f2fb876e4f4,CFG731_8189439864af87ea,21.75089700528857,21.75089700528857,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-003143,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,30.762456252706688,30.762456252706688,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003144,x731,x731,CFG731_b2ad61cdb45a54fb,CFG731_f97e51d1da57d99f,21.33063731912753,21.33063731912753,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,2.0,2.0,2.0
RFQ731-003145,x731,x731,CFG731_296392aa95929245,CFG731_296392aa95929245,20.10370792563136,20.10370792563136,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-003146,x731,x731,CFG731_14ec1773441318c2,CFG731_14ec1773441318c2,21.790777688938185,21.790777688938185,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
