rfq_id,target_package,true_rank,top1,top3,top5,top10,reciprocal_rank,recommended_configuration_id,recommended_package,recommended_score,true_configuration_ids,mode,package_aware
RFQ731-001766,G731CA,1,1,1,1,1,1.0,CFG731_b43582909c828d95,G731CA,31.91287691737228,CFG731_b43582909c828d95,ORACLE,False
RFQ731-001767,x731,1,1,1,1,1,1.0,CFG731_509cb555eca833a1,x731,35.60217248701652,CFG731_509cb555eca833a1,ORACLE,False
RFQ731-001768,x731,1,1,1,1,1,1.0,CFG731_f2f3c932d1048d8d,x731,35.623947632308315,CFG731_f2f3c932d1048d8d,ORACLE,False
RFQ731-001769,x731,2,0,1,1,1,0.5,CFG731_5d345c0f49f6f272,x731,43.83848552175723,CFG731_13c137be155b0bd9,ORACLE,False
RFQ731-001770,x731,1,1,1,1,1,1.0,CFG731_a92ad5294d9187e9,x731,37.478269883192546,CFG731_a92ad5294d9187e9,ORACLE,False
RFQ731-001771,x731,2,0,1,1,1,0.5,CFG731_ac3a4ff61341aa72,x731,32.43541946580169,CFG731_a93ee7be2372dea3,ORACLE,False
RFQ731-001772,x731,3,0,1,1,1,0.3333333333333333,CFG731_b7e96d5717c40fd6,x731,39.891750147746066,CFG731_b56113a9ae2281a6,ORACLE,False
RFQ731-001773,G731ST-HT,1,1,1,1,1,1.0,CFG731_fcc72e9951376cf3,G731ST-HT,41.139785511747185,CFG731_fcc72e9951376cf3,ORACLE,False
RFQ731-001774,x731,1,1,1,1,1,1.0,CFG731_a9ec8cda9130252f,x731,36.01961641028856,CFG731_a9ec8cda9130252f,ORACLE,False
RFQ731-001775,x731,4,0,0,1,1,0.25,CFG731_8d07e19298d09d34,x731,37.61587576887735,CFG731_0b33555ff08fcd28,ORACLE,False
RFQ731-001776,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_a4610f5f38e7d946,F731WD_DualChannel,46.412129915647846,CFG731_a4610f5f38e7d946,ORACLE,False
RFQ731-001777,x731,1,1,1,1,1,1.0,CFG731_0db950a4979d2c52,x731,37.195352218620805,CFG731_0db950a4979d2c52,ORACLE,False
RFQ731-001778,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_bbffb73f3dff6787,G731ST-HT,33.80703924730533,CFG731_aa4779c40e6c2de0,ORACLE,False
RFQ731-001779,x731,1,1,1,1,1,1.0,CFG731_2683cf7e09782f5e,x731,38.94055527127678,CFG731_2683cf7e09782f5e,ORACLE,False
RFQ731-001780,G731ST-LT,1,1,1,1,1,1.0,CFG731_1d59f25068204b01,G731ST-LT,40.37815324428204,CFG731_1d59f25068204b01,ORACLE,False
RFQ731-001781,G731ST-LT,1,1,1,1,1,1.0,CFG731_a40ab19ad6671fbe,G731ST-LT,40.45983685010943,CFG731_a40ab19ad6671fbe,ORACLE,False
RFQ731-001782,F731PW,1,1,1,1,1,1.0,CFG731_0d8116f4900c6919,F731PW,36.148646169117335,CFG731_0d8116f4900c6919,ORACLE,False
RFQ731-001783,x731,3,0,1,1,1,0.3333333333333333,CFG731_e1c54b5b080fabb2,x731,31.120868302301613,CFG731_2ae6ccd85f4fafbe,ORACLE,False
RFQ731-001784,x731,1,1,1,1,1,1.0,CFG731_5cae68c0a1d5db32,x731,35.028186230049585,CFG731_5cae68c0a1d5db32,ORACLE,False
RFQ731-001785,x731,15,0,0,0,0,0.06666666666666667,CFG731_2683cf7e09782f5e,x731,38.58485654760918,CFG731_5362e45ac22e6417,ORACLE,False
RFQ731-001786,x731,1,1,1,1,1,1.0,CFG731_555c215c4639435a,x731,33.632338985409454,CFG731_555c215c4639435a,ORACLE,False
RFQ731-001787,G731ST-HT,5,0,0,1,1,0.2,CFG731_8fd0ed37b442c386,G731ST-HT,35.83983824615502,CFG731_168475c8045761e7,ORACLE,False
RFQ731-001788,x731,2,0,1,1,1,0.5,CFG731_226e375c4e7aa2a0,x731,32.97068241817492,CFG731_d881bdfa42976572,ORACLE,False
RFQ731-001789,x731,1,1,1,1,1,1.0,CFG731_df5f598a914fb1cc,x731,35.78337496525867,CFG731_df5f598a914fb1cc,ORACLE,False
RFQ731-001790,x731,2,0,1,1,1,0.5,CFG731_abcee67081353f16,x731,33.96791127732293,CFG731_64e162d496afc031,ORACLE,False
RFQ731-001791,x731,1,1,1,1,1,1.0,CFG731_3611bb1fba248e38,x731,35.54716465487421,CFG731_3611bb1fba248e38,ORACLE,False
RFQ731-001792,x731,3,0,1,1,1,0.3333333333333333,CFG731_219ac3d01befd6d1,x731,33.869320958696086,CFG731_c52f7eb3e0603707,ORACLE,False
RFQ731-001793,x731,7,0,0,0,1,0.14285714285714285,CFG731_2a8793475d827bb6,x731,38.05042436139709,CFG731_65b9beb5d5675c99,ORACLE,False
RFQ731-001794,F731PW,1,1,1,1,1,1.0,CFG731_327bfa077bbbd45e,F731PW,39.04482154490857,CFG731_327bfa077bbbd45e,ORACLE,False
RFQ731-001795,x731,3,0,1,1,1,0.3333333333333333,CFG731_8cf35251fcd54982,x731,31.31663863388241,CFG731_388928540067c900,ORACLE,False
RFQ731-001796,x731,3,0,1,1,1,0.3333333333333333,CFG731_1f978c234895178c,x731,39.86640377166279,CFG731_007c0829be0a9482,ORACLE,False
RFQ731-001797,x731,7,0,0,0,1,0.14285714285714285,CFG731_7630270d2245c283,x731,36.70977619500458,CFG731_804fd97f3e73ed8a,ORACLE,False
RFQ731-001798,G731ST-HT,4,0,0,1,1,0.25,CFG731_2a989bd6dba74d9f,G731ST-HT,40.48765160360297,CFG731_b7a7770d19b6f648,ORACLE,False
RFQ731-001799,x731,1,1,1,1,1,1.0,CFG731_962b6fcde3072947,x731,32.37634108929549,CFG731_962b6fcde3072947,ORACLE,False
RFQ731-001800,G731VG,1,1,1,1,1,1.0,CFG731_6a47b38d62a9fed3,G731VG,53.16700626412729,CFG731_6a47b38d62a9fed3,ORACLE,False
RFQ731-001801,F731TE,2,0,1,1,1,0.5,CFG731_8b8ba7e2341f1295,F731TE,35.87398505754797,CFG731_b7c1a02b25610507,ORACLE,False
RFQ731-001802,G731ST-LT,3,0,1,1,1,0.3333333333333333,CFG731_750dd83a06ba43cb,G731ST-LT,38.13134061410461,CFG731_b3d0283738532d82,ORACLE,False
RFQ731-001803,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_288e4c99b4e02895,G731ST-HT,41.56405771062374,CFG731_7b17e78739264251,ORACLE,False
RFQ731-001804,x731,2,0,1,1,1,0.5,CFG731_186348c5f967a6f7,x731,31.929352064330082,CFG731_f287b32480efae51,ORACLE,False
RFQ731-001805,G731ST-LT,8,0,0,0,1,0.125,CFG731_e03b41992c837b34,G731ST-LT,37.986763343673275,CFG731_4c72f78c1186e8f7,ORACLE,False
RFQ731-001806,F731TE,2,0,1,1,1,0.5,CFG731_8b8ba7e2341f1295,F731TE,37.21354295130594,CFG731_b7c1a02b25610507,ORACLE,False
RFQ731-001807,G731ST-HT,4,0,0,1,1,0.25,CFG731_2a989bd6dba74d9f,G731ST-HT,40.69736859628051,CFG731_b7a7770d19b6f648,ORACLE,False
RFQ731-001808,F731TE,1,1,1,1,1,1.0,CFG731_a72f99e8160efda6,F731TE,52.01427413951526,CFG731_a72f99e8160efda6,ORACLE,False
RFQ731-001809,G731ST-HT,7,0,0,0,1,0.14285714285714285,CFG731_8b18ac1c34209d63,G731ST-HT,41.2618179231725,CFG731_708466e4f37148f0,ORACLE,False
RFQ731-001810,G731ST-HT,1,1,1,1,1,1.0,CFG731_63eca10a00ae1f5d,G731ST-HT,45.114834589335075,CFG731_63eca10a00ae1f5d,ORACLE,False
RFQ731-001811,G731ST-HT,5,0,0,1,1,0.2,CFG731_8fd0ed37b442c386,G731ST-HT,40.96099414989924,CFG731_168475c8045761e7,ORACLE,False
RFQ731-001812,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,41.782937384576634,CFG731_ff04d32ca467d2a5,ORACLE,False
RFQ731-001813,x731,2,0,1,1,1,0.5,CFG731_91e51485b56960b2,x731,39.03762310761698,CFG731_7c78a4beb9b12eb2,ORACLE,False
RFQ731-001814,x731,1,1,1,1,1,1.0,CFG731_f430d8ebe4134533,x731,36.57432295080176,CFG731_f430d8ebe4134533,ORACLE,False
RFQ731-001815,x731,1,1,1,1,1,1.0,CFG731_5e50b9bcbfa0b051,x731,30.97866966256132,CFG731_5e50b9bcbfa0b051,ORACLE,False
RFQ731-001816,F731TE,1,1,1,1,1,1.0,CFG731_574aa7a29f75cd60,F731TE,47.99696975756082,CFG731_574aa7a29f75cd60,ORACLE,False
RFQ731-001817,x731,1,1,1,1,1,1.0,CFG731_9fd2ebe15271fc33,x731,39.212551763634586,CFG731_9fd2ebe15271fc33,ORACLE,False
RFQ731-001818,x731,12,0,0,0,0,0.08333333333333333,CFG731_3b2a32abbf148ca1,x731,31.413515201757317,CFG731_cd907466ae420427,ORACLE,False
RFQ731-001819,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_8281908b452128f3,F731WD_DualChannel,43.62669780306651,CFG731_8281908b452128f3,ORACLE,False
RFQ731-001820,x731,12,0,0,0,0,0.08333333333333333,CFG731_9def6f7d289bea90,x731,29.523959836164277,CFG731_82556c55b0de9a67,ORACLE,False
RFQ731-001821,x731,2,0,1,1,1,0.5,CFG731_782638eae748ba9a,x731,33.371729188946475,CFG731_3e782f59368b40db,ORACLE,False
RFQ731-001822,x731,1,1,1,1,1,1.0,CFG731_8af4adfbdf504482,x731,35.928005033409136,CFG731_8af4adfbdf504482,ORACLE,False
RFQ731-001823,F731TE,1,1,1,1,1,1.0,CFG731_81bffae40f4c3a60,F731TE,44.97258775194015,CFG731_81bffae40f4c3a60,ORACLE,False
RFQ731-001824,x731,1,1,1,1,1,1.0,CFG731_40d405b73b679480,x731,33.424853661146116,CFG731_40d405b73b679480,ORACLE,False
RFQ731-001825,x731,2,0,1,1,1,0.5,CFG731_89772de94df83ba5,x731,31.6550742198147,CFG731_0988a349490181d9,ORACLE,False
RFQ731-001826,G731ST-HT,1,1,1,1,1,1.0,CFG731_4de012f7232f644d,G731ST-HT,41.526177992221704,CFG731_4de012f7232f644d,ORACLE,False
RFQ731-001827,G731ST-HT,1,1,1,1,1,1.0,CFG731_6cc2f5d089c01baf,G731ST-HT,38.8807875851236,CFG731_6cc2f5d089c01baf,ORACLE,False
RFQ731-001828,G731CA,1,1,1,1,1,1.0,CFG731_757fbd3e8915b462,G731CA,42.24336422402007,CFG731_757fbd3e8915b462,ORACLE,False
RFQ731-001829,x731,14,0,0,0,0,0.07142857142857142,CFG731_fe9a409c6b2ba9cc,x731,26.817529749582654,CFG731_a84a367ef61c4e59,ORACLE,False
RFQ731-001830,x731,1,1,1,1,1,1.0,CFG731_8a7a801f91254eeb,x731,36.978791035076554,CFG731_8a7a801f91254eeb,ORACLE,False
RFQ731-001831,F731TE,1,1,1,1,1,1.0,CFG731_090330aa38b8e80b,F731TE,49.46804096573218,CFG731_090330aa38b8e80b,ORACLE,False
RFQ731-001832,x731,1,1,1,1,1,1.0,CFG731_3611bb1fba248e38,x731,34.440696651443965,CFG731_3611bb1fba248e38,ORACLE,False
RFQ731-001833,x731,1,1,1,1,1,1.0,CFG731_6513d2f5c85df9e4,x731,35.68546343043045,CFG731_6513d2f5c85df9e4,ORACLE,False
RFQ731-001834,x731,1,1,1,1,1,1.0,CFG731_4e59e6fc4174afa3,x731,36.54183534170939,CFG731_4e59e6fc4174afa3,ORACLE,False
RFQ731-001835,x731,5,0,0,1,1,0.2,CFG731_7f60255816247683,x731,38.233734614885634,CFG731_d3256527bf7fe65c,ORACLE,False
RFQ731-001836,x731,2,0,1,1,1,0.5,CFG731_fe9a409c6b2ba9cc,x731,29.28799658914072,CFG731_7986bd8f29a06f04,ORACLE,False
RFQ731-001837,x731,1,1,1,1,1,1.0,CFG731_7f60255816247683,x731,34.65018857731599,CFG731_7f60255816247683,ORACLE,False
RFQ731-001838,x731,1,1,1,1,1,1.0,CFG731_04bb9195f752ca8c,x731,38.591755854384324,CFG731_04bb9195f752ca8c,ORACLE,False
RFQ731-001839,x731,1,1,1,1,1,1.0,CFG731_8f470181ad32eeae,x731,40.30213682354845,CFG731_8f470181ad32eeae,ORACLE,False
RFQ731-001840,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_8281908b452128f3,F731WD_DualChannel,38.51088811290714,CFG731_d2034bb5aa313dac,ORACLE,False
RFQ731-001841,x731,3,0,1,1,1,0.3333333333333333,CFG731_cf543b1c3927ab71,x731,34.89517888487522,CFG731_ede0b25f5f83644d,ORACLE,False
RFQ731-001842,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_8281908b452128f3,F731WD_DualChannel,40.375699628978936,CFG731_d2034bb5aa313dac,ORACLE,False
RFQ731-001843,x731,2,0,1,1,1,0.5,CFG731_073f991a6c9a4683,x731,43.448436665996134,CFG731_117f19eb2913314e,ORACLE,False
RFQ731-001844,x731,1,1,1,1,1,1.0,CFG731_7942d32924313c96,x731,33.12249034168132,CFG731_7942d32924313c96,ORACLE,False
RFQ731-001845,x731,1,1,1,1,1,1.0,CFG731_95e2d680672ff303,x731,35.90993733577069,CFG731_95e2d680672ff303,ORACLE,False
RFQ731-001846,x731,1,1,1,1,1,1.0,CFG731_e4f7fe15e8ccf2c9,x731,32.97154002464622,CFG731_e4f7fe15e8ccf2c9,ORACLE,False
RFQ731-001847,x731,4,0,0,1,1,0.25,CFG731_8d07e19298d09d34,x731,34.435980862540205,CFG731_1ff2c28c953275c5,ORACLE,False
RFQ731-001848,x731,1,1,1,1,1,1.0,CFG731_9e4fccece4d272d3,x731,36.68835327718487,CFG731_9e4fccece4d272d3,ORACLE,False
RFQ731-001849,G731ST-HT,1,1,1,1,1,1.0,CFG731_b3ed2928d6d65710,G731ST-HT,42.28224223238885,CFG731_b3ed2928d6d65710,ORACLE,False
RFQ731-001850,x731,1,1,1,1,1,1.0,CFG731_ce4c7976fe8fc47b,x731,35.1197406690599,CFG731_ce4c7976fe8fc47b,ORACLE,False
RFQ731-001851,x731,3,0,1,1,1,0.3333333333333333,CFG731_70b38ab75d3ca724,x731,30.195965353827233,CFG731_4514730a70640409,ORACLE,False
RFQ731-001852,x731,3,0,1,1,1,0.3333333333333333,CFG731_8c50542218db5cb0,x731,34.390044722993736,CFG731_8ade52b2e74d0235,ORACLE,False
RFQ731-001853,F731WD_SingleChannel,1,1,1,1,1,1.0,CFG731_6357400dd5c2804a,F731WD_SingleChannel,34.59712415261775,CFG731_6357400dd5c2804a,ORACLE,False
RFQ731-001854,x731,2,0,1,1,1,0.5,CFG731_f97e51d1da57d99f,x731,35.31277172101829,CFG731_9b7849ea5c974903,ORACLE,False
RFQ731-001855,x731,4,0,0,1,1,0.25,CFG731_b1693ef6b18686ac,x731,31.635125544693636,CFG731_a4b44df449e9d78d,ORACLE,False
RFQ731-001856,G731ST-LT,1,1,1,1,1,1.0,CFG731_ef044db10b586894,G731ST-LT,41.13922434056002,CFG731_ef044db10b586894,ORACLE,False
RFQ731-001857,x731,2,0,1,1,1,0.5,CFG731_4346df46838fd57e,x731,32.36206081030735,CFG731_22ee4ff4a2fef4e6,ORACLE,False
RFQ731-001858,x731,1,1,1,1,1,1.0,CFG731_6e27958dc8215006,x731,37.231680853534144,CFG731_6e27958dc8215006,ORACLE,False
RFQ731-001859,x731,12,0,0,0,0,0.08333333333333333,CFG731_cb9d6c11077bd307,x731,32.73270853639844,CFG731_4804eb7da7298ac9,ORACLE,False
RFQ731-001860,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_bbffb73f3dff6787,G731ST-HT,41.565478524942534,CFG731_68193b179adae994,ORACLE,False
RFQ731-001861,F731TE,1,1,1,1,1,1.0,CFG731_31d150421c4341a3,F731TE,39.654825214221034,CFG731_31d150421c4341a3,ORACLE,False
RFQ731-001862,x731,2,0,1,1,1,0.5,CFG731_89772de94df83ba5,x731,32.59028734891466,CFG731_0988a349490181d9,ORACLE,False
RFQ731-001863,G731ST-HT,1,1,1,1,1,1.0,CFG731_ef8d68b6d278bfec,G731ST-HT,42.0768633007466,CFG731_ef8d68b6d278bfec,ORACLE,False
RFQ731-001864,F731TE,1,1,1,1,1,1.0,CFG731_28454766bbc80cb9,F731TE,49.71270158366787,CFG731_28454766bbc80cb9,ORACLE,False
RFQ731-001865,x731,1,1,1,1,1,1.0,CFG731_31d0a0df66872bf7,x731,40.66591590388113,CFG731_31d0a0df66872bf7,ORACLE,False
RFQ731-001866,G731ST-HT,1,1,1,1,1,1.0,CFG731_cc9ac35e4d9a1854,G731ST-HT,45.81117360519416,CFG731_cc9ac35e4d9a1854,ORACLE,False
RFQ731-001867,G731CA,1,1,1,1,1,1.0,CFG731_2aca30183aab25a9,G731CA,44.138186879152784,CFG731_2aca30183aab25a9,ORACLE,False
RFQ731-001868,F731WD_SingleChannel,1,1,1,1,1,1.0,CFG731_6357400dd5c2804a,F731WD_SingleChannel,36.22165396713403,CFG731_6357400dd5c2804a,ORACLE,False
RFQ731-001869,x731,1,1,1,1,1,1.0,CFG731_3bcde7f8df32303c,x731,37.90499916522528,CFG731_3bcde7f8df32303c,ORACLE,False
RFQ731-001870,G731CA,1,1,1,1,1,1.0,CFG731_4af82641f975d9aa,G731CA,35.891369376780965,CFG731_4af82641f975d9aa,ORACLE,False
RFQ731-001871,x731,1,1,1,1,1,1.0,CFG731_e049618b920d59b6,x731,42.71679711615206,CFG731_e049618b920d59b6,ORACLE,False
RFQ731-001872,G731ST-LT,1,1,1,1,1,1.0,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,41.77990644547667,CFG731_8b6ed3cfa9ed1e59,ORACLE,False
RFQ731-001873,x731,2,0,1,1,1,0.5,CFG731_91e51485b56960b2,x731,33.50670825845382,CFG731_b187fb9ad3627171,ORACLE,False
RFQ731-001874,x731,9,0,0,0,1,0.1111111111111111,CFG731_8c50542218db5cb0,x731,36.4958867352687,CFG731_eea9998b9f9a0bdb,ORACLE,False
RFQ731-001875,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_c37386a371e13fa8,F731WD_DualChannel,38.710011565029504,CFG731_c37386a371e13fa8,ORACLE,False
RFQ731-001876,G731ST-LT,1,1,1,1,1,1.0,CFG731_750dd83a06ba43cb,G731ST-LT,34.601153381003485,CFG731_750dd83a06ba43cb,ORACLE,False
RFQ731-001877,x731,4,0,0,1,1,0.25,CFG731_14299a2a74e42d7f,x731,34.88555437444934,CFG731_b60961340903daf0,ORACLE,False
RFQ731-001878,x731,1,1,1,1,1,1.0,CFG731_257fecba9143d12f,x731,32.86131278691913,CFG731_257fecba9143d12f,ORACLE,False
RFQ731-001879,x731,35,0,0,0,0,0.02857142857142857,CFG731_140a9819128d92da,x731,29.68663766316885,CFG731_c0dc535399f71de8,ORACLE,False
RFQ731-001880,G731ST-LT,2,0,1,1,1,0.5,CFG731_0fdf5c36c9c41e69,G731ST-LT,34.11943773705093,CFG731_166343048c227f3c,ORACLE,False
RFQ731-001881,G731ST-HT,1,1,1,1,1,1.0,CFG731_cc9ac35e4d9a1854,G731ST-HT,47.590644390363586,CFG731_cc9ac35e4d9a1854,ORACLE,False
RFQ731-001882,x731,3,0,1,1,1,0.3333333333333333,CFG731_78d3b084a795c836,x731,38.33961509771998,CFG731_27bb9f530dcb688a,ORACLE,False
RFQ731-001883,x731,3,0,1,1,1,0.3333333333333333,CFG731_e08dfad4737be3d9,x731,42.38696472532823,CFG731_9cedc4ecc45a4b46,ORACLE,False
RFQ731-001884,x731,1,1,1,1,1,1.0,CFG731_8a7a801f91254eeb,x731,36.25582064774851,CFG731_8a7a801f91254eeb,ORACLE,False
RFQ731-001885,x731,1,1,1,1,1,1.0,CFG731_241d60e6ef5278be,x731,35.228589617994544,CFG731_241d60e6ef5278be,ORACLE,False
RFQ731-001886,G731ST-LT,3,0,1,1,1,0.3333333333333333,CFG731_d124ccffa669c3a2,G731ST-LT,35.42227934844073,CFG731_16700b9d004fb9de,ORACLE,False
RFQ731-001887,G731ST-LT,1,1,1,1,1,1.0,CFG731_0fdf5c36c9c41e69,G731ST-LT,42.90519386073495,CFG731_0fdf5c36c9c41e69,ORACLE,False
RFQ731-001888,G731CA,4,0,0,1,1,0.25,CFG731_d2a75fda6f761c1b,G731CA,35.42954317125874,CFG731_24b3128196e55c23,ORACLE,False
RFQ731-001889,G731CA,1,1,1,1,1,1.0,CFG731_b43582909c828d95,G731CA,31.7745142215144,CFG731_b43582909c828d95,ORACLE,False
RFQ731-001890,x731,9,0,0,0,1,0.1111111111111111,CFG731_0fbee36816b7af98,x731,31.329982293928854,CFG731_21def19203fecb10,ORACLE,False
RFQ731-001891,x731,3,0,1,1,1,0.3333333333333333,CFG731_cf543b1c3927ab71,x731,36.54290403064396,CFG731_ede0b25f5f83644d,ORACLE,False
RFQ731-001892,G731ST-HT,1,1,1,1,1,1.0,CFG731_5c80dfb541787e3e,G731ST-HT,38.141657471406184,CFG731_5c80dfb541787e3e,ORACLE,False
RFQ731-001893,x731,2,0,1,1,1,0.5,CFG731_67de76f701c9cfad,x731,37.15939762509346,CFG731_c66891bf502d2d83,ORACLE,False
RFQ731-001894,x731,3,0,1,1,1,0.3333333333333333,CFG731_440f9c9b032b7d0a,x731,34.66851659702368,CFG731_80409e6aafce9221,ORACLE,False
RFQ731-001895,G731CA,1,1,1,1,1,1.0,CFG731_19ec976991ce75a9,G731CA,46.740181416348946,CFG731_19ec976991ce75a9,ORACLE,False
RFQ731-001896,F731PW,1,1,1,1,1,1.0,CFG731_ef211cb97feaddc8,F731PW,46.20545744039684,CFG731_ef211cb97feaddc8,ORACLE,False
RFQ731-001897,G731CA,1,1,1,1,1,1.0,CFG731_14235f3888d71408,G731CA,39.09838209586649,CFG731_14235f3888d71408,ORACLE,False
RFQ731-001898,F731TE,1,1,1,1,1,1.0,CFG731_5164655533c6a8d0,F731TE,44.98168069441148,CFG731_5164655533c6a8d0,ORACLE,False
RFQ731-001899,G731ST-HT,1,1,1,1,1,1.0,CFG731_63eca10a00ae1f5d,G731ST-HT,42.89526991497746,CFG731_63eca10a00ae1f5d,ORACLE,False
RFQ731-001900,x731,1,1,1,1,1,1.0,CFG731_8d07e19298d09d34,x731,35.93062814770135,CFG731_8d07e19298d09d34,ORACLE,False
RFQ731-001901,x731,2,0,1,1,1,0.5,CFG731_b7e96d5717c40fd6,x731,38.47412704330659,CFG731_61e03f690afcaa1a,ORACLE,False
RFQ731-001902,x731,2,0,1,1,1,0.5,CFG731_241d60e6ef5278be,x731,32.89243353344016,CFG731_80e3b04d167bbba8,ORACLE,False
RFQ731-001903,x731,1,1,1,1,1,1.0,CFG731_228013cfd0470f7a,x731,34.004325697950804,CFG731_228013cfd0470f7a,ORACLE,False
RFQ731-001904,x731,2,0,1,1,1,0.5,CFG731_60f3aae8ede70fe0,x731,42.19239860110483,CFG731_1cfadf20495f86bf,ORACLE,False
RFQ731-001905,G731ST-LT,1,1,1,1,1,1.0,CFG731_e0009be417f51ccd,G731ST-LT,39.748209217062,CFG731_e0009be417f51ccd,ORACLE,False
RFQ731-001906,G731ST-LT,1,1,1,1,1,1.0,CFG731_ef044db10b586894,G731ST-LT,42.86924666660576,CFG731_ef044db10b586894,ORACLE,False
RFQ731-001907,x731,1,1,1,1,1,1.0,CFG731_31d0a0df66872bf7,x731,44.38287864962924,CFG731_31d0a0df66872bf7,ORACLE,False
RFQ731-001908,G731ST-HT,1,1,1,1,1,1.0,CFG731_fcc72e9951376cf3,G731ST-HT,43.49219423890536,CFG731_fcc72e9951376cf3,ORACLE,False
RFQ731-001909,x731,1,1,1,1,1,1.0,CFG731_ae4ea28b1eaeb3df,x731,40.00028396656965,CFG731_ae4ea28b1eaeb3df,ORACLE,False
RFQ731-001910,x731,1,1,1,1,1,1.0,CFG731_7942d32924313c96,x731,34.36258275193373,CFG731_7942d32924313c96,ORACLE,False
RFQ731-001911,x731,3,0,1,1,1,0.3333333333333333,CFG731_fde1ab2a4808b544,x731,32.56822742593709,CFG731_eea573acdafa9ee3,ORACLE,False
RFQ731-001912,x731,2,0,1,1,1,0.5,CFG731_89772de94df83ba5,x731,35.49830227315893,CFG731_6ad3ec8ed100118e,ORACLE,False
RFQ731-001913,G731ST-HT,1,1,1,1,1,1.0,CFG731_eb70dc35972dc4b7,G731ST-HT,41.49891725766394,CFG731_eb70dc35972dc4b7,ORACLE,False
RFQ731-001914,x731,2,0,1,1,1,0.5,CFG731_83f956404d04e6cd,x731,37.77298034662064,CFG731_cc50cacf788bd84a,ORACLE,False
RFQ731-001915,x731,4,0,0,1,1,0.25,CFG731_5ea309f998205da7,x731,34.58847427347998,CFG731_d584b35cfce34cc7,ORACLE,False
RFQ731-001916,x731,2,0,1,1,1,0.5,CFG731_6b36d25fda044bf5,x731,38.63919591572284,CFG731_312da2fbbd3df3eb,ORACLE,False
RFQ731-001917,x731,1,1,1,1,1,1.0,CFG731_7f60255816247683,x731,36.02374113260517,CFG731_7f60255816247683,ORACLE,False
RFQ731-001918,G731ST-LT,2,0,1,1,1,0.5,CFG731_996314000fcfec4b,G731ST-LT,40.03817208668432,CFG731_22da0d6030817265,ORACLE,False
RFQ731-001919,G731ST-HT,5,0,0,1,1,0.2,CFG731_7b2f69a7ca55041b,G731ST-HT,44.97594745017691,CFG731_49bb1327a04ca706,ORACLE,False
RFQ731-001920,x731,7,0,0,0,1,0.14285714285714285,CFG731_8153d67c519453a2,x731,33.39675805606957,CFG731_c4d0e2da53e6a22c,ORACLE,False
RFQ731-001921,G731ST-LT,3,0,1,1,1,0.3333333333333333,CFG731_455da2f832a6b66d,G731ST-LT,39.6472760808372,CFG731_98bb5036a27a91a8,ORACLE,False
RFQ731-001922,x731,5,0,0,1,1,0.2,CFG731_c39096767a7ae083,x731,35.638795484805435,CFG731_1a94d4f54519245f,ORACLE,False
RFQ731-001923,G731CA,1,1,1,1,1,1.0,CFG731_faff6da73df00950,G731CA,40.92769429607263,CFG731_faff6da73df00950,ORACLE,False
RFQ731-001924,G731ST-HT,5,0,0,1,1,0.2,CFG731_8fd0ed37b442c386,G731ST-HT,36.90804588727285,CFG731_168475c8045761e7,ORACLE,False
RFQ731-001925,x731,4,0,0,1,1,0.25,CFG731_fa2849b259355775,x731,36.39724799561439,CFG731_f57aa7e1d23d1414,ORACLE,False
RFQ731-001926,x731,1,1,1,1,1,1.0,CFG731_f8b0b03f1ea66d75,x731,32.995803802058575,CFG731_f8b0b03f1ea66d75,ORACLE,False
RFQ731-001927,x731,1,1,1,1,1,1.0,CFG731_162b59c5f8cf5a72,x731,34.28120314883985,CFG731_162b59c5f8cf5a72,ORACLE,False
RFQ731-001928,G731ST-LT,5,0,0,1,1,0.2,CFG731_a40ab19ad6671fbe,G731ST-LT,36.77818726508434,CFG731_bc9146cb8459e9c2,ORACLE,False
RFQ731-001929,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_35ed22cad11f9a11,F731WD_DualChannel,45.64858819878152,CFG731_783ba1dc5751818d,ORACLE,False
RFQ731-001930,x731,15,0,0,0,0,0.06666666666666667,CFG731_140a9819128d92da,x731,27.907237291824178,CFG731_f8cc7d4d2ef53582,ORACLE,False
RFQ731-001931,G731ST-HT,1,1,1,1,1,1.0,CFG731_c32627af59ba1526,G731ST-HT,43.58656355878849,CFG731_c32627af59ba1526,ORACLE,False
RFQ731-001932,x731,1,1,1,1,1,1.0,CFG731_d8c9e5b1edc3b4b3,x731,34.440022817864445,CFG731_d8c9e5b1edc3b4b3,ORACLE,False
RFQ731-001933,G731CA,1,1,1,1,1,1.0,CFG731_757fbd3e8915b462,G731CA,43.938224839661444,CFG731_757fbd3e8915b462,ORACLE,False
