rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-001869,4,powerSupply,4,1.741176470588235,provide the alternative electrical supply,provide the alternative electrical supply,The proposed solution must provide the alternative electrical supply option.,1.5,ACCEPT
RFQ731-001869,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001869,11,stromEingaenge,IS1,2.0470588235294125,must provide one current input,must provide one current input,The proposed solution must provide one current input.,1.5,ACCEPT
RFQ731-001869,10,stromSchaltbar,CS1,1.4809451219512195,requires switchable current-output functionality,requires switchable current-output functionality,The application requires switchable current-output functionality.,1.2,ACCEPT
RFQ731-001869,12,temperaturEingaenge,TT1,1.4352941176470588,we require temperature measurement capability,we require temperature measurement capability,We require temperature measurement capability.,1.2,ACCEPT
RFQ731-001869,15,waveInjector,FWI,1.5625,available we would like advanced,available we would like advanced,"Where available, we would like advanced meter verification.",1.2,ACCEPT
RFQ731-001870,8,certification,NN,1.585365853658537,standard certification package,standard certification package,The proposed solution must provide the standard certification package.,0.3,ACCEPT
RFQ731-001870,9,dataInterface,MT,1.691176470588235,datainterface configuration,datainterface configuration,The equipment is required to support the required dataInterface configuration.,1.3,ACCEPT
RFQ731-001870,12,dev_advMeterVerification,1,2.0470588235294125,must provide advanced meter verification,must provide advanced meter verification,The proposed solution must provide advanced meter verification.,1.5,ACCEPT
RFQ731-001870,6,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-001870,13,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001870,5,numberOfChannels,2,1.4975490196078431,we require dual-channel,we require dual-channel,We require dual-channel measurement.,1.1,ACCEPT
RFQ731-001870,4,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,"If possible, please provide the standard electrical supply option.",1.5,ACCEPT
RFQ731-001870,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,We require installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001870,10,stromEingaenge,IS1,1.585365853658537,one current input,one current input,The equipment is required to support one current input.,1.5,ACCEPT
RFQ731-001870,11,temperaturEingaenge,TT1,1.4352941176470588,we require temperature measurement capability,we require temperature measurement capability,We require temperature measurement capability.,1.2,ACCEPT
RFQ731-001870,12,waveInjector,FWI,1.2333333333333334,proposed solution must provide advanced,proposed solution must provide advanced,The proposed solution must provide advanced meter verification.,1.2,ACCEPT
RFQ731-001871,13,binaerDigitalOpenColl_MN,MN1,1.741176470588235,requires a digital open-collector input,requires a digital open-collector input,The application requires a digital open-collector input.,1.4,ACCEPT
RFQ731-001871,9,certification,CN,1.2195121951219514,certification,certification,We require the required measurement certification.,0.3,ACCEPT
RFQ731-001871,3,characteristic,GP,1.4809451219512195,we require general-purpose configuration,we require general-purpose configuration,We require general-purpose configuration.,1.3,ACCEPT
RFQ731-001871,17,customUserFluid,1,2.1323529411764706,customer-specific fluid definition as,customer-specific fluid definition as,Please consider a customer-specific fluid definition as a preferred option.,1.3,ACCEPT
RFQ731-001871,10,dataInterface,NN,1.691176470588235,standard communication,standard communication,The equipment is required to support standard communication capability.,1.3,ACCEPT
RFQ731-001871,16,devCategory,G,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,We require dynamic gas measurement functionality.,0.9,ACCEPT
RFQ731-001871,15,dev_advMeterVerification,1,2.2058823529411766,consider advanced verification functionality as,consider advanced verification functionality as,Please consider advanced verification functionality as a preferred option.,1.5,ACCEPT
RFQ731-001871,16,dynamicGasMaster,1,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,We require dynamic gas measurement functionality.,1.1,ACCEPT
RFQ731-001871,8,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-001871,7,explosionApproval,F,1.911764705882353,hazardous process environment,hazardous process environment,The application requires a hazardous process environment.,1.5,ACCEPT
RFQ731-001871,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001871,6,numberOfChannels,1,1.4393382352941178,we require a single,we require a single,We require a single measurement channel.,1.1,ACCEPT
RFQ731-001871,5,powerSupply,4,1.741176470588235,requires the alternative electrical supply,requires the alternative electrical supply,The application requires the alternative electrical supply option.,1.5,ACCEPT
RFQ731-001871,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The equipment is required to support operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-001871,11,stromEingaenge,IS1,2.1323529411764706,dedicated current-input channel as,dedicated current-input channel as,Please consider a dedicated current-input channel as a preferred option.,1.5,ACCEPT
RFQ731-001871,12,temperaturEingaenge,TT1,1.741176470588235,requires one temperature measurement input,requires one temperature measurement input,The application requires one temperature measurement input.,1.2,ACCEPT
RFQ731-001871,14,waveInjector,FWI,1.2649739583333337,must provide advanced low-temperature,must provide advanced low-temperature,The proposed solution must provide advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-001872,13,binaerOpenColl_MP,MP1,1.4439024390243906,must provide an open-collector input,must provide an open-collector input,The proposed solution must provide an open-collector input capability.,1.2,ACCEPT
RFQ731-001872,9,certification,NN,1.6975609756097567,we require standard certification documentation,we require standard certification documentation,We require standard certification documentation.,0.3,ACCEPT
RFQ731-001872,3,characteristic,ST,1.4024390243902445,standard temperature,standard temperature,The equipment is required to support standard temperature application.,1.3,ACCEPT
RFQ731-001872,15,customUserFluid,1,2.0470588235294125,we require custom fluid configuration,we require custom fluid configuration,We require custom fluid configuration.,1.3,ACCEPT
RFQ731-001872,10,dataInterface,NN,2.0470588235294125,we would prefer standard communication,we would prefer standard communication,We would prefer standard communication capability.,1.3,ACCEPT
RFQ731-001872,14,dev_advMeterVerification,1,2.2058823529411766,we would prefer advanced meter,we would prefer advanced meter,We would prefer advanced meter verification.,1.5,ACCEPT
RFQ731-001872,7,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-001872,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001872,6,numberOfChannels,1,1.56804705882353,we would prefer a single,we would prefer a single,We would prefer a single measurement channel.,1.1,ACCEPT
RFQ731-001872,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The equipment is required to support the standard electrical supply option.,1.5,ACCEPT
RFQ731-001872,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The application requires operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-001872,16,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,The equipment is required to support the required steamApplication configuration.,0.2,ACCEPT
RFQ731-001872,12,stromEingaenge,IS1,2.0470588235294125,like a dedicated current-input channel,like a dedicated current-input channel,"Where available, we would like a dedicated current-input channel.",1.5,ACCEPT
RFQ731-001872,11,stromSchaltbar,CS1,1.4809451219512195,requires switchable current-output functionality,requires switchable current-output functionality,The application requires switchable current-output functionality.,1.2,ACCEPT
RFQ731-001872,14,temperaturEingaenge,TT1,1.2083333333333333,we would prefer advanced,we would prefer advanced,We would prefer advanced meter verification.,1.2,ACCEPT
RFQ731-001872,14,waveInjector,FWI,1.5104166666666663,we would prefer advanced,we would prefer advanced,We would prefer advanced meter verification.,1.2,ACCEPT
RFQ731-001873,14,binaerDigitalOpenColl_MN,MN1,1.585365853658537,digital open-collector input,digital open-collector input,The equipment is required to support a digital open-collector input.,1.4,ACCEPT
RFQ731-001873,9,certification,NN,1.585365853658537,standard certification package,standard certification package,We would prefer the standard certification package.,0.3,ACCEPT
RFQ731-001873,3,characteristic,GP,1.4809451219512195,we require general-purpose configuration,we require general-purpose configuration,We require general-purpose configuration.,1.3,ACCEPT
RFQ731-001873,10,dataInterface,NN,1.7858455882352944,must provide standard communication,must provide standard communication,The proposed solution must provide standard communication capability.,1.3,ACCEPT
RFQ731-001873,7,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,The application requires standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-001873,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001873,6,numberOfChannels,1,1.56804705882353,we would prefer a single,we would prefer a single,We would prefer a single measurement channel.,1.1,ACCEPT
RFQ731-001873,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The proposed solution must provide the standard electrical supply option.,1.5,ACCEPT
RFQ731-001873,8,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,The equipment is required to support a non-hazardous installation area.,1.3,ACCEPT
RFQ731-001873,12,stromEingaenge,IS1,1.585365853658537,one current input,one current input,The equipment is required to support one current input.,1.5,ACCEPT
RFQ731-001873,11,stromSchaltbar,CS1,1.4393382352941178,requires a switchable current-output,requires a switchable current-output,The application requires a switchable current-output capability.,1.2,ACCEPT
RFQ731-001873,13,temperaturEingaenge,TT1,1.4439024390243906,proposed solution must provide temperature,proposed solution must provide temperature,The proposed solution must provide temperature measurement capability.,1.2,ACCEPT
RFQ731-001873,15,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,"Where available, we would like enhanced measurement capability for demanding applications.",1.2,ACCEPT
RFQ731-001874,12,binaerDigitalOpenColl_MN,MN1,1.4809451219512195,digital signal input capability,digital signal input capability,The equipment is required to support digital signal input capability.,1.4,ACCEPT
RFQ731-001874,12,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,The equipment is required to support digital signal input capability.,1.2,ACCEPT
RFQ731-001874,9,certification,CN,1.2195121951219514,certification,certification,The application requires the required measurement certification.,0.3,ACCEPT
RFQ731-001874,3,characteristic,GP,1.6975609756097567,must provide standard process configuration,must provide standard process configuration,The proposed solution must provide standard process configuration.,1.3,ACCEPT
RFQ731-001874,14,customUserFluid,1,1.741176470588235,requires a customer-specific fluid definition,requires a customer-specific fluid definition,The application requires a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-001874,10,dataInterface,NN,1.911764705882353,standard communication interface,standard communication interface,The proposed solution must provide the standard communication interface.,1.3,ACCEPT
RFQ731-001874,13,dynamicGasMaster,1,1.2333333333333334,proposed solution must provide enhanced,proposed solution must provide enhanced,The proposed solution must provide enhanced measurement capability for demanding applications.,1.1,ACCEPT
RFQ731-001874,7,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-001874,15,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001874,6,numberOfChannels,1,1.741176470588235,we require one measurement channel,we require one measurement channel,We require one measurement channel.,1.1,ACCEPT
RFQ731-001874,5,powerSupply,4,1.585365853658537,alternative power supply,alternative power supply,The equipment is required to support an alternative power supply.,1.5,ACCEPT
RFQ731-001874,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001874,11,stromEingaenge,IS1,1.585365853658537,dedicated current-input channel,dedicated current-input channel,The equipment is required to support a dedicated current-input channel.,1.5,ACCEPT
RFQ731-001874,13,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,The proposed solution must provide enhanced measurement capability for demanding applications.,1.2,ACCEPT
RFQ731-001875,11,binaerOpenColl_MP,MP4,1.585365853658537,binaeropencoll mp configuration,binaeropencoll mp configuration,"If possible, please provide the required binaerOpenColl_MP configuration.",1.2,ACCEPT
RFQ731-001875,8,certification,NN,1.7741176470588238,standard certification package as,standard certification package as,Please consider the standard certification package as a preferred option.,0.3,ACCEPT
RFQ731-001875,2,characteristic,WD,1.4975490196078431,water measurement service,water measurement service,The application requires water measurement service.,1.3,ACCEPT
RFQ731-001875,12,dev_advMeterVerification,1,1.585365853658537,advanced verification functionality,advanced verification functionality,The equipment is required to support advanced verification functionality.,1.5,ACCEPT
RFQ731-001875,6,explosionApproval,N,2.0470588235294125,we require standard non-hazardous-area installation,we require standard non-hazardous-area installation,We require standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-001875,13,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001875,5,numberOfChannels,2,1.7858455882352944,must provide two independent,must provide two independent,The proposed solution must provide two independent measurement channels.,1.1,ACCEPT
RFQ731-001875,4,powerSupply,1,1.585365853658537,standard power supply,standard power supply,The application requires standard power supply.,1.5,ACCEPT
RFQ731-001875,10,stromSchaltbar,CS2,1.7682926829268295,additional configurable current-output functionality,additional configurable current-output functionality,The equipment is required to support additional configurable current-output functionality.,1.2,ACCEPT
RFQ731-001876,12,binaerOpenColl_MP,MP1,1.5753365853658543,we would like an open-collector,we would like an open-collector,"Where available, we would like an open-collector input capability.",1.2,ACCEPT
RFQ731-001876,8,certification,NN,1.585365853658537,standard certification package,standard certification package,We require the standard certification package.,0.3,ACCEPT
RFQ731-001876,2,characteristic,ST,1.4024390243902445,standard temperature,standard temperature,The equipment is required to support standard temperature application.,1.3,ACCEPT
RFQ731-001876,14,customUserFluid,1,1.741176470588235,require a customer-specific fluid definition,require a customer-specific fluid definition,We require a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-001876,9,dataInterface,NN,2.379074074074074,standard communication interface as,standard communication interface as,Please consider the standard communication interface as a preferred option.,1.3,ACCEPT
RFQ731-001876,13,dev_advMeterVerification,1,2.0470588235294125,must provide advanced meter verification,must provide advanced meter verification,The proposed solution must provide advanced meter verification.,1.5,ACCEPT
RFQ731-001876,7,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-001876,6,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,Please consider the required explosionApproval configuration as a preferred option.,1.5,ACCEPT
RFQ731-001876,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001876,5,numberOfChannels,1,1.741176470588235,must provide one measurement channel,must provide one measurement channel,The proposed solution must provide one measurement channel.,1.1,ACCEPT
RFQ731-001876,4,powerSupply,1,1.8292682926829271,we would like standard power,we would like standard power,"Where available, we would like standard power supply.",1.5,ACCEPT
RFQ731-001876,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001876,15,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,"If possible, please provide the required steamApplication configuration.",0.2,ACCEPT
RFQ731-001876,10,stromEingaenge,IS1,1.741176470588235,require a dedicated current-input channel,require a dedicated current-input channel,We require a dedicated current-input channel.,1.5,ACCEPT
RFQ731-001876,11,temperaturEingaenge,TT1,1.7858455882352944,must provide one temperature,must provide one temperature,The proposed solution must provide one temperature measurement input.,1.2,ACCEPT
RFQ731-001876,13,waveInjector,FWI,1.2333333333333334,proposed solution must provide advanced,proposed solution must provide advanced,The proposed solution must provide advanced meter verification.,1.2,ACCEPT
RFQ731-001877,8,certification,CN,1.2195121951219514,certification,certification,The proposed solution must provide the required measurement certification.,0.3,ACCEPT
RFQ731-001877,2,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-001877,9,dataInterface,NN,1.691176470588235,standard communication,standard communication,The application requires standard communication capability.,1.3,ACCEPT
RFQ731-001877,6,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,"If possible, please provide standard non-hazardous-area installation.",1.5,ACCEPT
RFQ731-001877,14,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001877,5,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-001877,4,powerSupply,4,1.585365853658537,alternative power supply,alternative power supply,We require an alternative power supply.,1.5,ACCEPT
RFQ731-001877,7,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,The application requires a non-hazardous installation area.,1.3,ACCEPT
RFQ731-001877,11,stromEingaenge,IS1,1.7858455882352944,provide one current input,provide one current input,"If possible, please provide one current input.",1.5,ACCEPT
RFQ731-001877,10,stromSchaltbar,CS1,1.6975609756097567,we require switchable current-output functionality,we require switchable current-output functionality,We require switchable current-output functionality.,1.2,ACCEPT
RFQ731-001877,12,temperaturEingaenge,TT1,2.0470588235294125,consider one temperature measurement input,consider one temperature measurement input,Please consider one temperature measurement input as a preferred option.,1.2,ACCEPT
RFQ731-001877,13,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,The equipment is required to support enhanced measurement capability for demanding applications.,1.2,ACCEPT
RFQ731-001878,13,binaerDigitalOpenColl_MN,MN1,2.1323529411764706,digital open-collector input as,digital open-collector input as,Please consider a digital open-collector input as a preferred option.,1.4,ACCEPT
RFQ731-001878,8,certification,NN,1.585365853658537,standard certification package,standard certification package,The proposed solution must provide the standard certification package.,0.3,ACCEPT
RFQ731-001878,2,characteristic,GP,1.6975609756097567,we require standard process configuration,we require standard process configuration,We require standard process configuration.,1.3,ACCEPT
RFQ731-001878,14,dynamicGasMaster,1,1.2333333333333334,proposed solution must provide enhanced,proposed solution must provide enhanced,The proposed solution must provide enhanced measurement capability for demanding applications.,1.1,ACCEPT
RFQ731-001878,7,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,"Where available, we would like installation in a protected hazardous area.",1.5,ACCEPT
RFQ731-001878,6,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,"Where available, we would like the required explosionApproval configuration.",1.5,ACCEPT
RFQ731-001878,3,housing,ST,2.7777777777777777,we would prefer stainless-steel housing,we would prefer stainless-steel housing,We would prefer stainless-steel housing.,0.2,ACCEPT
RFQ731-001878,5,numberOfChannels,1,1.3224000000000005,we would like one measurement,we would like one measurement,"Where available, we would like one measurement channel.",1.1,ACCEPT
RFQ731-001878,4,powerSupply,4,1.585365853658537,alternative electrical supply,alternative electrical supply,The equipment is required to support the alternative electrical supply option.,1.5,ACCEPT
RFQ731-001878,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,"Where available, we would like installation in a protected hazardous area.",1.3,ACCEPT
RFQ731-001878,11,stromEingaenge,IS1,1.585365853658537,one current input,one current input,The equipment is required to support one current input.,1.5,ACCEPT
RFQ731-001878,10,stromSchaltbar,CS1,1.741176470588235,we require a switchable current-output,we require a switchable current-output,We require a switchable current-output capability.,1.2,ACCEPT
RFQ731-001878,12,temperaturEingaenge,TT1,2.2058823529411766,we would prefer one temperature,we would prefer one temperature,We would prefer one temperature measurement input.,1.2,ACCEPT
RFQ731-001878,14,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,The proposed solution must provide enhanced measurement capability for demanding applications.,1.2,ACCEPT
RFQ731-001879,8,certification,NN,1.585365853658537,standard certification package,standard certification package,The application requires the standard certification package.,0.3,ACCEPT
RFQ731-001879,2,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-001879,12,customUserFluid,1,1.741176470588235,requires a customer-specific fluid definition,requires a customer-specific fluid definition,The application requires a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-001879,9,dataInterface,NN,1.911764705882353,standard communication interface,standard communication interface,The application requires the standard communication interface.,1.3,ACCEPT
RFQ731-001879,6,explosionApproval,A,1.691176470588235,hazardous-area operation,hazardous-area operation,The equipment is required to support hazardous-area operation.,1.5,ACCEPT
RFQ731-001879,13,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001879,5,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-001879,4,powerSupply,1,1.585365853658537,standard power supply,standard power supply,The equipment is required to support standard power supply.,1.5,ACCEPT
RFQ731-001879,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001879,10,stromSchaltbar,CS1,1.8292682926829271,we would prefer switchable current-output,we would prefer switchable current-output,We would prefer switchable current-output functionality.,1.2,ACCEPT
RFQ731-001879,11,temperaturEingaenge,TT1,1.2649739583333337,we require advanced low-temperature,we require advanced low-temperature,We require advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-001879,11,waveInjector,FWI,1.2649739583333337,we require advanced low-temperature,we require advanced low-temperature,We require advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-001880,13,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,like a digital open-collector input,like a digital open-collector input,"Where available, we would like a digital open-collector input.",1.4,ACCEPT
RFQ731-001880,9,certification,NN,1.585365853658537,standard certification package,standard certification package,The equipment is required to support the standard certification package.,0.3,ACCEPT
RFQ731-001880,3,characteristic,ST,1.4024390243902445,standard-temperature service,standard-temperature service,The equipment is required to support standard-temperature service.,1.3,ACCEPT
RFQ731-001880,15,customUserFluid,1,2.0470588235294125,prefer a customer-specific fluid definition,prefer a customer-specific fluid definition,We would prefer a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-001880,14,dev_advMeterVerification,1,2.1323529411764706,would like enhanced verification,would like enhanced verification,The customer would like enhanced verification capabilities for maintenance.,1.5,ACCEPT
RFQ731-001880,7,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-001880,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001880,6,numberOfChannels,1,1.241869918699187,single measurement channel,single measurement channel,The equipment is required to support a single measurement channel.,1.1,ACCEPT
RFQ731-001880,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The equipment is required to support the standard electrical supply option.,1.5,ACCEPT
RFQ731-001880,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001880,16,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,"If possible, please provide the required steamApplication configuration.",0.2,ACCEPT
RFQ731-001880,11,stromSchaltbar,CS1,1.7858455882352944,consider a switchable current-output,consider a switchable current-output,Please consider a switchable current-output capability as a preferred option.,1.2,ACCEPT
RFQ731-001880,12,temperaturEingaenge,TT1,1.7858455882352944,must provide one temperature,must provide one temperature,The proposed solution must provide one temperature measurement input.,1.2,ACCEPT
RFQ731-001881,14,binaerDigitalOpenColl_MN,MN1,1.4809451219512195,digital signal input capability,digital signal input capability,The equipment is required to support digital signal input capability.,1.4,ACCEPT
RFQ731-001881,14,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,The equipment is required to support digital signal input capability.,1.2,ACCEPT
RFQ731-001881,9,certification,NN,1.585365853658537,standard certification documentation,standard certification documentation,The equipment is required to support standard certification documentation.,0.3,ACCEPT
RFQ731-001881,3,characteristic,ST,1.4024390243902445,standard-temperature service,standard-temperature service,The equipment is required to support standard-temperature service.,1.3,ACCEPT
RFQ731-001881,16,customUserFluid,1,1.6975609756097567,must provide custom fluid configuration,must provide custom fluid configuration,The proposed solution must provide custom fluid configuration.,1.3,ACCEPT
RFQ731-001881,10,dataInterface,NN,2.0470588235294125,we would prefer standard communication,we would prefer standard communication,We would prefer standard communication capability.,1.3,ACCEPT
RFQ731-001881,7,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,The equipment is required to support standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-001881,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001881,12,numberOfChannels,1,1.2333333333333334,proposed solution must provide one,proposed solution must provide one,The proposed solution must provide one current input.,1.1,ACCEPT
RFQ731-001881,6,numberOfChannels,2,1.4975490196078431,we require dual-channel,we require dual-channel,We require dual-channel measurement.,1.1,ACCEPT
RFQ731-001881,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,We require the standard electrical supply option.,1.5,ACCEPT
RFQ731-001881,8,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,The equipment is required to support a non-hazardous installation area.,1.3,ACCEPT
RFQ731-001881,17,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,The application requires the required steamApplication configuration.,0.2,ACCEPT
RFQ731-001881,12,stromEingaenge,IS1,2.0470588235294125,must provide one current input,must provide one current input,The proposed solution must provide one current input.,1.5,ACCEPT
RFQ731-001881,11,stromSchaltbar,CS1,1.741176470588235,we require a switchable current-output,we require a switchable current-output,We require a switchable current-output capability.,1.2,ACCEPT
RFQ731-001881,12,temperaturEingaenge,TT1,1.2333333333333334,proposed solution must provide one,proposed solution must provide one,The proposed solution must provide one current input.,1.2,ACCEPT
RFQ731-001881,15,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,The application requires enhanced measurement capability for demanding applications.,1.2,ACCEPT
RFQ731-001882,13,binaerDigitalOpenColl_MN,MN1,1.741176470588235,provide a digital open-collector input,provide a digital open-collector input,"If possible, please provide a digital open-collector input.",1.4,ACCEPT
RFQ731-001882,9,certification,NN,1.585365853658537,standard certification documentation,standard certification documentation,The application requires standard certification documentation.,0.3,ACCEPT
RFQ731-001882,3,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-001882,17,customUserFluid,1,1.585365853658537,custom fluid configuration,custom fluid configuration,The application requires custom fluid configuration.,1.3,ACCEPT
RFQ731-001882,15,dev_advMeterVerification,1,2.1323529411764706,would like enhanced verification,would like enhanced verification,The customer would like enhanced verification capabilities for maintenance.,1.5,ACCEPT
RFQ731-001882,16,dynamicGasMaster,1,1.1979166666666663,enhanced gas,enhanced gas,"Where available, we would like enhanced gas measurement capability.",1.1,ACCEPT
