rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,true_rank,candidate_count,requirement_count
RFQ731-000431,V8_EXTRACTED,False,x731,CFG731_091f946b84ae26df,CFG731_c517a14f9cf12c39,27,1979,13
RFQ731-000447,V8_EXTRACTED,False,x731,CFG731_bac2c72e10051b21,CFG731_f0cf22354800092d,11,1979,12
RFQ731-000456,V8_EXTRACTED,False,F731PW,CFG731_92efd7a3c43da152,CFG731_508d465d4c518290,205,1979,14
RFQ731-000457,V8_EXTRACTED,False,x731,CFG731_cf57963000260b1d,CFG731_5e61ce3b60d15e11,20,1979,16
RFQ731-000460,V8_EXTRACTED,False,x731,CFG731_d0927fe178fd9279,CFG731_27caf5a2443603ad,13,1979,15
RFQ731-000461,V8_EXTRACTED,False,x731,CFG731_450eff458b4fe00f,CFG731_1f978c234895178c,72,1979,15
RFQ731-000463,V8_EXTRACTED,False,G731ST-LT,CFG731_1feda2f4109d616a,CFG731_ae2e4cfccaff4f50,23,1979,12
RFQ731-000467,V8_EXTRACTED,False,x731,CFG731_db983e07a279051a,CFG731_ef980c35ed5ff3e4,12,1979,15
RFQ731-000470,V8_EXTRACTED,False,x731,CFG731_aa7f1abab518f995,CFG731_c3481d11b658e1e9,230,1979,14
RFQ731-000472,V8_EXTRACTED,False,G731ST-LT,CFG731_c5da2661a169f82b,CFG731_455da2f832a6b66d,20,1979,15
RFQ731-000473,V8_EXTRACTED,False,x731,CFG731_a38141e3f47b5259,CFG731_8d07e19298d09d34,11,1979,14
RFQ731-000476,V8_EXTRACTED,False,x731,CFG731_260c36430f7c2d03,CFG731_9db378257f9cf6a7,157,1979,13
RFQ731-000482,V8_EXTRACTED,False,x731,CFG731_c348ae803bb36511,CFG731_3662a471d9ce3167,52,1979,17
RFQ731-000485,V8_EXTRACTED,False,x731,CFG731_f4e451f0b68379ff,CFG731_620cb319c2b7c332,175,1979,14
RFQ731-000486,V8_EXTRACTED,False,x731,CFG731_6077133dce604e06,CFG731_3fe779486d988e69,20,1979,15
RFQ731-000488,V8_EXTRACTED,False,x731,CFG731_631ccc0b317dc962,CFG731_2322a268d0a898f9,11,1979,12
RFQ731-000491,V8_EXTRACTED,False,x731,CFG731_7d4c803343a40a05,CFG731_3b2a32abbf148ca1,18,1979,14
RFQ731-000492,V8_EXTRACTED,False,x731,CFG731_5d2495d91e9fa868,CFG731_27b6b45b43224be7,23,1979,12
RFQ731-000507,V8_EXTRACTED,False,x731,CFG731_3dd4cfcf6ee98460,CFG731_e1c54b5b080fabb2,18,1979,16
RFQ731-000513,V8_EXTRACTED,False,G731ST-LT,CFG731_7203705eed387b0a,CFG731_32b4b1ec4513af66,28,1979,15
RFQ731-000515,V8_EXTRACTED,False,G731CA,CFG731_edf13ed38a4b54de,CFG731_b97ce0f180acf155,11,1979,13
RFQ731-000516,V8_EXTRACTED,False,x731,CFG731_97796c9ac2811c94,CFG731_32b1041fd68aac23,20,1979,16
RFQ731-000517,V8_EXTRACTED,False,x731,CFG731_95e2d680672ff303,CFG731_bcf12907155d8b64,11,1979,14
RFQ731-000528,V8_EXTRACTED,False,x731,CFG731_932b427eaa87c8fa,CFG731_36d7686aca1200ae,33,1979,14
RFQ731-000535,V8_EXTRACTED,False,x731,CFG731_ef2da8cd513b19be,CFG731_9be0c5ce20280448,56,1979,13
RFQ731-000562,V8_EXTRACTED,False,x731,CFG731_b3ebba592f51e280,CFG731_3c119308d8305ad4,49,1979,14
RFQ731-000568,V8_EXTRACTED,False,G731ST-HT,CFG731_ad49f2ad57627f46,CFG731_4aa7d46b9cfa7d7b,11,1979,13
RFQ731-000569,V8_EXTRACTED,False,G731ST-HT,CFG731_ed09f23d3bc16841,CFG731_e2d64e127f97296d,71,1979,12
RFQ731-000577,V8_EXTRACTED,False,x731,CFG731_27f3f9fc0b2e1643,CFG731_3b2a32abbf148ca1,24,1979,17
RFQ731-000578,V8_EXTRACTED,False,x731,CFG731_dbb33a574e3ad4d8,CFG731_f1355b6f00fd7f67,29,1979,12
RFQ731-000580,V8_EXTRACTED,False,x731,CFG731_a9ec8cda9130252f,CFG731_fa2849b259355775,11,1979,14
RFQ731-000584,V8_EXTRACTED,False,x731,CFG731_274085596a46ecf6,CFG731_3b2a32abbf148ca1,11,1979,16
RFQ731-000590,V8_EXTRACTED,False,x731,CFG731_187ec74b5c4854aa,CFG731_c3481d11b658e1e9,17,1979,13
RFQ731-000600,V8_EXTRACTED,False,x731,CFG731_73ac195ef2754292,CFG731_1af3f9470bd904d5,22,1979,16
RFQ731-000602,V8_EXTRACTED,False,x731,CFG731_31ef54b8ab17d3bb,CFG731_219ac3d01befd6d1,16,1979,14
RFQ731-000603,V8_EXTRACTED,False,x731,CFG731_7d1aac31230162fc,CFG731_83f956404d04e6cd,139,1979,15
RFQ731-000604,V8_EXTRACTED,False,x731,CFG731_4fe142d593643ab8,CFG731_496bd7a964d6cd85,13,1979,14
RFQ731-000612,V8_EXTRACTED,False,x731,CFG731_341c747ed8aff14e,CFG731_f1355b6f00fd7f67,146,1979,14
RFQ731-000619,V8_EXTRACTED,False,x731,CFG731_5be5a82ac0b29989,CFG731_8d07e19298d09d34,17,1979,14
RFQ731-000621,V8_EXTRACTED,False,G731ST-LT,CFG731_0dd81a588b2a1411,CFG731_a40ab19ad6671fbe,13,1979,15
RFQ731-000634,V8_EXTRACTED,False,G731ST-LT,CFG731_ad6f77e09c551945,CFG731_0fdf5c36c9c41e69,21,1979,12
RFQ731-000649,V8_EXTRACTED,False,x731,CFG731_f8cc7d4d2ef53582,CFG731_214b093bf98ca9ef,54,1979,14
RFQ731-000659,V8_EXTRACTED,False,x731,CFG731_ae1c24f394311970,CFG731_27b6b45b43224be7,16,1979,13
RFQ731-000660,V8_EXTRACTED,False,x731,CFG731_ae1f3e9a90950fc3,CFG731_784eb334d1d77ae7,14,1979,16
RFQ731-000669,V8_EXTRACTED,False,x731,CFG731_10829a99d0812ab9,CFG731_3b2a32abbf148ca1,30,1979,11
RFQ731-000675,V8_EXTRACTED,False,x731,CFG731_6ad3ec8ed100118e,CFG731_509cb555eca833a1,130,1979,15
RFQ731-000676,V8_EXTRACTED,False,x731,CFG731_f2f16ec6756d8443,CFG731_60f3aae8ede70fe0,42,1979,15
RFQ731-000678,V8_EXTRACTED,False,G731CA,CFG731_98ec9650b5463fd0,CFG731_0738cd529389f266,15,1979,11
RFQ731-000679,V8_EXTRACTED,False,x731,CFG731_8b6eb20d56ad0a7c,CFG731_5e61ce3b60d15e11,168,1979,16
RFQ731-000689,V8_EXTRACTED,False,x731,CFG731_76d13dd0246c6ccc,CFG731_927f189839c665ae,175,1979,12
RFQ731-000691,V8_EXTRACTED,False,x731,CFG731_3727d181b2806370,CFG731_353333bad447dbef,20,1979,14
RFQ731-000704,V8_EXTRACTED,False,x731,CFG731_ae226e31119be9bd,CFG731_3b2a32abbf148ca1,22,1979,14
RFQ731-000709,V8_EXTRACTED,False,x731,CFG731_9d1ffcce07240574,CFG731_3611bb1fba248e38,101,1979,13
RFQ731-000714,V8_EXTRACTED,False,x731,CFG731_20fe81ae7d0a406e,CFG731_8d07e19298d09d34,25,1979,15
RFQ731-000716,V8_EXTRACTED,False,x731,CFG731_a59bfb67e03ca4c8,CFG731_6b36d25fda044bf5,16,1979,13
RFQ731-000726,V8_EXTRACTED,False,x731,CFG731_9676c8784fca6c61,CFG731_dc321f785d65411f,11,1979,14
RFQ731-000727,V8_EXTRACTED,False,x731,CFG731_ba522ec0a7a74924,CFG731_1f978c234895178c,35,1979,15
RFQ731-000730,V8_EXTRACTED,False,x731,CFG731_d4be02ad7e56a796,CFG731_3b2a32abbf148ca1,11,1979,16
RFQ731-000731,V8_EXTRACTED,False,G731ST-LT,CFG731_3c070a82e4102784,CFG731_32b4b1ec4513af66,36,1979,14
RFQ731-000736,V8_EXTRACTED,False,x731,CFG731_8defc1a0775e52a5,CFG731_91e51485b56960b2,17,1979,13
RFQ731-000738,V8_EXTRACTED,False,x731,CFG731_ceb13e5602925e38,CFG731_5e61ce3b60d15e11,12,1979,14
RFQ731-000740,V8_EXTRACTED,False,x731,CFG731_33fed5318b1a4f2f,CFG731_8d07e19298d09d34,72,1979,13
RFQ731-000751,V8_EXTRACTED,False,x731,CFG731_eea573acdafa9ee3,CFG731_7630270d2245c283,12,1979,15
RFQ731-000752,V8_EXTRACTED,False,x731,CFG731_f9254a8bb3738033,CFG731_2e57977cf2dd500a,14,1979,15
RFQ731-000753,V8_EXTRACTED,False,x731,CFG731_75b93da9dd9b0316,CFG731_6f8c15548921e4c2,23,1979,12
RFQ731-000754,V8_EXTRACTED,False,G731ST-HT,CFG731_86a2340212c01d2a,CFG731_6e53621a73b55f2c,14,1979,17
RFQ731-000756,V8_EXTRACTED,False,G731ST-HT,CFG731_ad49f2ad57627f46,CFG731_288e4c99b4e02895,55,1979,12
RFQ731-000759,V8_EXTRACTED,False,x731,CFG731_aef3ebf3cdf884c1,CFG731_496bd7a964d6cd85,13,1979,14
RFQ731-000772,V8_EXTRACTED,False,x731,CFG731_565e3731063ff5c5,CFG731_8d07e19298d09d34,65,1979,14
RFQ731-000774,V8_EXTRACTED,False,x731,CFG731_d3db38843cf9fb81,CFG731_36d7686aca1200ae,159,1979,15
RFQ731-000777,V8_EXTRACTED,False,G731CA,CFG731_691a8f2ff165671d,CFG731_91e51485b56960b2,22,1979,11
RFQ731-000782,V8_EXTRACTED,False,x731,CFG731_6472ab3bf7316498,CFG731_747411fe70ba8e8d,13,1979,12
RFQ731-000783,V8_EXTRACTED,False,x731,CFG731_daff07a8bdec497b,CFG731_9fcbeaf9d5010d3a,13,1979,13
RFQ731-000784,V8_EXTRACTED,False,x731,CFG731_bce0bc4b7b3a4799,CFG731_243419c6708378b3,17,1979,15
RFQ731-000787,V8_EXTRACTED,False,G731ST-LT,CFG731_214106ade9f79641,CFG731_515a31451814aae9,19,1979,12
RFQ731-000796,V8_EXTRACTED,False,x731,CFG731_25b84d9ab233c6bf,CFG731_9fa436b39059149d,25,1979,10
RFQ731-000799,V8_EXTRACTED,False,x731,CFG731_4f57c7eb0fb7e785,CFG731_3b2a32abbf148ca1,24,1979,14
RFQ731-000800,V8_EXTRACTED,False,x731,CFG731_b3cd6a1a19fbc328,CFG731_70b38ab75d3ca724,11,1979,14
RFQ731-000803,V8_EXTRACTED,False,x731,CFG731_b3506a753aafcfa3,CFG731_c6a3ff6155563d17,11,1979,15
RFQ731-000804,V8_EXTRACTED,False,x731,CFG731_ab9e33e0db28df11,CFG731_fd3397424975992e,50,1979,13
RFQ731-000807,V8_EXTRACTED,False,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_49cd4cbef1081333,97,1979,12
RFQ731-000812,V8_EXTRACTED,False,x731,CFG731_8d78781f8753b72a,CFG731_6f8c15548921e4c2,104,1979,12
RFQ731-000820,V8_EXTRACTED,False,G731ST-HT,CFG731_fab0d81b6a0ca4e0,CFG731_288e4c99b4e02895,12,1979,12
RFQ731-000821,V8_EXTRACTED,False,G731ST-LT,CFG731_159f3a6877b5a5d2,CFG731_ef044db10b586894,21,1979,12
RFQ731-000828,V8_EXTRACTED,False,x731,CFG731_78ea99817ca8be6a,CFG731_357a7724550c556f,148,1979,14
RFQ731-000832,V8_EXTRACTED,False,x731,CFG731_cb6654d77e7e4d72,CFG731_e8e7b7513a5c9544,17,1979,14
RFQ731-000834,V8_EXTRACTED,False,x731,CFG731_d8843ca5e91f93ae,CFG731_91e51485b56960b2,20,1979,9
RFQ731-000835,V8_EXTRACTED,False,G731ST-LT,CFG731_77fac91021549398,CFG731_49cd4cbef1081333,68,1979,13
RFQ731-000836,V8_EXTRACTED,False,x731,CFG731_4ba013fed31fb45f,CFG731_f1355b6f00fd7f67,21,1979,13
RFQ731-000841,V8_EXTRACTED,False,x731,CFG731_3ac187941df4fdac,CFG731_6f8c15548921e4c2,25,1979,12
RFQ731-000842,V8_EXTRACTED,False,x731,CFG731_29521f988dd233e6,CFG731_3d652e6a54b1c68b,46,1979,15
RFQ731-000852,V8_EXTRACTED,False,x731,CFG731_bb4f0886ba308d63,CFG731_27b6b45b43224be7,12,1979,13
RFQ731-000853,V8_EXTRACTED,False,x731,CFG731_eea9998b9f9a0bdb,CFG731_135ddf5639321fb6,16,1979,14
RFQ731-000854,V8_EXTRACTED,False,x731,CFG731_c775e192f3d489e9,CFG731_c3481d11b658e1e9,175,1979,12
RFQ731-000875,V8_EXTRACTED,False,x731,CFG731_b7c5e5eddd92ed3a,CFG731_94be99d48ade0efb,12,1979,15
RFQ731-000877,V8_EXTRACTED,False,x731,CFG731_4340f11ba9a46e42,CFG731_357a7724550c556f,60,1979,14
RFQ731-000887,V8_EXTRACTED,False,x731,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,14,1979,15
RFQ731-000892,V8_EXTRACTED,False,F731PW,CFG731_ef211cb97feaddc8,CFG731_07fb816f7dc25bc8,32,1979,10
RFQ731-000904,V8_EXTRACTED,False,x731,CFG731_d5a8b991307aace7,CFG731_3b2a32abbf148ca1,11,1979,16
RFQ731-000912,V8_EXTRACTED,False,x731,CFG731_631dadb7c0c7adf5,CFG731_70a71b60723e910d,27,1979,15
RFQ731-000914,V8_EXTRACTED,False,x731,CFG731_910ee0b4b8287063,CFG731_cf543b1c3927ab71,44,1979,13
RFQ731-000921,V8_EXTRACTED,False,G731ST-LT,CFG731_9548d55d92816998,CFG731_49cd4cbef1081333,77,1979,14
RFQ731-000922,V8_EXTRACTED,False,x731,CFG731_910ee0b4b8287063,CFG731_ac352f2a7f2cc7ab,11,1979,14
RFQ731-000923,V8_EXTRACTED,False,G731ST-LT,CFG731_58b9913d8024b015,CFG731_32b4b1ec4513af66,12,1979,13
RFQ731-000924,V8_EXTRACTED,False,x731,CFG731_1434e7eedafa69d1,CFG731_f1355b6f00fd7f67,347,1979,12
RFQ731-000929,V8_EXTRACTED,False,x731,CFG731_5feb84333ab424ba,CFG731_8c50542218db5cb0,40,1979,16
RFQ731-000931,V8_EXTRACTED,False,x731,CFG731_b761b914f76d159e,CFG731_927f189839c665ae,19,1979,12
RFQ731-000932,V8_EXTRACTED,False,x731,CFG731_f879c0aaba152069,CFG731_27b6b45b43224be7,12,1979,14
RFQ731-000934,V8_EXTRACTED,False,x731,CFG731_ade755d80d357018,CFG731_3b2a32abbf148ca1,35,1979,15
RFQ731-000960,V8_EXTRACTED,False,G731ST-LT,CFG731_515a31451814aae9,CFG731_32b4b1ec4513af66,123,1979,14
RFQ731-000963,V8_EXTRACTED,False,x731,CFG731_0ef26d136a7182e8,CFG731_8d07e19298d09d34,17,1979,13
RFQ731-000964,V8_EXTRACTED,False,x731,CFG731_3ada8d565667279d,CFG731_da02526d254e2e35,44,1979,14
RFQ731-000968,V8_EXTRACTED,False,G731ST-HT,CFG731_ad85e442c9239be7,CFG731_b3ed2928d6d65710,21,1979,12
RFQ731-000971,V8_EXTRACTED,False,G731ST-LT,CFG731_9c6b16fef6d02aaf,CFG731_32b4b1ec4513af66,51,1979,12
RFQ731-000973,V8_EXTRACTED,False,x731,CFG731_c775e192f3d489e9,CFG731_241d60e6ef5278be,16,1979,13
RFQ731-000977,V8_EXTRACTED,False,x731,CFG731_8634a8a0a780401d,CFG731_241d60e6ef5278be,31,1979,14
RFQ731-000995,V8_EXTRACTED,False,x731,CFG731_6472ab3bf7316498,CFG731_747411fe70ba8e8d,19,1979,9
RFQ731-000998,V8_EXTRACTED,False,x731,CFG731_a7aba912cacdcceb,CFG731_219ac3d01befd6d1,16,1979,10
RFQ731-001000,V8_EXTRACTED,False,G731ST-HT,CFG731_a69c8345e2cbb480,CFG731_076cad91966d4c34,23,1979,16
RFQ731-001003,V8_EXTRACTED,False,F731PW,CFG731_956456fc074ebc5a,CFG731_07fb816f7dc25bc8,116,1979,10
RFQ731-001005,V8_EXTRACTED,False,x731,CFG731_9ccdadb28a07accd,CFG731_2e57977cf2dd500a,93,1979,12
RFQ731-001011,V8_EXTRACTED,False,x731,CFG731_91a62b1e0bf4bbce,CFG731_3b2a32abbf148ca1,68,1979,10
RFQ731-001017,V8_EXTRACTED,False,x731,CFG731_98e30468f83e5da1,CFG731_c1d02f1d1235ec05,11,1979,12
RFQ731-001021,V8_EXTRACTED,False,x731,CFG731_d258fff6b39ba941,CFG731_31aa13473958d7d3,12,1979,15
RFQ731-001027,V8_EXTRACTED,False,F731PW,CFG731_ef211cb97feaddc8,CFG731_07fb816f7dc25bc8,40,1979,13
RFQ731-001028,V8_EXTRACTED,False,x731,CFG731_3a955b973baab5a5,CFG731_5e61ce3b60d15e11,31,1979,16
RFQ731-001029,V8_EXTRACTED,False,x731,CFG731_85891d97ce4083b3,CFG731_28ac43a93658ad6b,62,1979,15
RFQ731-001033,V8_EXTRACTED,False,x731,CFG731_28ed390fb80cb66f,CFG731_782638eae748ba9a,82,1979,15
RFQ731-001034,V8_EXTRACTED,False,x731,CFG731_467e11f2e0bc0666,CFG731_3611bb1fba248e38,18,1979,12
RFQ731-001038,V8_EXTRACTED,False,x731,CFG731_d4be02ad7e56a796,CFG731_3b2a32abbf148ca1,20,1979,15
RFQ731-001040,V8_EXTRACTED,False,G731ST-LT,CFG731_adfa7e5b1355ce87,CFG731_49cd4cbef1081333,33,1979,12
RFQ731-001041,V8_EXTRACTED,False,x731,CFG731_08efe1333b2d7967,CFG731_214b093bf98ca9ef,108,1979,12
RFQ731-001042,V8_EXTRACTED,False,G731CA,CFG731_d97c333965654bd3,CFG731_3b2a32abbf148ca1,51,1979,12
RFQ731-001043,V8_EXTRACTED,False,x731,CFG731_784eb334d1d77ae7,CFG731_28ac43a93658ad6b,46,1979,16
RFQ731-001051,V8_EXTRACTED,False,x731,CFG731_d622722cfe4eb872,CFG731_620cb319c2b7c332,21,1979,12
RFQ731-001066,V8_EXTRACTED,False,x731,CFG731_8e97bb2bec352a2c,CFG731_1f978c234895178c,67,1979,16
RFQ731-001067,V8_EXTRACTED,False,x731,CFG731_4f57c7eb0fb7e785,CFG731_3b2a32abbf148ca1,37,1979,11
RFQ731-001069,V8_EXTRACTED,False,x731,CFG731_82b31fa8518668d4,CFG731_1f978c234895178c,12,1979,14
RFQ731-001071,V8_EXTRACTED,False,x731,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,14,1979,15
RFQ731-001072,V8_EXTRACTED,False,x731,CFG731_0c5cd97f5c20149b,CFG731_83f956404d04e6cd,19,1979,12
RFQ731-001076,V8_EXTRACTED,False,x731,CFG731_073f991a6c9a4683,CFG731_5e61ce3b60d15e11,33,1979,15
RFQ731-001081,V8_EXTRACTED,False,x731,CFG731_9fd2ebe15271fc33,CFG731_28ac43a93658ad6b,21,1979,15
RFQ731-001082,V8_EXTRACTED,False,x731,CFG731_7fec165d30a3c1b5,CFG731_5e61ce3b60d15e11,36,1979,16
RFQ731-001090,V8_EXTRACTED,False,x731,CFG731_bcb75237dcbc3975,CFG731_021f4647ad1035b8,17,1979,17
RFQ731-001093,V8_EXTRACTED,False,x731,CFG731_0d3b04d12b4208a2,CFG731_5c624ef6fa2b6510,15,1979,14
RFQ731-001102,V8_EXTRACTED,False,x731,CFG731_147ff4a19b4bcc48,CFG731_0fbee36816b7af98,57,1979,17
RFQ731-001104,V8_EXTRACTED,False,x731,CFG731_c3b5b1049b2ed7bb,CFG731_620cb319c2b7c332,27,1979,13
RFQ731-001105,V8_EXTRACTED,False,G731ST-HT,CFG731_c3a136a8630f644d,CFG731_8b18ac1c34209d63,18,1979,15
RFQ731-001107,V8_EXTRACTED,False,x731,CFG731_52a32c0fb4bd3f9a,CFG731_3b2a32abbf148ca1,43,1979,16
RFQ731-001111,V8_EXTRACTED,False,x731,CFG731_0e65994bfbb04e39,CFG731_2683cf7e09782f5e,14,1979,16
RFQ731-001116,V8_EXTRACTED,False,x731,CFG731_14ec1773441318c2,CFG731_e1c54b5b080fabb2,24,1979,12
RFQ731-001117,V8_EXTRACTED,False,x731,CFG731_4da2b3fd83325505,CFG731_1f978c234895178c,72,1979,13
RFQ731-001121,V8_EXTRACTED,False,x731,CFG731_8634a8a0a780401d,CFG731_3b2a32abbf148ca1,59,1979,13
RFQ731-001124,V8_EXTRACTED,False,x731,CFG731_28ed390fb80cb66f,CFG731_f030e97d69c5c359,59,1979,13
RFQ731-001134,V8_EXTRACTED,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_e2d64e127f97296d,62,1979,13
RFQ731-001141,V8_EXTRACTED,False,x731,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,17,1979,15
RFQ731-001142,V8_EXTRACTED,False,x731,CFG731_4e59e6fc4174afa3,CFG731_7962ce0b7d875608,58,1979,12
RFQ731-001143,V8_EXTRACTED,False,x731,CFG731_92fbdd06b7923fc1,CFG731_509cb555eca833a1,143,1979,16
RFQ731-001146,V8_EXTRACTED,False,x731,CFG731_3a443cba223b0ece,CFG731_e8e7b7513a5c9544,15,1979,14
RFQ731-001158,V8_EXTRACTED,False,x731,CFG731_4f57c7eb0fb7e785,CFG731_6f8c15548921e4c2,161,1979,11
RFQ731-001171,V8_EXTRACTED,False,x731,CFG731_bf623a3fc4d39d84,CFG731_f03dd6d0a112bc66,11,1979,14
RFQ731-001175,V8_EXTRACTED,False,x731,CFG731_8a33ad6b36ecf204,CFG731_8d07e19298d09d34,27,1979,14
RFQ731-001184,V8_EXTRACTED,False,x731,CFG731_bae6e4f47f3132d8,CFG731_3b2a32abbf148ca1,20,1979,17
RFQ731-001185,V8_EXTRACTED,False,x731,CFG731_184ec550d64fe37e,CFG731_70b38ab75d3ca724,108,1979,14
RFQ731-001200,V8_EXTRACTED,False,x731,CFG731_db395082b1a3b8ac,CFG731_89772de94df83ba5,12,1979,13
RFQ731-001203,V8_EXTRACTED,False,G731CA,CFG731_4af82641f975d9aa,CFG731_0738cd529389f266,15,1979,11
RFQ731-001207,V8_EXTRACTED,False,x731,CFG731_0d3b04d12b4208a2,CFG731_5c624ef6fa2b6510,36,1979,15
RFQ731-001208,V8_EXTRACTED,False,x731,CFG731_96d353c7a2763a68,CFG731_8a1a8cb1f6a30d3a,12,1979,16
RFQ731-001214,V8_EXTRACTED,False,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_288e4c99b4e02895,52,1979,11
RFQ731-001216,V8_EXTRACTED,False,x731,CFG731_8ce087647633b913,CFG731_219ac3d01befd6d1,21,1979,14
RFQ731-001223,V8_EXTRACTED,False,G731ST-LT,CFG731_7203705eed387b0a,CFG731_32b4b1ec4513af66,20,1979,14
RFQ731-001230,V8_EXTRACTED,False,x731,CFG731_4065adeeb89ecb2b,CFG731_94be99d48ade0efb,22,1979,16
RFQ731-001238,V8_EXTRACTED,False,x731,CFG731_b2ad61cdb45a54fb,CFG731_7822370b42865359,60,1979,15
RFQ731-001239,V8_EXTRACTED,False,x731,CFG731_e705c6e8d4b9cc85,CFG731_f1355b6f00fd7f67,29,1979,11
RFQ731-001242,V8_EXTRACTED,False,x731,CFG731_be2582bdf5536cbf,CFG731_27b6b45b43224be7,22,1979,15
RFQ731-001247,V8_EXTRACTED,False,x731,CFG731_fa2849b259355775,CFG731_8d07e19298d09d34,66,1979,13
RFQ731-001251,V8_EXTRACTED,False,x731,CFG731_f5876a81d70adf82,CFG731_b3506a753aafcfa3,12,1979,12
RFQ731-001252,V8_EXTRACTED,False,x731,CFG731_22ee4ff4a2fef4e6,CFG731_b1693ef6b18686ac,123,1979,16
RFQ731-001258,V8_EXTRACTED,False,x731,CFG731_cb1aeeb79876dd06,CFG731_c11c5ee5deff9a1e,105,1979,13
RFQ731-001261,V8_EXTRACTED,False,x731,CFG731_9c21848fed1f6e04,CFG731_6b36d25fda044bf5,47,1979,14
RFQ731-001275,V8_EXTRACTED,False,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_87d8ba5b87cf0a3f,14,1979,16
RFQ731-001302,V8_EXTRACTED,False,x731,CFG731_7a941b9a49372410,CFG731_70b38ab75d3ca724,12,1979,15
RFQ731-001305,V8_EXTRACTED,False,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_49cd4cbef1081333,14,1979,14
RFQ731-001308,V8_EXTRACTED,False,x731,CFG731_b2ad61cdb45a54fb,CFG731_7822370b42865359,146,1979,15
RFQ731-001311,V8_EXTRACTED,False,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_288e4c99b4e02895,18,1979,12
RFQ731-001312,V8_EXTRACTED,False,x731,CFG731_ebf26b0112810ef9,CFG731_b4987f1c95e91d0d,25,1979,15
RFQ731-001315,V8_EXTRACTED,False,G731ST-HT,CFG731_6e53621a73b55f2c,CFG731_7b2f69a7ca55041b,18,1979,15
RFQ731-001320,V8_EXTRACTED,False,x731,CFG731_9eee2266c8068ada,CFG731_6bdadac99b2f7b39,51,1979,14
RFQ731-001321,V8_EXTRACTED,False,G731ST-LT,CFG731_d432b6fd40e9e78c,CFG731_e03b41992c837b34,33,1979,13
RFQ731-001323,V8_EXTRACTED,False,x731,CFG731_a92ad5294d9187e9,CFG731_6b5f6983490bc595,21,1979,13
RFQ731-001329,V8_EXTRACTED,False,x731,CFG731_a385518a9f31baa0,CFG731_d19bd87a4eba7364,24,1979,15
RFQ731-001331,V8_EXTRACTED,False,x731,CFG731_76d13dd0246c6ccc,CFG731_927f189839c665ae,181,1979,12
RFQ731-001333,V8_EXTRACTED,False,x731,CFG731_932b427eaa87c8fa,CFG731_4346df46838fd57e,66,1979,14
RFQ731-001339,V8_EXTRACTED,False,G731ST-HT,CFG731_37f66c3948c00e57,CFG731_e7ac403b81e86f8f,56,1979,12
RFQ731-001344,V8_EXTRACTED,False,x731,CFG731_0893c2d75c71d33c,CFG731_31aa13473958d7d3,13,1979,16
RFQ731-001345,V8_EXTRACTED,False,x731,CFG731_5c624ef6fa2b6510,CFG731_05cf1a0209b4f9a8,111,1979,17
RFQ731-001353,V8_EXTRACTED,False,F731PW,CFG731_ef211cb97feaddc8,CFG731_07fb816f7dc25bc8,19,1979,12
RFQ731-001354,V8_EXTRACTED,False,x731,CFG731_0db950a4979d2c52,CFG731_5dd42015f6f61801,13,1979,16
RFQ731-001360,V8_EXTRACTED,False,x731,CFG731_134ecd7b8190bed1,CFG731_7c358bf1aa4ea94e,37,1979,16
RFQ731-001366,V8_EXTRACTED,False,x731,CFG731_1f31b1bf8dc9e962,CFG731_cf4bb519cec0df2f,38,1979,15
RFQ731-001369,V8_EXTRACTED,False,F731PW,CFG731_4b26dfbafad76131,CFG731_219ac3d01befd6d1,90,1979,12
RFQ731-001371,V8_EXTRACTED,False,x731,CFG731_27f3f9fc0b2e1643,CFG731_1f978c234895178c,55,1979,14
RFQ731-001381,V8_EXTRACTED,False,F731PW,CFG731_92efd7a3c43da152,CFG731_8b8ba7e2341f1295,104,1979,13
RFQ731-001388,V8_EXTRACTED,False,x731,CFG731_7bb3a18bcb60bab4,CFG731_6bdadac99b2f7b39,480,1979,9
RFQ731-001390,V8_EXTRACTED,False,F731PW,CFG731_0781a0fecc8f46d5,CFG731_7c93880f0c6b22c5,68,1979,14
RFQ731-001397,V8_EXTRACTED,False,x731,CFG731_8bd839e0c8855562,CFG731_df5f598a914fb1cc,21,1979,12
RFQ731-001398,V8_EXTRACTED,False,x731,CFG731_b3cd6a1a19fbc328,CFG731_70b38ab75d3ca724,11,1979,13
RFQ731-001402,V8_EXTRACTED,False,x731,CFG731_5cfa203ca7029f1c,CFG731_71dcda3a004aaa52,45,1979,16
RFQ731-001403,V8_EXTRACTED,False,x731,CFG731_1f0c09edcd967945,CFG731_8d07e19298d09d34,28,1979,15
RFQ731-001404,V8_EXTRACTED,False,G731ST-LT,CFG731_5be384035f37d372,CFG731_a40ab19ad6671fbe,13,1979,15
