rfq_id,true_configuration_id,recommended_configuration_id,true_package,recommended_package,top1_score,top1_matches,top1_contradictions,top1_coverage,true_rank,requirements_used
RFQ731-002234,CFG731_0738cd529389f266,CFG731_0738cd529389f266,G731CA,G731CA,50.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-002235,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,x731,x731,65.0,17,0,1.0,1,17
RFQ731-002236,CFG731_388928540067c900,CFG731_8cf35251fcd54982,x731,x731,46.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-002237,CFG731_e67173c88f9460f6,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,48.0,12,0,1.0,5,12
RFQ731-002238,CFG731_9e44a82e6c1db982,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,41.6,12,1,0.8,40,15
RFQ731-002239,CFG731_48332037deb06db4,CFG731_3b2a32abbf148ca1,x731,x731,47.86666666666667,14,1,0.9333333333333333,39,15
RFQ731-002240,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,G731VG,G731VG,48.75,14,1,0.875,1,16
RFQ731-002241,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,G731ST-HT,G731ST-HT,50.75,14,1,0.875,1,16
RFQ731-002242,CFG731_950a2c81247480fc,CFG731_c39096767a7ae083,x731,x731,55.0,14,0,1.0,9,14
RFQ731-002243,CFG731_ef211cb97feaddc8,CFG731_a9f22ebc14287e5d,F731PW,F731PW,39.81818181818182,10,0,0.9090909090909091,2,11
RFQ731-002244,CFG731_e41b982d6fc688b8,CFG731_1f0c09edcd967945,x731,x731,48.0,12,0,1.0,48,12
RFQ731-002245,CFG731_b4ae6be198effc31,CFG731_219ac3d01befd6d1,x731,x731,49.86666666666667,14,1,0.9333333333333333,8,15
RFQ731-002246,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002247,CFG731_403f51b2e914043b,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,41.84615384615385,12,1,0.9230769230769231,7,13
RFQ731-002248,CFG731_cc47430fac8438be,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,45.625,13,1,0.8125,17,16
RFQ731-002249,CFG731_b4987f1c95e91d0d,CFG731_b4987f1c95e91d0d,x731,x731,64.88235294117646,16,0,0.9411764705882353,1,17
RFQ731-002250,CFG731_d2a75fda6f761c1b,CFG731_b97ce0f180acf155,G731CA,G731CA,42.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-002251,CFG731_e6cd7fd757de0523,CFG731_3b2a32abbf148ca1,x731,x731,40.84615384615385,12,1,0.9230769230769231,45,13
RFQ731-002252,CFG731_f7533d37b29ce240,CFG731_353333bad447dbef,x731,x731,41.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-002253,CFG731_cf4fb8862e2ab5fc,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,46.733333333333334,13,1,0.8666666666666667,7,15
RFQ731-002254,CFG731_938851275519b7cb,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,43.625,13,1,0.8125,19,16
RFQ731-002255,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,60.875,15,0,0.9375,1,16
RFQ731-002256,CFG731_d5af433b36265df1,CFG731_0e146b48e4ed8b98,G731ST-LT,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,25,14
RFQ731-002257,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,G731CA,36.8,9,0,0.9,1,10
RFQ731-002258,CFG731_cf4fb8862e2ab5fc,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,45.733333333333334,13,1,0.8666666666666667,4,15
RFQ731-002259,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,G731CA,38.69230769230769,11,1,0.8461538461538461,1,13
RFQ731-002260,CFG731_2e6a2f2496db9434,CFG731_579057193c092394,x731,x731,53.86666666666667,14,0,0.9333333333333333,2,15
RFQ731-002261,CFG731_845802fc60449063,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,44.0,11,0,1.0,47,11
RFQ731-002262,CFG731_77dd17c48f15826c,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,44.733333333333334,13,1,0.8666666666666667,5,15
RFQ731-002263,CFG731_cf0392d0aaac28b1,CFG731_cf0392d0aaac28b1,x731,x731,51.0,13,0,1.0,1,13
RFQ731-002264,CFG731_f4e451f0b68379ff,CFG731_620cb319c2b7c332,x731,x731,48.86666666666667,14,1,0.9333333333333333,10,15
RFQ731-002265,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,F731WD_DualChannel,47.84615384615385,12,0,0.9230769230769231,1,13
RFQ731-002266,CFG731_1962af6277da6f54,CFG731_54559f782190a122,F731TE,F731TE,42.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-002267,CFG731_624c46bfa7e46ad0,CFG731_c39096767a7ae083,x731,x731,59.0,15,0,1.0,3,15
RFQ731-002268,CFG731_ef2da8cd513b19be,CFG731_f2f3c932d1048d8d,x731,x731,41.84615384615385,12,1,0.9230769230769231,3,13
RFQ731-002269,CFG731_327bfa077bbbd45e,CFG731_a9f22ebc14287e5d,F731PW,F731PW,33.81818181818182,10,1,0.9090909090909091,5,11
RFQ731-002270,CFG731_e9d0b2e8adb3aa6d,CFG731_6b36d25fda044bf5,x731,x731,49.0,13,0,1.0,7,13
RFQ731-002271,CFG731_fd10dd35c97df399,CFG731_e8e7b7513a5c9544,x731,x731,40.625,13,2,0.8125,47,16
RFQ731-002272,CFG731_f97e51d1da57d99f,CFG731_e8e7b7513a5c9544,x731,x731,43.64705882352941,14,2,0.8235294117647058,3,17
RFQ731-002273,CFG731_dabfe16503f243e3,CFG731_fcc72e9951376cf3,G731ST-HT,G731ST-HT,47.0,12,0,1.0,4,12
RFQ731-002274,CFG731_631ccc0b317dc962,CFG731_2322a268d0a898f9,x731,x731,48.84615384615385,12,0,0.9230769230769231,11,13
RFQ731-002275,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,48.0,12,0,1.0,1,12
RFQ731-002276,CFG731_1642db5c21ada469,CFG731_cb9d6c11077bd307,x731,x731,52.76470588235294,15,1,0.8823529411764706,11,17
RFQ731-002277,CFG731_140a9819128d92da,CFG731_140a9819128d92da,x731,x731,52.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002278,CFG731_d19d1ea3b97eb177,CFG731_2b5aa7df11e558a1,x731,x731,48.75,14,1,0.875,4,16
RFQ731-002279,CFG731_20e62aeb01c953da,CFG731_20e62aeb01c953da,x731,x731,61.0,16,0,1.0,1,16
RFQ731-002280,CFG731_8bd839e0c8855562,CFG731_27b6b45b43224be7,x731,x731,42.857142857142854,13,1,0.9285714285714286,62,14
RFQ731-002281,CFG731_ad0a2fd7350b6cca,CFG731_c39096767a7ae083,x731,x731,58.0,15,0,1.0,2,15
RFQ731-002282,CFG731_7157b3d45716ad8f,CFG731_33fed5318b1a4f2f,x731,x731,42.714285714285715,12,1,0.8571428571428571,2,14
RFQ731-002283,CFG731_cf0d36d335e0ac93,CFG731_7ffc09802c7b60bf,x731,x731,52.875,15,1,0.9375,7,16
RFQ731-002284,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,G731ST-LT,G731ST-LT,53.666666666666664,15,1,0.8333333333333334,1,18
RFQ731-002285,CFG731_eea573acdafa9ee3,CFG731_fde1ab2a4808b544,x731,x731,41.75,14,2,0.875,4,16
RFQ731-002286,CFG731_24b3128196e55c23,CFG731_691a8f2ff165671d,G731CA,G731CA,38.0,9,0,1.0,7,9
RFQ731-002287,CFG731_d2034bb5aa313dac,CFG731_8281908b452128f3,F731WD_DualChannel,F731WD_DualChannel,44.69230769230769,11,0,0.8461538461538461,2,13
RFQ731-002288,CFG731_7756caaf4e5e2963,CFG731_140a9819128d92da,x731,x731,50.75,14,1,0.875,6,16
RFQ731-002289,CFG731_398f0644f18e0acf,CFG731_219ac3d01befd6d1,x731,x731,50.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-002290,CFG731_68d95a26943b3650,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,52.0,13,0,1.0,2,13
RFQ731-002291,CFG731_80409e6aafce9221,CFG731_cf4bb519cec0df2f,x731,x731,50.86666666666667,14,1,0.9333333333333333,17,15
RFQ731-002292,CFG731_70b6eaf9262ca4d0,CFG731_0be7d6198235486b,F731WD_SingleChannel,F731WD_SingleChannel,35.63636363636363,9,0,0.8181818181818182,5,11
RFQ731-002293,CFG731_9e13de19970e4646,CFG731_3b2a32abbf148ca1,x731,x731,51.0,13,0,1.0,8,13
RFQ731-002294,CFG731_186348c5f967a6f7,CFG731_219ac3d01befd6d1,x731,x731,49.75,14,1,0.875,3,16
RFQ731-002295,CFG731_48332037deb06db4,CFG731_3b2a32abbf148ca1,x731,x731,49.86666666666667,14,1,0.9333333333333333,15,15
RFQ731-002296,CFG731_39083521b1413e72,CFG731_337790e6bbcf15f4,x731,x731,52.0,13,0,1.0,9,13
RFQ731-002297,CFG731_090330aa38b8e80b,CFG731_54559f782190a122,F731TE,F731TE,41.81818181818182,10,0,0.9090909090909091,13,11
RFQ731-002298,CFG731_d4a9fe62acefba0d,CFG731_89772de94df83ba5,x731,x731,48.75,14,1,0.875,3,16
RFQ731-002299,CFG731_83f956404d04e6cd,CFG731_83f956404d04e6cd,x731,x731,51.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-002300,CFG731_afa90db347a19822,CFG731_c7ca2f069d01e42d,G731CA,G731CA,35.666666666666664,10,1,0.8333333333333334,7,12
RFQ731-002301,CFG731_4d6c56202edf3f41,CFG731_eb70dc35972dc4b7,G731ST-HT,G731ST-HT,47.0,12,0,1.0,3,12
RFQ731-002302,CFG731_348f97ec6945fbf8,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,56.75,14,0,0.875,2,16
RFQ731-002303,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,60.0,15,0,1.0,1,15
RFQ731-002304,CFG731_27caf5a2443603ad,CFG731_27caf5a2443603ad,x731,x731,46.733333333333334,13,1,0.8666666666666667,1,15
RFQ731-002305,CFG731_e0009be417f51ccd,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,52.875,15,1,0.9375,2,16
RFQ731-002306,CFG731_5f5f37f4d005417e,CFG731_97fec9a076550ea5,x731,x731,52.857142857142854,13,0,0.9285714285714286,4,14
RFQ731-002307,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,F731WD_SingleChannel,F731WD_SingleChannel,34.666666666666664,10,1,0.8333333333333334,1,12
RFQ731-002308,CFG731_7b9680fed3d10056,CFG731_34e092c266a308aa,x731,x731,56.0,14,0,1.0,24,14
RFQ731-002309,CFG731_5c624ef6fa2b6510,CFG731_579057193c092394,x731,x731,59.0,15,0,1.0,43,15
RFQ731-002310,CFG731_175dfbf580a50b51,CFG731_219ac3d01befd6d1,x731,x731,52.76470588235294,15,1,0.8823529411764706,10,17
RFQ731-002311,CFG731_038da5d3a7dc468b,CFG731_ee15b881a6032908,x731,x731,45.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-002312,CFG731_d3256527bf7fe65c,CFG731_7f60255816247683,x731,x731,61.0,15,0,1.0,4,15
RFQ731-002313,CFG731_353333bad447dbef,CFG731_353333bad447dbef,x731,x731,48.75,14,1,0.875,1,16
RFQ731-002314,CFG731_6e088ee30195b6c4,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,47.84615384615385,12,0,0.9230769230769231,4,13
RFQ731-002315,CFG731_52ce549ff41a9332,CFG731_f1355b6f00fd7f67,x731,x731,36.69230769230769,11,1,0.8461538461538461,5,13
RFQ731-002316,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002317,CFG731_faff6da73df00950,CFG731_d3d0547b464f691d,G731CA,G731CA,44.69230769230769,11,0,0.8461538461538461,5,13
RFQ731-002318,CFG731_b3d0283738532d82,CFG731_e03b41992c837b34,G731ST-LT,G731ST-LT,44.857142857142854,13,1,0.9285714285714286,5,14
RFQ731-002319,CFG731_c2cd0c320ef0d703,CFG731_6b36d25fda044bf5,x731,x731,47.86666666666667,14,1,0.9333333333333333,11,15
RFQ731-002320,CFG731_36e9436664c2e1e3,CFG731_076cad91966d4c34,G731ST-HT,G731ST-HT,54.0,14,0,1.0,2,14
RFQ731-002321,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002322,CFG731_2a738780f0517f67,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,44.733333333333334,13,1,0.8666666666666667,3,15
RFQ731-002323,CFG731_395f3e5588a2c3c0,CFG731_a57ffd88d58eb498,G731ST-LT,G731ST-LT,47.6,12,0,0.8,4,15
RFQ731-002324,CFG731_831a7150258499af,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,48.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-002325,CFG731_ac352f2a7f2cc7ab,CFG731_3662a471d9ce3167,x731,x731,58.875,15,0,0.9375,11,16
RFQ731-002326,CFG731_e0009be417f51ccd,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,54.875,15,1,0.9375,2,16
RFQ731-002327,CFG731_ff3460f478ef969b,CFG731_8d2d91c46ccfb471,x731,x731,49.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-002328,CFG731_bcec8ceac2dbcc79,CFG731_ed19d16aecf53db8,x731,x731,42.714285714285715,12,1,0.8571428571428571,3,14
RFQ731-002329,CFG731_ab3b0ae98d7b2345,CFG731_fcc72e9951376cf3,G731ST-HT,G731ST-HT,39.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-002330,CFG731_2db6c530f35d47b9,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,49.75,14,1,0.875,18,16
RFQ731-002331,CFG731_a70e307c2ffca857,CFG731_3b2a32abbf148ca1,x731,x731,44.857142857142854,13,1,0.9285714285714286,8,14
RFQ731-002332,CFG731_2e5bd0d53757f625,CFG731_97fec9a076550ea5,x731,x731,55.86666666666667,14,0,0.9333333333333333,13,15
RFQ731-002333,CFG731_7c70763d4cf79560,CFG731_7c70763d4cf79560,G731ST-HT,G731ST-HT,41.84615384615385,12,1,0.9230769230769231,1,13
RFQ731-002334,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,G731ST-LT,52.666666666666664,15,1,0.8333333333333334,6,18
RFQ731-002335,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,G731ST-LT,G731ST-LT,58.875,15,0,0.9375,1,16
RFQ731-002336,CFG731_817824ee3a762453,CFG731_d2a75fda6f761c1b,G731CA,G731CA,50.733333333333334,13,0,0.8666666666666667,2,15
RFQ731-002337,CFG731_398f0644f18e0acf,CFG731_219ac3d01befd6d1,x731,x731,43.857142857142854,13,1,0.9285714285714286,6,14
RFQ731-002338,CFG731_b36f487da5008df2,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,56.86666666666667,14,0,0.9333333333333333,27,15
RFQ731-002339,CFG731_cc64ce3eaedacb17,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,45.733333333333334,13,1,0.8666666666666667,19,15
RFQ731-002340,CFG731_8216f56c8f1b8479,CFG731_8216f56c8f1b8479,G731ST-HT,G731ST-HT,50.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002341,CFG731_4c72f78c1186e8f7,CFG731_e03b41992c837b34,G731ST-LT,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,4,14
RFQ731-002342,CFG731_8281908b452128f3,CFG731_8281908b452128f3,F731WD_DualChannel,F731WD_DualChannel,52.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-002343,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,x731,x731,56.88235294117647,16,1,0.9411764705882353,1,17
RFQ731-002344,CFG731_fe64c81ced5b13af,CFG731_0c05dd0ad4f3894a,x731,x731,55.0,14,0,1.0,6,14
RFQ731-002345,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,56.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-002346,CFG731_30d0a49acd35b928,CFG731_6cc2f5d089c01baf,G731ST-HT,G731ST-HT,42.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-002347,CFG731_c4bcee3a1477eeea,CFG731_4db630d9810b0f27,x731,x731,40.714285714285715,12,1,0.8571428571428571,9,14
RFQ731-002348,CFG731_d4a9fe62acefba0d,CFG731_d4a9fe62acefba0d,x731,x731,54.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-002349,CFG731_ce4c7976fe8fc47b,CFG731_ce4c7976fe8fc47b,x731,x731,55.0,14,0,1.0,1,14
RFQ731-002350,CFG731_d6304b0cfae9a548,CFG731_073f991a6c9a4683,x731,x731,41.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-002351,CFG731_b3506a753aafcfa3,CFG731_b3506a753aafcfa3,x731,x731,41.84615384615385,12,1,0.9230769230769231,1,13
RFQ731-002352,CFG731_747411fe70ba8e8d,CFG731_962b6fcde3072947,x731,x731,54.0,14,0,1.0,41,14
RFQ731-002353,CFG731_c9498cf6f4410d44,CFG731_ef980c35ed5ff3e4,x731,x731,50.857142857142854,13,0,0.9285714285714286,105,14
RFQ731-002354,CFG731_038da5d3a7dc468b,CFG731_5e61ce3b60d15e11,x731,x731,49.86666666666667,14,1,0.9333333333333333,6,15
RFQ731-002355,CFG731_618cb6c1c21feda4,CFG731_618cb6c1c21feda4,x731,x731,58.0,15,0,1.0,1,15
RFQ731-002356,CFG731_30afbdc3788648cc,CFG731_6b36d25fda044bf5,x731,x731,55.0,14,0,1.0,2,14
RFQ731-002357,CFG731_648b3a822a947c68,CFG731_6b36d25fda044bf5,x731,x731,55.0,14,0,1.0,102,14
RFQ731-002358,CFG731_7c35d25e0c12df82,CFG731_9e4fccece4d272d3,x731,x731,51.875,15,1,0.9375,99,16
RFQ731-002359,CFG731_b92916814fce7b8e,CFG731_3a6a87d7cf07cb7c,x731,x731,52.875,15,1,0.9375,18,16
RFQ731-002360,CFG731_aa4779c40e6c2de0,CFG731_e7ac403b81e86f8f,G731ST-HT,G731ST-HT,49.0,12,0,1.0,28,12
RFQ731-002361,CFG731_8ce087647633b913,CFG731_219ac3d01befd6d1,x731,x731,43.857142857142854,13,1,0.9285714285714286,25,14
RFQ731-002362,CFG731_5be384035f37d372,CFG731_455da2f832a6b66d,G731ST-LT,G731ST-LT,41.84615384615385,12,1,0.9230769230769231,9,13
RFQ731-002363,CFG731_d44e54f35ee15977,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,55.0,14,0,1.0,3,14
RFQ731-002364,CFG731_6e088ee30195b6c4,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,46.84615384615385,12,0,0.9230769230769231,8,13
RFQ731-002365,CFG731_5a14e01af9745dda,CFG731_353333bad447dbef,x731,x731,44.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-002366,CFG731_b43582909c828d95,CFG731_5bfe9492c76587ec,G731CA,G731CA,37.57142857142857,11,1,0.7857142857142857,2,14
RFQ731-002367,CFG731_00f08838a21d3799,CFG731_a9f22ebc14287e5d,F731PW,F731PW,30.8,9,1,0.9,8,10
RFQ731-002368,CFG731_515a31451814aae9,CFG731_515a31451814aae9,G731ST-LT,G731ST-LT,41.714285714285715,12,1,0.8571428571428571,1,14
RFQ731-002369,CFG731_f79503cf8f87ea49,CFG731_07fb816f7dc25bc8,F731TE,F731TE,24.636363636363637,9,2,0.8181818181818182,3,11
RFQ731-002370,CFG731_bf8f7d1a25ad0a6e,CFG731_c39096767a7ae083,x731,x731,44.0,11,0,1.0,21,11
RFQ731-002371,CFG731_0f905a88815805fa,CFG731_1f0c09edcd967945,x731,x731,39.84615384615385,12,1,0.9230769230769231,16,13
RFQ731-002372,CFG731_8a1a8cb1f6a30d3a,CFG731_8a1a8cb1f6a30d3a,x731,x731,44.857142857142854,13,1,0.9285714285714286,1,14
RFQ731-002373,CFG731_c1474b769ba134e4,CFG731_927f189839c665ae,x731,x731,50.86666666666667,14,1,0.9333333333333333,7,15
RFQ731-002374,CFG731_97c654bf006e698e,CFG731_496bd7a964d6cd85,x731,x731,54.0,14,0,1.0,7,14
RFQ731-002375,CFG731_089eb10797cdf87e,CFG731_7822370b42865359,x731,x731,54.86666666666667,14,0,0.9333333333333333,4,15
RFQ731-002376,CFG731_243419c6708378b3,CFG731_36d7686aca1200ae,x731,x731,44.857142857142854,13,1,0.9285714285714286,4,14
RFQ731-002377,CFG731_7fea22051dcc86b6,CFG731_a9f22ebc14287e5d,F731PW,F731PW,34.53846153846154,10,1,0.7692307692307693,2,13
RFQ731-002378,CFG731_dc326dfb039445c4,CFG731_dc326dfb039445c4,x731,x731,59.0,15,0,1.0,1,15
RFQ731-002379,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,G731ST-HT,G731ST-HT,49.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-002380,CFG731_35443b2ee17ecca9,CFG731_9db378257f9cf6a7,x731,x731,37.833333333333336,11,1,0.9166666666666666,13,12
RFQ731-002381,CFG731_fdb901ceaee1caed,CFG731_6f8c15548921e4c2,x731,x731,41.833333333333336,11,0,0.9166666666666666,6,12
RFQ731-002382,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,56.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-002383,CFG731_761c71e98da39553,CFG731_4346df46838fd57e,x731,x731,50.875,15,1,0.9375,2,16
RFQ731-002384,CFG731_b196505f1b584939,CFG731_70a71b60723e910d,x731,x731,48.0,12,0,1.0,2,12
RFQ731-002385,CFG731_32b1041fd68aac23,CFG731_219ac3d01befd6d1,x731,x731,56.86666666666667,14,0,0.9333333333333333,3,15
RFQ731-002386,CFG731_ef4cf0e053e2d332,CFG731_f87794e7a98d0b11,x731,x731,46.86666666666667,14,1,0.9333333333333333,360,15
RFQ731-002387,CFG731_e5051ee84b25c9bb,CFG731_8cf35251fcd54982,x731,x731,40.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-002388,CFG731_dac27b97cd6b7ff8,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,44.0,11,0,1.0,71,11
RFQ731-002389,CFG731_3d8c1bbc0ef4249a,CFG731_07fb816f7dc25bc8,F731TE,F731TE,38.69230769230769,11,1,0.8461538461538461,2,13
RFQ731-002390,CFG731_038da5d3a7dc468b,CFG731_ee15b881a6032908,x731,x731,45.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-002391,CFG731_d97c333965654bd3,CFG731_b97ce0f180acf155,G731CA,G731CA,34.81818181818182,10,1,0.9090909090909091,2,11
RFQ731-002392,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,G731CA,47.857142857142854,13,1,0.9285714285714286,1,14
RFQ731-002393,CFG731_ae2e4cfccaff4f50,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,52.0,13,0,1.0,19,13
RFQ731-002394,CFG731_869a9209459ecf4d,CFG731_91e51485b56960b2,x731,x731,60.0,15,0,1.0,4,15
RFQ731-002395,CFG731_8216171cc39f78aa,CFG731_f87794e7a98d0b11,x731,x731,53.76470588235294,15,1,0.8823529411764706,46,17
RFQ731-002396,CFG731_fe9a409c6b2ba9cc,CFG731_241d60e6ef5278be,x731,x731,52.76470588235294,15,1,0.8823529411764706,9,17
RFQ731-002397,CFG731_e8d4d37dfb814e2d,CFG731_9e4fccece4d272d3,x731,x731,52.0,13,0,1.0,2,13
RFQ731-002398,CFG731_85b1e9bcb8b0b8be,CFG731_ce4c7976fe8fc47b,x731,x731,48.0,12,0,1.0,94,12
RFQ731-002399,CFG731_9c182e1af1606c9d,CFG731_9c182e1af1606c9d,x731,x731,49.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-002400,CFG731_2c30adc3f721a104,CFG731_0e146b48e4ed8b98,G731ST-LT,G731ST-LT,52.857142857142854,13,0,0.9285714285714286,4,14
RFQ731-002401,CFG731_9681c4eec01b7fad,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,50.75,14,1,0.875,5,16
RFQ731-002402,CFG731_e4891d6f45902e22,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,41.84615384615385,12,1,0.9230769230769231,16,13
RFQ731-002403,CFG731_452fb8d2c450816e,CFG731_5bfe9492c76587ec,G731CA,G731CA,38.833333333333336,11,1,0.9166666666666666,6,12
RFQ731-002404,CFG731_2eea910b2403bc4c,CFG731_eb70dc35972dc4b7,G731ST-HT,G731ST-HT,45.0,11,0,1.0,2,11
RFQ731-002405,CFG731_e201a8a6e4588b00,CFG731_9fcbeaf9d5010d3a,x731,x731,41.84615384615385,12,1,0.9230769230769231,8,13
RFQ731-002406,CFG731_04e7216b1ba7f935,CFG731_1f978c234895178c,x731,x731,57.875,15,0,0.9375,13,16
RFQ731-002407,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,G731CA,G731CA,40.81818181818182,10,0,0.9090909090909091,1,11
RFQ731-002408,CFG731_169a8482d2028dff,CFG731_ad0a2fd7350b6cca,x731,x731,48.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-002409,CFG731_a89154111c50850c,CFG731_05cf1a0209b4f9a8,x731,x731,49.86666666666667,14,1,0.9333333333333333,14,15
RFQ731-002410,CFG731_34e092c266a308aa,CFG731_34e092c266a308aa,x731,x731,55.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-002411,CFG731_9cc92f888af32c8a,CFG731_5bfe9492c76587ec,G731CA,G731CA,38.833333333333336,11,1,0.9166666666666666,9,12
RFQ731-002412,CFG731_ebf26b0112810ef9,CFG731_509cb555eca833a1,x731,x731,45.733333333333334,13,1,0.8666666666666667,21,15
RFQ731-002413,CFG731_bbffb73f3dff6787,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,51.0,13,0,1.0,21,13
RFQ731-002414,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,37.63636363636363,9,0,0.8181818181818182,4,11
RFQ731-002415,CFG731_b827079551368856,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,49.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-002416,CFG731_5ae84b6119935c38,CFG731_a9ec8cda9130252f,x731,x731,34.666666666666664,10,1,0.8333333333333334,33,12
RFQ731-002417,CFG731_cf93550b4257fc7d,CFG731_e5a85c19cf4647dd,x731,x731,49.86666666666667,14,1,0.9333333333333333,11,15
RFQ731-002418,CFG731_c62952cfd77a9c9c,CFG731_a4339f07d181d686,x731,x731,53.875,15,1,0.9375,10,16
RFQ731-002419,CFG731_cf93550b4257fc7d,CFG731_2e6a2f2496db9434,x731,x731,52.86666666666667,14,0,0.9333333333333333,80,15
RFQ731-002420,CFG731_6886c948a9d1ec0c,CFG731_07fb816f7dc25bc8,F731TE,F731TE,38.69230769230769,11,1,0.8461538461538461,6,13
RFQ731-002421,CFG731_e0009be417f51ccd,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,49.86666666666667,14,1,0.9333333333333333,4,15
