rfq_id,true_configuration_id,true_package,true_rank,recommended_configuration_id,recommended_package,requirements_used
RFQ731-001944,CFG731_fd10dd35c97df399,x731,47,CFG731_e8e7b7513a5c9544,x731,15
RFQ731-001972,CFG731_bc06761f9c625643,x731,50,CFG731_e80085d86d0bbfa9,x731,16
RFQ731-001976,CFG731_edf13ed38a4b54de,G731CA,11,CFG731_b97ce0f180acf155,G731CA,14
RFQ731-001982,CFG731_5ed193735e1217cd,x731,25,CFG731_d9c736acc178c66d,x731,15
RFQ731-001988,CFG731_9b7849ea5c974903,x731,80,CFG731_89772de94df83ba5,x731,16
RFQ731-001989,CFG731_aa82c10f35e81f8d,x731,101,CFG731_be171d4bbfab2b66,x731,15
RFQ731-001995,CFG731_495876b6233d3864,G731CA,14,CFG731_b97ce0f180acf155,G731CA,11
RFQ731-001999,CFG731_72c610ffb054f7c4,G731ST-HT,11,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,12
RFQ731-002001,CFG731_df5f598a914fb1cc,x731,24,CFG731_27b6b45b43224be7,x731,16
RFQ731-002003,CFG731_dcac95313091f4e3,x731,79,CFG731_6f7a5cd92e9a022d,x731,15
RFQ731-002008,CFG731_c63da0cdbb0b3444,x731,104,CFG731_05cf1a0209b4f9a8,x731,15
RFQ731-002009,CFG731_a72f99e8160efda6,F731TE,13,CFG731_07fb816f7dc25bc8,F731TE,11
RFQ731-002014,CFG731_631dadb7c0c7adf5,x731,39,CFG731_70a71b60723e910d,x731,13
RFQ731-002016,CFG731_4afe4cfa02474e97,x731,32,CFG731_6b36d25fda044bf5,x731,13
RFQ731-002021,CFG731_db983e07a279051a,x731,139,CFG731_241d60e6ef5278be,x731,13
RFQ731-002022,CFG731_19bcffd0eb2806b8,G731ST-LT,32,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-002023,CFG731_b1e6da79b3f3968c,x731,26,CFG731_f0cf22354800092d,x731,16
RFQ731-002026,CFG731_1434e7eedafa69d1,x731,21,CFG731_4a3529e56644911e,x731,14
RFQ731-002027,CFG731_55d3237d65c8a47c,x731,12,CFG731_54b63f2628adfc32,x731,15
RFQ731-002030,CFG731_ca7e5884b195042a,x731,29,CFG731_747411fe70ba8e8d,x731,12
RFQ731-002032,CFG731_4af82641f975d9aa,G731CA,21,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-002033,CFG731_32a4bb12438a37ab,x731,45,CFG731_0db950a4979d2c52,x731,18
RFQ731-002046,CFG731_cc47430fac8438be,G731ST-LT,30,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-002048,CFG731_81fb6648eb2086c4,x731,32,CFG731_927f189839c665ae,x731,12
RFQ731-002049,CFG731_353333bad447dbef,x731,14,CFG731_8d07e19298d09d34,x731,15
RFQ731-002051,CFG731_8d78781f8753b72a,x731,45,CFG731_2322a268d0a898f9,x731,11
RFQ731-002068,CFG731_f55693c6f4f3dcb0,x731,11,CFG731_7ffc09802c7b60bf,x731,15
RFQ731-002072,CFG731_2451b1d5b9cd9ccd,x731,23,CFG731_b4987f1c95e91d0d,x731,15
RFQ731-002074,CFG731_1b365e0951e7dea4,x731,12,CFG731_784eb334d1d77ae7,x731,16
RFQ731-002081,CFG731_70b78512b89df53d,x731,14,CFG731_28ac43a93658ad6b,x731,16
RFQ731-002083,CFG731_b9f64e4d38245efe,x731,145,CFG731_927f189839c665ae,x731,12
RFQ731-002085,CFG731_41b81999e34ef823,G731ST-LT,12,CFG731_0029021d98da4557,G731ST-LT,17
RFQ731-002086,CFG731_3e782f59368b40db,x731,13,CFG731_140a9819128d92da,x731,16
RFQ731-002087,CFG731_7585c6d1ee781d2e,x731,20,CFG731_fa063863b8688588,x731,15
RFQ731-002090,CFG731_d982a98f914f0a87,G731ST-LT,23,CFG731_32b4b1ec4513af66,G731ST-LT,15
RFQ731-002091,CFG731_cd71ec2726e971ef,G731ST-HT,16,CFG731_ef8d68b6d278bfec,G731ST-HT,13
RFQ731-002092,CFG731_187ec74b5c4854aa,x731,26,CFG731_c3481d11b658e1e9,x731,16
RFQ731-002106,CFG731_c209599718b42485,G731ST-HT,18,CFG731_e2d64e127f97296d,G731ST-HT,14
RFQ731-002107,CFG731_1434e7eedafa69d1,x731,17,CFG731_e049618b920d59b6,x731,14
RFQ731-002108,CFG731_c2add1f921eaf8c0,x731,20,CFG731_6bdadac99b2f7b39,x731,16
RFQ731-002114,CFG731_55620bd5ef4cd10a,G731ST-LT,31,CFG731_32b4b1ec4513af66,G731ST-LT,12
RFQ731-002115,CFG731_b187fb9ad3627171,x731,58,CFG731_ef980c35ed5ff3e4,x731,13
RFQ731-002117,CFG731_d99c5302ecc2907e,G731ST-LT,11,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-002122,CFG731_39b102df312b9763,x731,12,CFG731_6bdadac99b2f7b39,x731,14
RFQ731-002124,CFG731_70b78512b89df53d,x731,18,CFG731_a4339f07d181d686,x731,15
RFQ731-002126,CFG731_b10c597ca89c3f56,x731,12,CFG731_c7c53fc5541f1dc1,x731,17
RFQ731-002131,CFG731_031d8f2fe50bf3d1,x731,48,CFG731_3611bb1fba248e38,x731,15
RFQ731-002133,CFG731_0c11243388e65244,G731ST-HT,36,CFG731_7b2f69a7ca55041b,G731ST-HT,15
RFQ731-002134,CFG731_9548d55d92816998,G731ST-LT,12,CFG731_49cd4cbef1081333,G731ST-LT,16
RFQ731-002136,CFG731_a7a446c7f3b3183f,x731,11,CFG731_a9ec8cda9130252f,x731,11
RFQ731-002139,CFG731_edf13ed38a4b54de,G731CA,21,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-002143,CFG731_2a62b8cc0f0cd468,x731,98,CFG731_a4339f07d181d686,x731,13
RFQ731-002144,CFG731_fd10dd35c97df399,x731,28,CFG731_8d07e19298d09d34,x731,16
RFQ731-002157,CFG731_e5a85c19cf4647dd,x731,31,CFG731_cf4bb519cec0df2f,x731,15
RFQ731-002158,CFG731_3352d611bcf09d74,x731,51,CFG731_c11c5ee5deff9a1e,x731,14
RFQ731-002159,CFG731_63b6f6fcf28b1885,x731,41,CFG731_0db950a4979d2c52,x731,17
RFQ731-002160,CFG731_2666da4dbcc5e5bd,x731,85,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-002161,CFG731_a6345128ba3ac0ae,G731ST-LT,17,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-002164,CFG731_fa50e8a725c751e0,G731ST-HT,14,CFG731_eb70dc35972dc4b7,G731ST-HT,11
RFQ731-002170,CFG731_5e57a3f6d3b745b8,x731,34,CFG731_a20b10157efccecb,x731,14
RFQ731-002175,CFG731_02c05dd3bc721c1b,x731,16,CFG731_219ac3d01befd6d1,x731,16
RFQ731-002186,CFG731_98ec9650b5463fd0,G731CA,11,CFG731_0738cd529389f266,G731CA,10
RFQ731-002192,CFG731_1f0c09edcd967945,x731,40,CFG731_70a71b60723e910d,x731,15
RFQ731-002195,CFG731_3ac187941df4fdac,x731,36,CFG731_6f8c15548921e4c2,x731,11
RFQ731-002196,CFG731_b1631f2fb876e4f4,x731,30,CFG731_6526112621a9ee97,x731,14
RFQ731-002201,CFG731_97c654bf006e698e,x731,14,CFG731_073f991a6c9a4683,x731,13
RFQ731-002207,CFG731_bf623a3fc4d39d84,x731,14,CFG731_f1355b6f00fd7f67,x731,14
RFQ731-002212,CFG731_d4be02ad7e56a796,x731,56,CFG731_962b6fcde3072947,x731,13
RFQ731-002213,CFG731_39b102df312b9763,x731,16,CFG731_ee15b881a6032908,x731,13
RFQ731-002224,CFG731_090330aa38b8e80b,F731TE,13,CFG731_54559f782190a122,F731TE,11
RFQ731-002225,CFG731_219ac3d01befd6d1,x731,21,CFG731_da02526d254e2e35,x731,16
RFQ731-002226,CFG731_a4416ae9d698efa6,G731ST-HT,39,CFG731_ef8d68b6d278bfec,G731ST-HT,14
RFQ731-002227,CFG731_ca03fff98c65f515,x731,29,CFG731_f0cf22354800092d,x731,13
RFQ731-002229,CFG731_fc0b29ae617f0a6b,x731,24,CFG731_8d07e19298d09d34,x731,15
RFQ731-002231,CFG731_5bfe9492c76587ec,G731CA,16,CFG731_b43582909c828d95,G731CA,13
RFQ731-002232,CFG731_56f0dbd067fcbe02,x731,20,CFG731_12089d5d54f581ac,x731,13
RFQ731-002238,CFG731_9e44a82e6c1db982,G731ST-LT,40,CFG731_49cd4cbef1081333,G731ST-LT,15
RFQ731-002239,CFG731_48332037deb06db4,x731,39,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-002244,CFG731_e41b982d6fc688b8,x731,48,CFG731_1f0c09edcd967945,x731,12
RFQ731-002248,CFG731_cc47430fac8438be,G731ST-LT,17,CFG731_49cd4cbef1081333,G731ST-LT,16
RFQ731-002251,CFG731_e6cd7fd757de0523,x731,45,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-002254,CFG731_938851275519b7cb,G731ST-LT,19,CFG731_32b4b1ec4513af66,G731ST-LT,16
RFQ731-002256,CFG731_d5af433b36265df1,G731ST-LT,25,CFG731_0e146b48e4ed8b98,G731ST-LT,14
RFQ731-002261,CFG731_845802fc60449063,G731ST-LT,47,CFG731_49cd4cbef1081333,G731ST-LT,11
RFQ731-002271,CFG731_fd10dd35c97df399,x731,47,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-002274,CFG731_631ccc0b317dc962,x731,11,CFG731_2322a268d0a898f9,x731,13
RFQ731-002276,CFG731_1642db5c21ada469,x731,11,CFG731_cb9d6c11077bd307,x731,17
RFQ731-002280,CFG731_8bd839e0c8855562,x731,62,CFG731_27b6b45b43224be7,x731,14
RFQ731-002291,CFG731_80409e6aafce9221,x731,17,CFG731_cf4bb519cec0df2f,x731,15
RFQ731-002295,CFG731_48332037deb06db4,x731,15,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-002297,CFG731_090330aa38b8e80b,F731TE,13,CFG731_54559f782190a122,F731TE,11
RFQ731-002308,CFG731_7b9680fed3d10056,x731,24,CFG731_34e092c266a308aa,x731,14
RFQ731-002309,CFG731_5c624ef6fa2b6510,x731,43,CFG731_579057193c092394,x731,15
RFQ731-002319,CFG731_c2cd0c320ef0d703,x731,11,CFG731_6b36d25fda044bf5,x731,15
RFQ731-002325,CFG731_ac352f2a7f2cc7ab,x731,11,CFG731_3662a471d9ce3167,x731,16
RFQ731-002330,CFG731_2db6c530f35d47b9,G731ST-LT,18,CFG731_0fdf5c36c9c41e69,G731ST-LT,16
RFQ731-002332,CFG731_2e5bd0d53757f625,x731,13,CFG731_97fec9a076550ea5,x731,15
RFQ731-002338,CFG731_b36f487da5008df2,G731ST-HT,27,CFG731_7b2f69a7ca55041b,G731ST-HT,15
RFQ731-002339,CFG731_cc64ce3eaedacb17,G731ST-LT,19,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-002352,CFG731_747411fe70ba8e8d,x731,41,CFG731_962b6fcde3072947,x731,14
RFQ731-002353,CFG731_c9498cf6f4410d44,x731,105,CFG731_ef980c35ed5ff3e4,x731,14
RFQ731-002357,CFG731_648b3a822a947c68,x731,102,CFG731_6b36d25fda044bf5,x731,14
RFQ731-002358,CFG731_7c35d25e0c12df82,x731,99,CFG731_9e4fccece4d272d3,x731,16
RFQ731-002359,CFG731_b92916814fce7b8e,x731,18,CFG731_3a6a87d7cf07cb7c,x731,16
RFQ731-002360,CFG731_aa4779c40e6c2de0,G731ST-HT,28,CFG731_e7ac403b81e86f8f,G731ST-HT,12
RFQ731-002361,CFG731_8ce087647633b913,x731,25,CFG731_219ac3d01befd6d1,x731,14
RFQ731-002370,CFG731_bf8f7d1a25ad0a6e,x731,21,CFG731_c39096767a7ae083,x731,11
RFQ731-002371,CFG731_0f905a88815805fa,x731,16,CFG731_1f0c09edcd967945,x731,13
RFQ731-002380,CFG731_35443b2ee17ecca9,x731,13,CFG731_9db378257f9cf6a7,x731,12
RFQ731-002386,CFG731_ef4cf0e053e2d332,x731,360,CFG731_f87794e7a98d0b11,x731,15
RFQ731-002388,CFG731_dac27b97cd6b7ff8,G731ST-LT,71,CFG731_49cd4cbef1081333,G731ST-LT,11
RFQ731-002393,CFG731_ae2e4cfccaff4f50,G731ST-LT,19,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-002395,CFG731_8216171cc39f78aa,x731,46,CFG731_f87794e7a98d0b11,x731,17
RFQ731-002398,CFG731_85b1e9bcb8b0b8be,x731,94,CFG731_ce4c7976fe8fc47b,x731,12
RFQ731-002402,CFG731_e4891d6f45902e22,G731ST-LT,16,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-002406,CFG731_04e7216b1ba7f935,x731,13,CFG731_1f978c234895178c,x731,16
RFQ731-002409,CFG731_a89154111c50850c,x731,14,CFG731_05cf1a0209b4f9a8,x731,15
RFQ731-002412,CFG731_ebf26b0112810ef9,x731,21,CFG731_509cb555eca833a1,x731,15
RFQ731-002413,CFG731_bbffb73f3dff6787,G731ST-HT,21,CFG731_8b18ac1c34209d63,G731ST-HT,13
RFQ731-002416,CFG731_5ae84b6119935c38,x731,33,CFG731_a9ec8cda9130252f,x731,12
RFQ731-002417,CFG731_cf93550b4257fc7d,x731,11,CFG731_e5a85c19cf4647dd,x731,15
RFQ731-002419,CFG731_cf93550b4257fc7d,x731,80,CFG731_2e6a2f2496db9434,x731,15
RFQ731-002427,CFG731_1d89d7fdc7355744,G731ST-LT,11,CFG731_7882c72c21497015,G731ST-LT,14
RFQ731-002443,CFG731_36afe1d5d5adcebd,x731,20,CFG731_3fe779486d988e69,x731,14
RFQ731-002448,CFG731_920bf82480de0a61,G731ST-HT,28,CFG731_8b18ac1c34209d63,G731ST-HT,14
RFQ731-002451,CFG731_a4416ae9d698efa6,G731ST-HT,27,CFG731_ef8d68b6d278bfec,G731ST-HT,12
RFQ731-002452,CFG731_81bffae40f4c3a60,F731TE,12,CFG731_07fb816f7dc25bc8,F731TE,11
RFQ731-002453,CFG731_27279ceeaa7fc1fe,x731,14,CFG731_073f991a6c9a4683,x731,14
RFQ731-002461,CFG731_d59b14d4b0b9324d,x731,29,CFG731_c6a3ff6155563d17,x731,14
RFQ731-002466,CFG731_800f2acd9158b556,x731,37,CFG731_6bdadac99b2f7b39,x731,15
RFQ731-002469,CFG731_16e6520dce2c28e4,x731,11,CFG731_9e4fccece4d272d3,x731,13
RFQ731-002471,CFG731_fa6ab94f1cf566b3,G731ST-LT,29,CFG731_455da2f832a6b66d,G731ST-LT,12
RFQ731-002475,CFG731_5d2495d91e9fa868,x731,23,CFG731_27b6b45b43224be7,x731,13
RFQ731-002478,CFG731_c209599718b42485,G731ST-HT,13,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-002484,CFG731_452fb8d2c450816e,G731CA,15,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-002485,CFG731_0494d5ae6eecf400,G731ST-HT,27,CFG731_8b18ac1c34209d63,G731ST-HT,14
RFQ731-002491,CFG731_ba17ab216ae91e1a,x731,78,CFG731_6b36d25fda044bf5,x731,14
RFQ731-002494,CFG731_cc47430fac8438be,G731ST-LT,12,CFG731_49cd4cbef1081333,G731ST-LT,16
RFQ731-002496,CFG731_d094650d6e016eea,x731,48,CFG731_243419c6708378b3,x731,15
RFQ731-002498,CFG731_4cb65cc21b5b9f68,x731,94,CFG731_fb1ab4b34e9c8a75,x731,15
RFQ731-002508,CFG731_d584b35cfce34cc7,x731,20,CFG731_27b6b45b43224be7,x731,15
RFQ731-002509,CFG731_48aa9a27f24794bc,x731,19,CFG731_c11c5ee5deff9a1e,x731,14
RFQ731-002510,CFG731_55620bd5ef4cd10a,G731ST-LT,31,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-002511,CFG731_5e0166a160f3ed77,x731,13,CFG731_efc9d6b915117e15,x731,15
RFQ731-002513,CFG731_d517f4f2d9736ee5,x731,13,CFG731_fde1ab2a4808b544,x731,15
RFQ731-002514,CFG731_3c45363d4a341d20,G731ST-LT,23,CFG731_32b4b1ec4513af66,G731ST-LT,15
RFQ731-002515,CFG731_973d201e6585b77f,x731,11,CFG731_28ac43a93658ad6b,x731,16
RFQ731-002517,CFG731_c775e192f3d489e9,x731,46,CFG731_c3481d11b658e1e9,x731,15
RFQ731-002518,CFG731_aa8c30a4f1baca2e,x731,49,CFG731_516629085c122a4e,x731,14
RFQ731-002543,CFG731_39083521b1413e72,x731,118,CFG731_70b38ab75d3ca724,x731,13
RFQ731-002554,CFG731_58ed6f9d3568afba,x731,41,CFG731_70b38ab75d3ca724,x731,14
RFQ731-002556,CFG731_78ea99817ca8be6a,x731,89,CFG731_357a7724550c556f,x731,14
RFQ731-002566,CFG731_4e59e6fc4174afa3,x731,95,CFG731_3662a471d9ce3167,x731,13
RFQ731-002571,CFG731_0064bc7bf2ed5868,x731,33,CFG731_e1c54b5b080fabb2,x731,11
RFQ731-002588,CFG731_10e74d757a2fa2a6,F731PW,13,CFG731_a9f22ebc14287e5d,F731PW,11
RFQ731-002589,CFG731_afa90db347a19822,G731CA,17,CFG731_0738cd529389f266,G731CA,11
RFQ731-002591,CFG731_d9b1e2bb70a9a96b,x731,30,CFG731_3611bb1fba248e38,x731,13
RFQ731-002592,CFG731_04a704e692f8fd05,x731,11,CFG731_496bd7a964d6cd85,x731,15
RFQ731-002595,CFG731_a54fd8962307be18,G731ST-LT,12,CFG731_ae2e4cfccaff4f50,G731ST-LT,12
RFQ731-002600,CFG731_8ba9be21909ddf85,x731,93,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-002601,CFG731_ad85e442c9239be7,G731ST-HT,12,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-002603,CFG731_5718ef9495972b30,x731,36,CFG731_b4987f1c95e91d0d,x731,14
RFQ731-002607,CFG731_9228cc48e333917c,x731,15,CFG731_78d3b084a795c836,x731,16
RFQ731-002608,CFG731_ca05869cc5edc073,x731,14,CFG731_32b1041fd68aac23,x731,17
RFQ731-002610,CFG731_f0b756a84ac83cc9,x731,39,CFG731_32b1041fd68aac23,x731,14
RFQ731-002612,CFG731_2cc93d20b679415d,x731,84,CFG731_c39096767a7ae083,x731,14
RFQ731-002617,CFG731_8c4d7fb3ded028ab,x731,12,CFG731_241d60e6ef5278be,x731,15
RFQ731-002618,CFG731_0318c2a0a1c0c588,x731,14,CFG731_f1355b6f00fd7f67,x731,14
RFQ731-002619,CFG731_80e3b04d167bbba8,x731,89,CFG731_70b38ab75d3ca724,x731,13
RFQ731-002633,CFG731_781438c58a003a2c,x731,28,CFG731_be171d4bbfab2b66,x731,14
RFQ731-002634,CFG731_c8b190cd8da9a6dd,x731,91,CFG731_70b38ab75d3ca724,x731,12
RFQ731-002637,CFG731_f23946dbf617272b,G731ST-HT,12,CFG731_fcc72e9951376cf3,G731ST-HT,13
RFQ731-002642,CFG731_1060da033d1aaed1,G731ST-HT,41,CFG731_ef8d68b6d278bfec,G731ST-HT,14
RFQ731-002646,CFG731_dac27b97cd6b7ff8,G731ST-LT,62,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-002650,CFG731_fe424f85d85e1c0c,x731,84,CFG731_7f60255816247683,x731,16
RFQ731-002653,CFG731_9681c4eec01b7fad,G731ST-HT,13,CFG731_bbffb73f3dff6787,G731ST-HT,15
RFQ731-002657,CFG731_5eab817ba3f25626,G731ST-LT,22,CFG731_0029021d98da4557,G731ST-LT,13
RFQ731-002659,CFG731_d22124ab181ae0a4,x731,16,CFG731_579057193c092394,x731,16
RFQ731-002662,CFG731_d1cfa46f29f5f652,x731,20,CFG731_c3481d11b658e1e9,x731,15
RFQ731-002663,CFG731_2666da4dbcc5e5bd,x731,85,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-002664,CFG731_75b93da9dd9b0316,x731,23,CFG731_6f8c15548921e4c2,x731,12
RFQ731-002665,CFG731_9d9ebc2acccb06ad,x731,15,CFG731_b4987f1c95e91d0d,x731,15
RFQ731-002670,CFG731_ba17ab216ae91e1a,x731,78,CFG731_6b36d25fda044bf5,x731,14
RFQ731-002674,CFG731_9c6b16fef6d02aaf,G731ST-LT,13,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-002675,CFG731_9eed4a2d2e84d134,G731ST-HT,42,CFG731_e7ac403b81e86f8f,G731ST-HT,14
RFQ731-002678,CFG731_86b45f3244313c4c,x731,17,CFG731_c39096767a7ae083,x731,15
RFQ731-002684,CFG731_9681c4eec01b7fad,G731ST-HT,51,CFG731_ef8d68b6d278bfec,G731ST-HT,14
RFQ731-002688,CFG731_bd3c08ff576a8cab,G731ST-LT,40,CFG731_32b4b1ec4513af66,G731ST-LT,12
RFQ731-002695,CFG731_d97c333965654bd3,G731CA,13,CFG731_b97ce0f180acf155,G731CA,10
RFQ731-002698,CFG731_c209599718b42485,G731ST-HT,13,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-002699,CFG731_18e687233239e907,x731,14,CFG731_cf543b1c3927ab71,x731,16
RFQ731-002707,CFG731_a40ab19ad6671fbe,G731ST-LT,15,CFG731_7f5bfa7b21e81359,G731ST-LT,15
RFQ731-002712,CFG731_9a659fd01cd1d239,x731,23,CFG731_782675d8823078bc,x731,14
RFQ731-002714,CFG731_fb16e30f5bbb87f2,x731,34,CFG731_7822370b42865359,x731,14
RFQ731-002717,CFG731_dc8a3bad7d99b8ea,G731CA,13,CFG731_0738cd529389f266,G731CA,11
RFQ731-002737,CFG731_82d9cee5883aea0f,G731ST-HT,52,CFG731_c32627af59ba1526,G731ST-HT,12
RFQ731-002744,CFG731_4d7e108ea05eeb07,x731,317,CFG731_7962ce0b7d875608,x731,13
RFQ731-002747,CFG731_b3cd6a1a19fbc328,x731,11,CFG731_70b38ab75d3ca724,x731,13
RFQ731-002751,CFG731_96d353c7a2763a68,x731,43,CFG731_6bdadac99b2f7b39,x731,13
RFQ731-002756,CFG731_c640b5e8e10ff5e6,x731,11,CFG731_e8e7b7513a5c9544,x731,13
RFQ731-002759,CFG731_e66ce98c9fc7fa3b,x731,16,CFG731_a4339f07d181d686,x731,17
RFQ731-002771,CFG731_089eb10797cdf87e,x731,21,CFG731_6bdadac99b2f7b39,x731,15
RFQ731-002772,CFG731_dde2f7fe043f7ade,G731ST-HT,11,CFG731_a3b03637ed22317c,G731ST-HT,17
RFQ731-002775,CFG731_7e4e2943182c4add,G731CA,23,CFG731_4af82641f975d9aa,G731CA,15
RFQ731-002784,CFG731_c5da2661a169f82b,G731ST-LT,11,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-002786,CFG731_73e28cb740f9cabe,x731,64,CFG731_94be99d48ade0efb,x731,14
RFQ731-002788,CFG731_82d9cee5883aea0f,G731ST-HT,13,CFG731_bbffb73f3dff6787,G731ST-HT,15
RFQ731-002789,CFG731_c691e1b97ac6f4f0,x731,79,CFG731_8048d4394d2fbde3,x731,12
RFQ731-002790,CFG731_ebf26b0112810ef9,x731,21,CFG731_509cb555eca833a1,x731,15
RFQ731-002796,CFG731_5aad423ad5989441,x731,112,CFG731_36d7686aca1200ae,x731,14
RFQ731-002798,CFG731_77dd17c48f15826c,G731ST-LT,13,CFG731_0fdf5c36c9c41e69,G731ST-LT,16
RFQ731-002808,CFG731_071ad1736ef73ba8,x731,17,CFG731_b4987f1c95e91d0d,x731,15
RFQ731-002822,CFG731_ae1c24f394311970,x731,125,CFG731_27b6b45b43224be7,x731,14
RFQ731-002825,CFG731_6b809c836e3ca8a1,x731,15,CFG731_95fab1635f0a594b,x731,15
RFQ731-002827,CFG731_b418359232bf5862,x731,21,CFG731_219ac3d01befd6d1,x731,15
RFQ731-002830,CFG731_1c1fb7a32bf0146b,x731,31,CFG731_cf4bb519cec0df2f,x731,15
RFQ731-002842,CFG731_558c0cc81a7cd52b,x731,13,CFG731_6526112621a9ee97,x731,11
RFQ731-002843,CFG731_0d3b04d12b4208a2,x731,11,CFG731_579057193c092394,x731,16
RFQ731-002847,CFG731_695e540255cc94da,x731,146,CFG731_6f8c15548921e4c2,x731,12
RFQ731-002862,CFG731_cfd76bae1adb5727,x731,66,CFG731_da02526d254e2e35,x731,16
RFQ731-002875,CFG731_981d84ac2d25a7ea,x731,71,CFG731_54b63f2628adfc32,x731,13
RFQ731-002879,CFG731_55620bd5ef4cd10a,G731ST-LT,31,CFG731_32b4b1ec4513af66,G731ST-LT,12
RFQ731-002883,CFG731_b228aa35c0b027ac,x731,18,CFG731_e8e7b7513a5c9544,x731,17
RFQ731-002885,CFG731_bf623a3fc4d39d84,x731,12,CFG731_f1355b6f00fd7f67,x731,14
RFQ731-002890,CFG731_49fe7a9d3e1ae54e,x731,45,CFG731_da02526d254e2e35,x731,15
RFQ731-002899,CFG731_72c610ffb054f7c4,G731ST-HT,47,CFG731_e7ac403b81e86f8f,G731ST-HT,14
RFQ731-002901,CFG731_70b78512b89df53d,x731,14,CFG731_28ac43a93658ad6b,x731,16
RFQ731-002908,CFG731_f4dfffb8a9fa30f7,x731,14,CFG731_83f956404d04e6cd,x731,17
RFQ731-002910,CFG731_776fc7d42eb46e40,x731,15,CFG731_579057193c092394,x731,15
RFQ731-002914,CFG731_fe9a409c6b2ba9cc,x731,50,CFG731_b4987f1c95e91d0d,x731,17
RFQ731-002916,CFG731_ad49f2ad57627f46,G731ST-HT,11,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,14
RFQ731-002921,CFG731_7b2620a0a86146ac,x731,16,CFG731_2e57977cf2dd500a,x731,14
RFQ731-002931,CFG731_b10c597ca89c3f56,x731,15,CFG731_c7c53fc5541f1dc1,x731,17
RFQ731-002932,CFG731_bf8f7d1a25ad0a6e,x731,13,CFG731_747411fe70ba8e8d,x731,11
RFQ731-002933,CFG731_acd18bc8a73cfdde,x731,16,CFG731_79d5571d44c945f6,x731,18
RFQ731-002937,CFG731_ca8649ba85200ffb,x731,112,CFG731_8d07e19298d09d34,x731,13
RFQ731-002940,CFG731_2e3a239679b68afe,x731,188,CFG731_e8e7b7513a5c9544,x731,10
RFQ731-002942,CFG731_b4d39364171927b2,x731,118,CFG731_be171d4bbfab2b66,x731,16
RFQ731-002944,CFG731_a40ab19ad6671fbe,G731ST-LT,15,CFG731_7f5bfa7b21e81359,G731ST-LT,16
RFQ731-002947,CFG731_aa4779c40e6c2de0,G731ST-HT,14,CFG731_bbffb73f3dff6787,G731ST-HT,15
RFQ731-002948,CFG731_cf93550b4257fc7d,x731,22,CFG731_5c624ef6fa2b6510,x731,15
RFQ731-002949,CFG731_e3fb1c7106d0cf73,x731,70,CFG731_36d7686aca1200ae,x731,13
RFQ731-002953,CFG731_e901d983321020a2,x731,24,CFG731_1f0c09edcd967945,x731,13
RFQ731-002954,CFG731_7d1aac31230162fc,x731,25,CFG731_14299a2a74e42d7f,x731,10
RFQ731-002955,CFG731_bf8f7d1a25ad0a6e,x731,13,CFG731_747411fe70ba8e8d,x731,12
RFQ731-002965,CFG731_6084e24782dc3f55,x731,24,CFG731_219ac3d01befd6d1,x731,14
RFQ731-002966,CFG731_e901d983321020a2,x731,84,CFG731_8d07e19298d09d34,x731,13
RFQ731-002967,CFG731_fe2a2a8faea232df,x731,25,CFG731_f4856d563cc31f77,x731,14
RFQ731-002975,CFG731_031651b598bdbd79,x731,65,CFG731_962b6fcde3072947,x731,14
RFQ731-002979,CFG731_2f5fc847ee056f67,x731,11,CFG731_fde1ab2a4808b544,x731,16
RFQ731-002980,CFG731_0064bc7bf2ed5868,x731,212,CFG731_bba93a1b44b6ab73,x731,13
RFQ731-002981,CFG731_f7f0034a8b15f329,x731,18,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-002982,CFG731_56310c55a01272a3,x731,14,CFG731_9e4fccece4d272d3,x731,13
