rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,is_top1
RFQ731-000036,ORACLE,False,G731ST-HT,CFG731_b46f92852addf866,CFG731_b46f92852addf866,G731ST-HT,79.60000000000001,1.0,250,14,10,0,4,0,0.0,True
RFQ731-000037,ORACLE,False,x731,CFG731_1b5b895b5e259903,CFG731_1b5b895b5e259903,x731,89.6,1.0,176,14,11,0,3,0,0.0,True
RFQ731-000038,ORACLE,False,x731,CFG731_04d60387371e1885,CFG731_04d60387371e1885,x731,99.1,1.0,148,16,12,0,4,0,0.0,True
RFQ731-000039,ORACLE,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,87.1,1.0,412,13,12,0,1,0,0.0,True
RFQ731-000040,ORACLE,False,x731,CFG731_f7f0034a8b15f329,CFG731_f7f0034a8b15f329,x731,87.2,1.0,138,14,11,0,3,0,0.0,True
RFQ731-000041,ORACLE,False,G731ST-HT,CFG731_d71a39e1fcf17083,CFG731_d71a39e1fcf17083,G731ST-HT,89.2,1.0,198,14,12,0,2,0,0.0,True
RFQ731-000042,ORACLE,False,x731,CFG731_8e5ce09a779d2284,CFG731_8e5ce09a779d2284,x731,72.9,1.0,164,14,8,0,6,0,0.0,True
RFQ731-000043,ORACLE,False,x731,CFG731_78ea99817ca8be6a,CFG731_78ea99817ca8be6a,x731,82.1,1.0,130,13,11,0,2,0,0.0,True
RFQ731-000044,ORACLE,False,x731,CFG731_c52f7eb3e0603707,CFG731_c52f7eb3e0603707,x731,85.0,1.0,142,14,11,0,3,0,0.0,True
RFQ731-000045,ORACLE,False,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,82.3,1.0,528,13,11,0,2,0,0.0,True
RFQ731-000046,ORACLE,False,x731,CFG731_5e0166a160f3ed77,CFG731_5e0166a160f3ed77,x731,73.80000000000001,1.0,160,13,9,0,4,0,0.0,True
RFQ731-000047,ORACLE,False,x731,CFG731_8e97bb2bec352a2c,CFG731_8e97bb2bec352a2c,x731,89.00000000000001,1.0,164,15,11,0,4,0,0.0,True
RFQ731-000048,ORACLE,False,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,80.10000000000001,1.0,406,15,9,0,6,0,0.0,True
RFQ731-000049,ORACLE,False,x731,CFG731_700e5b0584a9b0fc,CFG731_700e5b0584a9b0fc,x731,75.10000000000001,1.0,168,13,9,0,4,0,0.0,True
RFQ731-000050,ORACLE,False,F731WD_DualChannel,CFG731_37e3938c6089bb2d,CFG731_37e3938c6089bb2d,F731WD_DualChannel,69.1,1.0,432,11,10,0,1,0,0.0,True
RFQ731-000051,ORACLE,False,F731TE,CFG731_0c3b33750ffab3ac,CFG731_0c3b33750ffab3ac,F731TE,70.6,1.0,470,11,10,0,1,0,0.0,True
RFQ731-000052,ORACLE,False,x731,CFG731_fa6b5a7df55858c0,CFG731_fa6b5a7df55858c0,x731,88.9,1.0,170,16,10,0,6,0,0.0,True
RFQ731-000053,ORACLE,False,x731,CFG731_1cbb464ec15ba84f,CFG731_1cbb464ec15ba84f,x731,91.1,1.0,140,15,11,0,4,0,0.0,True
RFQ731-000054,ORACLE,False,G731CA,CFG731_e85a7fcdd0521e90,CFG731_e85a7fcdd0521e90,G731CA,77.4,1.0,188,12,10,0,2,0,0.0,True
RFQ731-000055,ORACLE,False,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,F731TE,83.5,1.0,364,13,11,0,2,0,0.0,True
RFQ731-000056,ORACLE,False,G731ST-LT,CFG731_d5af433b36265df1,CFG731_d5af433b36265df1,G731ST-LT,78.30000000000001,1.0,278,15,9,0,6,0,0.0,True
RFQ731-000057,ORACLE,False,x731,CFG731_d61788aab0d61e0f,CFG731_d61788aab0d61e0f,x731,81.6,1.0,130,15,9,0,6,0,0.0,True
RFQ731-000058,ORACLE,False,F731WD_SingleChannel,CFG731_400b0d973c930668,CFG731_400b0d973c930668,F731WD_SingleChannel,70.9,1.0,398,11,10,0,1,0,0.0,True
RFQ731-000059,ORACLE,False,G731VG,CFG731_6a47b38d62a9fed3,CFG731_6a47b38d62a9fed3,G731VG,104.6,1.0,608,15,14,0,1,0,0.0,True
RFQ731-000060,ORACLE,False,x731,CFG731_4e7f75dd9496e7b1,CFG731_4e7f75dd9496e7b1,x731,94.7,1.0,168,15,12,0,3,0,0.0,True
RFQ731-000061,ORACLE,False,x731,CFG731_15f034f7c265528f,CFG731_15f034f7c265528f,x731,95.3,1.0,148,15,12,0,3,0,0.0,True
RFQ731-000062,ORACLE,False,F731TE,CFG731_090330aa38b8e80b,CFG731_090330aa38b8e80b,F731TE,78.4,1.0,292,13,10,0,3,0,0.0,True
RFQ731-000063,ORACLE,False,x731,CFG731_79377060f99f59f3,CFG731_79377060f99f59f3,x731,106.3,1.0,104,16,14,0,2,0,0.0,True
RFQ731-000064,ORACLE,False,F731PW,CFG731_327bfa077bbbd45e,CFG731_327bfa077bbbd45e,F731PW,74.30000000000001,1.0,400,12,10,0,2,0,0.0,True
RFQ731-000065,ORACLE,False,x731,CFG731_f57ccd8e79618aa1,CFG731_f57ccd8e79618aa1,x731,90.7,1.0,154,14,12,0,2,0,0.0,True
RFQ731-000066,ORACLE,False,F731TE,CFG731_a72f99e8160efda6,CFG731_a72f99e8160efda6,F731TE,77.5,1.0,296,13,10,0,3,0,0.0,True
RFQ731-000067,ORACLE,False,x731,CFG731_31c4aded40f9387f,CFG731_31c4aded40f9387f,x731,103.9,1.0,100,16,13,0,3,0,0.0,True
RFQ731-000068,ORACLE,False,x731,CFG731_04e7216b1ba7f935,CFG731_04e7216b1ba7f935,x731,88.5,1.0,142,14,12,0,2,0,0.0,True
RFQ731-000069,ORACLE,False,x731,CFG731_95e2d680672ff303,CFG731_95e2d680672ff303,x731,60.300000000000004,1.0,104,13,6,0,7,0,0.0,True
RFQ731-000070,ORACLE,False,x731,CFG731_5a8170a3daa0efb9,CFG731_5a8170a3daa0efb9,x731,69.5,1.0,184,14,7,0,7,0,0.0,True
RFQ731-000071,ORACLE,False,G731CA,CFG731_19f7d73d8e42e7bd,CFG731_19f7d73d8e42e7bd,G731CA,75.6,1.0,496,12,10,0,2,0,0.0,True
RFQ731-000072,ORACLE,False,x731,CFG731_d9234c84a58b99ae,CFG731_d9234c84a58b99ae,x731,91.4,1.0,184,15,11,0,4,0,0.0,True
RFQ731-000073,ORACLE,False,x731,CFG731_1c1fb7a32bf0146b,CFG731_1c1fb7a32bf0146b,x731,93.8,1.0,154,15,12,0,3,0,0.0,True
RFQ731-000074,ORACLE,False,G731ST-LT,CFG731_7994662aa688a3b5,CFG731_7994662aa688a3b5,G731ST-LT,94.1,1.0,180,14,13,0,1,0,0.0,True
RFQ731-000075,ORACLE,False,x731,CFG731_fa2849b259355775,CFG731_fa2849b259355775,x731,94.7,1.0,148,15,12,0,3,0,0.0,True
RFQ731-000076,ORACLE,False,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,78.7,1.0,588,13,10,0,3,0,0.0,True
RFQ731-000077,ORACLE,False,x731,CFG731_a385518a9f31baa0,CFG731_a385518a9f31baa0,x731,86.9,1.0,94,15,10,0,5,0,0.0,True
RFQ731-000078,ORACLE,False,F731PW,CFG731_5995fa9fd5d1242f,CFG731_5995fa9fd5d1242f,F731PW,78.2,1.0,436,12,11,0,1,0,0.0,True
RFQ731-000079,ORACLE,False,x731,CFG731_6472ab3bf7316498,CFG731_6472ab3bf7316498,x731,67.0,1.0,172,13,7,0,6,0,0.0,True
RFQ731-000080,ORACLE,False,x731,CFG731_4fe142d593643ab8,CFG731_4fe142d593643ab8,x731,87.7,1.0,144,14,11,0,3,0,0.0,True
RFQ731-000081,ORACLE,False,G731ST-LT,CFG731_a54fd8962307be18,CFG731_a54fd8962307be18,G731ST-LT,78.0,1.0,260,13,10,0,3,0,0.0,True
RFQ731-000082,ORACLE,False,x731,CFG731_90035585549005ff,CFG731_90035585549005ff,x731,70.30000000000001,1.0,148,12,9,0,3,0,0.0,True
RFQ731-000083,ORACLE,False,F731TE,CFG731_574aa7a29f75cd60,CFG731_574aa7a29f75cd60,F731TE,83.5,1.0,412,13,11,0,2,0,0.0,True
RFQ731-000084,ORACLE,False,x731,CFG731_5be5a82ac0b29989,CFG731_5be5a82ac0b29989,x731,82.89999999999999,1.0,140,13,11,0,2,0,0.0,True
RFQ731-000085,ORACLE,False,x731,CFG731_0aa987e1ae960c88,CFG731_0aa987e1ae960c88,x731,91.1,1.0,112,15,11,0,4,0,0.0,True
RFQ731-000086,ORACLE,False,G731CA,CFG731_d3d0547b464f691d,CFG731_d3d0547b464f691d,G731CA,71.1,1.0,392,12,9,0,3,0,0.0,True
RFQ731-000087,ORACLE,False,x731,CFG731_6d44172bc82c7ed7,CFG731_6d44172bc82c7ed7,x731,104.0,1.0,174,15,14,0,1,0,0.0,True
RFQ731-000088,ORACLE,False,G731ST-HT,CFG731_0ce13abf777d04f9,CFG731_0ce13abf777d04f9,G731ST-HT,83.60000000000001,1.0,310,15,10,0,5,0,0.0,True
RFQ731-000089,ORACLE,False,x731,CFG731_4340f11ba9a46e42,CFG731_4340f11ba9a46e42,x731,83.7,1.0,152,14,10,0,4,0,0.0,True
RFQ731-000090,ORACLE,False,x731,CFG731_260c36430f7c2d03,CFG731_260c36430f7c2d03,x731,94.1,1.0,156,14,12,0,2,0,0.0,True
RFQ731-000091,ORACLE,False,G731ST-LT,CFG731_e6c0885eb14e429c,CFG731_e6c0885eb14e429c,G731ST-LT,83.4,1.0,360,15,10,0,5,0,0.0,True
RFQ731-000092,ORACLE,False,x731,CFG731_a7a446c7f3b3183f,CFG731_a7a446c7f3b3183f,x731,79.8,1.0,152,13,10,0,3,0,0.0,True
RFQ731-000093,ORACLE,False,x731,CFG731_7f6c0412b6d497fb,CFG731_7f6c0412b6d497fb,x731,86.7,1.0,148,15,10,0,5,0,0.0,True
RFQ731-000094,ORACLE,False,G731CA,CFG731_0738cd529389f266,CFG731_0738cd529389f266,G731CA,86.1,1.0,430,14,10,0,4,0,0.0,True
RFQ731-000095,ORACLE,False,x731,CFG731_235ee3a364b5b6ec,CFG731_235ee3a364b5b6ec,x731,77.30000000000001,1.0,118,13,10,0,3,0,0.0,True
RFQ731-000096,ORACLE,False,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,G731ST-LT,78.60000000000001,1.0,300,15,9,0,6,0,0.0,True
RFQ731-000097,ORACLE,False,x731,CFG731_78ea99817ca8be6a,CFG731_78ea99817ca8be6a,x731,68.6,1.0,138,13,7,0,6,0,0.0,True
RFQ731-000098,ORACLE,False,G731ST-HT,CFG731_dde2f7fe043f7ade,CFG731_dde2f7fe043f7ade,G731ST-HT,86.30000000000001,1.0,374,15,10,0,5,0,0.0,True
RFQ731-000099,ORACLE,False,x731,CFG731_917fc613cc9bf56a,CFG731_917fc613cc9bf56a,x731,73.0,1.0,172,14,8,0,6,0,0.0,True
RFQ731-000100,ORACLE,False,F731WD_DualChannel,CFG731_35ed22cad11f9a11,CFG731_35ed22cad11f9a11,F731WD_DualChannel,84.1,1.0,384,13,11,0,2,0,0.0,True
RFQ731-000101,ORACLE,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,79.30000000000001,1.0,420,13,10,0,3,0,0.0,True
RFQ731-000102,ORACLE,False,x731,CFG731_7afa5501026394f9,CFG731_7afa5501026394f9,x731,71.7,1.0,112,13,8,0,5,0,0.0,True
RFQ731-000103,ORACLE,False,x731,CFG731_6942facbe6ebb88b,CFG731_6942facbe6ebb88b,x731,69.6,1.0,74,13,8,0,5,0,0.0,True
RFQ731-000104,ORACLE,False,G731CA,CFG731_d3d0547b464f691d,CFG731_d3d0547b464f691d,G731CA,62.7,1.0,418,12,7,0,5,0,0.0,True
RFQ731-000105,ORACLE,False,G731ST-LT,CFG731_098817d766a37bc2,CFG731_098817d766a37bc2,G731ST-LT,81.00000000000001,1.0,320,15,9,0,6,0,0.0,True
RFQ731-000106,ORACLE,False,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,79.30000000000001,1.0,570,13,10,0,3,0,0.0,True
RFQ731-000107,ORACLE,False,x731,CFG731_b3506a753aafcfa3,CFG731_b3506a753aafcfa3,x731,69.2,1.0,148,13,8,0,5,0,0.0,True
RFQ731-000108,ORACLE,False,x731,CFG731_cf4bb519cec0df2f,CFG731_cf4bb519cec0df2f,x731,96.7,1.0,136,16,11,0,5,0,0.0,True
RFQ731-000109,ORACLE,False,x731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,x731,86.6,1.0,184,14,10,0,4,0,0.0,True
RFQ731-000110,ORACLE,False,x731,CFG731_187ec74b5c4854aa,CFG731_187ec74b5c4854aa,x731,82.6,1.0,106,15,9,0,6,0,0.0,True
RFQ731-000111,ORACLE,False,x731,CFG731_2e5bd0d53757f625,CFG731_2e5bd0d53757f625,x731,95.8,1.0,98,14,13,0,1,0,0.0,True
RFQ731-000112,ORACLE,False,x731,CFG731_6084e24782dc3f55,CFG731_6084e24782dc3f55,x731,66.5,1.0,112,13,7,0,6,0,0.0,True
RFQ731-000113,ORACLE,False,F731WD_SingleChannel,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,F731WD_SingleChannel,76.6,1.0,546,13,9,0,4,0,0.0,True
RFQ731-000114,ORACLE,False,x731,CFG731_7bb5689e4b06bfe5,CFG731_7bb5689e4b06bfe5,x731,94.4,1.0,198,14,12,0,2,0,0.0,True
RFQ731-000115,ORACLE,False,x731,CFG731_6920f76e20b3b3ac,CFG731_6920f76e20b3b3ac,x731,85.1,1.0,116,14,10,0,4,0,0.0,True
RFQ731-000116,ORACLE,False,x731,CFG731_abcee67081353f16,CFG731_abcee67081353f16,x731,95.8,1.0,122,16,11,0,5,0,0.0,True
RFQ731-000117,ORACLE,False,G731ST-HT,CFG731_5882bd12beb09203,CFG731_5882bd12beb09203,G731ST-HT,83.4,1.0,216,14,11,0,3,0,0.0,True
RFQ731-000118,ORACLE,False,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_bc9146cb8459e9c2,G731ST-LT,90.3,1.0,334,15,11,0,4,0,0.0,True
RFQ731-000119,ORACLE,False,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,96.7,1.0,408,16,12,0,4,0,0.0,True
RFQ731-000120,ORACLE,False,G731ST-HT,CFG731_b5710e5f11e2cbc2,CFG731_b5710e5f11e2cbc2,G731ST-HT,85.80000000000001,1.0,192,14,12,0,2,0,0.0,True
RFQ731-000121,ORACLE,False,x731,CFG731_a89154111c50850c,CFG731_a89154111c50850c,x731,85.3,1.0,124,14,11,0,3,0,0.0,True
RFQ731-000122,ORACLE,False,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_0be7d6198235486b,F731WD_SingleChannel,70.9,1.0,460,11,10,0,1,0,0.0,True
RFQ731-000123,ORACLE,False,x731,CFG731_56310c55a01272a3,CFG731_56310c55a01272a3,x731,81.89999999999999,1.0,154,13,11,0,2,0,0.0,True
RFQ731-000124,ORACLE,False,G731CA,CFG731_acbf4c45af55caad,CFG731_acbf4c45af55caad,G731CA,93.6,1.0,356,14,12,0,2,0,0.0,True
RFQ731-000125,ORACLE,False,x731,CFG731_6b5f6983490bc595,CFG731_6b5f6983490bc595,x731,87.2,1.0,146,14,11,0,3,0,0.0,True
RFQ731-000126,ORACLE,False,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,F731PW,71.6,1.0,528,12,9,0,3,0,0.0,True
RFQ731-000127,ORACLE,False,x731,CFG731_9ccdadb28a07accd,CFG731_9ccdadb28a07accd,x731,77.6,1.0,170,14,9,0,5,0,0.0,True
RFQ731-000128,ORACLE,False,x731,CFG731_b2ad61cdb45a54fb,CFG731_b2ad61cdb45a54fb,x731,83.4,1.0,138,14,10,0,4,0,0.0,True
RFQ731-000129,ORACLE,False,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,F731TE,70.9,1.0,396,13,8,0,5,0,0.0,True
RFQ731-000130,ORACLE,False,G731ST-LT,CFG731_32b4b1ec4513af66,CFG731_32b4b1ec4513af66,G731ST-LT,98.6,1.0,246,16,12,0,4,0,0.0,True
RFQ731-000131,ORACLE,False,G731ST-HT,CFG731_403f51b2e914043b,CFG731_403f51b2e914043b,G731ST-HT,68.80000000000001,1.0,302,13,9,0,4,0,0.0,True
RFQ731-000132,ORACLE,False,x731,CFG731_87ce9768865f4127,CFG731_87ce9768865f4127,x731,87.1,1.0,160,14,11,0,3,0,0.0,True
RFQ731-000133,ORACLE,False,G731ST-LT,CFG731_fa6ab94f1cf566b3,CFG731_fa6ab94f1cf566b3,G731ST-LT,85.4,1.0,338,14,11,0,3,0,0.0,True
RFQ731-000134,ORACLE,False,x731,CFG731_5de6ca53a86b09c9,CFG731_5de6ca53a86b09c9,x731,82.39999999999999,1.0,134,14,10,0,4,0,0.0,True
RFQ731-000135,ORACLE,False,x731,CFG731_ede0b25f5f83644d,CFG731_ede0b25f5f83644d,x731,71.0,1.0,130,13,8,0,5,0,0.0,True
RFQ731-000136,ORACLE,False,x731,CFG731_9ccdadb28a07accd,CFG731_9ccdadb28a07accd,x731,81.80000000000001,1.0,178,14,10,0,4,0,0.0,True
RFQ731-000137,ORACLE,False,x731,CFG731_efc9d6b915117e15,CFG731_efc9d6b915117e15,x731,87.2,1.0,192,15,10,0,5,0,0.0,True
RFQ731-000138,ORACLE,False,F731WD_SingleChannel,CFG731_ee8e327bbb737abf,CFG731_ee8e327bbb737abf,F731WD_SingleChannel,70.9,1.0,560,11,10,0,1,0,0.0,True
RFQ731-000139,ORACLE,False,x731,CFG731_72fe206df86509f8,CFG731_72fe206df86509f8,x731,83.7,1.0,152,14,11,0,3,0,0.0,True
RFQ731-000140,ORACLE,False,G731ST-LT,CFG731_175641fe8d1c7f37,CFG731_175641fe8d1c7f37,G731ST-LT,79.8,1.0,290,15,8,0,7,0,0.0,True
RFQ731-000141,ORACLE,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_b7a7770d19b6f648,G731ST-HT,90.6,1.0,264,14,13,0,1,0,0.0,True
RFQ731-000142,ORACLE,False,x731,CFG731_e3b7a52ea0694eb1,CFG731_e3b7a52ea0694eb1,x731,78.1,1.0,154,14,9,0,5,0,0.0,True
RFQ731-000143,ORACLE,False,x731,CFG731_8e5ce09a779d2284,CFG731_8e5ce09a779d2284,x731,93.6,1.0,138,14,13,0,1,0,0.0,True
RFQ731-000144,ORACLE,False,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,x731,88.30000000000001,1.0,128,16,10,0,6,0,0.0,True
RFQ731-000145,ORACLE,False,x731,CFG731_1d294b2de760852b,CFG731_1d294b2de760852b,x731,72.30000000000001,1.0,146,14,8,0,6,0,0.0,True
RFQ731-000146,ORACLE,False,x731,CFG731_fd10dd35c97df399,CFG731_fd10dd35c97df399,x731,82.0,1.0,118,14,10,0,4,0,0.0,True
RFQ731-000147,ORACLE,False,x731,CFG731_b83ac25dbd4e47ee,CFG731_b83ac25dbd4e47ee,x731,89.3,1.0,134,15,11,0,4,0,0.0,True
RFQ731-000148,ORACLE,False,x731,CFG731_1b8054cb5a92e4fa,CFG731_1b8054cb5a92e4fa,x731,69.0,1.0,102,12,9,0,3,0,0.0,True
RFQ731-000149,ORACLE,False,x731,CFG731_88a813121973f952,CFG731_88a813121973f952,x731,97.3,1.0,148,16,12,0,4,0,0.0,True
RFQ731-000150,ORACLE,False,x731,CFG731_ef02695e374fc418,CFG731_ef02695e374fc418,x731,91.3,1.0,172,14,12,0,2,0,0.0,True
RFQ731-000151,ORACLE,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,80.5,1.0,608,13,10,0,3,0,0.0,True
RFQ731-000152,ORACLE,False,x731,CFG731_bd51fba2aacb1a3c,CFG731_bd51fba2aacb1a3c,x731,61.400000000000006,1.0,138,13,6,0,7,0,0.0,True
RFQ731-000153,ORACLE,False,x731,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,x731,109.80000000000001,1.0,140,17,13,0,4,0,0.0,True
RFQ731-000154,ORACLE,False,G731CA,CFG731_24b3128196e55c23,CFG731_24b3128196e55c23,G731CA,71.7,1.0,390,12,9,0,3,0,0.0,True
RFQ731-000155,ORACLE,False,G731ST-LT,CFG731_00533f723f7496de,CFG731_00533f723f7496de,G731ST-LT,81.4,1.0,324,14,10,0,4,0,0.0,True
RFQ731-000156,ORACLE,False,x731,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,x731,93.0,1.0,164,17,10,0,7,0,0.0,True
RFQ731-000157,ORACLE,False,x731,CFG731_97c654bf006e698e,CFG731_97c654bf006e698e,x731,70.9,1.0,158,14,7,0,7,0,0.0,True
RFQ731-000158,ORACLE,False,x731,CFG731_695e540255cc94da,CFG731_695e540255cc94da,x731,79.6,1.0,136,13,10,0,3,0,0.0,True
RFQ731-000159,ORACLE,False,x731,CFG731_fa6b5a7df55858c0,CFG731_fa6b5a7df55858c0,x731,93.7,1.0,178,16,11,0,5,0,0.0,True
RFQ731-000160,ORACLE,False,x731,CFG731_5331dc313830f4cb,CFG731_5331dc313830f4cb,x731,76.8,1.0,126,14,9,0,5,0,0.0,True
RFQ731-000161,ORACLE,False,x731,CFG731_e201a8a6e4588b00,CFG731_e201a8a6e4588b00,x731,80.7,1.0,182,14,10,0,4,0,0.0,True
RFQ731-000162,ORACLE,False,x731,CFG731_65da22cd215fbcf6,CFG731_65da22cd215fbcf6,x731,88.60000000000001,1.0,174,16,10,0,6,0,0.0,True
RFQ731-000163,ORACLE,False,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,100.5,1.0,344,15,13,0,2,0,0.0,True
RFQ731-000164,ORACLE,False,x731,CFG731_9c182e1af1606c9d,CFG731_9c182e1af1606c9d,x731,79.10000000000001,1.0,106,14,9,0,5,0,0.0,True
RFQ731-000165,ORACLE,False,G731ST-HT,CFG731_00e033bb831be6d5,CFG731_00e033bb831be6d5,G731ST-HT,57.6,1.0,246,14,4,0,10,0,0.0,True
RFQ731-000166,ORACLE,False,x731,CFG731_d0bd848c8f934b33,CFG731_d0bd848c8f934b33,x731,79.7,1.0,178,13,11,0,2,0,0.0,True
RFQ731-000167,ORACLE,False,x731,CFG731_c41fd04f9eea78e7,CFG731_c41fd04f9eea78e7,x731,72.5,1.0,156,14,7,0,7,0,0.0,True
RFQ731-000168,ORACLE,False,x731,CFG731_6b36d25fda044bf5,CFG731_6b36d25fda044bf5,x731,97.9,1.0,138,16,12,0,4,0,0.0,True
RFQ731-000169,ORACLE,False,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,87.60000000000001,1.0,284,14,12,0,2,0,0.0,True
RFQ731-000170,ORACLE,False,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,F731WD_SingleChannel,79.30000000000001,1.0,486,13,10,0,3,0,0.0,True
RFQ731-000171,ORACLE,False,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,F731PW,74.3,1.0,534,12,10,0,2,0,0.0,True
RFQ731-000172,ORACLE,False,x731,CFG731_9d1ffcce07240574,CFG731_9d1ffcce07240574,x731,84.0,1.0,166,14,10,0,4,0,0.0,True
RFQ731-000173,ORACLE,False,G731ST-HT,CFG731_1b33a9ed446bc0fd,CFG731_1b33a9ed446bc0fd,G731ST-HT,73.2,1.0,236,12,11,0,1,0,0.0,True
RFQ731-000174,ORACLE,False,x731,CFG731_d05c8278d6301e9d,CFG731_d05c8278d6301e9d,x731,78.39999999999999,1.0,162,14,9,0,5,0,0.0,True
RFQ731-000175,ORACLE,False,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,G731ST-LT,106.7,1.0,308,16,14,0,2,0,0.0,True
RFQ731-000176,ORACLE,False,G731ST-HT,CFG731_84b16be5aab3bf9b,CFG731_84b16be5aab3bf9b,G731ST-HT,93.5,1.0,272,15,12,0,3,0,0.0,True
RFQ731-000177,ORACLE,False,x731,CFG731_4e6e53642a913f1a,CFG731_4e6e53642a913f1a,x731,59.3,1.0,162,12,6,0,6,0,0.0,True
RFQ731-000178,ORACLE,False,x731,CFG731_cccd499c66b31e99,CFG731_cccd499c66b31e99,x731,102.5,1.0,152,16,13,0,3,0,0.0,True
RFQ731-000179,ORACLE,False,x731,CFG731_fd7b09f495a568bc,CFG731_fd7b09f495a568bc,x731,69.6,1.0,146,13,8,0,5,0,0.0,True
RFQ731-000180,ORACLE,False,G731ST-LT,CFG731_75db38d1df65a8f3,CFG731_75db38d1df65a8f3,G731ST-LT,71.7,1.0,296,13,9,0,4,0,0.0,True
RFQ731-000181,ORACLE,False,x731,CFG731_5be5a82ac0b29989,CFG731_5be5a82ac0b29989,x731,82.89999999999999,1.0,140,13,11,0,2,0,0.0,True
RFQ731-000182,ORACLE,False,x731,CFG731_7c35d25e0c12df82,CFG731_7c35d25e0c12df82,x731,84.9,1.0,162,15,10,0,5,0,0.0,True
RFQ731-000183,ORACLE,False,x731,CFG731_db395082b1a3b8ac,CFG731_db395082b1a3b8ac,x731,77.6,1.0,154,14,9,0,5,0,0.0,True
RFQ731-000184,ORACLE,False,x731,CFG731_9cedc4ecc45a4b46,CFG731_9cedc4ecc45a4b46,x731,94.5,1.0,146,15,12,0,3,0,0.0,True
RFQ731-000185,ORACLE,False,x731,CFG731_cbcc0cf44cde6b53,CFG731_cbcc0cf44cde6b53,x731,95.10000000000001,1.0,148,15,12,0,3,0,0.0,True
RFQ731-000186,ORACLE,False,x731,CFG731_0ef26d136a7182e8,CFG731_0ef26d136a7182e8,x731,71.2,1.0,174,13,9,0,4,0,0.0,True
RFQ731-000187,ORACLE,False,x731,CFG731_56f0dbd067fcbe02,CFG731_56f0dbd067fcbe02,x731,63.800000000000004,1.0,144,13,7,0,6,0,0.0,True
RFQ731-000188,ORACLE,False,x731,CFG731_a1cadf8c4a6793ba,CFG731_a1cadf8c4a6793ba,x731,87.5,1.0,122,14,11,0,3,0,0.0,True
RFQ731-000189,ORACLE,False,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,F731PW,65.30000000000001,1.0,534,12,8,0,4,0,0.0,True
RFQ731-000190,ORACLE,False,G731CA,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,G731CA,96.6,1.0,338,14,13,0,1,0,0.0,True
RFQ731-000191,ORACLE,False,x731,CFG731_b1196e0942d6104e,CFG731_b1196e0942d6104e,x731,84.9,1.0,154,13,11,0,2,0,0.0,True
RFQ731-000192,ORACLE,False,G731CA,CFG731_d97c333965654bd3,CFG731_d97c333965654bd3,G731CA,62.1,1.0,300,12,7,0,5,0,0.0,True
RFQ731-000193,ORACLE,False,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_9e44a82e6c1db982,G731ST-LT,81.5,1.0,322,13,11,0,2,0,0.0,True
RFQ731-000194,ORACLE,False,x731,CFG731_1490cd30a236283e,CFG731_1490cd30a236283e,x731,81.00000000000001,1.0,158,14,10,0,4,0,0.0,True
