rfq_id,target_package,predicted_configuration_id,true_configuration_id,true_rank,error_type,num_changed_characteristics,changed_characteristics,mandatory_requirements,mandatory_matches,mandatory_mismatches,preferred_requirements,preferred_matches,preferred_mismatches,true_mandatory_matches,true_mandatory_mismatches,predicted_score,predicted_package,recommendation_package_aware
RFQ731-002304,x731,CFG731_27caf5a2443603ad,CFG731_27caf5a2443603ad,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.31696894204101,x731,false
RFQ731-002305,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,27.239487931069867,G731ST-LT,false
RFQ731-002306,x731,CFG731_bbcb665ced67f8c3,CFG731_5f5f37f4d005417e,2.0,TRUE_IN_TOP3,1,customUserFluid,12,12,0,3,3,0,12,0,21.9249300773191,x731,false
RFQ731-002307,F731WD_SingleChannel,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1.0,CORRECT_TOP1,0,,12,12,0,1,1,0,12,0,34.36373299452446,F731WD_SingleChannel,false
RFQ731-002308,x731,CFG731_2322a268d0a898f9,CFG731_7b9680fed3d10056,6.0,TRUE_IN_TOP10,2,stromEingaenge|customUserFluid,7,7,0,6,6,0,7,0,19.55920708879101,x731,false
RFQ731-002309,x731,CFG731_5c624ef6fa2b6510,CFG731_5c624ef6fa2b6510,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.062198384178032,x731,false
RFQ731-002310,x731,CFG731_219ac3d01befd6d1,CFG731_175dfbf580a50b51,5.0,TRUE_IN_TOP5,2,temperaturEingaenge|binaerOpenColl_MP,11,11,0,3,3,0,11,0,19.46285365083589,x731,false
RFQ731-002311,x731,CFG731_ee15b881a6032908,CFG731_038da5d3a7dc468b,2.0,TRUE_IN_TOP3,1,customUserFluid,9,9,0,5,5,0,9,0,20.739219076873123,x731,false
RFQ731-002312,x731,CFG731_7f60255816247683,CFG731_d3256527bf7fe65c,4.0,TRUE_IN_TOP5,1,dev_advMeterVerification,11,11,0,4,4,0,11,0,20.96926260605166,x731,false
RFQ731-002313,x731,CFG731_353333bad447dbef,CFG731_353333bad447dbef,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.35353231955655,x731,false
RFQ731-002314,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_6e088ee30195b6c4,4.0,TRUE_IN_TOP5,1,stromEingaenge,11,11,0,3,3,0,11,0,24.118987838238063,G731ST-LT,false
RFQ731-002315,x731,CFG731_f1355b6f00fd7f67,CFG731_52ce549ff41a9332,3.0,TRUE_IN_TOP3,2,dynamicGasMaster|customUserFluid,10,10,0,3,3,0,10,0,19.475512623641748,x731,false
RFQ731-002316,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,26.82599456367052,G731ST-HT,false
RFQ731-002317,G731CA,CFG731_faff6da73df00950,CFG731_faff6da73df00950,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,33.9910632327716,G731CA,false
RFQ731-002318,G731ST-LT,CFG731_750dd83a06ba43cb,CFG731_b3d0283738532d82,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,3,3,0,11,0,24.367064924361177,G731ST-LT,false
RFQ731-002319,x731,CFG731_7630270d2245c283,CFG731_c2cd0c320ef0d703,6.0,TRUE_IN_TOP10,2,stromSchaltbar|binaerOpenColl_MP,13,13,0,1,1,0,13,0,19.579611270696667,x731,false
RFQ731-002320,G731ST-HT,CFG731_076cad91966d4c34,CFG731_36e9436664c2e1e3,2.0,TRUE_IN_TOP3,1,stromSchaltbar,12,12,0,3,3,0,12,0,26.79025668877833,G731ST-HT,false
RFQ731-002321,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,26.82599456367052,G731ST-HT,false
RFQ731-002322,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_2a738780f0517f67,2.0,TRUE_IN_TOP3,1,stromEingaenge,10,10,0,4,4,0,10,0,24.18893057381889,G731ST-LT,false
RFQ731-002323,G731ST-LT,CFG731_10085782ed0991cf,CFG731_395f3e5588a2c3c0,2.0,TRUE_IN_TOP3,1,stromEingaenge,12,12,0,3,3,0,12,0,25.723046351504912,G731ST-LT,false
RFQ731-002324,G731ST-HT,CFG731_831a7150258499af,CFG731_831a7150258499af,1.0,CORRECT_TOP1,0,,13,13,0,3,3,0,13,0,27.95406497925269,G731ST-HT,false
RFQ731-002325,x731,CFG731_ac352f2a7f2cc7ab,CFG731_ac352f2a7f2cc7ab,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,18.748712773390825,x731,false
RFQ731-002326,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,27.239487931069867,G731ST-LT,false
RFQ731-002327,x731,CFG731_8d2d91c46ccfb471,CFG731_ff3460f478ef969b,2.0,TRUE_IN_TOP3,1,stromSchaltbar,15,15,0,1,1,0,15,0,23.662812691181635,x731,false
RFQ731-002328,x731,CFG731_bcec8ceac2dbcc79,CFG731_bcec8ceac2dbcc79,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.714775024347144,x731,false
RFQ731-002329,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_ab3b0ae98d7b2345,2.0,TRUE_IN_TOP3,1,stromSchaltbar,11,11,0,4,4,0,11,0,27.14181539896219,G731ST-HT,false
RFQ731-002330,G731ST-LT,CFG731_b86bbf24b1c3a419,CFG731_2db6c530f35d47b9,2.0,TRUE_IN_TOP3,1,stromEingaenge,10,10,0,5,5,0,10,0,25.68085128730194,G731ST-LT,false
RFQ731-002331,x731,CFG731_a70e307c2ffca857,CFG731_a70e307c2ffca857,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,23.11874589120668,x731,false
RFQ731-002332,x731,CFG731_2e5bd0d53757f625,CFG731_2e5bd0d53757f625,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,20.50658751141085,x731,false
RFQ731-002333,G731ST-HT,CFG731_7c70763d4cf79560,CFG731_7c70763d4cf79560,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,26.47280484609084,G731ST-HT,false
RFQ731-002334,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_bc9146cb8459e9c2,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,11,11,0,4,4,0,11,0,25.593998570698155,G731ST-LT,false
RFQ731-002335,G731ST-LT,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,1.0,CORRECT_TOP1,0,,13,13,0,3,3,0,13,0,27.431661067739245,G731ST-LT,false
RFQ731-002336,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,30.89132327360409,G731CA,false
RFQ731-002337,x731,CFG731_219ac3d01befd6d1,CFG731_398f0644f18e0acf,2.0,TRUE_IN_TOP3,2,stromSchaltbar|stromEingaenge,12,12,0,2,2,0,12,0,20.218716920311024,x731,false
RFQ731-002338,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_b36f487da5008df2,2.0,TRUE_IN_TOP3,1,stromSchaltbar,10,10,0,5,5,0,10,0,26.921485984216933,G731ST-HT,false
RFQ731-002339,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_cc64ce3eaedacb17,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,9,9,0,5,5,0,9,0,24.175656004789904,G731ST-LT,false
RFQ731-002340,G731ST-HT,CFG731_8216f56c8f1b8479,CFG731_8216f56c8f1b8479,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,24.931663900077588,G731ST-HT,false
RFQ731-002341,G731ST-LT,CFG731_e03b41992c837b34,CFG731_4c72f78c1186e8f7,4.0,TRUE_IN_TOP5,1,stromEingaenge,10,10,0,4,4,0,10,0,23.90772320591388,G731ST-LT,false
RFQ731-002342,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_8281908b452128f3,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,32.15863761872915,F731WD_DualChannel,false
RFQ731-002343,x731,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,1.0,CORRECT_TOP1,0,,13,13,0,4,4,0,13,0,25.055606572124297,x731,false
RFQ731-002344,x731,CFG731_fe64c81ced5b13af,CFG731_fe64c81ced5b13af,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,23.429361946987527,x731,false
RFQ731-002345,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,25.537330404146317,G731ST-LT,false
RFQ731-002346,G731ST-HT,CFG731_6e53621a73b55f2c,CFG731_30d0a49acd35b928,3.0,TRUE_IN_TOP3,1,stromEingaenge,9,9,0,5,5,0,9,0,25.391005618524886,G731ST-HT,false
RFQ731-002347,x731,CFG731_c4bcee3a1477eeea,CFG731_c4bcee3a1477eeea,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,23.06500675421148,x731,false
RFQ731-002348,x731,CFG731_d4a9fe62acefba0d,CFG731_d4a9fe62acefba0d,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.84489474043352,x731,false
RFQ731-002349,x731,CFG731_ce4c7976fe8fc47b,CFG731_ce4c7976fe8fc47b,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.090043267292465,x731,false
RFQ731-002350,x731,CFG731_5e61ce3b60d15e11,CFG731_d6304b0cfae9a548,2.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,5,5,0,11,0,23.837517663613973,x731,false
RFQ731-002351,x731,CFG731_b3506a753aafcfa3,CFG731_b3506a753aafcfa3,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,19.60419424824873,x731,false
RFQ731-002352,x731,CFG731_747411fe70ba8e8d,CFG731_747411fe70ba8e8d,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.499458084103665,x731,false
RFQ731-002353,x731,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,23.0549993736226,x731,false
RFQ731-002354,x731,CFG731_ee15b881a6032908,CFG731_038da5d3a7dc468b,2.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,20.739219076873123,x731,false
RFQ731-002355,x731,CFG731_618cb6c1c21feda4,CFG731_618cb6c1c21feda4,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,21.39466559870709,x731,false
RFQ731-002356,x731,CFG731_6b36d25fda044bf5,CFG731_30afbdc3788648cc,2.0,TRUE_IN_TOP3,1,dynamicGasMaster,12,12,0,3,3,0,12,0,20.78149343359888,x731,false
RFQ731-002357,x731,CFG731_648b3a822a947c68,CFG731_648b3a822a947c68,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.60776902703612,x731,false
RFQ731-002358,x731,CFG731_3b2a32abbf148ca1,CFG731_7c35d25e0c12df82,3.0,TRUE_IN_TOP3,2,dynamicGasMaster|customUserFluid,9,9,0,6,6,0,9,0,21.47682668433629,x731,false
RFQ731-002359,x731,CFG731_5dd42015f6f61801,CFG731_b92916814fce7b8e,3.0,TRUE_IN_TOP3,2,stromEingaenge|dynamicGasMaster,12,12,0,3,3,0,12,0,20.836322804145876,x731,false
RFQ731-002360,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_aa4779c40e6c2de0,3.0,TRUE_IN_TOP3,3,stromSchaltbar|temperaturEingaenge|binaerOpenColl_MP,9,9,0,4,4,0,9,0,23.471334058575398,G731ST-HT,false
RFQ731-002361,x731,CFG731_219ac3d01befd6d1,CFG731_8ce087647633b913,2.0,TRUE_IN_TOP3,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,11,11,0,2,2,0,11,0,18.863499710265398,x731,false
RFQ731-002362,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_5be384035f37d372,4.0,TRUE_IN_TOP5,2,stromEingaenge|binaerOpenColl_MP,10,10,0,3,3,0,10,0,22.19285908897779,G731ST-LT,false
RFQ731-002363,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_d44e54f35ee15977,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,8,8,0,6,6,0,8,0,25.32079928115848,G731ST-HT,false
RFQ731-002364,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_6e088ee30195b6c4,4.0,TRUE_IN_TOP5,1,stromEingaenge,11,11,0,3,3,0,11,0,24.118987838238063,G731ST-LT,false
RFQ731-002365,x731,CFG731_353333bad447dbef,CFG731_5a14e01af9745dda,2.0,TRUE_IN_TOP3,1,customUserFluid,13,13,0,1,1,0,13,0,21.28542148351264,x731,false
RFQ731-002366,G731CA,CFG731_b43582909c828d95,CFG731_b43582909c828d95,1.0,CORRECT_TOP1,0,,9,9,0,3,3,0,9,0,21.956670308779955,G731CA,false
RFQ731-002367,F731PW,CFG731_00f08838a21d3799,CFG731_00f08838a21d3799,1.0,CORRECT_TOP1,0,,6,6,0,5,5,0,6,0,28.231894322810824,F731PW,false
RFQ731-002368,G731ST-LT,CFG731_515a31451814aae9,CFG731_515a31451814aae9,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,23.011847714315543,G731ST-LT,false
RFQ731-002369,F731TE,CFG731_3d8c1bbc0ef4249a,CFG731_f79503cf8f87ea49,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,11,11,0,0,0,0,11,0,28.159756771445156,F731TE,false
RFQ731-002370,x731,CFG731_8c8856d21252930e,CFG731_bf8f7d1a25ad0a6e,2.0,TRUE_IN_TOP3,1,stromSchaltbar,9,9,0,4,4,0,9,0,21.821248347567412,x731,false
RFQ731-002371,x731,CFG731_1f0c09edcd967945,CFG731_0f905a88815805fa,,TRUE_UNRANKED,1,binaerOpenColl_MP,11,11,0,2,2,0,11,0,18.99278875293884,x731,false
RFQ731-002372,x731,CFG731_8a1a8cb1f6a30d3a,CFG731_8a1a8cb1f6a30d3a,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.957307985383448,x731,false
RFQ731-002373,x731,CFG731_89772de94df83ba5,CFG731_c1474b769ba134e4,3.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerDigitalOpenColl_MN,10,10,0,4,4,0,10,0,19.626106292331286,x731,false
RFQ731-002374,x731,CFG731_97c654bf006e698e,CFG731_97c654bf006e698e,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,21.178198085234317,x731,false
RFQ731-002375,x731,CFG731_7822370b42865359,CFG731_089eb10797cdf87e,4.0,TRUE_IN_TOP5,1,customUserFluid,13,13,0,1,1,0,13,0,21.10938953076077,x731,false
RFQ731-002376,x731,CFG731_243419c6708378b3,CFG731_243419c6708378b3,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.21421686761144,x731,false
RFQ731-002377,F731PW,CFG731_7fea22051dcc86b6,CFG731_7fea22051dcc86b6,1.0,CORRECT_TOP1,0,,10,10,0,2,2,0,10,0,34.67118328099436,F731PW,false
RFQ731-002378,x731,CFG731_dc326dfb039445c4,CFG731_dc326dfb039445c4,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.483623219223063,x731,false
RFQ731-002379,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,26.64027861631192,G731ST-HT,false
RFQ731-002380,x731,CFG731_5e57a3f6d3b745b8,CFG731_35443b2ee17ecca9,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,7,7,0,6,6,0,7,0,21.526411783513563,x731,false
RFQ731-002381,x731,CFG731_fdb901ceaee1caed,CFG731_fdb901ceaee1caed,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,21.355301804425352,x731,false
RFQ731-002382,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,25.537330404146317,G731ST-LT,false
RFQ731-002383,x731,CFG731_4346df46838fd57e,CFG731_761c71e98da39553,2.0,TRUE_IN_TOP3,1,customUserFluid,14,14,0,1,1,0,14,0,21.71658898051244,x731,false
RFQ731-002384,x731,CFG731_b196505f1b584939,CFG731_b196505f1b584939,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,20.33888457051368,x731,false
RFQ731-002385,x731,CFG731_32b1041fd68aac23,CFG731_32b1041fd68aac23,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,22.781776281038827,x731,false
RFQ731-002386,x731,CFG731_31d0a0df66872bf7,CFG731_ef4cf0e053e2d332,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,9,9,0,6,6,0,9,0,22.597867631462087,x731,false
RFQ731-002387,x731,CFG731_e5051ee84b25c9bb,CFG731_e5051ee84b25c9bb,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,21.19120651936653,x731,false
RFQ731-002388,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_dac27b97cd6b7ff8,,TRUE_UNRANKED,3,stromEingaenge|temperaturEingaenge|binaerDigitalOpenColl_MN,10,10,0,2,2,0,10,0,20.850916447961147,G731ST-LT,false
RFQ731-002389,F731TE,CFG731_3d8c1bbc0ef4249a,CFG731_3d8c1bbc0ef4249a,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,37.16435247185012,F731TE,false
RFQ731-002390,x731,CFG731_ee15b881a6032908,CFG731_038da5d3a7dc468b,2.0,TRUE_IN_TOP3,1,customUserFluid,7,7,0,7,7,0,7,0,20.739219076873123,x731,false
RFQ731-002391,G731CA,CFG731_d97c333965654bd3,CFG731_d97c333965654bd3,1.0,CORRECT_TOP1,0,,10,10,0,2,2,0,10,0,25.445809250813937,G731CA,false
RFQ731-002392,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,30.389786490953828,G731CA,false
RFQ731-002393,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,25.537330404146317,G731ST-LT,false
RFQ731-002394,x731,CFG731_91e51485b56960b2,CFG731_869a9209459ecf4d,3.0,TRUE_IN_TOP3,2,temperaturEingaenge|dynamicGasMaster,10,10,0,5,5,0,10,0,20.941643224211468,x731,false
RFQ731-002395,x731,CFG731_5e61ce3b60d15e11,CFG731_8216171cc39f78aa,2.0,TRUE_IN_TOP3,1,stromSchaltbar,10,10,0,6,6,0,10,0,23.451548058857448,x731,false
RFQ731-002396,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,21.445650566648,x731,false
RFQ731-002397,x731,CFG731_9e4fccece4d272d3,CFG731_e8d4d37dfb814e2d,2.0,TRUE_IN_TOP3,2,dev_advMeterVerification|dynamicGasMaster,12,12,0,2,2,0,12,0,19.92981046540948,x731,false
RFQ731-002398,x731,CFG731_219ac3d01befd6d1,CFG731_85b1e9bcb8b0b8be,4.0,TRUE_IN_TOP5,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,10,10,0,3,3,0,10,0,19.19416777569413,x731,false
RFQ731-002399,x731,CFG731_9c182e1af1606c9d,CFG731_9c182e1af1606c9d,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,20.807551247901063,x731,false
RFQ731-002400,G731ST-LT,CFG731_0e146b48e4ed8b98,CFG731_2c30adc3f721a104,4.0,TRUE_IN_TOP5,1,temperaturEingaenge,9,9,0,5,5,0,9,0,23.71631428634261,G731ST-LT,false
RFQ731-002401,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_9681c4eec01b7fad,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,10,10,0,4,4,0,10,0,25.74440312471359,G731ST-HT,false
RFQ731-002402,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_e4891d6f45902e22,4.0,TRUE_IN_TOP5,1,stromEingaenge,12,12,0,2,2,0,12,0,24.465928155115986,G731ST-LT,false
RFQ731-002403,G731CA,CFG731_452fb8d2c450816e,CFG731_452fb8d2c450816e,1.0,CORRECT_TOP1,0,,11,11,0,1,1,0,11,0,26.69389423217886,G731CA,false
RFQ731-002404,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_2eea910b2403bc4c,2.0,TRUE_IN_TOP3,2,temperaturEingaenge|binaerDigitalOpenColl_MN,11,11,0,2,2,0,11,0,23.549266997670557,G731ST-HT,false
RFQ731-002405,x731,CFG731_e201a8a6e4588b00,CFG731_e201a8a6e4588b00,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.410890056980406,x731,false
RFQ731-002406,x731,CFG731_1f978c234895178c,CFG731_04e7216b1ba7f935,6.0,TRUE_IN_TOP10,2,stromSchaltbar|temperaturEingaenge,8,8,0,6,6,0,8,0,19.53791160601119,x731,false
RFQ731-002407,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,1.0,CORRECT_TOP1,0,,6,6,0,6,6,0,6,0,26.623951496598032,G731CA,false
RFQ731-002408,x731,CFG731_169a8482d2028dff,CFG731_169a8482d2028dff,1.0,CORRECT_TOP1,0,,8,8,0,8,8,0,8,0,23.877187333941965,x731,false
RFQ731-002409,x731,CFG731_cb9d6c11077bd307,CFG731_a89154111c50850c,4.0,TRUE_IN_TOP5,2,stromSchaltbar|binaerDigitalOpenColl_MN,12,12,0,2,2,0,12,0,19.25466462401234,x731,false
RFQ731-002410,x731,CFG731_34e092c266a308aa,CFG731_34e092c266a308aa,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,22.065224155178772,x731,false
RFQ731-002411,G731CA,CFG731_5bfe9492c76587ec,CFG731_9cc92f888af32c8a,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerDigitalOpenColl_MN,7,7,0,5,5,0,7,0,25.557947050597736,G731CA,false
RFQ731-002412,x731,CFG731_57a2b410fc32b41a,CFG731_ebf26b0112810ef9,3.0,TRUE_IN_TOP3,1,stromSchaltbar,11,11,0,3,3,0,11,0,20.03376519005053,x731,false
RFQ731-002413,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,28.55370077555966,G731ST-HT,false
RFQ731-002414,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,1.0,CORRECT_TOP1,0,,7,7,0,5,5,0,7,0,35.15118328057918,F731PW,false
RFQ731-002415,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_b827079551368856,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,11,11,0,4,4,0,11,0,27.198483565514028,G731ST-HT,false
RFQ731-002416,x731,CFG731_a59cc7e57b856164,CFG731_5ae84b6119935c38,,TRUE_UNRANKED,3,stromSchaltbar|stromEingaenge|customUserFluid,9,9,0,3,3,0,9,0,18.68738846499075,x731,false
RFQ731-002417,x731,CFG731_e5a85c19cf4647dd,CFG731_cf93550b4257fc7d,6.0,TRUE_IN_TOP10,1,stromSchaltbar,10,10,0,4,4,0,10,0,19.53222043581184,x731,false
RFQ731-002418,x731,CFG731_77a90bfd81b5c2c1,CFG731_c62952cfd77a9c9c,2.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,20.32563389557461,x731,false
RFQ731-002419,x731,CFG731_e5a85c19cf4647dd,CFG731_cf93550b4257fc7d,6.0,TRUE_IN_TOP10,1,stromSchaltbar,12,12,0,2,2,0,12,0,19.53222043581184,x731,false
RFQ731-002420,F731TE,CFG731_6886c948a9d1ec0c,CFG731_6886c948a9d1ec0c,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,35.31847236214592,F731TE,false
RFQ731-002421,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,27.239487931069867,G731ST-LT,false
RFQ731-002422,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,20.822283156759056,x731,false
RFQ731-002423,x731,CFG731_31aa13473958d7d3,CFG731_8dd67811ddc4561f,4.0,TRUE_IN_TOP5,3,stromEingaenge|dev_advMeterVerification|dynamicGasMaster,9,9,0,5,5,0,9,0,20.010764175916563,x731,false
RFQ731-002424,x731,CFG731_a59cc7e57b856164,CFG731_134ecd7b8190bed1,2.0,TRUE_IN_TOP3,2,stromSchaltbar|stromEingaenge,9,9,0,4,4,0,9,0,19.755499301034664,x731,false
RFQ731-002425,x731,CFG731_83f956404d04e6cd,CFG731_8bb159f1711e5f6c,2.0,TRUE_IN_TOP3,2,temperaturEingaenge|customUserFluid,12,12,0,3,3,0,12,0,22.843543158358937,x731,false
RFQ731-002426,x731,CFG731_140a9819128d92da,CFG731_f8cc7d4d2ef53582,8.0,TRUE_IN_TOP10,2,temperaturEingaenge|customUserFluid,10,10,0,2,2,0,10,0,17.412180945769027,x731,false
RFQ731-002427,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,26.013318501830994,G731ST-LT,false
RFQ731-002428,F731PW,CFG731_f9fd6a4462ec051a,CFG731_10e74d757a2fa2a6,2.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,10,10,0,1,1,0,10,0,27.47220172608201,F731PW,false
RFQ731-002429,x731,CFG731_acd18bc8a73cfdde,CFG731_2e49817fa45fc350,2.0,TRUE_IN_TOP3,2,stromSchaltbar|customUserFluid,13,13,0,1,1,0,13,0,21.239484645092087,x731,false
RFQ731-002430,F731TE,CFG731_54559f782190a122,CFG731_54559f782190a122,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,34.9592570960548,F731TE,false
RFQ731-002431,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.822283156759056,x731,false
RFQ731-002432,x731,CFG731_c9829182065e0285,CFG731_c9829182065e0285,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,22.870668805083568,x731,false
RFQ731-002433,x731,CFG731_14299a2a74e42d7f,CFG731_828e0eccc54da7ae,2.0,TRUE_IN_TOP3,1,stromSchaltbar,11,11,0,2,2,0,11,0,22.67105287413372,x731,false
RFQ731-002434,x731,CFG731_9be0c5ce20280448,CFG731_9be0c5ce20280448,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.995149333186557,x731,false
RFQ731-002435,x731,CFG731_747411fe70ba8e8d,CFG731_7187559e0dc892c4,2.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,20.43134724805975,x731,false
RFQ731-002436,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_d44e54f35ee15977,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,11,11,0,3,3,0,11,0,25.32079928115848,G731ST-HT,false
