rfq_id,characteristic,internal_value,error_type
RFQ731-004378,protectionArea,2,TRUE_POSITIVE
RFQ731-001131,protectionArea,N,TRUE_POSITIVE
RFQ731-003248,customUserFluid,1,TRUE_POSITIVE
RFQ731-004730,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000440,explosionApproval,F,TRUE_POSITIVE
RFQ731-001550,protectionArea,2,TRUE_POSITIVE
RFQ731-001594,devCategory,G,TRUE_POSITIVE
RFQ731-004744,housing,ST,TRUE_POSITIVE
RFQ731-000363,certification,NN,TRUE_POSITIVE
RFQ731-004578,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-000248,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-003244,dataInterface,NN,TRUE_POSITIVE
RFQ731-003543,dataInterface,NN,TRUE_POSITIVE
RFQ731-002421,powerSupply,1,TRUE_POSITIVE
RFQ731-001269,explosionApproval,N,TRUE_POSITIVE
RFQ731-000854,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000163,customUserFluid,1,TRUE_POSITIVE
RFQ731-001270,characteristic,ST,TRUE_POSITIVE
RFQ731-001696,characteristic,GP,TRUE_POSITIVE
RFQ731-001426,housing,ST,TRUE_POSITIVE
RFQ731-002396,customUserFluid,1,TRUE_POSITIVE
RFQ731-000637,protectionArea,2,TRUE_POSITIVE
RFQ731-000925,steamApplication,H,TRUE_POSITIVE
RFQ731-003153,devCategory,F,TRUE_POSITIVE
RFQ731-000307,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-001744,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002281,housing,ST,TRUE_POSITIVE
RFQ731-002311,powerSupply,4,TRUE_POSITIVE
RFQ731-000841,powerSupply,1,TRUE_POSITIVE
RFQ731-002582,customUserFluid,1,TRUE_POSITIVE
RFQ731-003117,explosionApproval,N,TRUE_POSITIVE
RFQ731-004663,housing,ST,TRUE_POSITIVE
RFQ731-003329,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004750,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004790,devCategory,G,TRUE_POSITIVE
RFQ731-000606,powerSupply,1,TRUE_POSITIVE
RFQ731-003589,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003317,explosionApproval,N,TRUE_POSITIVE
RFQ731-004257,customUserFluid,1,TRUE_POSITIVE
RFQ731-004359,certification,NN,TRUE_POSITIVE
RFQ731-003563,explosionApproval,K,TRUE_POSITIVE
RFQ731-003177,housing,ST,TRUE_POSITIVE
RFQ731-002001,characteristic,GP,TRUE_POSITIVE
RFQ731-000955,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001291,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001985,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-002073,explosionApproval,F,TRUE_POSITIVE
RFQ731-003136,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003276,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-000415,dataInterface,NN,TRUE_POSITIVE
RFQ731-000926,devCategory,G,TRUE_POSITIVE
RFQ731-003370,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-003587,explosionApproval,K,TRUE_POSITIVE
RFQ731-001502,powerSupply,1,TRUE_POSITIVE
RFQ731-001855,explosionApproval,A,TRUE_POSITIVE
RFQ731-002728,powerSupply,4,TRUE_POSITIVE
RFQ731-000382,characteristic,ST,TRUE_POSITIVE
RFQ731-002634,characteristic,GP,TRUE_POSITIVE
RFQ731-002806,characteristic,ST,TRUE_POSITIVE
RFQ731-003962,powerSupply,1,TRUE_POSITIVE
RFQ731-001903,housing,ST,TRUE_POSITIVE
RFQ731-002707,powerSupply,1,TRUE_POSITIVE
RFQ731-000321,explosionApproval,A,TRUE_POSITIVE
RFQ731-002803,powerSupply,4,TRUE_POSITIVE
RFQ731-000860,explosionApproval,A,TRUE_POSITIVE
RFQ731-001255,housing,ST,TRUE_POSITIVE
RFQ731-000941,characteristic,GP,TRUE_POSITIVE
RFQ731-004148,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001838,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000951,devCategory,F,TRUE_POSITIVE
RFQ731-002175,explosionApproval,K,TRUE_POSITIVE
RFQ731-003564,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002126,powerSupply,1,TRUE_POSITIVE
RFQ731-003857,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001146,dataInterface,NN,TRUE_POSITIVE
RFQ731-003567,explosionApproval,K,TRUE_POSITIVE
RFQ731-000565,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-002332,certification,NN,TRUE_POSITIVE
RFQ731-000043,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001386,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002213,powerSupply,4,TRUE_POSITIVE
RFQ731-002813,housing,ST,TRUE_POSITIVE
RFQ731-001485,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002400,dataInterface,NN,TRUE_POSITIVE
RFQ731-000641,customUserFluid,1,TRUE_POSITIVE
RFQ731-002495,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004518,characteristic,GP,TRUE_POSITIVE
RFQ731-002168,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002878,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002697,explosionApproval,F,TRUE_POSITIVE
RFQ731-000439,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001162,housing,ST,TRUE_POSITIVE
RFQ731-000290,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-001427,customUserFluid,1,TRUE_POSITIVE
RFQ731-002680,protectionArea,2,TRUE_POSITIVE
RFQ731-004846,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002681,powerSupply,1,TRUE_POSITIVE
RFQ731-003221,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-000194,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000588,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002561,powerSupply,4,TRUE_POSITIVE
RFQ731-003424,characteristic,GP,TRUE_POSITIVE
RFQ731-000528,protectionArea,2,TRUE_POSITIVE
RFQ731-000378,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-002891,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-003455,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003093,explosionApproval,F,TRUE_POSITIVE
RFQ731-001688,devCategory,G,TRUE_POSITIVE
RFQ731-000996,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002706,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-003483,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000297,devCategory,G,TRUE_POSITIVE
RFQ731-001492,powerSupply,1,TRUE_POSITIVE
RFQ731-002859,housing,ST,TRUE_POSITIVE
RFQ731-004730,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000195,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000088,characteristic,ST,TRUE_POSITIVE
RFQ731-001208,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001260,housing,ST,TRUE_POSITIVE
RFQ731-002365,characteristic,GP,TRUE_POSITIVE
RFQ731-004481,explosionApproval,N,TRUE_POSITIVE
RFQ731-004837,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-000580,housing,ST,TRUE_POSITIVE
RFQ731-004887,housing,ST,TRUE_POSITIVE
RFQ731-001970,housing,ST,TRUE_POSITIVE
RFQ731-004325,housing,ST,TRUE_POSITIVE
RFQ731-000353,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001983,devCategory,F,TRUE_POSITIVE
RFQ731-003695,explosionApproval,N,TRUE_POSITIVE
RFQ731-004670,certification,NN,TRUE_POSITIVE
RFQ731-001863,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001547,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-003391,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-000497,certification,NN,TRUE_POSITIVE
RFQ731-003551,customUserFluid,1,TRUE_POSITIVE
RFQ731-004091,protectionArea,N,TRUE_POSITIVE
RFQ731-000198,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-000767,protectionArea,N,TRUE_POSITIVE
RFQ731-001557,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-001589,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002397,certification,NN,TRUE_POSITIVE
RFQ731-000671,protectionArea,2,TRUE_POSITIVE
RFQ731-004628,protectionArea,N,TRUE_POSITIVE
RFQ731-004013,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001541,protectionArea,2,TRUE_POSITIVE
RFQ731-003332,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003590,housing,ST,TRUE_POSITIVE
RFQ731-002843,devCategory,G,TRUE_POSITIVE
RFQ731-001897,explosionApproval,N,TRUE_POSITIVE
RFQ731-002050,explosionApproval,N,TRUE_POSITIVE
RFQ731-000614,powerSupply,1,TRUE_POSITIVE
RFQ731-004453,protectionArea,2,TRUE_POSITIVE
RFQ731-002502,protectionArea,2,TRUE_POSITIVE
RFQ731-004982,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001534,housing,ST,TRUE_POSITIVE
RFQ731-000162,housing,ST,TRUE_POSITIVE
RFQ731-004363,devCategory,F,TRUE_POSITIVE
RFQ731-004276,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003746,explosionApproval,A,TRUE_POSITIVE
RFQ731-004171,certification,NN,TRUE_POSITIVE
RFQ731-000142,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004370,powerSupply,1,TRUE_POSITIVE
RFQ731-001266,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003065,dataInterface,NN,TRUE_POSITIVE
RFQ731-004211,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001448,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002240,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002807,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002784,powerSupply,1,TRUE_POSITIVE
RFQ731-000237,explosionApproval,N,TRUE_POSITIVE
RFQ731-002328,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003413,housing,ST,TRUE_POSITIVE
RFQ731-004498,protectionArea,2,TRUE_POSITIVE
RFQ731-003952,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002980,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004191,customUserFluid,1,TRUE_POSITIVE
RFQ731-001151,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002622,characteristic,GP,TRUE_POSITIVE
RFQ731-003102,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001857,customUserFluid,1,TRUE_POSITIVE
RFQ731-002469,characteristic,GP,TRUE_POSITIVE
RFQ731-004321,characteristic,GP,TRUE_POSITIVE
RFQ731-001115,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001474,dataInterface,NN,TRUE_POSITIVE
RFQ731-004432,customUserFluid,1,TRUE_POSITIVE
RFQ731-001573,housing,ST,TRUE_POSITIVE
RFQ731-000446,characteristic,GP,TRUE_POSITIVE
RFQ731-003827,characteristic,ST,TRUE_POSITIVE
RFQ731-004761,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004726,dataInterface,NN,TRUE_POSITIVE
RFQ731-002474,certification,NN,TRUE_POSITIVE
RFQ731-003251,devCategory,G,TRUE_POSITIVE
RFQ731-004884,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002157,housing,ST,TRUE_POSITIVE
RFQ731-001414,certification,NN,TRUE_POSITIVE
RFQ731-003493,protectionArea,2,TRUE_POSITIVE
RFQ731-001614,housing,ST,TRUE_POSITIVE
RFQ731-004846,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000468,characteristic,ST,TRUE_POSITIVE
RFQ731-002776,powerSupply,1,TRUE_POSITIVE
RFQ731-001631,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001765,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001940,explosionApproval,A,TRUE_POSITIVE
RFQ731-000954,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000278,devCategory,G,TRUE_POSITIVE
RFQ731-001272,customUserFluid,1,TRUE_POSITIVE
RFQ731-001475,housing,ST,TRUE_POSITIVE
RFQ731-001971,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002364,devCategory,G,TRUE_POSITIVE
RFQ731-000476,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002496,customUserFluid,1,TRUE_POSITIVE
RFQ731-001780,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001600,certification,NN,TRUE_POSITIVE
RFQ731-004401,powerSupply,1,TRUE_POSITIVE
RFQ731-000195,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000702,powerSupply,4,TRUE_POSITIVE
RFQ731-003806,protectionArea,N,TRUE_POSITIVE
RFQ731-003938,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004500,explosionApproval,K,TRUE_POSITIVE
RFQ731-003971,explosionApproval,A,TRUE_POSITIVE
RFQ731-001341,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001805,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003006,housing,ST,TRUE_POSITIVE
RFQ731-004523,devCategory,F,TRUE_POSITIVE
RFQ731-000209,certification,MN,TRUE_POSITIVE
RFQ731-004621,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000200,devCategory,F,TRUE_POSITIVE
RFQ731-003510,housing,ST,TRUE_POSITIVE
RFQ731-003732,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002600,explosionApproval,K,TRUE_POSITIVE
RFQ731-000165,characteristic,ST,TRUE_POSITIVE
RFQ731-001377,housing,ST,TRUE_POSITIVE
RFQ731-001142,dataInterface,NN,TRUE_POSITIVE
RFQ731-003980,protectionArea,2,TRUE_POSITIVE
RFQ731-000482,certification,NN,TRUE_POSITIVE
RFQ731-004462,customUserFluid,1,TRUE_POSITIVE
RFQ731-000942,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004254,explosionApproval,F,TRUE_POSITIVE
RFQ731-001173,certification,NN,TRUE_POSITIVE
RFQ731-001577,certification,NN,TRUE_POSITIVE
RFQ731-002346,housing,ST,TRUE_POSITIVE
RFQ731-002899,steamApplication,H,TRUE_POSITIVE
RFQ731-004224,explosionApproval,A,TRUE_POSITIVE
RFQ731-004442,numberOfChannels,2,TRUE_POSITIVE
RFQ731-004150,explosionApproval,F,TRUE_POSITIVE
RFQ731-002413,housing,ST,TRUE_POSITIVE
RFQ731-003967,steamApplication,H,TRUE_POSITIVE
RFQ731-003337,housing,ST,TRUE_POSITIVE
RFQ731-000662,powerSupply,1,TRUE_POSITIVE
RFQ731-000920,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004066,powerSupply,1,TRUE_POSITIVE
RFQ731-004476,housing,ST,TRUE_POSITIVE
RFQ731-004806,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004820,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004040,protectionArea,2,TRUE_POSITIVE
RFQ731-001362,explosionApproval,K,TRUE_POSITIVE
RFQ731-004660,explosionApproval,A,TRUE_POSITIVE
RFQ731-004911,housing,ST,TRUE_POSITIVE
RFQ731-003539,dataInterface,NN,TRUE_POSITIVE
RFQ731-002775,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-000372,explosionApproval,A,TRUE_POSITIVE
RFQ731-002587,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001043,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003287,protectionArea,N,TRUE_POSITIVE
RFQ731-003098,waveInjector,FWI,TRUE_POSITIVE
RFQ731-002116,explosionApproval,A,TRUE_POSITIVE
RFQ731-003275,housing,ST,TRUE_POSITIVE
RFQ731-001001,characteristic,GP,TRUE_POSITIVE
RFQ731-003718,housing,ST,TRUE_POSITIVE
RFQ731-003755,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004613,characteristic,GP,TRUE_POSITIVE
RFQ731-004203,housing,ST,TRUE_POSITIVE
RFQ731-004872,explosionApproval,F,TRUE_POSITIVE
RFQ731-004357,powerSupply,1,TRUE_POSITIVE
RFQ731-002781,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-003203,protectionArea,N,TRUE_POSITIVE
RFQ731-000056,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002992,certification,NN,TRUE_POSITIVE
RFQ731-000230,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003500,housing,ST,TRUE_POSITIVE
RFQ731-003639,devCategory,F,TRUE_POSITIVE
RFQ731-004322,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003640,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004995,protectionArea,2,TRUE_POSITIVE
RFQ731-003256,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002075,protectionArea,2,TRUE_POSITIVE
RFQ731-004279,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-000815,housing,ST,TRUE_POSITIVE
RFQ731-000785,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004404,housing,ST,TRUE_POSITIVE
RFQ731-000932,protectionArea,N,TRUE_POSITIVE
RFQ731-001128,explosionApproval,N,TRUE_POSITIVE
RFQ731-004292,characteristic,GP,TRUE_POSITIVE
RFQ731-000464,customUserFluid,1,TRUE_POSITIVE
RFQ731-001538,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-000474,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-000613,housing,ST,TRUE_POSITIVE
RFQ731-000840,certification,NN,TRUE_POSITIVE
RFQ731-002507,characteristic,ST,TRUE_POSITIVE
RFQ731-001768,explosionApproval,N,TRUE_POSITIVE
RFQ731-000781,housing,ST,TRUE_POSITIVE
RFQ731-004693,housing,ST,TRUE_POSITIVE
RFQ731-002922,devCategory,F,TRUE_POSITIVE
RFQ731-000609,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002454,certification,NN,TRUE_POSITIVE
RFQ731-004837,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-002855,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003255,dataInterface,NN,TRUE_POSITIVE
RFQ731-000715,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002627,devCategory,G,TRUE_POSITIVE
RFQ731-003747,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002112,devCategory,G,TRUE_POSITIVE
RFQ731-003326,protectionArea,N,TRUE_POSITIVE
RFQ731-004800,explosionApproval,K,TRUE_POSITIVE
RFQ731-001665,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003774,powerSupply,1,TRUE_POSITIVE
RFQ731-000081,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002402,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000751,certification,NN,TRUE_POSITIVE
RFQ731-004571,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-004407,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001389,explosionApproval,K,TRUE_POSITIVE
RFQ731-003182,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003325,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004588,customUserFluid,1,TRUE_POSITIVE
RFQ731-002052,waveInjector,FWI,TRUE_POSITIVE
RFQ731-002163,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004567,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000103,characteristic,GP,TRUE_POSITIVE
RFQ731-004749,certification,NN,TRUE_POSITIVE
RFQ731-002297,certification,NN,TRUE_POSITIVE
RFQ731-003990,housing,ST,TRUE_POSITIVE
RFQ731-003748,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004527,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002869,housing,ST,TRUE_POSITIVE
RFQ731-001866,numberOfChannels,2,TRUE_POSITIVE
RFQ731-000633,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000558,devCategory,G,TRUE_POSITIVE
RFQ731-001297,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004068,devCategory,F,TRUE_POSITIVE
RFQ731-003732,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003511,customUserFluid,1,TRUE_POSITIVE
RFQ731-003319,powerSupply,1,TRUE_POSITIVE
RFQ731-003916,certification,NN,TRUE_POSITIVE
RFQ731-003564,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004250,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002700,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001460,explosionApproval,N,TRUE_POSITIVE
RFQ731-001652,housing,ST,TRUE_POSITIVE
RFQ731-002026,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000239,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000411,characteristic,GP,TRUE_POSITIVE
RFQ731-004634,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000765,certification,NN,TRUE_POSITIVE
RFQ731-001928,explosionApproval,K,TRUE_POSITIVE
RFQ731-002831,explosionApproval,A,TRUE_POSITIVE
RFQ731-003442,characteristic,GP,TRUE_POSITIVE
RFQ731-004841,customUserFluid,1,TRUE_POSITIVE
RFQ731-004863,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-000582,devCategory,F,TRUE_POSITIVE
RFQ731-004355,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002755,customUserFluid,1,TRUE_POSITIVE
RFQ731-004921,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001530,explosionApproval,N,TRUE_POSITIVE
RFQ731-001007,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001402,customUserFluid,1,TRUE_POSITIVE
RFQ731-003163,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-004314,devCategory,F,TRUE_POSITIVE
RFQ731-004343,powerSupply,1,TRUE_POSITIVE
RFQ731-001163,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003702,powerSupply,4,TRUE_POSITIVE
RFQ731-004522,dataInterface,NN,TRUE_POSITIVE
RFQ731-004540,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000032,protectionArea,2,TRUE_POSITIVE
RFQ731-001264,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000752,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000921,housing,ST,TRUE_POSITIVE
RFQ731-002857,customUserFluid,1,TRUE_POSITIVE
RFQ731-003451,customUserFluid,1,TRUE_POSITIVE
RFQ731-002295,housing,ST,TRUE_POSITIVE
RFQ731-000573,protectionArea,2,TRUE_POSITIVE
RFQ731-001671,protectionArea,2,TRUE_POSITIVE
RFQ731-002672,certification,NN,TRUE_POSITIVE
RFQ731-004890,devCategory,G,TRUE_POSITIVE
RFQ731-000133,dataInterface,NN,TRUE_POSITIVE
RFQ731-000144,explosionApproval,F,TRUE_POSITIVE
RFQ731-001085,customUserFluid,1,TRUE_POSITIVE
RFQ731-003582,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004925,customUserFluid,1,TRUE_POSITIVE
RFQ731-004246,characteristic,GP,TRUE_POSITIVE
RFQ731-004745,housing,ST,TRUE_POSITIVE
RFQ731-000923,customUserFluid,1,TRUE_POSITIVE
RFQ731-002391,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002241,devCategory,G,TRUE_POSITIVE
RFQ731-003078,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000443,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003563,dataInterface,NN,TRUE_POSITIVE
RFQ731-001098,characteristic,ST,TRUE_POSITIVE
RFQ731-004339,housing,ST,TRUE_POSITIVE
RFQ731-002017,characteristic,GP,TRUE_POSITIVE
RFQ731-004011,powerSupply,1,TRUE_POSITIVE
RFQ731-000991,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004501,powerSupply,1,TRUE_POSITIVE
RFQ731-002024,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002066,explosionApproval,F,TRUE_POSITIVE
RFQ731-003587,dataInterface,NN,TRUE_POSITIVE
RFQ731-002830,certification,NN,TRUE_POSITIVE
RFQ731-000729,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002288,housing,ST,TRUE_POSITIVE
RFQ731-000061,customUserFluid,1,TRUE_POSITIVE
RFQ731-004368,housing,ST,TRUE_POSITIVE
RFQ731-004383,dataInterface,NN,TRUE_POSITIVE
RFQ731-004122,dataInterface,NN,TRUE_POSITIVE
RFQ731-003038,customUserFluid,1,TRUE_POSITIVE
RFQ731-000108,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001881,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004629,certification,NN,TRUE_POSITIVE
RFQ731-002175,dataInterface,NN,TRUE_POSITIVE
RFQ731-001490,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-001699,customUserFluid,1,TRUE_POSITIVE
RFQ731-000424,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002950,devCategory,G,TRUE_POSITIVE
RFQ731-000725,characteristic,GP,TRUE_POSITIVE
RFQ731-002036,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-000289,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001176,numberOfChannels,2,TRUE_POSITIVE
RFQ731-003221,explosionApproval,F,TRUE_POSITIVE
RFQ731-003762,protectionArea,2,TRUE_POSITIVE
RFQ731-004639,powerSupply,4,TRUE_POSITIVE
RFQ731-000956,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001375,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-004374,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-004520,certification,NN,TRUE_POSITIVE
RFQ731-004685,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-003638,protectionArea,2,TRUE_POSITIVE
RFQ731-002576,explosionApproval,N,TRUE_POSITIVE
RFQ731-001354,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-003497,customUserFluid,1,TRUE_POSITIVE
RFQ731-004316,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-001787,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002078,customUserFluid,1,TRUE_POSITIVE
RFQ731-003737,steamApplication,H,TRUE_POSITIVE
RFQ731-002865,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003151,powerSupply,1,TRUE_POSITIVE
RFQ731-004860,customUserFluid,1,TRUE_POSITIVE
RFQ731-001250,certification,NN,TRUE_POSITIVE
RFQ731-001715,devCategory,G,TRUE_POSITIVE
RFQ731-003856,characteristic,TE,TRUE_POSITIVE
RFQ731-004871,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000444,protectionArea,2,TRUE_POSITIVE
RFQ731-001276,powerSupply,1,TRUE_POSITIVE
RFQ731-001277,waveInjector,FWI,TRUE_POSITIVE
RFQ731-002026,waveInjector,FWI,TRUE_POSITIVE
RFQ731-002478,steamApplication,H,TRUE_POSITIVE
RFQ731-003287,powerSupply,1,TRUE_POSITIVE
RFQ731-004835,certification,NN,TRUE_POSITIVE
RFQ731-002832,powerSupply,1,TRUE_POSITIVE
RFQ731-004759,dataInterface,NN,TRUE_POSITIVE
RFQ731-001912,characteristic,GP,TRUE_POSITIVE
