rfq_id,mode,package_aware,target_package,recommended_configuration_id,true_configuration_id,true_rank,error_type,top_score,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance
RFQ731-001749,ORACLE,False,x731,CFG731_c580e57f48a370de,CFG731_c580e57f48a370de,1.0,CORRECT_TOP1,83.7,9,0,6,0,0.0
RFQ731-001750,ORACLE,False,F731WD_SingleChannel,CFG731_9a761e6bfde35917,CFG731_9a761e6bfde35917,1.0,CORRECT_TOP1,81.7,11,0,2,0,0.0
RFQ731-001751,ORACLE,False,x731,CFG731_d9234c84a58b99ae,CFG731_d9234c84a58b99ae,1.0,CORRECT_TOP1,89.9,11,0,4,0,0.0
RFQ731-001752,ORACLE,False,x731,CFG731_59cf92483eaddfcb,CFG731_59cf92483eaddfcb,1.0,CORRECT_TOP1,69.80000000000001,8,0,5,0,0.0
RFQ731-001753,ORACLE,False,x731,CFG731_917fc613cc9bf56a,CFG731_917fc613cc9bf56a,1.0,CORRECT_TOP1,86.5,11,0,3,0,0.0
RFQ731-001754,ORACLE,False,x731,CFG731_117f19eb2913314e,CFG731_117f19eb2913314e,1.0,CORRECT_TOP1,91.6,10,0,6,0,0.0
RFQ731-001755,ORACLE,False,x731,CFG731_4da2b3fd83325505,CFG731_4da2b3fd83325505,1.0,CORRECT_TOP1,88.8,10,0,5,0,0.0
RFQ731-001756,ORACLE,False,x731,CFG731_d8083f6bcc90dd07,CFG731_d8083f6bcc90dd07,1.0,CORRECT_TOP1,95.1,12,0,3,0,0.0
RFQ731-001757,ORACLE,False,G731ST-HT,CFG731_b36f487da5008df2,CFG731_b36f487da5008df2,1.0,CORRECT_TOP1,92.9,12,0,3,0,0.0
RFQ731-001758,ORACLE,False,x731,CFG731_70b78512b89df53d,CFG731_70b78512b89df53d,1.0,CORRECT_TOP1,89.7,12,0,2,0,0.0
RFQ731-001759,ORACLE,False,F731PW,CFG731_a9f22ebc14287e5d,CFG731_a9f22ebc14287e5d,1.0,CORRECT_TOP1,69.2,9,0,3,0,0.0
RFQ731-001760,ORACLE,False,x731,CFG731_70aa5a64b0803277,CFG731_70aa5a64b0803277,1.0,CORRECT_TOP1,92.3,11,0,4,0,0.0
RFQ731-001761,ORACLE,False,x731,CFG731_23aa00a5306a83b2,CFG731_23aa00a5306a83b2,1.0,CORRECT_TOP1,98.89999999999999,13,0,2,0,0.0
RFQ731-001762,ORACLE,False,G731ST-HT,CFG731_49bb1327a04ca706,CFG731_49bb1327a04ca706,1.0,CORRECT_TOP1,90.5,12,0,3,0,0.0
RFQ731-001763,ORACLE,False,x731,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,1.0,CORRECT_TOP1,90.10000000000001,10,0,6,0,0.0
RFQ731-001764,ORACLE,False,x731,CFG731_6d44172bc82c7ed7,CFG731_6d44172bc82c7ed7,1.0,CORRECT_TOP1,93.2,12,0,3,0,0.0
RFQ731-001765,ORACLE,False,x731,CFG731_8a1a8cb1f6a30d3a,CFG731_8a1a8cb1f6a30d3a,1.0,CORRECT_TOP1,86.9,10,0,5,0,0.0
RFQ731-001766,ORACLE,False,G731CA,CFG731_b43582909c828d95,CFG731_b43582909c828d95,1.0,CORRECT_TOP1,70.8,9,0,3,0,0.0
RFQ731-001767,ORACLE,False,x731,CFG731_509cb555eca833a1,CFG731_509cb555eca833a1,1.0,CORRECT_TOP1,100.7,13,0,2,0,0.0
RFQ731-001768,ORACLE,False,x731,CFG731_f2f3c932d1048d8d,CFG731_f2f3c932d1048d8d,1.0,CORRECT_TOP1,91.60000000000001,12,0,2,0,0.0
RFQ731-001769,ORACLE,False,x731,CFG731_13c137be155b0bd9,CFG731_13c137be155b0bd9,1.0,CORRECT_TOP1,100.4,13,0,2,0,0.0
RFQ731-001770,ORACLE,False,x731,CFG731_a92ad5294d9187e9,CFG731_a92ad5294d9187e9,1.0,CORRECT_TOP1,88.1,11,0,3,0,0.0
RFQ731-001771,ORACLE,False,x731,CFG731_a93ee7be2372dea3,CFG731_a93ee7be2372dea3,1.0,CORRECT_TOP1,72.0,8,0,5,0,0.0
RFQ731-001772,ORACLE,False,x731,CFG731_b56113a9ae2281a6,CFG731_b56113a9ae2281a6,1.0,CORRECT_TOP1,102.2,12,0,4,0,0.0
RFQ731-001773,ORACLE,False,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,1.0,CORRECT_TOP1,96.4,11,0,5,0,0.0
RFQ731-001774,ORACLE,False,x731,CFG731_a9ec8cda9130252f,CFG731_a9ec8cda9130252f,1.0,CORRECT_TOP1,88.60000000000001,11,0,3,0,0.0
RFQ731-001775,ORACLE,False,x731,CFG731_0b33555ff08fcd28,CFG731_0b33555ff08fcd28,1.0,CORRECT_TOP1,98.3,13,0,2,0,0.0
RFQ731-001776,ORACLE,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1.0,CORRECT_TOP1,83.2,11,0,2,0,0.0
RFQ731-001777,ORACLE,False,x731,CFG731_0db950a4979d2c52,CFG731_0db950a4979d2c52,1.0,CORRECT_TOP1,96.9,10,0,7,0,0.0
RFQ731-001778,ORACLE,False,G731ST-HT,CFG731_aa4779c40e6c2de0,CFG731_aa4779c40e6c2de0,1.0,CORRECT_TOP1,71.9,9,0,4,0,0.0
RFQ731-001779,ORACLE,False,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,1.0,CORRECT_TOP1,104.8,13,0,3,0,0.0
RFQ731-001780,ORACLE,False,G731ST-LT,CFG731_1d59f25068204b01,CFG731_1d59f25068204b01,1.0,CORRECT_TOP1,90.7,11,0,4,0,0.0
RFQ731-001781,ORACLE,False,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,1.0,CORRECT_TOP1,91.4,11,0,5,0,0.0
RFQ731-001782,ORACLE,False,F731PW,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,1.0,CORRECT_TOP1,70.7,9,0,3,0,0.0
RFQ731-001783,ORACLE,False,x731,CFG731_2ae6ccd85f4fafbe,CFG731_2ae6ccd85f4fafbe,1.0,CORRECT_TOP1,70.30000000000001,9,0,3,0,0.0
RFQ731-001784,ORACLE,False,x731,CFG731_5cae68c0a1d5db32,CFG731_5cae68c0a1d5db32,1.0,CORRECT_TOP1,74.7,9,0,4,0,0.0
RFQ731-001785,ORACLE,False,x731,CFG731_5362e45ac22e6417,CFG731_5362e45ac22e6417,1.0,CORRECT_TOP1,95.5,13,0,1,0,0.0
RFQ731-001786,ORACLE,False,x731,CFG731_555c215c4639435a,CFG731_555c215c4639435a,1.0,CORRECT_TOP1,89.4,12,0,2,0,0.0
RFQ731-001787,ORACLE,False,G731ST-HT,CFG731_168475c8045761e7,CFG731_168475c8045761e7,1.0,CORRECT_TOP1,82.6,10,0,4,0,0.0
RFQ731-001788,ORACLE,False,x731,CFG731_d881bdfa42976572,CFG731_d881bdfa42976572,1.0,CORRECT_TOP1,83.10000000000001,11,0,2,0,0.0
RFQ731-001789,ORACLE,False,x731,CFG731_df5f598a914fb1cc,CFG731_df5f598a914fb1cc,1.0,CORRECT_TOP1,81.30000000000001,10,0,4,0,0.0
RFQ731-001790,ORACLE,False,x731,CFG731_64e162d496afc031,CFG731_64e162d496afc031,1.0,CORRECT_TOP1,91.0,12,0,2,0,0.0
RFQ731-001791,ORACLE,False,x731,CFG731_3611bb1fba248e38,CFG731_3611bb1fba248e38,1.0,CORRECT_TOP1,97.39999999999999,12,0,3,0,0.0
RFQ731-001792,ORACLE,False,x731,CFG731_c52f7eb3e0603707,CFG731_c52f7eb3e0603707,1.0,CORRECT_TOP1,85.6,11,0,3,0,0.0
RFQ731-001793,ORACLE,False,x731,CFG731_65b9beb5d5675c99,CFG731_65b9beb5d5675c99,1.0,CORRECT_TOP1,95.4,13,0,1,0,0.0
RFQ731-001794,ORACLE,False,F731PW,CFG731_327bfa077bbbd45e,CFG731_327bfa077bbbd45e,1.0,CORRECT_TOP1,65.9,8,0,4,0,0.0
RFQ731-001795,ORACLE,False,x731,CFG731_388928540067c900,CFG731_388928540067c900,1.0,CORRECT_TOP1,74.5,8,0,6,0,0.0
RFQ731-001796,ORACLE,False,x731,CFG731_007c0829be0a9482,CFG731_007c0829be0a9482,1.0,CORRECT_TOP1,95.1,12,0,3,0,0.0
RFQ731-001797,ORACLE,False,x731,CFG731_804fd97f3e73ed8a,CFG731_804fd97f3e73ed8a,1.0,CORRECT_TOP1,87.4,10,0,5,0,0.0
RFQ731-001798,ORACLE,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_b7a7770d19b6f648,1.0,CORRECT_TOP1,79.2,10,0,4,0,0.0
RFQ731-001799,ORACLE,False,x731,CFG731_962b6fcde3072947,CFG731_962b6fcde3072947,1.0,CORRECT_TOP1,90.7,10,0,6,0,0.0
RFQ731-001800,ORACLE,False,G731VG,CFG731_6a47b38d62a9fed3,CFG731_6a47b38d62a9fed3,1.0,CORRECT_TOP1,91.7,11,0,4,0,0.0
RFQ731-001801,ORACLE,False,F731TE,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,1.0,CORRECT_TOP1,69.1,10,0,1,0,0.0
RFQ731-001802,ORACLE,False,G731ST-LT,CFG731_b3d0283738532d82,CFG731_b3d0283738532d82,1.0,CORRECT_TOP1,78.4,10,0,4,0,0.0
RFQ731-001803,ORACLE,False,G731ST-HT,CFG731_7b17e78739264251,CFG731_7b17e78739264251,1.0,CORRECT_TOP1,83.5,12,0,1,0,0.0
RFQ731-001804,ORACLE,False,x731,CFG731_f287b32480efae51,CFG731_f287b32480efae51,1.0,CORRECT_TOP1,74.0,9,0,4,0,0.0
RFQ731-001805,ORACLE,False,G731ST-LT,CFG731_4c72f78c1186e8f7,CFG731_4c72f78c1186e8f7,1.0,CORRECT_TOP1,80.80000000000001,10,0,4,0,0.0
RFQ731-001806,ORACLE,False,F731TE,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,1.0,CORRECT_TOP1,63.1,8,0,3,0,0.0
RFQ731-001807,ORACLE,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_b7a7770d19b6f648,1.0,CORRECT_TOP1,80.4,10,0,4,0,0.0
RFQ731-001808,ORACLE,False,F731TE,CFG731_a72f99e8160efda6,CFG731_a72f99e8160efda6,1.0,CORRECT_TOP1,81.10000000000001,10,0,3,0,0.0
RFQ731-001809,ORACLE,False,G731ST-HT,CFG731_708466e4f37148f0,CFG731_708466e4f37148f0,1.0,CORRECT_TOP1,89.3,11,0,4,0,0.0
RFQ731-001810,ORACLE,False,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,1.0,CORRECT_TOP1,101.8,13,0,3,0,0.0
RFQ731-001811,ORACLE,False,G731ST-HT,CFG731_168475c8045761e7,CFG731_168475c8045761e7,1.0,CORRECT_TOP1,83.8,11,0,3,0,0.0
RFQ731-001812,ORACLE,False,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_ff04d32ca467d2a5,1.0,CORRECT_TOP1,88.89999999999999,12,0,2,0,0.0
RFQ731-001813,ORACLE,False,x731,CFG731_7c78a4beb9b12eb2,CFG731_7c78a4beb9b12eb2,1.0,CORRECT_TOP1,99.0,13,0,2,0,0.0
RFQ731-001814,ORACLE,False,x731,CFG731_f430d8ebe4134533,CFG731_f430d8ebe4134533,1.0,CORRECT_TOP1,101.80000000000001,12,0,4,0,0.0
RFQ731-001815,ORACLE,False,x731,CFG731_5e50b9bcbfa0b051,CFG731_5e50b9bcbfa0b051,1.0,CORRECT_TOP1,73.3,9,0,4,0,0.0
RFQ731-001816,ORACLE,False,F731TE,CFG731_574aa7a29f75cd60,CFG731_574aa7a29f75cd60,1.0,CORRECT_TOP1,85.9,11,0,2,0,0.0
RFQ731-001817,ORACLE,False,x731,CFG731_9fd2ebe15271fc33,CFG731_9fd2ebe15271fc33,1.0,CORRECT_TOP1,98.1,13,0,2,0,0.0
RFQ731-001818,ORACLE,False,x731,CFG731_cd907466ae420427,CFG731_cd907466ae420427,1.0,CORRECT_TOP1,84.10000000000001,10,0,4,0,0.0
RFQ731-001819,ORACLE,False,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_8281908b452128f3,1.0,CORRECT_TOP1,82.3,11,0,2,0,0.0
RFQ731-001820,ORACLE,False,x731,CFG731_82556c55b0de9a67,CFG731_82556c55b0de9a67,1.0,CORRECT_TOP1,68.4,9,0,3,0,0.0
RFQ731-001821,ORACLE,False,x731,CFG731_3e782f59368b40db,CFG731_3e782f59368b40db,1.0,CORRECT_TOP1,82.1,11,0,2,0,0.0
RFQ731-001822,ORACLE,False,x731,CFG731_8af4adfbdf504482,CFG731_8af4adfbdf504482,1.0,CORRECT_TOP1,82.7,10,0,4,0,0.0
RFQ731-001823,ORACLE,False,F731TE,CFG731_81bffae40f4c3a60,CFG731_81bffae40f4c3a60,1.0,CORRECT_TOP1,78.7,10,0,3,0,0.0
RFQ731-001824,ORACLE,False,x731,CFG731_40d405b73b679480,CFG731_40d405b73b679480,1.0,CORRECT_TOP1,71.7,8,0,5,0,0.0
RFQ731-001825,ORACLE,False,x731,CFG731_0988a349490181d9,CFG731_0988a349490181d9,1.0,CORRECT_TOP1,78.4,9,0,5,0,0.0
RFQ731-001826,ORACLE,False,G731ST-HT,CFG731_4de012f7232f644d,CFG731_4de012f7232f644d,1.0,CORRECT_TOP1,86.60000000000001,11,0,4,0,0.0
RFQ731-001827,ORACLE,False,G731ST-HT,CFG731_6cc2f5d089c01baf,CFG731_6cc2f5d089c01baf,1.0,CORRECT_TOP1,71.1,8,0,6,0,0.0
RFQ731-001828,ORACLE,False,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,1.0,CORRECT_TOP1,88.8,11,0,3,0,0.0
RFQ731-001829,ORACLE,False,x731,CFG731_a84a367ef61c4e59,CFG731_a84a367ef61c4e59,1.0,CORRECT_TOP1,58.4,5,0,8,0,0.0
RFQ731-001830,ORACLE,False,x731,CFG731_8a7a801f91254eeb,CFG731_8a7a801f91254eeb,1.0,CORRECT_TOP1,88.39999999999999,11,0,3,0,0.0
RFQ731-001831,ORACLE,False,F731TE,CFG731_090330aa38b8e80b,CFG731_090330aa38b8e80b,1.0,CORRECT_TOP1,81.1,10,0,3,0,0.0
RFQ731-001832,ORACLE,False,x731,CFG731_3611bb1fba248e38,CFG731_3611bb1fba248e38,1.0,CORRECT_TOP1,87.5,10,0,5,0,0.0
RFQ731-001833,ORACLE,False,x731,CFG731_6513d2f5c85df9e4,CFG731_6513d2f5c85df9e4,1.0,CORRECT_TOP1,89.8,12,0,2,0,0.0
RFQ731-001834,ORACLE,False,x731,CFG731_4e59e6fc4174afa3,CFG731_4e59e6fc4174afa3,1.0,CORRECT_TOP1,81.2,10,0,4,0,0.0
RFQ731-001835,ORACLE,False,x731,CFG731_d3256527bf7fe65c,CFG731_d3256527bf7fe65c,1.0,CORRECT_TOP1,94.2,12,0,3,0,0.0
RFQ731-001836,ORACLE,False,x731,CFG731_7986bd8f29a06f04,CFG731_7986bd8f29a06f04,1.0,CORRECT_TOP1,69.80000000000001,8,0,5,0,0.0
RFQ731-001837,ORACLE,False,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,1.0,CORRECT_TOP1,79.9,8,0,8,0,0.0
RFQ731-001838,ORACLE,False,x731,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,1.0,CORRECT_TOP1,94.4,12,0,2,0,0.0
RFQ731-001839,ORACLE,False,x731,CFG731_8f470181ad32eeae,CFG731_8f470181ad32eeae,1.0,CORRECT_TOP1,91.5,9,0,8,0,0.0
RFQ731-001840,ORACLE,False,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_d2034bb5aa313dac,1.0,CORRECT_TOP1,74.30000000000001,10,0,2,0,0.0
RFQ731-001841,ORACLE,False,x731,CFG731_ede0b25f5f83644d,CFG731_ede0b25f5f83644d,1.0,CORRECT_TOP1,80.9,11,0,2,0,0.0
RFQ731-001842,ORACLE,False,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_d2034bb5aa313dac,1.0,CORRECT_TOP1,74.6,10,0,2,0,0.0
RFQ731-001843,ORACLE,False,x731,CFG731_117f19eb2913314e,CFG731_117f19eb2913314e,1.0,CORRECT_TOP1,107.5,14,0,2,0,0.0
RFQ731-001844,ORACLE,False,x731,CFG731_7942d32924313c96,CFG731_7942d32924313c96,1.0,CORRECT_TOP1,79.3,9,0,5,0,0.0
RFQ731-001845,ORACLE,False,x731,CFG731_95e2d680672ff303,CFG731_95e2d680672ff303,1.0,CORRECT_TOP1,82.5,11,0,2,0,0.0
RFQ731-001846,ORACLE,False,x731,CFG731_e4f7fe15e8ccf2c9,CFG731_e4f7fe15e8ccf2c9,1.0,CORRECT_TOP1,83.2,10,0,4,0,0.0
RFQ731-001847,ORACLE,False,x731,CFG731_1ff2c28c953275c5,CFG731_1ff2c28c953275c5,1.0,CORRECT_TOP1,80.7,10,0,4,0,0.0
RFQ731-001848,ORACLE,False,x731,CFG731_9e4fccece4d272d3,CFG731_9e4fccece4d272d3,1.0,CORRECT_TOP1,100.4,12,0,4,0,0.0
RFQ731-001849,ORACLE,False,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,1.0,CORRECT_TOP1,84.3,11,0,3,0,0.0
RFQ731-001850,ORACLE,False,x731,CFG731_ce4c7976fe8fc47b,CFG731_ce4c7976fe8fc47b,1.0,CORRECT_TOP1,91.89999999999999,12,0,2,0,0.0
RFQ731-001851,ORACLE,False,x731,CFG731_4514730a70640409,CFG731_4514730a70640409,1.0,CORRECT_TOP1,72.5,9,0,4,0,0.0
RFQ731-001852,ORACLE,False,x731,CFG731_8ade52b2e74d0235,CFG731_8ade52b2e74d0235,1.0,CORRECT_TOP1,86.4,11,0,3,0,0.0
RFQ731-001853,ORACLE,False,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,1.0,CORRECT_TOP1,57.400000000000006,7,0,4,0,0.0
RFQ731-001854,ORACLE,False,x731,CFG731_9b7849ea5c974903,CFG731_9b7849ea5c974903,1.0,CORRECT_TOP1,86.2,11,0,3,0,0.0
RFQ731-001855,ORACLE,False,x731,CFG731_a4b44df449e9d78d,CFG731_a4b44df449e9d78d,1.0,CORRECT_TOP1,81.80000000000001,9,0,6,0,0.0
RFQ731-001856,ORACLE,False,G731ST-LT,CFG731_ef044db10b586894,CFG731_ef044db10b586894,1.0,CORRECT_TOP1,85.3,11,0,3,0,0.0
RFQ731-001857,ORACLE,False,x731,CFG731_22ee4ff4a2fef4e6,CFG731_22ee4ff4a2fef4e6,1.0,CORRECT_TOP1,81.0,10,0,4,0,0.0
RFQ731-001858,ORACLE,False,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,1.0,CORRECT_TOP1,99.10000000000001,12,0,4,0,0.0
RFQ731-001859,ORACLE,False,x731,CFG731_4804eb7da7298ac9,CFG731_4804eb7da7298ac9,1.0,CORRECT_TOP1,80.1,11,0,2,0,0.0
RFQ731-001860,ORACLE,False,G731ST-HT,CFG731_68193b179adae994,CFG731_68193b179adae994,1.0,CORRECT_TOP1,86.30000000000001,11,0,4,0,0.0
RFQ731-001861,ORACLE,False,F731TE,CFG731_31d150421c4341a3,CFG731_31d150421c4341a3,1.0,CORRECT_TOP1,70.9,10,0,1,0,0.0
RFQ731-001862,ORACLE,False,x731,CFG731_0988a349490181d9,CFG731_0988a349490181d9,1.0,CORRECT_TOP1,81.4,10,0,4,0,0.0
RFQ731-001863,ORACLE,False,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,1.0,CORRECT_TOP1,85.4,10,0,5,0,0.0
RFQ731-001864,ORACLE,False,F731TE,CFG731_28454766bbc80cb9,CFG731_28454766bbc80cb9,1.0,CORRECT_TOP1,75.7,9,0,4,0,0.0
RFQ731-001865,ORACLE,False,x731,CFG731_31d0a0df66872bf7,CFG731_31d0a0df66872bf7,1.0,CORRECT_TOP1,95.2,11,0,5,0,0.0
RFQ731-001866,ORACLE,False,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,1.0,CORRECT_TOP1,104.5,13,0,3,0,0.0
RFQ731-001867,ORACLE,False,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,1.0,CORRECT_TOP1,96.6,13,0,1,0,0.0
RFQ731-001868,ORACLE,False,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,1.0,CORRECT_TOP1,65.2,9,0,2,0,0.0
RFQ731-001869,ORACLE,False,x731,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,1.0,CORRECT_TOP1,96.60000000000001,10,0,7,0,0.0
RFQ731-001870,ORACLE,False,G731CA,CFG731_4af82641f975d9aa,CFG731_4af82641f975d9aa,1.0,CORRECT_TOP1,76.5,10,0,2,0,0.0
RFQ731-001871,ORACLE,False,x731,CFG731_e049618b920d59b6,CFG731_e049618b920d59b6,1.0,CORRECT_TOP1,101.5,13,0,3,0,0.0
RFQ731-001872,ORACLE,False,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_8b6ed3cfa9ed1e59,1.0,CORRECT_TOP1,88.8,11,0,4,0,0.0
RFQ731-001873,ORACLE,False,x731,CFG731_b187fb9ad3627171,CFG731_b187fb9ad3627171,1.0,CORRECT_TOP1,86.6,10,0,4,0,0.0
RFQ731-001874,ORACLE,False,x731,CFG731_eea9998b9f9a0bdb,CFG731_eea9998b9f9a0bdb,1.0,CORRECT_TOP1,90.5,13,0,0,0,0.0
RFQ731-001875,ORACLE,False,F731WD_DualChannel,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,1.0,CORRECT_TOP1,71.6,9,0,3,0,0.0
RFQ731-001876,ORACLE,False,G731ST-LT,CFG731_750dd83a06ba43cb,CFG731_750dd83a06ba43cb,1.0,CORRECT_TOP1,84.30000000000001,9,0,6,0,0.0
RFQ731-001877,ORACLE,False,x731,CFG731_b60961340903daf0,CFG731_b60961340903daf0,1.0,CORRECT_TOP1,77.8,10,0,3,0,0.0
RFQ731-001878,ORACLE,False,x731,CFG731_257fecba9143d12f,CFG731_257fecba9143d12f,1.0,CORRECT_TOP1,72.80000000000001,7,0,7,0,0.0
RFQ731-001879,ORACLE,False,x731,CFG731_c0dc535399f71de8,CFG731_c0dc535399f71de8,1.0,CORRECT_TOP1,73.6,10,0,2,0,0.0
RFQ731-001880,ORACLE,False,G731ST-LT,CFG731_166343048c227f3c,CFG731_166343048c227f3c,1.0,CORRECT_TOP1,80.7,9,0,6,0,0.0
RFQ731-001881,ORACLE,False,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,1.0,CORRECT_TOP1,111.1,15,0,1,0,0.0
RFQ731-001882,ORACLE,False,x731,CFG731_27bb9f530dcb688a,CFG731_27bb9f530dcb688a,1.0,CORRECT_TOP1,103.3,13,0,3,0,0.0
RFQ731-001883,ORACLE,False,x731,CFG731_9cedc4ecc45a4b46,CFG731_9cedc4ecc45a4b46,1.0,CORRECT_TOP1,99.60000000000001,13,0,2,0,0.0
RFQ731-001884,ORACLE,False,x731,CFG731_8a7a801f91254eeb,CFG731_8a7a801f91254eeb,1.0,CORRECT_TOP1,89.0,11,0,3,0,0.0
RFQ731-001885,ORACLE,False,x731,CFG731_241d60e6ef5278be,CFG731_241d60e6ef5278be,1.0,CORRECT_TOP1,93.1,10,0,6,0,0.0
RFQ731-001886,ORACLE,False,G731ST-LT,CFG731_16700b9d004fb9de,CFG731_16700b9d004fb9de,1.0,CORRECT_TOP1,85.5,10,0,5,0,0.0
RFQ731-001887,ORACLE,False,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,1.0,CORRECT_TOP1,99.8,12,0,4,0,0.0
RFQ731-001888,ORACLE,False,G731CA,CFG731_24b3128196e55c23,CFG731_24b3128196e55c23,1.0,CORRECT_TOP1,78.6,11,0,1,0,0.0
RFQ731-001889,ORACLE,False,G731CA,CFG731_b43582909c828d95,CFG731_b43582909c828d95,1.0,CORRECT_TOP1,70.8,9,0,3,0,0.0
RFQ731-001890,ORACLE,False,x731,CFG731_21def19203fecb10,CFG731_21def19203fecb10,1.0,CORRECT_TOP1,78.8,8,0,7,0,0.0
RFQ731-001891,ORACLE,False,x731,CFG731_ede0b25f5f83644d,CFG731_ede0b25f5f83644d,1.0,CORRECT_TOP1,87.5,12,0,1,0,0.0
RFQ731-001892,ORACLE,False,G731ST-HT,CFG731_5c80dfb541787e3e,CFG731_5c80dfb541787e3e,1.0,CORRECT_TOP1,78.5,9,0,6,0,0.0
RFQ731-001893,ORACLE,False,x731,CFG731_c66891bf502d2d83,CFG731_c66891bf502d2d83,1.0,CORRECT_TOP1,99.0,12,0,3,0,0.0
RFQ731-001894,ORACLE,False,x731,CFG731_80409e6aafce9221,CFG731_80409e6aafce9221,1.0,CORRECT_TOP1,91.5,12,0,2,0,0.0
RFQ731-001895,ORACLE,False,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,1.0,CORRECT_TOP1,88.2,11,0,3,0,0.0
RFQ731-001896,ORACLE,False,F731PW,CFG731_ef211cb97feaddc8,CFG731_ef211cb97feaddc8,1.0,CORRECT_TOP1,83.0,12,0,0,0,0.0
RFQ731-001897,ORACLE,False,G731CA,CFG731_14235f3888d71408,CFG731_14235f3888d71408,1.0,CORRECT_TOP1,79.8,9,0,5,0,0.0
RFQ731-001898,ORACLE,False,F731TE,CFG731_5164655533c6a8d0,CFG731_5164655533c6a8d0,1.0,CORRECT_TOP1,78.1,10,0,3,0,0.0
RFQ731-001899,ORACLE,False,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,1.0,CORRECT_TOP1,92.5,11,0,5,0,0.0
RFQ731-001900,ORACLE,False,x731,CFG731_8d07e19298d09d34,CFG731_8d07e19298d09d34,1.0,CORRECT_TOP1,88.0,9,0,7,0,0.0
RFQ731-001901,ORACLE,False,x731,CFG731_61e03f690afcaa1a,CFG731_61e03f690afcaa1a,1.0,CORRECT_TOP1,94.30000000000001,11,0,5,0,0.0
RFQ731-001902,ORACLE,False,x731,CFG731_80e3b04d167bbba8,CFG731_80e3b04d167bbba8,1.0,CORRECT_TOP1,80.5,11,0,2,0,0.0
RFQ731-001903,ORACLE,False,x731,CFG731_228013cfd0470f7a,CFG731_228013cfd0470f7a,1.0,CORRECT_TOP1,85.2,9,0,6,0,0.0
RFQ731-001904,ORACLE,False,x731,CFG731_1cfadf20495f86bf,CFG731_1cfadf20495f86bf,1.0,CORRECT_TOP1,109.1,14,0,2,0,0.0
RFQ731-001905,ORACLE,False,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,1.0,CORRECT_TOP1,99.2,12,0,4,0,0.0
RFQ731-001906,ORACLE,False,G731ST-LT,CFG731_ef044db10b586894,CFG731_ef044db10b586894,1.0,CORRECT_TOP1,92.2,13,0,1,0,0.0
RFQ731-001907,ORACLE,False,x731,CFG731_31d0a0df66872bf7,CFG731_31d0a0df66872bf7,1.0,CORRECT_TOP1,108.10000000000001,14,0,2,0,0.0
RFQ731-001908,ORACLE,False,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,1.0,CORRECT_TOP1,97.0,12,0,4,0,0.0
RFQ731-001909,ORACLE,False,x731,CFG731_ae4ea28b1eaeb3df,CFG731_ae4ea28b1eaeb3df,1.0,CORRECT_TOP1,103.1,13,0,3,0,0.0
