rfq_id,rank,configuration_id,ground_truth_configuration_id,is_ground_truth_configuration,package_context,target_package,record_type,evidence_level,score,mandatory_total,mandatory_satisfied,mandatory_violated,mandatory_fully_satisfied,preferred_total,preferred_satisfied,preferred_different,unmentioned_features,candidate_status
RFQ731-002419,10,CFG731_4fa965828957289a,CFG731_cf93550b4257fc7d,False,x731,x731,DERIVED,LOW,17.128971054713034,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-002420,1,CFG731_6886c948a9d1ec0c,CFG731_6886c948a9d1ec0c,True,F731TE,F731TE,OBSERVED,OBSERVED,35.31847236214592,11,11,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002420,2,CFG731_5164655533c6a8d0,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,33.48299831512569,11,10,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002420,3,CFG731_81bffae40f4c3a60,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,30.84022114714145,11,10,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002420,4,CFG731_a72f99e8160efda6,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,30.84022114714145,11,10,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002420,5,CFG731_28454766bbc80cb9,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,29.00474710012121,11,9,2,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002420,6,CFG731_090330aa38b8e80b,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,29.00474710012121,11,9,2,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002420,7,CFG731_07fb816f7dc25bc8,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,14.546204488845632,11,10,1,False,2,1,1,1,MANDATORY_VIOLATION
RFQ731-002420,8,CFG731_7c93880f0c6b22c5,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,14.546204488845632,11,10,1,False,2,1,1,1,MANDATORY_VIOLATION
RFQ731-002420,9,CFG731_54559f782190a122,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,12.7107304418254,11,9,2,False,2,1,1,1,MANDATORY_VIOLATION
RFQ731-002420,10,CFG731_1962af6277da6f54,CFG731_6886c948a9d1ec0c,False,F731TE,F731TE,OBSERVED,OBSERVED,12.7107304418254,11,9,2,False,2,1,1,1,MANDATORY_VIOLATION
RFQ731-002421,1,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,True,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,27.239487931069867,10,10,0,True,6,6,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,2,CFG731_8b6ed3cfa9ed1e59,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.1902492084672,10,10,0,True,6,5,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,3,CFG731_c5da2661a169f82b,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.048217157776303,10,10,0,True,6,5,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,4,CFG731_750dd83a06ba43cb,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,23.96780693926888,10,9,1,False,6,6,0,0,MANDATORY_VIOLATION
RFQ731-002421,5,CFG731_7203705eed387b0a,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.76123671606539,10,9,1,False,6,6,0,0,MANDATORY_VIOLATION
RFQ731-002421,6,CFG731_a40ab19ad6671fbe,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.12508253225893,10,10,0,True,6,5,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,7,CFG731_0ec9bdeb15079e1b,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.12508253225893,10,10,0,True,6,5,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,8,CFG731_e4891d6f45902e22,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.998978435173637,10,10,0,True,6,4,2,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002421,9,CFG731_996314000fcfec4b,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.9215367756092,10,9,1,False,6,6,0,0,MANDATORY_VIOLATION
RFQ731-002421,10,CFG731_a2a709ad804cc5a2,CFG731_e0009be417f51ccd,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.918568216666205,10,9,1,False,6,5,1,0,MANDATORY_VIOLATION
RFQ731-002422,1,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,True,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,12,12,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002422,2,CFG731_7822370b42865359,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,12,12,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002422,3,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,12,12,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002422,4,CFG731_d8c9e5b1edc3b4b3,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.41903377566025,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-002422,5,CFG731_089eb10797cdf87e,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.41903377566025,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002422,6,CFG731_e1c54b5b080fabb2,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.375015530680145,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-002422,7,CFG731_70aa05e83d20d403,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.375015530680145,12,11,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002422,8,CFG731_8956c16bd3b9a345,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002422,9,CFG731_70aa5a64b0803277,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-002422,10,CFG731_8ddba298744bc573,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002423,1,CFG731_31aa13473958d7d3,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,20.010764175916563,9,9,0,True,5,5,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,2,CFG731_af5b0ebc51685059,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,20.010764175916563,9,9,0,True,5,5,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,3,CFG731_4f69dda45b9029b5,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,20.010764175916563,9,9,0,True,5,5,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,4,CFG731_8dd67811ddc4561f,CFG731_8dd67811ddc4561f,True,x731,x731,DERIVED,LOW,20.010764175916563,9,9,0,True,5,5,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,5,CFG731_026f2e047a5ce316,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,20.010764175916563,9,9,0,True,5,5,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,6,CFG731_b7c5e5eddd92ed3a,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,17.607514794817753,9,8,1,False,5,5,0,1,MANDATORY_VIOLATION
RFQ731-002423,7,CFG731_205404302204a46b,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,17.607514794817753,9,8,1,False,5,5,0,2,MANDATORY_VIOLATION
RFQ731-002423,8,CFG731_b80f5441ee56ff19,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,17.49588723271092,9,8,1,False,5,5,0,2,MANDATORY_VIOLATION
RFQ731-002423,9,CFG731_1c1fb7a32bf0146b,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,16.961525453313893,9,9,0,True,5,4,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002423,10,CFG731_698d5a2452cfb0ae,CFG731_8dd67811ddc4561f,False,x731,x731,DERIVED,LOW,16.961525453313893,9,9,0,True,5,4,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,1,CFG731_a59cc7e57b856164,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,2,CFG731_134ecd7b8190bed1,CFG731_134ecd7b8190bed1,True,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,3,CFG731_5feb84333ab424ba,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,4,CFG731_1d78950cabc90332,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,5,CFG731_404424158a3493ae,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,6,CFG731_de67d4c164ed05bc,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,7,CFG731_bfee42801e80594e,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,8,CFG731_c887ba58c35036a9,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,19.755499301034664,9,9,0,True,4,4,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002424,9,CFG731_ef2da8cd513b19be,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,17.352249919935858,9,8,1,False,4,4,0,2,MANDATORY_VIOLATION
RFQ731-002424,10,CFG731_0ccac09f5dbb32fb,CFG731_134ecd7b8190bed1,False,x731,x731,DERIVED,VERY_STRONG,17.352249919935858,9,8,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-002425,1,CFG731_83f956404d04e6cd,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,22.843543158358937,12,12,0,True,3,3,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,2,CFG731_8bb159f1711e5f6c,CFG731_8bb159f1711e5f6c,True,x731,x731,DERIVED,LOW,22.843543158358937,12,12,0,True,3,3,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,3,CFG731_142da525ddb90041,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,22.843543158358937,12,12,0,True,3,3,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,4,CFG731_ec83ad3bde5df955,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,20.396275532280026,12,11,1,False,3,3,0,2,MANDATORY_VIOLATION
RFQ731-002425,5,CFG731_c37552e153d601ab,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,20.396275532280026,12,11,1,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-002425,6,CFG731_9a0f0b26c7f24725,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,19.652272385065373,12,12,0,True,3,2,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,7,CFG731_399690ce112d8d2a,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,19.652272385065373,12,12,0,True,3,2,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,8,CFG731_8b9239fd1c516750,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,19.652272385065373,12,12,0,True,3,2,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,9,CFG731_cc50cacf788bd84a,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,19.571862166557946,12,12,0,True,3,2,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002425,10,CFG731_3c4babe78beeb112,CFG731_8bb159f1711e5f6c,False,x731,x731,DERIVED,LOW,19.571862166557946,12,12,0,True,3,2,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,1,CFG731_140a9819128d92da,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,2,CFG731_214b093bf98ca9ef,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,3,CFG731_4374ad7ccac15076,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,4,CFG731_440f9c9b032b7d0a,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,5,CFG731_b4987f1c95e91d0d,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,4,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,6,CFG731_80409e6aafce9221,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,7,CFG731_55d3237d65c8a47c,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,8,CFG731_f8cc7d4d2ef53582,CFG731_f8cc7d4d2ef53582,True,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,9,CFG731_24a2c6ef94654845,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002426,10,CFG731_2451b1d5b9cd9ccd,CFG731_f8cc7d4d2ef53582,False,x731,x731,DERIVED,MODERATE,17.412180945769027,10,10,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002427,1,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,True,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,26.013318501830994,13,13,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002427,2,CFG731_8da1da530d6ae54d,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,26.013318501830994,13,13,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002427,3,CFG731_ef044db10b586894,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.964079779228324,13,12,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002427,4,CFG731_bd3c08ff576a8cab,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.741637510030007,13,12,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002427,5,CFG731_2eae9204301f61ab,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,22.741637510030007,13,12,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002427,6,CFG731_175641fe8d1c7f37,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,21.197616623777105,13,12,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-002427,7,CFG731_7882c72c21497015,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,21.197616623777105,13,12,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002427,8,CFG731_10085782ed0991cf,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.898913103020057,13,12,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-002427,9,CFG731_f6ea64d2965a329a,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.898913103020057,13,12,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002427,10,CFG731_395f3e5588a2c3c0,CFG731_1d89d7fdc7355744,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.898913103020057,13,12,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-002428,1,CFG731_f9fd6a4462ec051a,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,27.47220172608201,10,10,0,True,1,1,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002428,2,CFG731_10e74d757a2fa2a6,CFG731_10e74d757a2fa2a6,True,F731PW,F731PW,DERIVED,MODERATE,27.47220172608201,10,10,0,True,1,1,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002428,3,CFG731_0d8116f4900c6919,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,11.997746020380582,10,9,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002428,4,CFG731_00f08838a21d3799,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,11.997746020380582,10,9,1,False,1,1,0,0,MANDATORY_VIOLATION
RFQ731-002428,5,CFG731_327bfa077bbbd45e,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,11.997746020380582,10,9,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002428,6,CFG731_a9f22ebc14287e5d,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,5.427484815406366,10,8,2,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002428,7,CFG731_92efd7a3c43da152,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,5.427484815406366,10,8,2,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002428,8,CFG731_7fea22051dcc86b6,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,5.427484815406366,10,8,2,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002428,9,CFG731_b265e25b7baf721d,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,5.427484815406366,10,8,2,False,1,1,0,0,MANDATORY_VIOLATION
RFQ731-002428,10,CFG731_0781a0fecc8f46d5,CFG731_10e74d757a2fa2a6,False,F731PW,F731PW,DERIVED,MODERATE,5.427484815406366,10,8,2,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002429,1,CFG731_acd18bc8a73cfdde,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,21.239484645092087,13,13,0,True,1,1,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002429,2,CFG731_2e49817fa45fc350,CFG731_2e49817fa45fc350,True,x731,x731,DERIVED,VERY_STRONG,21.239484645092087,13,13,0,True,1,1,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002429,3,CFG731_8d2d91c46ccfb471,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,21.239484645092087,13,13,0,True,1,1,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002429,4,CFG731_ff3460f478ef969b,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,21.239484645092087,13,13,0,True,1,1,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002429,5,CFG731_48772fd385d8dcd5,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.792217019013176,13,12,1,False,1,1,0,2,MANDATORY_VIOLATION
RFQ731-002429,6,CFG731_df5f598a914fb1cc,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.048213871798524,13,12,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002429,7,CFG731_c87cb45e3d711af0,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.048213871798524,13,12,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-002429,8,CFG731_22fecf5bb26e1132,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.048213871798524,13,12,1,False,1,1,0,2,MANDATORY_VIOLATION
RFQ731-002429,9,CFG731_9fd2ebe15271fc33,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.048213871798524,13,12,1,False,1,1,0,2,MANDATORY_VIOLATION
RFQ731-002429,10,CFG731_181ea7d5a9c21b8c,CFG731_2e49817fa45fc350,False,x731,x731,DERIVED,VERY_STRONG,18.048213871798524,13,12,1,False,1,1,0,3,MANDATORY_VIOLATION
RFQ731-002430,1,CFG731_54559f782190a122,CFG731_54559f782190a122,True,F731TE,F731TE,OBSERVED,OBSERVED,34.9592570960548,9,9,0,True,4,4,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002430,2,CFG731_3794187f0a0c3133,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,30.48100588105032,9,9,0,True,4,3,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002430,3,CFG731_1962af6277da6f54,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,29.674824807100546,9,8,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-002430,4,CFG731_07fb816f7dc25bc8,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,29.644924312434604,9,8,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-002430,5,CFG731_574aa7a29f75cd60,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,27.393323211063677,9,7,2,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-002430,6,CFG731_874928f24c55285e,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,25.19657359209607,9,8,1,False,4,3,1,0,MANDATORY_VIOLATION
RFQ731-002430,7,CFG731_3d8c1bbc0ef4249a,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,25.16667309743013,9,8,1,False,4,3,1,0,MANDATORY_VIOLATION
RFQ731-002430,8,CFG731_7c93880f0c6b22c5,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,24.360492023480347,9,7,2,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-002430,9,CFG731_3fe2202b70f330b1,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,22.9150719960592,9,7,2,False,4,3,1,0,MANDATORY_VIOLATION
RFQ731-002430,10,CFG731_7113759c5b95914d,CFG731_54559f782190a122,False,F731TE,F731TE,OBSERVED,OBSERVED,22.9150719960592,9,7,2,False,4,3,1,0,MANDATORY_VIOLATION
RFQ731-002431,1,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,True,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,9,9,0,True,5,5,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,2,CFG731_7822370b42865359,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,9,9,0,True,5,5,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,3,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,20.822283156759056,9,9,0,True,5,5,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,4,CFG731_d8c9e5b1edc3b4b3,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.41903377566025,9,9,0,True,5,4,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,5,CFG731_089eb10797cdf87e,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.41903377566025,9,9,0,True,5,4,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,6,CFG731_e1c54b5b080fabb2,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.375015530680145,9,8,1,False,5,5,0,2,MANDATORY_VIOLATION
RFQ731-002431,7,CFG731_70aa05e83d20d403,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,18.375015530680145,9,8,1,False,5,5,0,0,MANDATORY_VIOLATION
RFQ731-002431,8,CFG731_8956c16bd3b9a345,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,9,9,0,True,5,4,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,9,CFG731_70aa5a64b0803277,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,9,9,0,True,5,4,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002431,10,CFG731_8ddba298744bc573,CFG731_da5f98932a1c6afd,False,x731,x731,DERIVED,VERY_STRONG,17.631012383465492,9,9,0,True,5,4,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-002432,1,CFG731_c9829182065e0285,CFG731_c9829182065e0285,True,x731,x731,OBSERVED,OBSERVED,22.870668805083568,9,9,0,True,5,5,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
