source_row,characteristic,raw_value,rule_type,parsed_values,value_count
494,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
494,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
494,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
494,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
494,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
494,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
494,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
495,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
495,packageFixed_dev,"in {NOVALUE, 'G731ST-LT'}",allowed_values,NOVALUE|G731ST-LT,2
495,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
495,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
495,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
495,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
495,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
495,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
495,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
495,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
495,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
496,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
496,packageFixed_dev,"in {NOVALUE, 'G731ST-LT'}",allowed_values,NOVALUE|G731ST-LT,2
496,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
496,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
496,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
496,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
496,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
496,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
496,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
496,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
496,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
496,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
497,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
497,packageFixed_dev,"in {NOVALUE, 'G731ST-LT'}",allowed_values,NOVALUE|G731ST-LT,2
497,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
497,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
497,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
497,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
497,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
497,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
497,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
497,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
497,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
497,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
498,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
498,packageFixed_dev,"in {NOVALUE, 'G731ST-LT'}",allowed_values,NOVALUE|G731ST-LT,2
498,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
498,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
498,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
498,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
498,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
498,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
498,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
498,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
498,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
499,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
499,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
499,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
499,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
499,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
499,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
499,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
499,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
499,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
499,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
499,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
500,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
500,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
500,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
500,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
500,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
500,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
500,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
500,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
500,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
500,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
500,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
501,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
501,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
501,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
501,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
501,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
501,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
501,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
501,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
501,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
501,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
501,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
501,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
502,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
502,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
502,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
502,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
502,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
502,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
502,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
502,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
502,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
502,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
502,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
502,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
503,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
503,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
503,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
503,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
503,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
503,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
503,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
503,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
503,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
503,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
503,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
503,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
504,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
504,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
504,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
504,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
504,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
504,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
504,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",allowed_values,NOVALUE|IS1|IS2|IS3|IS4,5
504,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
504,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
504,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
505,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
505,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
505,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
505,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
505,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
505,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
505,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
505,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
505,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
505,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
506,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
506,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
506,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
506,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
506,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
506,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
506,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
506,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
506,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
506,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
506,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
507,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
507,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
507,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
507,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
507,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
507,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
507,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
507,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
507,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
507,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
507,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
507,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
508,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
508,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
508,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
508,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
508,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
508,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
508,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
508,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
508,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
508,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
508,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
509,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
509,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
509,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
509,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
509,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
509,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
509,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
509,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
509,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
509,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
509,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
509,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
510,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
510,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
510,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
510,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
510,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
510,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
510,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
510,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
510,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
510,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
510,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
510,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
511,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
511,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
511,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
511,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
511,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
511,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
511,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
511,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
511,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
511,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
511,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
511,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
512,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
512,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
512,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
512,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
512,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
512,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
512,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",allowed_values,NOVALUE|IS1|IS2|IS3|IS4,5
512,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
512,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
512,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
513,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
513,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
513,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
513,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
513,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
513,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
513,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
513,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
513,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
513,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
514,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
514,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
514,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
514,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
514,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
514,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
514,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
514,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
514,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
514,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
515,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
515,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
515,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
515,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
515,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
515,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
515,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
515,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
515,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
515,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
515,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
516,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
516,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
516,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
516,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
516,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
516,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
516,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
516,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
516,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
516,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
516,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
517,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
517,packageFixed_dev,"in {NOVALUE, 'G731ST-HT'}",allowed_values,NOVALUE|G731ST-HT,2
517,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
517,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
517,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
517,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
517,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
517,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
517,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
517,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
518,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
518,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
518,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
518,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
518,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
518,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
518,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
518,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
518,temperaturEingaenge," in {'TT1', 'TT2', 'TT3'}",allowed_values,TT1|TT2|TT3,3
518,waveInjector,"in {'FWI', NOVALUE}",allowed_values,FWI|NOVALUE,2
518,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
519,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
519,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
519,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
519,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
519,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
519,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
519,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
