rfq_id,customer_id,canonical_configuration_id,target_package,record_type,evidence_level,nearest_real_distance,source_canonical_configuration_id,ground_truth_hidden_from_customer
RFQ731-002981,CUST73100244,CFG731_f7f0034a8b15f329,x731,OBSERVED,OBSERVED,0,CFG731_f7f0034a8b15f329,True
RFQ731-002982,CUST73100068,CFG731_56310c55a01272a3,x731,DERIVED,MODERATE,1,CFG731_6f8c15548921e4c2,True
RFQ731-002983,CUST73100224,CFG731_87ce9768865f4127,x731,DERIVED,LOW,2,CFG731_70b38ab75d3ca724,True
RFQ731-002984,CUST73100057,CFG731_996314000fcfec4b,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_996314000fcfec4b,True
RFQ731-002985,CUST73100241,CFG731_80619ff0be976225,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_80619ff0be976225,True
RFQ731-002986,CUST73100043,CFG731_f287b32480efae51,x731,DERIVED,LOW,2,CFG731_c4cc21845d696c93,True
RFQ731-002987,CUST73100244,CFG731_2c93609b74717303,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_80619ff0be976225,True
RFQ731-002988,CUST73100206,CFG731_cdff804db4995f6d,x731,DERIVED,LOW,2,CFG731_c52e06c2d714087a,True
RFQ731-002989,CUST73100147,CFG731_f23946dbf617272b,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_f23946dbf617272b,True
RFQ731-002990,CUST73100212,CFG731_695e540255cc94da,x731,DERIVED,MODERATE,1,CFG731_ae226e31119be9bd,True
RFQ731-002991,CUST73100119,CFG731_70aa5a64b0803277,x731,OBSERVED,OBSERVED,0,CFG731_70aa5a64b0803277,True
RFQ731-002992,CUST73100181,CFG731_c5da2661a169f82b,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_c5da2661a169f82b,True
RFQ731-002993,CUST73100060,CFG731_a84a367ef61c4e59,x731,DERIVED,VERY_STRONG,1,CFG731_8c4d7fb3ded028ab,True
RFQ731-002994,CUST73100043,CFG731_a9a1b4f80067a4f8,x731,DERIVED,MODERATE,1,CFG731_337790e6bbcf15f4,True
RFQ731-002995,CUST73100095,CFG731_d3e51804db148a52,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d3e51804db148a52,True
RFQ731-002996,CUST73100174,CFG731_df5f598a914fb1cc,x731,DERIVED,VERY_STRONG,1,CFG731_181ea7d5a9c21b8c,True
RFQ731-002997,CUST73100217,CFG731_9c6b16fef6d02aaf,G731ST-LT,DERIVED,MODERATE,1,CFG731_455da2f832a6b66d,True
RFQ731-002998,CUST73100066,CFG731_cf4bb519cec0df2f,x731,OBSERVED,OBSERVED,0,CFG731_cf4bb519cec0df2f,True
RFQ731-002999,CUST73100014,CFG731_bc9146cb8459e9c2,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_098817d766a37bc2,True
RFQ731-003000,CUST73100182,CFG731_0781a0fecc8f46d5,F731PW,OBSERVED,OBSERVED,0,CFG731_0781a0fecc8f46d5,True
RFQ731-003001,CUST73100011,CFG731_1490cd30a236283e,x731,DERIVED,STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003002,CUST73100163,CFG731_ff5d8da56ff22796,G731ST-HT,DERIVED,MODERATE,1,CFG731_68193b179adae994,True
RFQ731-003003,CUST73100190,CFG731_076cad91966d4c34,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_076cad91966d4c34,True
RFQ731-003004,CUST73100192,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_819cb4e76943eca6,True
RFQ731-003005,CUST73100049,CFG731_2280a2734a5a07b0,x731,DERIVED,LOW,2,CFG731_076125e960faba71,True
RFQ731-003006,CUST73100054,CFG731_1dfb5999b1debe3a,G731CA,DERIVED,MODERATE,1,CFG731_508d465d4c518290,True
RFQ731-003007,CUST73100180,CFG731_bc9146cb8459e9c2,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_098817d766a37bc2,True
RFQ731-003008,CUST73100179,CFG731_1ff2c28c953275c5,x731,DERIVED,MODERATE,1,CFG731_353333bad447dbef,True
RFQ731-003009,CUST73100189,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_70b6eaf9262ca4d0,True
RFQ731-003010,CUST73100073,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_70b6eaf9262ca4d0,True
RFQ731-003011,CUST73100155,CFG731_0e146b48e4ed8b98,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_0e146b48e4ed8b98,True
RFQ731-003012,CUST73100027,CFG731_e674340656a7fb0a,x731,DERIVED,LOW,2,CFG731_7b80fca32fdc0db0,True
RFQ731-003013,CUST73100124,CFG731_140a9819128d92da,x731,DERIVED,VERY_STRONG,1,CFG731_24a2c6ef94654845,True
RFQ731-003014,CUST73100100,CFG731_175dfbf580a50b51,x731,DERIVED,LOW,2,CFG731_219ac3d01befd6d1,True
RFQ731-003015,CUST73100110,CFG731_b7c1a02b25610507,F731TE,OBSERVED,OBSERVED,0,CFG731_b7c1a02b25610507,True
RFQ731-003016,CUST73100213,CFG731_5cded878b0996b37,x731,DERIVED,MODERATE,2,CFG731_11a99741e1f7cce9,True
RFQ731-003017,CUST73100177,CFG731_b3b502cc22fcd72e,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_b3b502cc22fcd72e,True
RFQ731-003018,CUST73100013,CFG731_e565a13ef4701c2d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_e565a13ef4701c2d,True
RFQ731-003019,CUST73100162,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_c5da2661a169f82b,True
RFQ731-003020,CUST73100217,CFG731_953eb2d6f6ffc3a0,x731,DERIVED,MODERATE,1,CFG731_5bb390da70b6fee3,True
RFQ731-003021,CUST73100056,CFG731_b97ce0f180acf155,G731CA,OBSERVED,OBSERVED,0,CFG731_b97ce0f180acf155,True
RFQ731-003022,CUST73100234,CFG731_d057ad35aef0eea2,x731,DERIVED,LOW,2,CFG731_2de0285533e12490,True
RFQ731-003023,CUST73100188,CFG731_bc06761f9c625643,x731,DERIVED,VERY_STRONG,1,CFG731_b5f8987a85e1ce9a,True
RFQ731-003024,CUST73100057,CFG731_f9fd6a4462ec051a,F731PW,OBSERVED,OBSERVED,0,CFG731_f9fd6a4462ec051a,True
RFQ731-003025,CUST73100092,CFG731_f2b6724ca609efbb,x731,DERIVED,LOW,2,CFG731_337790e6bbcf15f4,True
RFQ731-003026,CUST73100178,CFG731_5a14e01af9745dda,x731,DERIVED,VERY_STRONG,1,CFG731_353333bad447dbef,True
RFQ731-003027,CUST73100120,CFG731_9ccdadb28a07accd,x731,DERIVED,VERY_STRONG,1,CFG731_14299a2a74e42d7f,True
RFQ731-003028,CUST73100110,CFG731_c9498cf6f4410d44,x731,OBSERVED,OBSERVED,0,CFG731_c9498cf6f4410d44,True
RFQ731-003029,CUST73100218,CFG731_31aa13473958d7d3,x731,OBSERVED,OBSERVED,0,CFG731_31aa13473958d7d3,True
RFQ731-003030,CUST73100147,CFG731_ae2e4cfccaff4f50,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-003031,CUST73100178,CFG731_d27f5f5f307014a8,x731,OBSERVED,OBSERVED,0,CFG731_d27f5f5f307014a8,True
RFQ731-003032,CUST73100018,CFG731_5789f006b670582c,x731,DERIVED,LOW,2,CFG731_c52e06c2d714087a,True
RFQ731-003033,CUST73100216,CFG731_5dd42015f6f61801,x731,OBSERVED,OBSERVED,0,CFG731_5dd42015f6f61801,True
RFQ731-003034,CUST73100073,CFG731_cc03e3852895ae99,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_0e146b48e4ed8b98,True
RFQ731-003035,CUST73100209,CFG731_775c3458f44938c0,x731,OBSERVED,OBSERVED,0,CFG731_775c3458f44938c0,True
RFQ731-003036,CUST73100181,CFG731_f0e6b17b1bb2d5ab,x731,DERIVED,MODERATE,1,CFG731_adb08ca5dce20691,True
RFQ731-003037,CUST73100078,CFG731_8b18ac1c34209d63,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_8b18ac1c34209d63,True
RFQ731-003038,CUST73100036,CFG731_3a824c7e49bfd8f4,x731,DERIVED,VERY_STRONG,1,CFG731_33fed5318b1a4f2f,True
RFQ731-003039,CUST73100215,CFG731_f23946dbf617272b,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_f23946dbf617272b,True
RFQ731-003040,CUST73100228,CFG731_bae6e4f47f3132d8,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-003041,CUST73100195,CFG731_2590cdb37d481b9a,x731,DERIVED,VERY_STRONG,1,CFG731_901acdfc4a61ad77,True
RFQ731-003042,CUST73100105,CFG731_8ade52b2e74d0235,x731,DERIVED,VERY_STRONG,1,CFG731_5bb390da70b6fee3,True
RFQ731-003043,CUST73100060,CFG731_1434e7eedafa69d1,x731,DERIVED,MODERATE,1,CFG731_a92ad5294d9187e9,True
RFQ731-003044,CUST73100059,CFG731_7113759c5b95914d,F731TE,DERIVED,MODERATE,1,CFG731_ec26805bdf93259f,True
RFQ731-003045,CUST73100064,CFG731_b192ab056df1d8f7,G731ST-LT,DERIVED,MODERATE,1,CFG731_c5da2661a169f82b,True
RFQ731-003046,CUST73100150,CFG731_5d42a8deb0fcb3d7,x731,OBSERVED,OBSERVED,0,CFG731_5d42a8deb0fcb3d7,True
RFQ731-003047,CUST73100194,CFG731_3c119308d8305ad4,x731,OBSERVED,OBSERVED,0,CFG731_3c119308d8305ad4,True
RFQ731-003048,CUST73100110,CFG731_166dd118cf42e953,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_2688c6c5fd11ba8e,True
RFQ731-003049,CUST73100192,CFG731_6357400dd5c2804a,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_6357400dd5c2804a,True
RFQ731-003050,CUST73100088,CFG731_95a64c12c70f922a,G731CA,OBSERVED,OBSERVED,0,CFG731_95a64c12c70f922a,True
RFQ731-003051,CUST73100202,CFG731_f235f4dd7693c885,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-003052,CUST73100079,CFG731_f9fd6a4462ec051a,F731PW,OBSERVED,OBSERVED,0,CFG731_f9fd6a4462ec051a,True
RFQ731-003053,CUST73100114,CFG731_736d7f6d47393e47,x731,DERIVED,VERY_STRONG,1,CFG731_04a704e692f8fd05,True
RFQ731-003054,CUST73100118,CFG731_77fac91021549398,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a2a709ad804cc5a2,True
RFQ731-003055,CUST73100227,CFG731_c759934398f2381a,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_a288340143e53b7f,True
RFQ731-003056,CUST73100123,CFG731_03f5618878f919e9,x731,DERIVED,LOW,2,CFG731_24a2c6ef94654845,True
RFQ731-003057,CUST73100001,CFG731_12d9cb8d41e8f486,x731,OBSERVED,OBSERVED,0,CFG731_12d9cb8d41e8f486,True
RFQ731-003058,CUST73100226,CFG731_b2ad61cdb45a54fb,x731,DERIVED,MODERATE,1,CFG731_70aa5a64b0803277,True
RFQ731-003059,CUST73100221,CFG731_2cb814ee06486282,G731CA,DERIVED,VERY_STRONG,1,CFG731_691a8f2ff165671d,True
RFQ731-003060,CUST73100231,CFG731_b161881037fc306d,x731,DERIVED,LOW,2,CFG731_c4cc21845d696c93,True
RFQ731-003061,CUST73100005,CFG731_c42374cc9dea3494,x731,DERIVED,VERY_STRONG,1,CFG731_1b5b895b5e259903,True
RFQ731-003062,CUST73100158,CFG731_d124ccffa669c3a2,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d124ccffa669c3a2,True
RFQ731-003063,CUST73100217,CFG731_a4610f5f38e7d946,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_a4610f5f38e7d946,True
RFQ731-003064,CUST73100137,CFG731_5718ef9495972b30,x731,DERIVED,VERY_STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003065,CUST73100229,CFG731_07fb816f7dc25bc8,F731TE,OBSERVED,OBSERVED,0,CFG731_07fb816f7dc25bc8,True
RFQ731-003066,CUST73100184,CFG731_25b84d9ab233c6bf,x731,DERIVED,MODERATE,1,CFG731_aba447e5ca3ac7ba,True
RFQ731-003067,CUST73100146,CFG731_348f97ec6945fbf8,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_eb70dc35972dc4b7,True
RFQ731-003068,CUST73100083,CFG731_ab5177144fa1d704,x731,DERIVED,STRONG,1,CFG731_ccd90dd68635b2e9,True
RFQ731-003069,CUST73100166,CFG731_0b2f7a45dffefd5b,G731CA,OBSERVED,OBSERVED,0,CFG731_0b2f7a45dffefd5b,True
RFQ731-003070,CUST73100106,CFG731_6be2d8f04f4b5682,x731,DERIVED,VERY_STRONG,1,CFG731_337790e6bbcf15f4,True
RFQ731-003071,CUST73100087,CFG731_37f66c3948c00e57,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_f23946dbf617272b,True
RFQ731-003072,CUST73100237,CFG731_32b1041fd68aac23,x731,OBSERVED,OBSERVED,0,CFG731_32b1041fd68aac23,True
RFQ731-003073,CUST73100177,CFG731_117f19eb2913314e,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-003074,CUST73100084,CFG731_7882c72c21497015,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_7882c72c21497015,True
RFQ731-003075,CUST73100204,CFG731_4ed713e2b6c74ca8,x731,DERIVED,MODERATE,1,CFG731_24a2c6ef94654845,True
RFQ731-003076,CUST73100123,CFG731_ac0f372c930c2e22,x731,OBSERVED,OBSERVED,0,CFG731_ac0f372c930c2e22,True
RFQ731-003077,CUST73100010,CFG731_0d8116f4900c6919,F731PW,OBSERVED,OBSERVED,0,CFG731_0d8116f4900c6919,True
RFQ731-003078,CUST73100136,CFG731_e513d349f418c5df,x731,DERIVED,MODERATE,1,CFG731_710090cc99f7a772,True
RFQ731-003079,CUST73100241,CFG731_d584b35cfce34cc7,x731,DERIVED,STRONG,1,CFG731_de67d4c164ed05bc,True
RFQ731-003080,CUST73100063,CFG731_4664eb01d8e0d814,G731ST-LT,DERIVED,LOW,2,CFG731_d5af433b36265df1,True
RFQ731-003081,CUST73100173,CFG731_75466cb810218a66,x731,OBSERVED,OBSERVED,0,CFG731_75466cb810218a66,True
RFQ731-003082,CUST73100157,CFG731_a1cadf8c4a6793ba,x731,DERIVED,MODERATE,2,CFG731_fde1ab2a4808b544,True
RFQ731-003083,CUST73100166,CFG731_deb6c547366eb132,x731,DERIVED,MODERATE,1,CFG731_bbcb665ced67f8c3,True
RFQ731-003084,CUST73100213,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,OBSERVED,0,CFG731_98ec9650b5463fd0,True
RFQ731-003085,CUST73100092,CFG731_02ec1e408c44cf5d,x731,DERIVED,MODERATE,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-003086,CUST73100236,CFG731_b848918cab1cb35d,x731,DERIVED,VERY_STRONG,1,CFG731_de67d4c164ed05bc,True
RFQ731-003087,CUST73100240,CFG731_440f9c9b032b7d0a,x731,DERIVED,VERY_STRONG,1,CFG731_24a2c6ef94654845,True
RFQ731-003088,CUST73100199,CFG731_9548d55d92816998,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_9548d55d92816998,True
RFQ731-003089,CUST73100228,CFG731_aa68f1da5062cc70,x731,DERIVED,MODERATE,1,CFG731_5d42a8deb0fcb3d7,True
RFQ731-003090,CUST73100225,CFG731_65da22cd215fbcf6,x731,DERIVED,VERY_STRONG,1,CFG731_775c3458f44938c0,True
RFQ731-003091,CUST73100067,CFG731_086adbe1d654b214,x731,DERIVED,MODERATE,1,CFG731_f1614000023c2800,True
RFQ731-003092,CUST73100239,CFG731_0aa987e1ae960c88,x731,OBSERVED,OBSERVED,0,CFG731_0aa987e1ae960c88,True
RFQ731-003093,CUST73100236,CFG731_734ca6c628733962,x731,DERIVED,LOW,2,CFG731_ac0f372c930c2e22,True
RFQ731-003094,CUST73100032,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_819cb4e76943eca6,True
RFQ731-003095,CUST73100006,CFG731_3b06d9bface617d0,x731,DERIVED,MODERATE,1,CFG731_8c50542218db5cb0,True
RFQ731-003096,CUST73100033,CFG731_696639c1a9f714c1,x731,DERIVED,MODERATE,1,CFG731_abcee67081353f16,True
RFQ731-003097,CUST73100037,CFG731_ac0f372c930c2e22,x731,OBSERVED,OBSERVED,0,CFG731_ac0f372c930c2e22,True
RFQ731-003098,CUST73100110,CFG731_e8d4d37dfb814e2d,x731,DERIVED,VERY_STRONG,1,CFG731_6f8c15548921e4c2,True
RFQ731-003099,CUST73100135,CFG731_e08dfad4737be3d9,x731,OBSERVED,OBSERVED,0,CFG731_e08dfad4737be3d9,True
RFQ731-003100,CUST73100156,CFG731_4772bedc40328ae2,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_175641fe8d1c7f37,True
RFQ731-003101,CUST73100082,CFG731_77fac91021549398,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a2a709ad804cc5a2,True
RFQ731-003102,CUST73100022,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DERIVED,VERY_STRONG,1,CFG731_4ca309199387f8d5,True
RFQ731-003103,CUST73100067,CFG731_e8331b2a91577f04,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_e8331b2a91577f04,True
RFQ731-003104,CUST73100219,CFG731_dac27b97cd6b7ff8,G731ST-LT,DERIVED,LOW,2,CFG731_9548d55d92816998,True
RFQ731-003105,CUST73100044,CFG731_f235f4dd7693c885,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-003106,CUST73100200,CFG731_508d465d4c518290,G731CA,OBSERVED,OBSERVED,0,CFG731_508d465d4c518290,True
RFQ731-003107,CUST73100196,CFG731_344778a042931752,F731TE,OBSERVED,OBSERVED,0,CFG731_344778a042931752,True
RFQ731-003108,CUST73100087,CFG731_1060da033d1aaed1,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_a288340143e53b7f,True
RFQ731-003109,CUST73100107,CFG731_8c8856d21252930e,x731,OBSERVED,OBSERVED,0,CFG731_8c8856d21252930e,True
RFQ731-003110,CUST73100178,CFG731_3fb3f9d3dea4a198,x731,DERIVED,LOW,2,CFG731_9f9a8730b26472c2,True
RFQ731-003111,CUST73100185,CFG731_a5e5e12c08e4e838,x731,DERIVED,VERY_STRONG,1,CFG731_1c5301147dd0cfb1,True
RFQ731-003112,CUST73100004,CFG731_04d132f563cdece8,G731CA,OBSERVED,OBSERVED,0,CFG731_04d132f563cdece8,True
RFQ731-003113,CUST73100146,CFG731_ef4cf0e053e2d332,x731,OBSERVED,OBSERVED,0,CFG731_ef4cf0e053e2d332,True
RFQ731-003114,CUST73100231,CFG731_2205a8cc5d1ff08b,x731,DERIVED,MODERATE,1,CFG731_4ba013fed31fb45f,True
RFQ731-003115,CUST73100195,CFG731_cb9d6c11077bd307,x731,DERIVED,MODERATE,1,CFG731_60f3aae8ede70fe0,True
RFQ731-003116,CUST73100095,CFG731_6e088ee30195b6c4,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-003117,CUST73100106,CFG731_c0f6f70a47ed04ba,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_d2034bb5aa313dac,True
RFQ731-003118,CUST73100098,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,OBSERVED,0,CFG731_98ec9650b5463fd0,True
RFQ731-003119,CUST73100205,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_819cb4e76943eca6,True
RFQ731-003120,CUST73100185,CFG731_3ab6d9037260e8b1,x731,DERIVED,MODERATE,1,CFG731_97796c9ac2811c94,True
RFQ731-003121,CUST73100216,CFG731_3dd4cfcf6ee98460,x731,DERIVED,MODERATE,1,CFG731_c887ba58c35036a9,True
RFQ731-003122,CUST73100088,CFG731_f9fd6a4462ec051a,F731PW,OBSERVED,OBSERVED,0,CFG731_f9fd6a4462ec051a,True
RFQ731-003123,CUST73100185,CFG731_d67b44eae58dfe59,x731,DERIVED,VERY_STRONG,1,CFG731_9f3028be2110afe1,True
RFQ731-003124,CUST73100026,CFG731_c050936f4a70e2a0,G731ST-LT,DERIVED,MODERATE,1,CFG731_7f5bfa7b21e81359,True
RFQ731-003125,CUST73100062,CFG731_12089d5d54f581ac,x731,DERIVED,VERY_STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003126,CUST73100003,CFG731_f2b305fda5b7c1ed,x731,DERIVED,LOW,2,CFG731_07364aa0260e0bc7,True
RFQ731-003127,CUST73100078,CFG731_5d255cf6dd296018,x731,OBSERVED,OBSERVED,0,CFG731_5d255cf6dd296018,True
RFQ731-003128,CUST73100056,CFG731_b4f65e97f91c3587,x731,DERIVED,MODERATE,1,CFG731_b4987f1c95e91d0d,True
RFQ731-003129,CUST73100024,CFG731_613ed23f00a94a96,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_613ed23f00a94a96,True
RFQ731-003130,CUST73100020,CFG731_1d3bf6638fef70ae,x731,DERIVED,MODERATE,1,CFG731_b4987f1c95e91d0d,True
RFQ731-003131,CUST73100049,CFG731_da5f98932a1c6afd,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003132,CUST73100165,CFG731_55e37d2b9d20276c,G731CA,OBSERVED,OBSERVED,0,CFG731_55e37d2b9d20276c,True
RFQ731-003133,CUST73100100,CFG731_b187fb9ad3627171,x731,DERIVED,VERY_STRONG,1,CFG731_011ca4ba794bd4d6,True
RFQ731-003134,CUST73100037,CFG731_071845862a7aed14,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-003135,CUST73100171,CFG731_613ed23f00a94a96,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_613ed23f00a94a96,True
RFQ731-003136,CUST73100127,CFG731_22da0d6030817265,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_455da2f832a6b66d,True
RFQ731-003137,CUST73100104,CFG731_49bb1327a04ca706,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_617247356a7014fb,True
RFQ731-003138,CUST73100195,CFG731_845802fc60449063,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-003139,CUST73100245,CFG731_fe5ec1b0bcdbd396,x731,DERIVED,LOW,2,CFG731_8c4d7fb3ded028ab,True
RFQ731-003140,CUST73100095,CFG731_8189439864af87ea,x731,OBSERVED,OBSERVED,0,CFG731_8189439864af87ea,True
RFQ731-003141,CUST73100125,CFG731_d2034bb5aa313dac,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_d2034bb5aa313dac,True
RFQ731-003142,CUST73100079,CFG731_b1631f2fb876e4f4,x731,OBSERVED,OBSERVED,0,CFG731_b1631f2fb876e4f4,True
RFQ731-003143,CUST73100093,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_70b6eaf9262ca4d0,True
RFQ731-003144,CUST73100068,CFG731_b2ad61cdb45a54fb,x731,DERIVED,MODERATE,1,CFG731_70aa5a64b0803277,True
RFQ731-003145,CUST73100100,CFG731_296392aa95929245,x731,OBSERVED,OBSERVED,0,CFG731_296392aa95929245,True
RFQ731-003146,CUST73100055,CFG731_14ec1773441318c2,x731,DERIVED,MODERATE,1,CFG731_6e791fbe7ba5db5e,True
RFQ731-003147,CUST73100230,CFG731_58b9913d8024b015,G731ST-LT,DERIVED,LOW,2,CFG731_ae877a3b18b65d0a,True
RFQ731-003148,CUST73100061,CFG731_cc03e3852895ae99,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_0e146b48e4ed8b98,True
RFQ731-003149,CUST73100201,CFG731_cc9ac35e4d9a1854,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_cc9ac35e4d9a1854,True
RFQ731-003150,CUST73100017,CFG731_817824ee3a762453,G731CA,OBSERVED,OBSERVED,0,CFG731_817824ee3a762453,True
RFQ731-003151,CUST73100215,CFG731_5362e45ac22e6417,x731,DERIVED,LOW,2,CFG731_2683cf7e09782f5e,True
RFQ731-003152,CUST73100221,CFG731_d982a98f914f0a87,G731ST-LT,DERIVED,MODERATE,1,CFG731_3ebdd541d6efe614,True
RFQ731-003153,CUST73100149,CFG731_24648603ca730481,x731,DERIVED,LOW,2,CFG731_abcee67081353f16,True
RFQ731-003154,CUST73100224,CFG731_817824ee3a762453,G731CA,OBSERVED,OBSERVED,0,CFG731_817824ee3a762453,True
RFQ731-003155,CUST73100041,CFG731_f235f4dd7693c885,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-003156,CUST73100123,CFG731_9b931b5025055c84,x731,OBSERVED,OBSERVED,0,CFG731_9b931b5025055c84,True
RFQ731-003157,CUST73100137,CFG731_9eee2266c8068ada,x731,DERIVED,MODERATE,1,CFG731_de67d4c164ed05bc,True
RFQ731-003158,CUST73100145,CFG731_0cf73cced42104be,x731,DERIVED,MODERATE,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003159,CUST73100135,CFG731_5be384035f37d372,G731ST-LT,DERIVED,MODERATE,1,CFG731_c5da2661a169f82b,True
RFQ731-003160,CUST73100159,CFG731_86a57b7488e60012,x731,DERIVED,STRONG,1,CFG731_8d07e19298d09d34,True
RFQ731-003161,CUST73100199,CFG731_d0bd848c8f934b33,x731,DERIVED,LOW,2,CFG731_ef4cf0e053e2d332,True
RFQ731-003162,CUST73100078,CFG731_62d0f0f6bab9bdcb,x731,OBSERVED,OBSERVED,0,CFG731_62d0f0f6bab9bdcb,True
RFQ731-003163,CUST73100104,CFG731_1f31b1bf8dc9e962,x731,DERIVED,MODERATE,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-003164,CUST73100057,CFG731_452fb8d2c450816e,G731CA,OBSERVED,OBSERVED,0,CFG731_452fb8d2c450816e,True
RFQ731-003165,CUST73100220,CFG731_da757fc78485b6cc,x731,DERIVED,MODERATE,1,CFG731_11a99741e1f7cce9,True
RFQ731-003166,CUST73100138,CFG731_8216171cc39f78aa,x731,DERIVED,VERY_STRONG,1,CFG731_de6efef3a5b620bb,True
RFQ731-003167,CUST73100229,CFG731_7d4c803343a40a05,x731,DERIVED,MODERATE,1,CFG731_1f978c234895178c,True
RFQ731-003168,CUST73100018,CFG731_7e2eb98eda74b038,x731,DERIVED,MODERATE,1,CFG731_1f978c234895178c,True
RFQ731-003169,CUST73100080,CFG731_8e5ce09a779d2284,x731,DERIVED,VERY_STRONG,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-003170,CUST73100035,CFG731_563ef0dc6253e3f7,x731,DERIVED,MODERATE,1,CFG731_de67d4c164ed05bc,True
RFQ731-003171,CUST73100028,CFG731_8da1da530d6ae54d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_8da1da530d6ae54d,True
RFQ731-003172,CUST73100085,CFG731_22fecf5bb26e1132,x731,DERIVED,VERY_STRONG,1,CFG731_181ea7d5a9c21b8c,True
RFQ731-003173,CUST73100207,CFG731_faff6da73df00950,G731CA,DERIVED,VERY_STRONG,1,CFG731_b97ce0f180acf155,True
RFQ731-003174,CUST73100039,CFG731_f79503cf8f87ea49,F731TE,OBSERVED,OBSERVED,0,CFG731_f79503cf8f87ea49,True
RFQ731-003175,CUST73100127,CFG731_4d0235c9d5cc61be,F731TE,OBSERVED,OBSERVED,0,CFG731_4d0235c9d5cc61be,True
