rfq_id,customer_id,customer_name,customer_type,industry,country,currency,payment_terms,delivery_terms,project_name,application,rfq_status,generation_version
RFQ731-002319,CUST73100121,Precision Process Automation B.V.,End User,Pharmaceutical,Spain,EUR,within 90 days net,CPT,Measurement System Upgrade,pharmaceutical process monitoring,OPEN,V2
RFQ731-002320,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,Process Instrumentation Upgrade,gas processing,OPEN,V2
RFQ731-002321,CUST73100148,Metrix Energy Systems AG,End User,Mining & Metals,Netherlands,EUR,within 30 days net,FCA,New Production Line,metallurgical process monitoring,OPEN,V2
RFQ731-002322,CUST73100126,Sterling Petrochemical Solutions Ltd.,End User,Manufacturing,Italy,EUR,within 45 days net,CPT,New Plant Installation,process automation,OPEN,V2
RFQ731-002323,CUST73100192,Summit Process Systems S.A.,End User,Oil & Gas,United Arab Emirates,USD,within 60 days net,CPT,Metering System Replacement,gas processing,OPEN,V2
RFQ731-002324,CUST73100201,Nova Instrumentation Ltd.,End User,Power & Utilities,United Arab Emirates,USD,within 30 days net,FCA,Measurement System Upgrade,process monitoring,OPEN,V2
RFQ731-002325,CUST73100019,Nexon Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,EXW,Process Expansion Project,mineral processing,OPEN,V2
RFQ731-002326,CUST73100238,Sterling Manufacturing Technologies S.A.,EPC Contractor,Oil & Gas,Türkiye,EUR,within 30 days net,CPT,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-002327,CUST73100217,Vector Process Engineering GmbH,End User,Oil & Gas,Italy,EUR,within 60 days net,EXW,Measurement Infrastructure Upgrade,gas processing,OPEN,V2
RFQ731-002328,CUST73100123,Precision Automation Systems FZE,System Integrator,Research & Development,United Kingdom,GBP,within 30 days net,CPT,Process Instrumentation Upgrade,laboratory process system,OPEN,V2
RFQ731-002329,CUST73100102,Horizon Instrumentation S.A.,End User,Power & Utilities,Türkiye,EUR,within 30 days net,CPT,Metering System Replacement,process monitoring,OPEN,V2
RFQ731-002330,CUST73100204,Metrix Manufacturing Technologies B.V.,Distributor,Pharmaceutical,Germany,EUR,within 60 days net,DAP,Utility Measurement Upgrade,pharmaceutical process monitoring,OPEN,V2
RFQ731-002331,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,Measurement Infrastructure Upgrade,clean utility measurement,OPEN,V2
RFQ731-002332,CUST73100144,Quantum Measurement Technologies Ltd.,Distributor,Oil & Gas,Germany,EUR,within 30 days net,CPT,Plant Modernisation Project,hydrocarbon process measurement,OPEN,V2
RFQ731-002333,CUST73100143,Delta Process Systems S.A.,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,Process Expansion Project,clean utility measurement,OPEN,V2
RFQ731-002334,CUST73100217,Vector Process Engineering GmbH,End User,Oil & Gas,Italy,EUR,within 60 days net,EXW,Metering System Replacement,hydrocarbon process measurement,OPEN,V2
RFQ731-002335,CUST73100097,Vector Automation Systems Ltd.,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Process Instrumentation Upgrade,controlled process measurement,OPEN,V2
RFQ731-002336,CUST73100239,Vertex Automation Systems GmbH,System Integrator,Oil & Gas,Germany,EUR,within 60 days net,CPT,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-002337,CUST73100058,United Petrochemical Solutions FZE,EPC Contractor,Food & Beverage,Spain,EUR,within 60 days net,CPT,Plant Modernisation Project,food production,OPEN,V2
RFQ731-002338,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Measurement Infrastructure Upgrade,measurement system implementation,OPEN,V2
RFQ731-002339,CUST73100017,Vector Process Engineering Ltd.,Distributor,Water & Wastewater,Türkiye,EUR,within 45 days net,DAP,New Production Line,utility water measurement,OPEN,V2
RFQ731-002340,CUST73100072,Orion Process Engineering Ltd.,End User,Chemical,Germany,EUR,within 90 days net,CPT,Process Expansion Project,plant utility measurement,OPEN,V2
RFQ731-002341,CUST73100128,Horizon Process Systems S.A.,EPC Contractor,Manufacturing,Spain,EUR,within 60 days net,DAP,Utility Measurement Upgrade,process automation,OPEN,V2
RFQ731-002342,CUST73100036,Atlas Industrial Technologies B.V.,End User,Engineering & EPC,Netherlands,EUR,within 60 days net,CPT,New Plant Installation,measurement system implementation,OPEN,V2
RFQ731-002343,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Plant Modernisation Project,process automation project,OPEN,V2
RFQ731-002344,CUST73100182,Atlas Process Engineering FZE,System Integrator,Manufacturing,Saudi Arabia,USD,within 45 days net,EXW,Process Automation Project,process automation,OPEN,V2
RFQ731-002345,CUST73100051,Precision Instrumentation GmbH,End User,Oil & Gas,United Arab Emirates,USD,within 30 days net,EXW,New Production Line,gas processing,OPEN,V2
RFQ731-002346,CUST73100216,Vertex Measurement Technologies AG,End User,Water & Wastewater,Germany,EUR,within 60 days net,FCA,Measurement Infrastructure Upgrade,water distribution,OPEN,V2
RFQ731-002347,CUST73100130,Evergreen Industrial Services AG,System Integrator,Water & Wastewater,Türkiye,EUR,within 60 days net,FCA,Measurement System Upgrade,utility water measurement,OPEN,V2
RFQ731-002348,CUST73100202,Integrated Petrochemical Solutions FZE,End User,Mining & Metals,Italy,EUR,within 90 days net,CPT,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-002349,CUST73100165,Delta Engineering Solutions AG,Distributor,Pharmaceutical,Türkiye,EUR,within 45 days net,FCA,New Plant Installation,pharmaceutical process monitoring,OPEN,V2
RFQ731-002350,CUST73100085,Sterling Process Automation AG,End User,Chemical,India,EUR,within 45 days net,FCA,Process Expansion Project,batch process monitoring,OPEN,V2
RFQ731-002351,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-002352,CUST73100241,Prime Process Automation AG,End User,Chemical,France,EUR,within 60 days net,CPT,Process Expansion Project,chemical production,OPEN,V2
RFQ731-002353,CUST73100101,Precision Engineering Solutions FZE,End User,Mining & Metals,Germany,EUR,within 30 days net,DAP,New Production Line,metallurgical process monitoring,OPEN,V2
RFQ731-002354,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Process Automation Project,chemical process measurement,OPEN,V2
RFQ731-002355,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Process Expansion Project,batch process monitoring,OPEN,V2
RFQ731-002356,CUST73100033,Continental Instrumentation AG,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,CPT,New Plant Installation,production measurement,OPEN,V2
RFQ731-002357,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Process Expansion Project,industrial instrumentation,OPEN,V2
RFQ731-002358,CUST73100033,Continental Instrumentation AG,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,CPT,New Production Line,process water measurement,OPEN,V2
RFQ731-002359,CUST73100139,Orion Process Automation AG,End User,Food & Beverage,Türkiye,EUR,within 30 days net,EXW,New Production Line,production utility monitoring,OPEN,V2
RFQ731-002360,CUST73100065,Industrial Engineering Solutions B.V.,End User,Research & Development,Türkiye,EUR,within 60 days net,CPT,Utility Measurement Upgrade,experimental process monitoring,OPEN,V2
RFQ731-002361,CUST73100060,Nexon Process Automation AG,System Integrator,Power & Utilities,France,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,utility water measurement,OPEN,V2
RFQ731-002362,CUST73100215,Meridian Process Automation B.V.,EPC Contractor,Oil & Gas,Germany,EUR,within 90 days net,FCA,Measurement System Upgrade,process gas measurement,OPEN,V2
RFQ731-002363,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,New Production Line,industrial instrumentation,OPEN,V2
RFQ731-002364,CUST73100053,Vertex Instrumentation FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 30 days net,EXW,Process Expansion Project,water distribution,OPEN,V2
RFQ731-002365,CUST73100030,Nexon Process Automation GmbH,EPC Contractor,Chemical,Saudi Arabia,USD,within 60 days net,CPT,Utility Measurement Upgrade,chemical production,OPEN,V2
RFQ731-002366,CUST73100097,Vector Automation Systems Ltd.,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,New Plant Installation,controlled process measurement,OPEN,V2
RFQ731-002367,CUST73100122,Advanced Industrial Services B.V.,End User,Water & Wastewater,Saudi Arabia,USD,within 90 days net,DDP,Process Automation Project,utility water measurement,OPEN,V2
RFQ731-002368,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,Process Automation Project,clean utility measurement,OPEN,V2
RFQ731-002369,CUST73100115,Quantum Energy Systems Ltd.,Engineering Company,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,Plant Modernisation Project,process gas measurement,OPEN,V2
RFQ731-002370,CUST73100237,Global Industrial Services FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 60 days net,FCA,New Plant Installation,water distribution,OPEN,V2
RFQ731-002371,CUST73100103,Pioneer Process Engineering B.V.,End User,Power & Utilities,Saudi Arabia,USD,within 30 days net,DDP,Measurement Infrastructure Upgrade,power plant process monitoring,OPEN,V2
RFQ731-002372,CUST73100055,Dynamic Process Automation GmbH,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,FCA,Plant Modernisation Project,mineral processing,OPEN,V2
RFQ731-002373,CUST73100043,Meridian Automation Systems FZE,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,Plant Modernisation Project,production measurement,OPEN,V2
RFQ731-002374,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,pipeline monitoring,OPEN,V2
RFQ731-002375,CUST73100214,Pioneer Petrochemical Solutions AG,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,Measurement System Upgrade,production process monitoring,OPEN,V2
RFQ731-002376,CUST73100144,Quantum Measurement Technologies Ltd.,Distributor,Oil & Gas,Germany,EUR,within 30 days net,CPT,Utility Measurement Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-002377,CUST73100167,Vector Process Automation S.A.,End User,Research & Development,Türkiye,EUR,within 90 days net,DDP,New Plant Installation,laboratory process system,OPEN,V2
RFQ731-002378,CUST73100108,Global Process Automation Ltd.,End User,Water & Wastewater,France,EUR,within 90 days net,DDP,New Plant Installation,utility water measurement,OPEN,V2
RFQ731-002379,CUST73100009,Global Automation Systems Ltd.,End User,Engineering & EPC,Spain,EUR,within 30 days net,FCA,Plant Modernisation Project,plant engineering project,OPEN,V2
RFQ731-002380,CUST73100028,Industrial Energy Systems Ltd.,EPC Contractor,Pharmaceutical,Italy,EUR,within 60 days net,DDP,Process Instrumentation Upgrade,process water measurement,OPEN,V2
RFQ731-002381,CUST73100129,Delta Manufacturing Technologies B.V.,End User,Water & Wastewater,India,EUR,within 60 days net,DDP,Process Automation Project,wastewater processing,OPEN,V2
RFQ731-002382,CUST73100075,Nexon Process Systems AG,End User,Food & Beverage,Türkiye,EUR,within 30 days net,DAP,Measurement Infrastructure Upgrade,process water measurement,OPEN,V2
RFQ731-002383,CUST73100153,Evergreen Engineering Solutions AG,End User,Water & Wastewater,Germany,EUR,within 60 days net,DDP,Process Expansion Project,treatment plant monitoring,OPEN,V2
RFQ731-002384,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,Measurement Infrastructure Upgrade,controlled process measurement,OPEN,V2
RFQ731-002385,CUST73100043,Meridian Automation Systems FZE,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,Process Automation Project,pipeline monitoring,OPEN,V2
RFQ731-002386,CUST73100236,Dynamic Automation Systems FZE,EPC Contractor,Water & Wastewater,Germany,EUR,within 60 days net,FCA,Utility Measurement Upgrade,water treatment,OPEN,V2
RFQ731-002387,CUST73100081,Global Process Engineering AG,End User,Food & Beverage,Italy,EUR,advance payment,DDP,Plant Modernisation Project,sanitary process measurement,OPEN,V2
RFQ731-002388,CUST73100237,Global Industrial Services FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 60 days net,FCA,Process Instrumentation Upgrade,utility water measurement,OPEN,V2
RFQ731-002389,CUST73100091,Atlas Automation Systems Ltd.,End User,Pharmaceutical,Saudi Arabia,USD,within 90 days net,CPT,Measurement System Upgrade,controlled process measurement,OPEN,V2
RFQ731-002390,CUST73100133,Continental Process Systems GmbH,End User,Oil & Gas,Spain,EUR,within 90 days net,CPT,Measurement Infrastructure Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-002391,CUST73100095,Delta Engineering Solutions GmbH,End User,Chemical,United Arab Emirates,USD,within 45 days net,DAP,Process Expansion Project,process flow measurement,OPEN,V2
RFQ731-002392,CUST73100233,Global Process Systems AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,CPT,New Production Line,process water measurement,OPEN,V2
RFQ731-002393,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,industrial instrumentation,OPEN,V2
RFQ731-002394,CUST73100061,Advanced Process Systems GmbH,Engineering Company,Power & Utilities,Germany,EUR,within 30 days net,FCA,Process Expansion Project,power plant process monitoring,OPEN,V2
RFQ731-002395,CUST73100020,Meridian Process Automation S.A.,End User,Pharmaceutical,Türkiye,EUR,within 45 days net,DAP,Process Expansion Project,process water measurement,OPEN,V2
RFQ731-002396,CUST73100169,Apex Engineering Solutions S.A.,EPC Contractor,Power & Utilities,Germany,EUR,within 30 days net,DAP,Measurement System Upgrade,utility measurement,OPEN,V2
RFQ731-002397,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,New Production Line,industrial instrumentation,OPEN,V2
RFQ731-002398,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Process Expansion Project,gas processing,OPEN,V2
RFQ731-002399,CUST73100197,Continental Petrochemical Solutions GmbH,EPC Contractor,Food & Beverage,Spain,EUR,within 45 days net,DAP,Measurement System Upgrade,production line monitoring,OPEN,V2
RFQ731-002400,CUST73100010,Meridian Engineering Solutions FZE,EPC Contractor,Water & Wastewater,United Arab Emirates,USD,within 90 days net,EXW,Measurement Infrastructure Upgrade,water distribution,OPEN,V2
RFQ731-002401,CUST73100024,Evergreen Automation Systems S.A.,End User,Manufacturing,Germany,EUR,within 90 days net,CPT,Process Automation Project,plant utility measurement,OPEN,V2
RFQ731-002402,CUST73100004,Apex Process Engineering Ltd.,Engineering Company,Oil & Gas,Germany,EUR,within 60 days net,DAP,Plant Modernisation Project,gas processing,OPEN,V2
RFQ731-002403,CUST73100057,Advanced Energy Systems Ltd.,EPC Contractor,Food & Beverage,Türkiye,EUR,within 45 days net,FCA,Plant Modernisation Project,process water measurement,OPEN,V2
RFQ731-002404,CUST73100195,Orion Process Automation Ltd.,End User,Oil & Gas,Saudi Arabia,USD,within 30 days net,FCA,New Plant Installation,gas processing,OPEN,V2
RFQ731-002405,CUST73100116,Pioneer Petrochemical Solutions B.V.,EPC Contractor,Oil & Gas,United Arab Emirates,USD,within 45 days net,FCA,New Plant Installation,process gas measurement,OPEN,V2
RFQ731-002406,CUST73100174,Nova Instrumentation AG,End User,Chemical,Germany,EUR,advance payment,DAP,New Plant Installation,chemical production,OPEN,V2
RFQ731-002407,CUST73100236,Dynamic Automation Systems FZE,EPC Contractor,Water & Wastewater,Germany,EUR,within 60 days net,FCA,Utility Measurement Upgrade,water treatment,OPEN,V2
RFQ731-002408,CUST73100196,Quantum Industrial Technologies B.V.,Engineering Company,Food & Beverage,France,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,sanitary process measurement,OPEN,V2
RFQ731-002409,CUST73100056,Vertex Measurement Technologies S.A.,End User,Oil & Gas,Türkiye,EUR,within 30 days net,CPT,Process Expansion Project,process gas measurement,OPEN,V2
RFQ731-002410,CUST73100193,Atlas Process Automation Ltd.,EPC Contractor,Chemical,France,EUR,within 30 days net,DDP,Process Expansion Project,chemical production,OPEN,V2
RFQ731-002411,CUST73100049,Delta Manufacturing Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 60 days net,FCA,Process Expansion Project,process gas measurement,OPEN,V2
RFQ731-002412,CUST73100218,Quantum Process Systems Ltd.,EPC Contractor,Water & Wastewater,India,EUR,within 30 days net,CPT,Metering System Replacement,wastewater processing,OPEN,V2
RFQ731-002413,CUST73100112,Atlas Process Engineering S.A.,End User,Research & Development,France,EUR,within 60 days net,EXW,Measurement System Upgrade,pilot plant measurement,OPEN,V2
RFQ731-002414,CUST73100170,Integrated Energy Systems GmbH,End User,Oil & Gas,France,EUR,within 90 days net,FCA,New Plant Installation,production measurement,OPEN,V2
RFQ731-002415,CUST73100214,Pioneer Petrochemical Solutions AG,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,New Production Line,clean utility measurement,OPEN,V2
RFQ731-002416,CUST73100072,Orion Process Engineering Ltd.,End User,Chemical,Germany,EUR,within 90 days net,CPT,Measurement System Upgrade,batch process monitoring,OPEN,V2
RFQ731-002417,CUST73100104,United Industrial Services FZE,System Integrator,Food & Beverage,Türkiye,EUR,within 30 days net,FCA,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-002418,CUST73100147,Delta Measurement Technologies Ltd.,End User,Mining & Metals,Netherlands,EUR,within 90 days net,FCA,Process Instrumentation Upgrade,production measurement,OPEN,V2
RFQ731-002419,CUST73100185,Meridian Manufacturing Technologies S.A.,End User,Water & Wastewater,Germany,EUR,within 45 days net,DAP,Measurement Infrastructure Upgrade,utility water measurement,OPEN,V2
RFQ731-002420,CUST73100206,Delta Engineering Solutions FZE,End User,Engineering & EPC,United Arab Emirates,USD,within 30 days net,DAP,Process Instrumentation Upgrade,plant engineering project,OPEN,V2
RFQ731-002421,CUST73100115,Quantum Energy Systems Ltd.,Engineering Company,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,New Production Line,gas processing,OPEN,V2
RFQ731-002422,CUST73100090,Dynamic Measurement Technologies B.V.,End User,Mining & Metals,United Arab Emirates,USD,within 60 days net,DAP,Utility Measurement Upgrade,plant utility monitoring,OPEN,V2
RFQ731-002423,CUST73100199,Vector Measurement Technologies FZE,Distributor,Manufacturing,France,EUR,within 90 days net,CPT,Plant Modernisation Project,manufacturing process measurement,OPEN,V2
RFQ731-002424,CUST73100229,Vector Petrochemical Solutions GmbH,End User,Water & Wastewater,Netherlands,EUR,within 30 days net,DDP,Process Expansion Project,wastewater processing,OPEN,V2
RFQ731-002425,CUST73100213,Horizon Petrochemical Solutions GmbH,End User,Power & Utilities,Germany,EUR,within 90 days net,FCA,Measurement System Upgrade,energy infrastructure,OPEN,V2
RFQ731-002426,CUST73100180,Evergreen Process Systems GmbH,End User,Oil & Gas,India,EUR,within 30 days net,CPT,Process Expansion Project,gas processing,OPEN,V2
RFQ731-002427,CUST73100021,Nexon Process Systems B.V.,End User,Oil & Gas,Türkiye,EUR,within 45 days net,DDP,Measurement Infrastructure Upgrade,process gas measurement,OPEN,V2
RFQ731-002428,CUST73100180,Evergreen Process Systems GmbH,End User,Oil & Gas,India,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,production measurement,OPEN,V2
RFQ731-002429,CUST73100056,Vertex Measurement Technologies S.A.,End User,Oil & Gas,Türkiye,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,production measurement,OPEN,V2
RFQ731-002430,CUST73100226,United Process Engineering B.V.,System Integrator,Oil & Gas,Türkiye,EUR,within 60 days net,CPT,Utility Measurement Upgrade,gas processing,OPEN,V2
RFQ731-002431,CUST73100006,Nexon Automation Systems S.A.,End User,Water & Wastewater,Türkiye,EUR,within 30 days net,CPT,Metering System Replacement,water distribution,OPEN,V2
RFQ731-002432,CUST73100203,United Industrial Services GmbH,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,production measurement,OPEN,V2
RFQ731-002433,CUST73100053,Vertex Instrumentation FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 30 days net,EXW,Metering System Replacement,wastewater processing,OPEN,V2
RFQ731-002434,CUST73100242,Integrated Energy Systems FZE,System Integrator,Power & Utilities,France,EUR,within 30 days net,DAP,Utility Measurement Upgrade,energy infrastructure,OPEN,V2
RFQ731-002435,CUST73100090,Dynamic Measurement Technologies B.V.,End User,Mining & Metals,United Arab Emirates,USD,within 60 days net,DAP,New Plant Installation,plant utility monitoring,OPEN,V2
RFQ731-002436,CUST73100097,Vector Automation Systems Ltd.,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Plant Modernisation Project,process water measurement,OPEN,V2
RFQ731-002437,CUST73100049,Delta Manufacturing Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 60 days net,FCA,Process Expansion Project,gas processing,OPEN,V2
RFQ731-002438,CUST73100026,Global Manufacturing Technologies FZE,End User,Mining & Metals,Germany,EUR,within 60 days net,CPT,Measurement System Upgrade,mineral processing,OPEN,V2
RFQ731-002439,CUST73100130,Evergreen Industrial Services AG,System Integrator,Water & Wastewater,Türkiye,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,water distribution,OPEN,V2
RFQ731-002440,CUST73100220,Apex Industrial Technologies FZE,End User,Food & Beverage,United Kingdom,GBP,advance payment,CPT,Measurement System Upgrade,sanitary process measurement,OPEN,V2
RFQ731-002441,CUST73100103,Pioneer Process Engineering B.V.,End User,Power & Utilities,Saudi Arabia,USD,within 30 days net,DDP,Plant Modernisation Project,process monitoring,OPEN,V2
RFQ731-002442,CUST73100061,Advanced Process Systems GmbH,Engineering Company,Power & Utilities,Germany,EUR,within 30 days net,FCA,Utility Measurement Upgrade,utility measurement,OPEN,V2
RFQ731-002443,CUST73100211,Delta Automation Systems Ltd.,System Integrator,Mining & Metals,Italy,EUR,within 30 days net,CPT,Process Expansion Project,mineral processing,OPEN,V2
RFQ731-002444,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,Utility Measurement Upgrade,process flow measurement,OPEN,V2
RFQ731-002445,CUST73100175,Horizon Measurement Technologies GmbH,EPC Contractor,Chemical,Italy,EUR,within 60 days net,CPT,Measurement System Upgrade,batch process monitoring,OPEN,V2
RFQ731-002446,CUST73100004,Apex Process Engineering Ltd.,Engineering Company,Oil & Gas,Germany,EUR,within 60 days net,DAP,New Production Line,process gas measurement,OPEN,V2
RFQ731-002447,CUST73100156,Global Measurement Technologies AG,End User,Oil & Gas,France,EUR,within 30 days net,DAP,Plant Modernisation Project,production measurement,OPEN,V2
RFQ731-002448,CUST73100034,Orion Petrochemical Solutions AG,Engineering Company,Research & Development,India,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,experimental process monitoring,OPEN,V2
RFQ731-002449,CUST73100001,Horizon Manufacturing Technologies AG,End User,Power & Utilities,Spain,EUR,within 30 days net,EXW,Process Instrumentation Upgrade,utility measurement,OPEN,V2
RFQ731-002450,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-002451,CUST73100026,Global Manufacturing Technologies FZE,End User,Mining & Metals,Germany,EUR,within 60 days net,CPT,Process Expansion Project,metallurgical process monitoring,OPEN,V2
RFQ731-002452,CUST73100208,United Process Automation AG,End User,Research & Development,Türkiye,EUR,within 30 days net,DAP,Process Expansion Project,laboratory process system,OPEN,V2
RFQ731-002453,CUST73100225,Summit Automation Systems FZE,End User,Food & Beverage,Türkiye,EUR,within 30 days net,DAP,New Plant Installation,process water measurement,OPEN,V2
RFQ731-002454,CUST73100237,Global Industrial Services FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 60 days net,FCA,Measurement Infrastructure Upgrade,treatment plant monitoring,OPEN,V2
RFQ731-002455,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,New Plant Installation,production measurement,OPEN,V2
RFQ731-002456,CUST73100231,Advanced Industrial Technologies B.V.,End User,Pharmaceutical,France,EUR,within 30 days net,EXW,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-002457,CUST73100031,Vector Engineering Solutions AG,End User,Water & Wastewater,United Kingdom,GBP,within 60 days net,CPT,Process Instrumentation Upgrade,water treatment,OPEN,V2
RFQ731-002458,CUST73100102,Horizon Instrumentation S.A.,End User,Power & Utilities,Türkiye,EUR,within 30 days net,CPT,Metering System Replacement,utility water measurement,OPEN,V2
RFQ731-002459,CUST73100133,Continental Process Systems GmbH,End User,Oil & Gas,Spain,EUR,within 90 days net,CPT,Measurement System Upgrade,gas processing,OPEN,V2
RFQ731-002460,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,New Production Line,plant utility monitoring,OPEN,V2
RFQ731-002461,CUST73100224,Vector Industrial Technologies Ltd.,End User,Chemical,Saudi Arabia,USD,within 60 days net,DAP,Process Automation Project,chemical production,OPEN,V2
RFQ731-002462,CUST73100060,Nexon Process Automation AG,System Integrator,Power & Utilities,France,EUR,within 60 days net,FCA,Measurement System Upgrade,energy infrastructure,OPEN,V2
RFQ731-002463,CUST73100232,Vertex Process Engineering AG,End User,Chemical,Netherlands,EUR,within 45 days net,DAP,New Production Line,batch process monitoring,OPEN,V2
RFQ731-002464,CUST73100160,Quantum Manufacturing Technologies B.V.,EPC Contractor,Water & Wastewater,India,EUR,within 30 days net,DDP,Plant Modernisation Project,water distribution,OPEN,V2
RFQ731-002465,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,New Production Line,process flow measurement,OPEN,V2
RFQ731-002466,CUST73100071,Prime Process Engineering Ltd.,End User,Power & Utilities,Netherlands,EUR,within 60 days net,DAP,Metering System Replacement,energy infrastructure,OPEN,V2
RFQ731-002467,CUST73100072,Orion Process Engineering Ltd.,End User,Chemical,Germany,EUR,within 90 days net,CPT,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-002468,CUST73100132,Nexon Manufacturing Technologies GmbH,EPC Contractor,Manufacturing,India,EUR,within 60 days net,FCA,Process Automation Project,plant utility measurement,OPEN,V2
RFQ731-002469,CUST73100010,Meridian Engineering Solutions FZE,EPC Contractor,Water & Wastewater,United Arab Emirates,USD,within 90 days net,EXW,New Production Line,treatment plant monitoring,OPEN,V2
RFQ731-002470,CUST73100232,Vertex Process Engineering AG,End User,Chemical,Netherlands,EUR,within 45 days net,DAP,Utility Measurement Upgrade,process flow measurement,OPEN,V2
RFQ731-002471,CUST73100183,Sterling Energy Systems Ltd.,End User,Manufacturing,United Kingdom,GBP,within 60 days net,CPT,Metering System Replacement,production line monitoring,OPEN,V2
RFQ731-002472,CUST73100207,Nexon Process Automation B.V.,Engineering Company,Mining & Metals,Türkiye,EUR,advance payment,DAP,Utility Measurement Upgrade,process water measurement,OPEN,V2
RFQ731-002473,CUST73100250,Quantum Industrial Services GmbH,EPC Contractor,Chemical,Germany,EUR,within 30 days net,CPT,New Production Line,chemical production,OPEN,V2
RFQ731-002474,CUST73100172,Prime Measurement Technologies GmbH,End User,Research & Development,Germany,EUR,within 60 days net,CPT,Plant Modernisation Project,test facility measurement,OPEN,V2
