rfq_id,customer_id,customer_name,customer_reference,project_reference,rfq_date,requested_delivery_date,quantity,currency,payment_terms,delivery_terms,customer_country,industry,primary_application,customer_type,target_configuration_id,target_package,target_generation_method,target_evidence_level,source_type,synthetic_version
RFQ731-002680,CUST73100079,Nova Industrial Technologies S.A.,RFQ-160700,Flow Metering Requirement,2026-03-31,2026-07-11,3,GBP,within 30 days net,CPT,United Kingdom,Power & Utilities,Utility monitoring,End User,CFG731_59d41a45b5e132f2,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002681,CUST73100054,Nexon Engineering Solutions B.V.,REQ-244190,Flow Metering Requirement,2026-07-14,2026-09-24,3,EUR,within 45 days net,CPT,Netherlands,Chemical,Plant utilities,End User,CFG731_f4e7010207bfdfc0,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002682,CUST73100128,Horizon Process Systems S.A.,RFQ-215422,Plant Modernization Project,2026-07-22,2026-12-26,1,EUR,within 60 days net,DAP,Spain,Manufacturing,Production utilities,EPC Contractor,CFG731_26554ff79bcf8a3f,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002683,CUST73100156,Global Measurement Technologies AG,REQ-642748,Process Measurement Upgrade,2026-06-27,2026-11-01,1,EUR,within 30 days net,DAP,France,Oil & Gas,Process monitoring,End User,CFG731_55a5f4221fbaea16,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002684,CUST73100199,Vector Measurement Technologies FZE,RFQ-299939,Process Measurement Upgrade,2026-04-29,2026-08-25,2,EUR,within 90 days net,CPT,France,Manufacturing,Production utilities,Distributor,CFG731_1f978c234895178c,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002685,CUST73100039,Meridian Instrumentation AG,ENQ-853584,Measurement Upgrade Project,2026-04-30,2026-09-12,4,EUR,within 60 days net,CPT,Türkiye,Water & Wastewater,Water treatment,EPC Contractor,CFG731_781438c58a003a2c,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002686,CUST73100239,Vertex Automation Systems GmbH,REQ-674115,Flow Metering Requirement,2026-06-23,2026-12-15,2,EUR,within 60 days net,CPT,Germany,Oil & Gas,Hydrocarbon transfer,System Integrator,CFG731_d8c69b7395beabbb,F731TE,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002687,CUST73100074,Industrial Automation Systems AG,REQ-583776,Process Monitoring,2026-03-12,2026-08-06,1,EUR,advance payment,DDP,India,Power & Utilities,Utility monitoring,System Integrator,CFG731_2aca30183aab25a9,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002688,CUST73100201,Nova Instrumentation Ltd.,REQ-574683,Flow Measurement Replacement,2026-06-28,2026-09-05,2,USD,within 30 days net,FCA,United Arab Emirates,Power & Utilities,Cooling water measurement,End User,CFG731_81fb6648eb2086c4,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002689,CUST73100197,Continental Petrochemical Solutions GmbH,ENQ-388401,Process Automation Project,2026-05-11,2026-09-18,4,EUR,within 45 days net,DAP,Spain,Food & Beverage,Liquid process measurement,EPC Contractor,CFG731_d5af433b36265df1,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002690,CUST73100181,Evergreen Process Engineering AG,REQ-103287,Measurement System Upgrade,2026-01-12,2026-05-23,1,EUR,within 60 days net,CPT,Spain,Research & Development,Pilot plant testing,System Integrator,CFG731_3c2aedfb429dc226,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002691,CUST73100029,Evergreen Engineering Solutions FZE,REQ-628261,Flow Metering Requirement,2026-06-19,2026-10-05,2,EUR,within 45 days net,CPT,Germany,Water & Wastewater,Utility water measurement,System Integrator,CFG731_4ca309199387f8d5,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002692,CUST73100056,Vertex Measurement Technologies S.A.,PROJECT-550154,Flow Metering Requirement,2026-02-14,2026-04-19,2,EUR,within 30 days net,CPT,Türkiye,Oil & Gas,Pipeline measurement,End User,CFG731_d2034bb5aa313dac,F731WD_DualChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002693,CUST73100243,Sterling Energy Systems GmbH,INST-956954,Flow Metering Requirement,2026-04-22,2026-07-19,2,EUR,within 90 days net,CPT,Germany,Mining & Metals,Process water,Distributor,CFG731_49fe7a9d3e1ae54e,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002694,CUST73100187,Precision Automation Systems B.V.,INST-654531,Utility Measurement Project,2026-05-22,2026-07-28,4,EUR,within 30 days net,DAP,Netherlands,Engineering & EPC,Instrumentation package,Engineering Company,CFG731_4b26dfbafad76131,F731PW,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002695,CUST73100129,Delta Manufacturing Technologies B.V.,RFQ-333903,Plant Instrumentation,2026-07-27,2026-10-18,1,EUR,within 60 days net,DDP,India,Water & Wastewater,Utility water measurement,End User,CFG731_3781457447e45e13,G731CA,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002696,CUST73100078,Vector Measurement Technologies GmbH,ENQ-803210,Measurement Upgrade Project,2026-04-05,2026-08-07,3,EUR,within 90 days net,FCA,Türkiye,Oil & Gas,Gas measurement,End User,CFG731_6649a4899673b05e,G731ST-HT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002697,CUST73100003,Industrial Industrial Services GmbH,INST-988269,Process Expansion Project,2026-05-27,2026-09-02,1,EUR,within 30 days net,CPT,Türkiye,Water & Wastewater,Wastewater monitoring,Engineering Company,CFG731_bddb4195ad08d693,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002698,CUST73100233,Global Process Systems AG,RFQ-498972,Flow Metering Requirement,2026-07-25,2026-09-29,1,EUR,advance payment,CPT,Türkiye,Pharmaceutical,Batch process measurement,End User,CFG731_624f3002b3cf1e19,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002699,CUST73100014,United Manufacturing Technologies FZE,INST-124507,Process Monitoring,2026-03-13,2026-05-10,1,EUR,within 60 days net,DAP,Germany,Chemical,Chemical process monitoring,End User,CFG731_3fe2202b70f330b1,F731TE,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002700,CUST73100052,Global Industrial Technologies Ltd.,RFQ-154966,Measurement Upgrade Project,2026-07-18,2026-12-14,4,USD,within 30 days net,CPT,Saudi Arabia,Power & Utilities,Cooling water measurement,End User,CFG731_d2a75fda6f761c1b,G731CA,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002701,CUST73100114,Dynamic Engineering Solutions GmbH,RFQ-616648,New Production Line Project,2026-06-26,2026-11-13,3,EUR,within 90 days net,CPT,India,Oil & Gas,Hydrocarbon transfer,Distributor,CFG731_ca03fff98c65f515,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002702,CUST73100033,Continental Instrumentation AG,RFQ-128221,Utility Measurement Project,2026-06-15,2026-08-13,2,EUR,within 30 days net,CPT,Türkiye,Mining & Metals,Process water,EPC Contractor,CFG731_ae226e31119be9bd,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002703,CUST73100160,Quantum Manufacturing Technologies B.V.,INST-534825,New Production Line Project,2026-05-08,2026-08-09,1,EUR,within 30 days net,DDP,India,Water & Wastewater,Wastewater monitoring,EPC Contractor,CFG731_dc7c891c14ea05d8,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002704,CUST73100110,Orion Measurement Technologies B.V.,RFQ-636632,Flow Measurement Replacement,2026-06-21,2026-12-13,1,EUR,within 60 days net,CPT,France,Chemical,Process control,System Integrator,CFG731_f97e51d1da57d99f,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002705,CUST73100026,Global Manufacturing Technologies FZE,INST-497355,Measurement System Upgrade,2026-03-20,2026-05-05,2,EUR,within 60 days net,CPT,Germany,Mining & Metals,Slurry measurement,End User,CFG731_631ccc0b317dc962,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002706,CUST73100188,Pioneer Instrumentation S.A.,REQ-561519,Measurement Upgrade Project,2026-01-07,2026-02-10,20,EUR,within 60 days net,EXW,Türkiye,Oil & Gas,Process monitoring,End User,CFG731_d124ccffa669c3a2,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002707,CUST73100236,Dynamic Automation Systems FZE,RFQ-101435,New Production Line Project,2026-02-11,2026-04-24,5,EUR,within 60 days net,FCA,Germany,Water & Wastewater,Utility water measurement,EPC Contractor,CFG731_b44b2e6818291871,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002708,CUST73100038,Nexon Process Engineering GmbH,RFQ-400677,Measurement Upgrade Project,2026-03-21,2026-07-09,1,EUR,within 60 days net,DAP,Spain,Oil & Gas,Hydrocarbon transfer,Engineering Company,CFG731_1123bef3c890d293,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002709,CUST73100174,Nova Instrumentation AG,PROJECT-495435,Process Measurement Upgrade,2026-03-23,2026-06-24,1,EUR,advance payment,DAP,Germany,Chemical,Chemical process monitoring,End User,CFG731_8153d67c519453a2,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002710,CUST73100043,Meridian Automation Systems FZE,ENQ-275988,Process Monitoring,2026-05-19,2026-07-21,3,EUR,within 30 days net,EXW,Germany,Oil & Gas,Hydrocarbon transfer,End User,CFG731_c35b817e9679c657,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002711,CUST73100153,Evergreen Engineering Solutions AG,REQ-212887,Process Monitoring,2026-05-01,2026-08-24,1,EUR,within 60 days net,DDP,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_c3b5b1049b2ed7bb,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002712,CUST73100184,Orion Process Automation GmbH,INST-932740,Flow Metering Requirement,2026-02-09,2026-06-10,5,EUR,within 60 days net,CPT,Türkiye,Mining & Metals,Mineral processing,System Integrator,CFG731_5ea309f998205da7,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002713,CUST73100193,Atlas Process Automation Ltd.,PROJECT-854133,Plant Modernization Project,2026-02-18,2026-08-15,1,EUR,within 30 days net,DDP,France,Chemical,Batch process measurement,EPC Contractor,CFG731_cb1aeeb79876dd06,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002714,CUST73100227,Global Industrial Services GmbH,REQ-213496,Flow Metering Requirement,2026-06-01,2026-11-16,2,EUR,within 30 days net,FCA,India,Pharmaceutical,Batch process measurement,System Integrator,CFG731_395f3e5588a2c3c0,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002715,CUST73100146,Precision Engineering Solutions AG,ENQ-842476,Plant Modernization Project,2026-06-25,2026-10-12,1,EUR,advance payment,FCA,Türkiye,Pharmaceutical,Clean utility monitoring,End User,CFG731_d21c75b44ecc736a,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002716,CUST73100151,Dynamic Energy Systems AG,ENQ-643301,Plant Modernization Project,2026-05-28,2026-09-20,1,EUR,within 90 days net,FCA,Italy,Pharmaceutical,Process water,EPC Contractor,CFG731_f2b6724ca609efbb,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002717,CUST73100176,Quantum Manufacturing Technologies FZE,ENQ-218226,Plant Instrumentation,2026-03-02,2026-07-03,4,EUR,within 30 days net,CPT,Spain,Pharmaceutical,Batch process measurement,System Integrator,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002718,CUST73100040,Atlas Engineering Solutions GmbH,REQ-703828,Utility Measurement Project,2026-03-30,2026-07-30,1,EUR,within 30 days net,CPT,Italy,Water & Wastewater,Water treatment,EPC Contractor,CFG731_ef980c35ed5ff3e4,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002719,CUST73100141,Horizon Instrumentation GmbH,REQ-459941,Flow Measurement Replacement,2026-07-21,2026-09-01,1,EUR,within 30 days net,CPT,India,Oil & Gas,Gas measurement,Distributor,CFG731_4cb67cdc021380a4,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002720,CUST73100047,Nexon Automation Systems AG,ENQ-232983,Plant Modernization Project,2026-01-28,2026-07-06,4,EUR,within 30 days net,CPT,France,Mining & Metals,Mineral processing,EPC Contractor,CFG731_1b5b895b5e259903,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002721,CUST73100089,Global Instrumentation S.A.,ENQ-451254,Process Measurement Upgrade,2026-07-06,2026-11-05,1,GBP,within 30 days net,EXW,United Kingdom,Power & Utilities,Cooling water measurement,End User,CFG731_74da73b8951ab4f1,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002722,CUST73100080,Dynamic Measurement Technologies AG,RFQ-158623,Process Monitoring,2026-07-01,2026-12-17,1,EUR,within 30 days net,CPT,Netherlands,Engineering & EPC,Turnkey process project,System Integrator,CFG731_8ade52b2e74d0235,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002723,CUST73100005,Apex Manufacturing Technologies S.A.,PROJECT-736528,Measurement System Upgrade,2026-06-16,2026-11-01,1,EUR,within 60 days net,DAP,Germany,Mining & Metals,Mineral processing,End User,CFG731_9d1ffcce07240574,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002724,CUST73100015,Orion Petrochemical Solutions FZE,REQ-497664,Process Expansion Project,2026-03-04,2026-07-20,1,USD,within 90 days net,DDP,Saudi Arabia,Oil & Gas,Process monitoring,EPC Contractor,CFG731_750dd83a06ba43cb,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002725,CUST73100077,Industrial Industrial Services AG,PROJECT-518227,Plant Modernization Project,2026-04-07,2026-08-20,2,EUR,within 60 days net,DDP,Spain,Chemical,Liquid flow measurement,System Integrator,CFG731_214b093bf98ca9ef,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002726,CUST73100050,Apex Petrochemical Solutions B.V.,INST-339869,Measurement System Upgrade,2026-05-13,2026-08-22,1,EUR,within 90 days net,DAP,Spain,Chemical,Batch process measurement,End User,CFG731_257fecba9143d12f,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002727,CUST73100206,Delta Engineering Solutions FZE,REQ-615503,Process Measurement Upgrade,2026-03-23,2026-08-08,1,USD,within 30 days net,DAP,United Arab Emirates,Engineering & EPC,Engineering project,End User,CFG731_26554ff79bcf8a3f,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002728,CUST73100094,Quantum Petrochemical Solutions B.V.,ENQ-870971,Flow Metering Requirement,2026-07-20,2026-12-07,20,EUR,within 60 days net,CPT,Netherlands,Power & Utilities,Cooling water measurement,End User,CFG731_afa90db347a19822,G731CA,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002729,CUST73100211,Delta Automation Systems Ltd.,PROJECT-787759,Plant Instrumentation,2026-05-19,2026-07-01,1,EUR,within 30 days net,CPT,Italy,Mining & Metals,Slurry measurement,System Integrator,CFG731_fb16e30f5bbb87f2,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002730,CUST73100207,Nexon Process Automation B.V.,RFQ-889528,New Production Line Project,2026-04-06,2026-08-20,2,EUR,advance payment,DAP,Türkiye,Mining & Metals,Slurry measurement,Engineering Company,CFG731_5a8170a3daa0efb9,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002731,CUST73100159,Delta Industrial Services B.V.,RFQ-874338,Flow Measurement Replacement,2026-05-13,2026-07-30,10,EUR,within 30 days net,DAP,Türkiye,Manufacturing,Production utilities,End User,CFG731_a9a1b4f80067a4f8,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002732,CUST73100036,Atlas Industrial Technologies B.V.,REQ-678144,Process Measurement Upgrade,2026-05-25,2026-06-29,20,EUR,within 60 days net,CPT,Netherlands,Engineering & EPC,Instrumentation package,End User,CFG731_579057193c092394,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002733,CUST73100118,Vertex Process Automation B.V.,ENQ-282623,Utility Measurement Project,2026-05-26,2026-07-04,3,EUR,within 60 days net,FCA,Netherlands,Research & Development,Pilot plant testing,EPC Contractor,CFG731_ef8d68b6d278bfec,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002734,CUST73100067,United Energy Systems Ltd.,RFQ-251732,Plant Instrumentation,2026-06-24,2026-10-28,3,EUR,within 30 days net,EXW,Netherlands,Chemical,Plant utilities,End User,CFG731_7f5bfa7b21e81359,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002735,CUST73100235,Quantum Industrial Services S.A.,PROJECT-925994,Process Expansion Project,2026-07-14,2026-11-21,1,EUR,within 60 days net,CPT,Türkiye,Manufacturing,Process monitoring,End User,CFG731_2aca30183aab25a9,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002736,CUST73100093,Vertex Engineering Solutions FZE,RFQ-906697,Plant Instrumentation,2026-01-12,2026-06-27,5,EUR,within 30 days net,FCA,Italy,Manufacturing,Process monitoring,Distributor,CFG731_7afa5501026394f9,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002737,CUST73100130,Evergreen Industrial Services AG,PROJECT-148000,Flow Metering Requirement,2026-05-27,2026-11-13,3,EUR,within 60 days net,FCA,Türkiye,Water & Wastewater,Raw water measurement,System Integrator,CFG731_7994662aa688a3b5,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002738,CUST73100144,Quantum Measurement Technologies Ltd.,INST-384422,Process Measurement Upgrade,2026-02-24,2026-06-29,1,EUR,within 30 days net,CPT,Germany,Oil & Gas,Process monitoring,Distributor,CFG731_edf13ed38a4b54de,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002739,CUST73100220,Apex Industrial Technologies FZE,PROJECT-723617,Process Monitoring,2026-02-15,2026-08-04,2,GBP,advance payment,CPT,United Kingdom,Food & Beverage,CIP monitoring,End User,CFG731_f235f4dd7693c885,G731CA,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002740,CUST73100226,United Process Engineering B.V.,INST-783180,New Production Line Project,2026-04-08,2026-08-08,20,EUR,within 60 days net,CPT,Türkiye,Oil & Gas,Refinery process measurement,System Integrator,CFG731_aaecd8f48f0639a0,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002741,CUST73100222,Delta Process Automation Ltd.,ENQ-979139,Plant Instrumentation,2026-07-19,2027-01-10,1,EUR,within 30 days net,EXW,India,Oil & Gas,Hydrocarbon transfer,End User,CFG731_fb76e1a3b49d565f,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002742,CUST73100241,Prime Process Automation AG,REQ-863989,Flow Metering Requirement,2026-05-10,2026-06-21,1,EUR,within 60 days net,CPT,France,Chemical,Batch process measurement,End User,CFG731_5e50b9bcbfa0b051,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002743,CUST73100234,Quantum Engineering Solutions Ltd.,PROJECT-816532,Measurement System Upgrade,2026-03-16,2026-05-03,1,EUR,within 30 days net,DDP,Türkiye,Chemical,Process control,End User,CFG731_f79503cf8f87ea49,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002744,CUST73100242,Integrated Energy Systems FZE,PROJECT-791870,Flow Measurement Replacement,2026-07-08,2026-12-15,1,EUR,within 30 days net,DAP,France,Power & Utilities,Energy monitoring,System Integrator,CFG731_9eed4a2d2e84d134,G731ST-HT,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002745,CUST73100224,Vector Industrial Technologies Ltd.,INST-308405,Plant Instrumentation,2026-01-08,2026-07-07,4,USD,within 60 days net,DAP,Saudi Arabia,Chemical,Liquid flow measurement,End User,CFG731_5f4002ede5e39c69,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002746,CUST73100012,Industrial Manufacturing Technologies AG,PROJECT-826816,Flow Metering Requirement,2026-03-10,2026-04-29,3,GBP,within 45 days net,CPT,United Kingdom,Oil & Gas,Process monitoring,End User,CFG731_952a687c71f51b58,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-002747,CUST73100060,Nexon Process Automation AG,INST-140916,Flow Metering Requirement,2026-04-17,2026-05-22,1,EUR,within 60 days net,FCA,France,Power & Utilities,Process water measurement,System Integrator,CFG731_d3db38843cf9fb81,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002748,CUST73100059,Global Industrial Technologies AG,PROJECT-680643,Flow Measurement Replacement,2026-02-02,2026-03-28,5,EUR,within 60 days net,FCA,Spain,Power & Utilities,Process water measurement,End User,CFG731_d8c69b7395beabbb,F731TE,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002749,CUST73100004,Apex Process Engineering Ltd.,REQ-812576,Process Expansion Project,2026-03-22,2026-06-22,2,EUR,within 60 days net,DAP,Germany,Oil & Gas,Process monitoring,Engineering Company,CFG731_007c0829be0a9482,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002750,CUST73100158,Advanced Automation Systems AG,PROJECT-167912,Instrumentation Package Project,2026-02-22,2026-08-03,2,EUR,within 30 days net,CPT,Netherlands,Engineering & EPC,Instrumentation package,EPC Contractor,CFG731_5995fa9fd5d1242f,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002751,CUST73100216,Vertex Measurement Technologies AG,PROJECT-383204,Flow Measurement Replacement,2026-03-20,2026-06-14,1,EUR,within 60 days net,FCA,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_5e50b9bcbfa0b051,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002752,CUST73100002,Nova Industrial Services S.A.,RFQ-707490,Process Automation Project,2026-06-02,2026-11-14,1,EUR,within 45 days net,FCA,France,Pharmaceutical,Batch process measurement,End User,CFG731_364810dcd7f32a0c,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002753,CUST73100028,Industrial Energy Systems Ltd.,REQ-279201,Process Automation Project,2026-03-17,2026-07-09,1,EUR,within 60 days net,DDP,Italy,Pharmaceutical,Batch process measurement,EPC Contractor,CFG731_3d5919a152529e0c,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002754,CUST73100071,Prime Process Engineering Ltd.,REQ-920139,Flow Measurement Replacement,2026-07-25,2026-09-22,1,EUR,within 60 days net,DAP,Netherlands,Power & Utilities,Steam measurement,End User,CFG731_9c6b16fef6d02aaf,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002755,CUST73100031,Vector Engineering Solutions AG,ENQ-985503,Process Measurement Upgrade,2026-06-23,2026-08-11,4,GBP,within 60 days net,CPT,United Kingdom,Water & Wastewater,Utility water measurement,End User,CFG731_0b33555ff08fcd28,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-002756,CUST73100154,United Instrumentation Ltd.,RFQ-369532,Process Measurement Upgrade,2026-03-29,2026-05-24,1,EUR,within 60 days net,CPT,Germany,Engineering & EPC,Turnkey process project,End User,CFG731_973d201e6585b77f,x731,TWO_CHARACTERISTIC,STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002757,CUST73100148,Metrix Energy Systems AG,RFQ-837348,Measurement System Upgrade,2026-04-18,2026-09-14,1,EUR,within 30 days net,FCA,Netherlands,Mining & Metals,Mineral processing,End User,CFG731_ad0a2fd7350b6cca,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002758,CUST73100209,Atlas Process Engineering B.V.,INST-489615,Process Measurement Upgrade,2026-01-24,2026-07-03,20,EUR,within 30 days net,DDP,France,Chemical,Plant utilities,System Integrator,CFG731_92efd7a3c43da152,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002759,CUST73100032,Evergreen Energy Systems B.V.,RFQ-345409,Process Expansion Project,2026-04-29,2026-10-26,4,EUR,within 30 days net,DAP,Spain,Chemical,Liquid flow measurement,EPC Contractor,CFG731_31aa13473958d7d3,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-002760,CUST73100010,Meridian Engineering Solutions FZE,RFQ-208938,Process Automation Project,2026-07-01,2026-11-22,1,USD,within 90 days net,EXW,United Arab Emirates,Water & Wastewater,Water treatment,EPC Contractor,CFG731_9cedc4ecc45a4b46,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002761,CUST73100053,Vertex Instrumentation FZE,REQ-835654,Measurement System Upgrade,2026-06-24,2026-11-27,3,USD,within 30 days net,EXW,Saudi Arabia,Water & Wastewater,Utility water measurement,End User,CFG731_04e7216b1ba7f935,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-002762,CUST73100042,Sterling Process Engineering GmbH,RFQ-593684,Process Measurement Upgrade,2026-02-28,2026-05-30,1,EUR,within 45 days net,CPT,Netherlands,Chemical,Chemical process monitoring,End User,CFG731_0fbee36816b7af98,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
