synthetic_record_id,canonical_configuration_id,package_context,record_type,generation_method,source_canonical_configuration_id,source_frequency,nearest_real_distance,num_changed_characteristics,changed_characteristics,constraint_valid,evidence_level,evidence_score,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication,synthetic_dataset,technical_configuration_status
SYN731_002328,CFG731_515a31451814aae9,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_c5da2661a169f82b,0,1,2,stromSchaltbar|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,1,K,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002329,CFG731_3823a7587dcc8acd,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_337790e6bbcf15f4,0,2,2,powerSupply|customUserFluid,True,LOW,54.8,F,GP,ST,4,1,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002330,CFG731_2a989bd6dba74d9f,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_2a989bd6dba74d9f,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_002331,CFG731_ef211cb97feaddc8,F731PW,OBSERVED,REAL_OBSERVED,CFG731_ef211cb97feaddc8,2,0,0,,True,OBSERVED,100.0,F,PW,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP2,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002332,CFG731_7eb5b2d6a16dd3a3,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_f1614000023c2800,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002333,CFG731_4e59e6fc4174afa3,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_8c8856d21252930e,0,1,1,powerSupply,True,VERY_STRONG,93.0,H,GP,ST,4,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002334,CFG731_bcc5933e6fc2a98c,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_60f3aae8ede70fe0,0,1,2,explosionApproval|customUserFluid,True,MODERATE,62.8,G,GP,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002335,CFG731_8b9239fd1c516750,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_823b17639d6061fd,0,2,2,dataInterface|customUserFluid,True,LOW,53.8,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002336,CFG731_dc8a3bad7d99b8ea,G731CA,OBSERVED,REAL_OBSERVED,CFG731_dc8a3bad7d99b8ea,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,2,K,2,NN,PA,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002337,CFG731_bdd144687fe20504,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_da02526d254e2e35,0,2,2,devCategory|binaerOpenColl_MP,True,LOW,53.0,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002338,CFG731_7f5bfa7b21e81359,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_7f5bfa7b21e81359,7,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_002339,CFG731_91e51485b56960b2,x731,OBSERVED,REAL_OBSERVED,CFG731_91e51485b56960b2,7,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002340,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,REAL_OBSERVED,CFG731_98ec9650b5463fd0,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,2,N,N,NN,MT,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002341,CFG731_fb3a51904298e616,x731,OBSERVED,REAL_OBSERVED,CFG731_fb3a51904298e616,2,0,0,,True,OBSERVED,100.0,S,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002342,CFG731_ba522ec0a7a74924,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_efc9d6b915117e15,0,1,2,devCategory|temperaturEingaenge,True,STRONG,70.0,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002343,CFG731_b265e25b7baf721d,F731PW,DERIVED,TWO_CHARACTERISTIC,CFG731_ef211cb97feaddc8,0,1,2,dataInterface|binaerOpenColl_MP,True,MODERATE,67.1,F,PW,ST,1,1,A,2,NN,MR,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002344,CFG731_b80e7ed679169677,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_28ac43a93658ad6b,0,1,2,temperaturEingaenge|customUserFluid,True,MODERATE,66.8,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002345,CFG731_e98d2be876599c40,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_e98d2be876599c40,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,CN,NN,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002346,CFG731_c36cf51e843fda21,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ac8195f5cce7d089,0,1,2,explosionApproval|binaerOpenColl_MP,True,MODERATE,65.5,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002347,CFG731_22da0d6030817265,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_455da2f832a6b66d,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002348,CFG731_b7c1a02b25610507,F731TE,OBSERVED,REAL_OBSERVED,CFG731_b7c1a02b25610507,1,0,0,,True,OBSERVED,100.0,F,TE,ST,1,1,K,2,NN,PA,NOVALUE,NOVALUE,TT2,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002349,CFG731_33a5773cf6a65e2e,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,G,ST,ST,1,2,N,N,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_002350,CFG731_ad0a2fd7350b6cca,x731,OBSERVED,REAL_OBSERVED,CFG731_ad0a2fd7350b6cca,2,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002351,CFG731_00f08838a21d3799,F731PW,DERIVED,TWO_CHARACTERISTIC,CFG731_956456fc074ebc5a,0,2,2,explosionApproval|binaerOpenColl_MP,True,LOW,50.5,F,PW,ST,1,1,F,2,NN,MR,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002352,CFG731_fe9a409c6b2ba9cc,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_c7c53fc5541f1dc1,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002353,CFG731_c8eae76935f62f46,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_f23946dbf617272b,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,ST,ST,1,2,N,N,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_002354,CFG731_c759934398f2381a,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,1,binaerOpenColl_MP,True,VERY_STRONG,93.7,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_002355,CFG731_a3b03637ed22317c,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_a3b03637ed22317c,7,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_002356,CFG731_b46f92852addf866,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,2,dataInterface|binaerOpenColl_MP,True,MODERATE,67.1,G,ST,ST,1,2,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_002357,CFG731_e489ae1a5426e276,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_e489ae1a5426e276,1,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,K,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_002358,CFG731_0aa987e1ae960c88,x731,OBSERVED,REAL_OBSERVED,CFG731_0aa987e1ae960c88,1,0,0,,True,OBSERVED,100.0,F,GP,ST,1,1,N,N,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002359,CFG731_41435e12137a7344,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_20e62aeb01c953da,0,2,2,powerSupply|dev_advMeterVerification,True,LOW,54.8,G,GP,ST,4,1,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002360,CFG731_5e0166a160f3ed77,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_efc9d6b915117e15,0,2,2,dev_advMeterVerification|customUserFluid,True,MODERATE,55.0,F,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002361,CFG731_d2034bb5aa313dac,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,CFG731_d2034bb5aa313dac,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,2,N,N,NN,NN,CS2,NOVALUE,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002362,CFG731_1f2a166cde9ede02,x731,OBSERVED,REAL_OBSERVED,CFG731_1f2a166cde9ede02,2,0,0,,True,OBSERVED,100.0,S,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002363,CFG731_6d44172bc82c7ed7,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_775c3458f44938c0,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,G,GP,ST,1,1,K,2,NN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002364,CFG731_3d3b1ab589678df9,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_5feb84333ab424ba,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002365,CFG731_07fb816f7dc25bc8,F731TE,OBSERVED,REAL_OBSERVED,CFG731_07fb816f7dc25bc8,2,0,0,,True,OBSERVED,100.0,F,TE,ST,1,1,A,2,NN,NN,CS2,NOVALUE,TT2,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002366,CFG731_05cddc1cd5eab9c6,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ef4cf0e053e2d332,0,2,2,stromEingaenge|dev_advMeterVerification,True,LOW,49.4,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002367,CFG731_b1196e0942d6104e,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_9f3028be2110afe1,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,H,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002368,CFG731_3b2a32abbf148ca1,x731,OBSERVED,REAL_OBSERVED,CFG731_3b2a32abbf148ca1,7,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002369,CFG731_2590cdb37d481b9a,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_901acdfc4a61ad77,0,1,1,dataInterface,True,VERY_STRONG,95.1,F,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002370,CFG731_a20b10157efccecb,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_353333bad447dbef,0,1,2,stromEingaenge|dev_advMeterVerification,True,MODERATE,64.4,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002371,CFG731_2db6c530f35d47b9,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_2db6c530f35d47b9,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,K,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_002372,CFG731_400b0d973c930668,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_400b0d973c930668,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002373,CFG731_3b56310e368fd60f,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_33fed5318b1a4f2f,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002374,CFG731_ddd1ce28a3456ff6,x731,OBSERVED,REAL_OBSERVED,CFG731_ddd1ce28a3456ff6,2,0,0,,True,OBSERVED,100.0,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002375,CFG731_aa9e47c85fcdb938,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_353333bad447dbef,0,1,2,temperaturEingaenge|dev_advMeterVerification,True,MODERATE,66.8,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002376,CFG731_5aad423ad5989441,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_258498329a834b05,0,1,2,dataInterface|explosionApproval,True,VERY_STRONG,96.5,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002377,CFG731_761c71e98da39553,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_775c3458f44938c0,0,2,2,powerSupply|customUserFluid,True,LOW,54.8,G,GP,ST,4,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002378,CFG731_555c215c4639435a,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_b65b306a03ca71c9,0,1,1,dataInterface,True,VERY_STRONG,95.1,F,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002379,CFG731_63eca10a00ae1f5d,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_63eca10a00ae1f5d,7,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_002380,CFG731_28454766bbc80cb9,F731TE,DERIVED,TWO_CHARACTERISTIC,CFG731_6886c948a9d1ec0c,0,1,2,numberOfChannels|dataInterface,True,MODERATE,61.6,F,TE,ST,1,2,F,2,NN,PA,CS2,NOVALUE,TT2,MN4,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002381,CFG731_2688c6c5fd11ba8e,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,CFG731_2688c6c5fd11ba8e,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,2,N,N,NN,PA,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002382,CFG731_7c93880f0c6b22c5,F731TE,OBSERVED,REAL_OBSERVED,CFG731_7c93880f0c6b22c5,2,0,0,,True,OBSERVED,100.0,F,TE,ST,1,1,K,2,NN,NN,CS2,NOVALUE,TT2,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002383,CFG731_1cbb464ec15ba84f,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_b8b11650a048baf7,0,1,2,powerSupply|stromSchaltbar,True,MODERATE,67.4,F,GP,ST,4,1,N,N,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002384,CFG731_af5b0ebc51685059,x731,OBSERVED,REAL_OBSERVED,CFG731_af5b0ebc51685059,2,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002385,CFG731_9cb3c996fff3863c,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_0db950a4979d2c52,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002386,CFG731_5be384035f37d372,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_c5da2661a169f82b,0,1,2,temperaturEingaenge|binaerOpenColl_MP,True,MODERATE,64.8,G,ST,ST,1,1,K,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002387,CFG731_0d3b04d12b4208a2,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_7f60255816247683,0,1,2,stromSchaltbar|temperaturEingaenge,True,VERY_STRONG,98.2,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002388,CFG731_3a824c7e49bfd8f4,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_33fed5318b1a4f2f,0,1,1,devCategory,True,VERY_STRONG,93.0,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002389,CFG731_b192ab056df1d8f7,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_c5da2661a169f82b,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,G,ST,ST,1,1,K,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002390,CFG731_00533f723f7496de,G731ST-LT,DERIVED,ONE_CHARACTERISTIC,CFG731_a2a709ad804cc5a2,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,ST,ST,1,1,K,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002391,CFG731_d97c333965654bd3,G731CA,OBSERVED,REAL_OBSERVED,CFG731_d97c333965654bd3,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,1,K,2,NN,PA,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002392,CFG731_7994662aa688a3b5,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_7203705eed387b0a,0,1,2,stromSchaltbar|binaerOpenColl_MP,True,MODERATE,67.9,G,ST,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_002393,CFG731_f7533d37b29ce240,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_353333bad447dbef,0,1,2,temperaturEingaenge|binaerOpenColl_MP,True,MODERATE,64.8,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002394,CFG731_f2009d42f55088a9,x731,OBSERVED,REAL_OBSERVED,CFG731_f2009d42f55088a9,1,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002395,CFG731_452fb8d2c450816e,G731CA,OBSERVED,REAL_OBSERVED,CFG731_452fb8d2c450816e,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,1,F,2,NN,MT,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002396,CFG731_a3b03637ed22317c,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_a3b03637ed22317c,7,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_002397,CFG731_32b1041fd68aac23,x731,OBSERVED,REAL_OBSERVED,CFG731_32b1041fd68aac23,2,0,0,,True,OBSERVED,100.0,F,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_002398,CFG731_aa082226d44cd876,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_60f3aae8ede70fe0,0,2,2,powerSupply|temperaturEingaenge,True,LOW,49.0,G,GP,ST,4,1,A,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002399,CFG731_228013cfd0470f7a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_62d0f0f6bab9bdcb,0,2,2,powerSupply|customUserFluid,True,LOW,54.8,F,GP,ST,4,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002400,CFG731_932b427eaa87c8fa,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_557eff71f11cfc98,0,2,2,devCategory|dev_advMeterVerification,True,LOW,53.4,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_002401,CFG731_d3db38843cf9fb81,x731,OBSERVED,REAL_OBSERVED,CFG731_d3db38843cf9fb81,1,0,0,,True,OBSERVED,100.0,G,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
