canonical_configuration_id,package_context,source_canonical_configuration_id,source_row,generation_method,num_changed_characteristics,changed_characteristics,nearest_real_distance,constraint_valid,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication
CFG731_781438c58a003a2c,x731,CFG731_af5b0ebc51685059,465,TWO_CHARACTERISTIC,2,binaerDigitalOpenColl_MN|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_b245b0c0a10bcc8c,x731,CFG731_af5b0ebc51685059,465,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_38886279f709856a,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,powerSupply|temperaturEingaenge,2,True,G,GP,ST,4,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_66e3d8f19772c311,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,G,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_1810ba16ba422de6,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_700a8e9c9999463d,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_941753987cdaff4b,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerDigitalOpenColl_MN,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_698d5a2452cfb0ae,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_92760e0766e8d4af,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_fee64f058760e7b8,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,binaerDigitalOpenColl_MN|dev_advMeterVerification,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_5d396daa761b00c6,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,binaerDigitalOpenColl_MN|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_52a4267a2395f99d,x731,CFG731_31aa13473958d7d3,467,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_27262f668431b7d8,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,G,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_9271f76203edc085,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_6281374be66ed018,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_3a402343457d5ca3,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,binaerDigitalOpenColl_MN|dev_advMeterVerification,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_edd62f5541be2bb0,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,binaerDigitalOpenColl_MN|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_6f79ea186fcb433f,x731,CFG731_f2009d42f55088a9,469,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_f6ca7020eb9f053e,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,F,GP,ST,4,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_95cdf69af7398aac,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,G,GP,ST,4,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_609f9514fa44167a,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,2,True,F,GP,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_a0e3db331309db2f,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,2,True,G,GP,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_fecd6a5d51db06ac,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_d1c02c4d0cc90e19,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,1,1,F,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_6ba40990717ff68f,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,1,1,F,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_3a27e726ba2bf51f,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,F,GP,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_2d67bbf4637e861f,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,G,GP,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_972e075438628fb0,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,powerSupply|stromSchaltbar,2,True,H,GP,ST,4,1,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_06a9ab9b2e499d23,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,H,GP,ST,4,1,F,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_e3719f3ff9ae8252,x731,CFG731_c9498cf6f4410d44,470,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,H,GP,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_833e22dcc487f3db,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,F,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_806ab6a5ef20dc57,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,G,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_840112cf0c6fbeff,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_7922105a619de8c4,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_1d0f8d9da0dc645e,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_1e1d56c9904c916f,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,F,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_bb5aee8a4ae4203d,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_734f14a7ff11b394,x731,CFG731_8189439864af87ea,477,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,H,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_baea6ba4f05ba964,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,F,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_d577c152e3485024,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|powerSupply,2,True,G,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_644efca41c3e2def,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,F,GP,ST,1,1,F,2,NN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_1a45a873304c3d52,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_612322a75794f61a,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_bab314aad969ed48,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_6b21e1ee2b75a7cf,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,F,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_558c0cc81a7cd52b,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,devCategory|binaerDigitalOpenColl_MN,2,True,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_3b63111df99be9af,x731,CFG731_b1631f2fb876e4f4,479,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,H,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_4664eb01d8e0d814,G731ST-LT,CFG731_d5af433b36265df1,480,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_d13c83b11f9e8e6b,G731ST-LT,CFG731_715a3d3226cbaffd,482,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_4af6ce8aafe12718,G731ST-LT,CFG731_715a3d3226cbaffd,482,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_adf1bbb0fbae3d43,G731ST-LT,CFG731_9548d55d92816998,485,TWO_CHARACTERISTIC,2,dataInterface|stromEingaenge,2,True,G,ST,ST,1,1,F,2,NN,HS,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_860bc01d9dedca34,G731ST-LT,CFG731_9548d55d92816998,485,TWO_CHARACTERISTIC,2,dataInterface|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_dac27b97cd6b7ff8,G731ST-LT,CFG731_9548d55d92816998,485,TWO_CHARACTERISTIC,2,stromEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_4e6d408e3835a78c,G731ST-LT,CFG731_d3e51804db148a52,486,TWO_CHARACTERISTIC,2,dataInterface|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_a6345128ba3ac0ae,G731ST-LT,CFG731_77dd17c48f15826c,494,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_dfaf20bc1109654c,G731ST-LT,CFG731_ab4075c601d1397c,496,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N
CFG731_0d702af5b6ad917a,G731ST-HT,CFG731_83a3644f76b45069,499,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_0a7442deea492515,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,501,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_8359ab8a7e1e9441,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,501,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_72c29a4e09091582,G731ST-HT,CFG731_b3b502cc22fcd72e,504,TWO_CHARACTERISTIC,2,dataInterface|stromEingaenge,2,True,G,ST,ST,1,2,F,2,NN,HS,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_1148a7e1b6e36991,G731ST-HT,CFG731_b3b502cc22fcd72e,504,TWO_CHARACTERISTIC,2,dataInterface|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_a3f0351ba3b28561,G731ST-HT,CFG731_b3b502cc22fcd72e,504,TWO_CHARACTERISTIC,2,stromEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_8c2005b3a4cbdd8a,G731ST-HT,CFG731_fa91f60062985c6d,505,TWO_CHARACTERISTIC,2,dataInterface|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_4b2c0e571415f5cc,G731ST-HT,CFG731_d03860c1f327a8d1,513,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_447da7f7149cbb14,G731ST-HT,CFG731_329b582435fea539,515,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerDigitalOpenColl_MN,2,True,G,ST,ST,1,2,F,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
CFG731_a92dfc7e530cbf88,x731,CFG731_db395082b1a3b8ac,518,TWO_CHARACTERISTIC,2,powerSupply|stromSchaltbar,2,True,S,GP,ST,4,1,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_c640b5e8e10ff5e6,x731,CFG731_db395082b1a3b8ac,518,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,S,GP,ST,4,1,F,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_21cf39d47f0d98ac,x731,CFG731_db395082b1a3b8ac,518,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerDigitalOpenColl_MN,2,True,S,GP,ST,1,1,F,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_4297d68b978dc0d5,x731,CFG731_dbe9c00b3af80524,525,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,S,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_7bb3a18bcb60bab4,x731,CFG731_7afa5501026394f9,527,TWO_CHARACTERISTIC,2,powerSupply|binaerDigitalOpenColl_MN,2,True,S,GP,ST,4,1,F,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_b265e25b7baf721d,F731PW,CFG731_ef211cb97feaddc8,532,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,1,True,F,PW,ST,1,1,A,2,NN,MR,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
CFG731_00f08838a21d3799,F731PW,CFG731_956456fc074ebc5a,534,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,2,True,F,PW,ST,1,1,F,2,NN,MR,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
CFG731_327bfa077bbbd45e,F731PW,CFG731_a9f22ebc14287e5d,536,DEPENDENCY_TWO_CHARACTERISTIC,2,dataInterface|explosionApproval,1,True,F,PW,ST,1,1,F,2,NN,MR,CS1,NOVALUE,NOVALUE,MN2,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
CFG731_10e74d757a2fa2a6,F731PW,CFG731_0d8116f4900c6919,540,TWO_CHARACTERISTIC,2,dataInterface|binaerDigitalOpenColl_MN,1,True,F,PW,ST,1,1,F,2,NN,MT,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
CFG731_3a824c7e49bfd8f4,x731,CFG731_33fed5318b1a4f2f,544,ONE_CHARACTERISTIC,1,devCategory,1,True,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_3b56310e368fd60f,x731,CFG731_33fed5318b1a4f2f,544,ONE_CHARACTERISTIC,1,stromSchaltbar,1,True,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_7157b3d45716ad8f,x731,CFG731_33fed5318b1a4f2f,544,ONE_CHARACTERISTIC,1,binaerOpenColl_MP,1,True,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
CFG731_e41b982d6fc688b8,x731,CFG731_33fed5318b1a4f2f,544,ONE_CHARACTERISTIC,1,dev_advMeterVerification,1,True,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE
CFG731_3727d181b2806370,x731,CFG731_33fed5318b1a4f2f,544,ONE_CHARACTERISTIC,1,customUserFluid,1,True,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
CFG731_5f8ddbba4a0cb6e7,x731,CFG731_33fed5318b1a4f2f,544,DEPENDENCY_TWO_CHARACTERISTIC,2,stromEingaenge|temperaturEingaenge,1,True,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_30c5366e624499a8,x731,CFG731_33fed5318b1a4f2f,544,DEPENDENCY_TWO_CHARACTERISTIC,2,stromSchaltbar|stromEingaenge,1,True,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_33c8c685d7c8530a,x731,CFG731_33fed5318b1a4f2f,544,DEPENDENCY_TWO_CHARACTERISTIC,2,stromSchaltbar|temperaturEingaenge,1,True,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_74d881f8ffd9c565,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|dataInterface,1,True,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_520156e8dfed9cfb,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,2,True,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_23f11439e1eaa657,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,1,True,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_6c87238a454f6526,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,1,True,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
CFG731_277d8f80468d6899,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
CFG731_9b9abde00e5ab8ef,x731,CFG731_33fed5318b1a4f2f,544,TWO_CHARACTERISTIC,2,devCategory|dev_advMeterVerification,2,True,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE
