rfq_id,regime,model,package,predicted_configuration_id,synthetic_engineer_configuration_id,model_probability,candidate_count,exact_choice,mandatory_equivalent,mandatory_preferred_equivalent,predicted_mandatory_total,predicted_mandatory_satisfied,predicted_mandatory_violations,predicted_preferred_total,predicted_preferred_satisfied,predicted_preferred_differences,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,outcome_category
RFQ731-001737,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_5d345c0f49f6f272,CFG731_5d345c0f49f6f272,0.0913546679183497,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001752,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_62d0f0f6bab9bdcb,CFG731_59cf92483eaddfcb,0.9747794981053052,7,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001770,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_a92ad5294d9187e9,CFG731_a92ad5294d9187e9,0.8949420976115064,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001775,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_8d07e19298d09d34,CFG731_0b33555ff08fcd28,0.9346546456099872,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001780,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_ab4075c601d1397c,CFG731_1d59f25068204b01,0.7823485890628433,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001796,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_f87794e7a98d0b11,CFG731_007c0829be0a9482,0.8560465307018874,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001799,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_f87794e7a98d0b11,CFG731_962b6fcde3072947,0.9904492333571436,2,False,True,True,10,10,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001801,PROVENANCE_AWARE,RANDOM_FOREST,F731TE,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,0.9999131856638498,2,True,True,True,10,10,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001803,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_7b17e78739264251,0.9323806182022852,8,False,True,True,12,12,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001804,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_97796c9ac2811c94,CFG731_f287b32480efae51,0.8577319013105938,4,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001826,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_329b582435fea539,CFG731_4de012f7232f644d,0.8187492492158317,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001840,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_DUALCHANNEL,CFG731_8281908b452128f3,CFG731_d2034bb5aa313dac,0.983668667430298,2,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001842,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_DUALCHANNEL,CFG731_8281908b452128f3,CFG731_d2034bb5aa313dac,0.983668667430298,2,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001859,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_b7e96d5717c40fd6,CFG731_4804eb7da7298ac9,0.9666121833835432,10,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001860,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_68193b179adae994,0.9804047884614496,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001871,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_32a4bb12438a37ab,CFG731_e049618b920d59b6,0.9998625371468104,2,False,True,True,13,13,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001874,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_8c50542218db5cb0,CFG731_eea9998b9f9a0bdb,0.8791669214418073,5,False,True,True,13,13,0,0,0,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001879,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_b4987f1c95e91d0d,CFG731_c0dc535399f71de8,0.9413173307204572,17,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001881,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,0.9801127525599546,1,True,True,True,15,15,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001882,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_78d3b084a795c836,CFG731_27bb9f530dcb688a,0.6362244942938238,2,False,True,True,13,13,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001891,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_cf543b1c3927ab71,CFG731_ede0b25f5f83644d,0.978789917177949,6,False,True,True,12,12,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001894,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_b4987f1c95e91d0d,CFG731_80409e6aafce9221,0.9041372120819284,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001897,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_14235f3888d71408,CFG731_14235f3888d71408,0.9998395814337124,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001899,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,0.9841254383710988,1,True,True,True,11,11,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001904,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_60f3aae8ede70fe0,CFG731_1cfadf20495f86bf,0.9917234070449352,2,False,True,True,14,14,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001921,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_996314000fcfec4b,CFG731_98bb5036a27a91a8,0.9969984951070532,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001927,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_162b59c5f8cf5a72,CFG731_162b59c5f8cf5a72,0.8871628509297215,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001931,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,0.7568960049065115,2,True,True,True,13,13,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001934,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,0.9970698955041166,1,True,True,True,13,13,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001948,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_36c553adc9f5ebf3,CFG731_e1c54b5b080fabb2,0.8671995118742071,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001950,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_3dd4cfcf6ee98460,CFG731_3dd4cfcf6ee98460,0.4584292502544594,1,True,True,True,14,14,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001956,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_2be17a56b0589fd1,CFG731_c6a3ff6155563d17,0.9927765534714996,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001959,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_f87794e7a98d0b11,CFG731_04e7216b1ba7f935,0.923205321896838,7,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001961,PROVENANCE_AWARE,RANDOM_FOREST,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,0.9996754734450352,1,True,True,True,11,11,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-001973,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_608c0251ef380592,CFG731_d52ffc95af0989a6,0.8355097994336381,17,False,True,True,9,9,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001985,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e08dfad4737be3d9,CFG731_a5e5e12c08e4e838,0.9974494341907426,3,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001996,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_0e0f01b5586b92da,0.8767457832838846,6,False,True,True,13,13,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-001998,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_7f5bfa7b21e81359,CFG731_5be9d749d8317fd3,0.9977529050411094,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002005,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e80085d86d0bbfa9,CFG731_187ec74b5c4854aa,0.9085821051205796,3,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002024,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_672458a8e716cdf8,CFG731_7b5b740c75176e02,0.9037859106949854,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002026,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_1147f9711c4bff84,CFG731_1434e7eedafa69d1,0.9606184518495046,2,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002031,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_SINGLECHANNEL,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,0.9851800931957314,1,True,True,True,11,11,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002032,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_16b53411ff7f6c9b,CFG731_4af82641f975d9aa,0.8223194679985398,2,False,True,True,11,11,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002039,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_adb08ca5dce20691,CFG731_adb08ca5dce20691,0.9061263514717433,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002041,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_cd71ec2726e971ef,0.9812164935151207,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002045,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_bbcb665ced67f8c3,CFG731_deb6c547366eb132,0.8829199623023363,3,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002055,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,0.9354126825773832,1,True,True,True,13,13,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002067,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_077cd264a0313a47,0.9777727276413434,7,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002069,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_3dd4cfcf6ee98460,CFG731_3dd4cfcf6ee98460,0.3963382113364722,1,True,True,True,13,13,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002070,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_0c11243388e65244,0.9977612117489316,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002079,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_32a4bb12438a37ab,CFG731_85891d97ce4083b3,0.9951549638114622,4,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002086,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_a6d4830ed3aa2681,CFG731_3e782f59368b40db,0.9940637156100928,6,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002094,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_abcee67081353f16,CFG731_83b7e9be7ecdb93b,0.8741345030554729,4,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002095,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_abcee67081353f16,CFG731_0ed9dfc7367bb0a0,0.845600125076849,8,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002101,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_32a4bb12438a37ab,CFG731_4eb63c13498ac15e,0.9976744351514972,2,False,True,True,12,12,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002107,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_1147f9711c4bff84,CFG731_1434e7eedafa69d1,0.908750725534309,2,False,True,True,6,6,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002110,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_241d60e6ef5278be,CFG731_92fbdd06b7923fc1,0.7881190678669888,3,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002111,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_9c6b16fef6d02aaf,0.9934925531167696,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002113,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,0.9900612636977876,1,True,True,True,14,14,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002117,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_3ebdd541d6efe614,CFG731_d99c5302ecc2907e,0.7598094262869559,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002125,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_03ef652e52353f2f,CFG731_03ef652e52353f2f,0.58815755648352,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002137,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,0.7689076858039126,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002138,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_c759934398f2381a,0.9482001202199848,6,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002144,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_8eb1a4c3831aebc6,CFG731_fd10dd35c97df399,0.8419703729936333,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002145,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e08dfad4737be3d9,CFG731_a5e5e12c08e4e838,0.9974494341907426,3,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002151,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_d44e54f35ee15977,0.8232840982847318,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002156,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_608c0251ef380592,CFG731_3fcc8154cde02384,0.9696448290120552,4,False,True,True,7,7,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002158,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e08dfad4737be3d9,CFG731_3352d611bcf09d74,0.8980404747451637,4,False,True,True,14,14,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002169,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_ad0a2fd7350b6cca,CFG731_ad0a2fd7350b6cca,0.9195397768215616,1,True,True,True,14,14,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002179,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_bcec8ceac2dbcc79,CFG731_563ef0dc6253e3f7,0.8320146319960423,3,False,True,True,7,7,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002194,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_b86bbf24b1c3a419,CFG731_0029021d98da4557,0.719649659288153,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002197,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_7203705eed387b0a,CFG731_7994662aa688a3b5,0.783408552062269,6,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002207,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_8f470181ad32eeae,CFG731_bf623a3fc4d39d84,0.9312755378124438,7,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002221,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,0.9122145129577548,3,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002223,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_4189e4dbecbffadb,CFG731_4189e4dbecbffadb,0.9878027726757648,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002231,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_5bfe9492c76587ec,CFG731_5bfe9492c76587ec,0.9925429918793665,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002242,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_c39096767a7ae083,CFG731_950a2c81247480fc,0.9653736796990892,7,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002244,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_608c0251ef380592,CFG731_e41b982d6fc688b8,0.8311403759253199,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002250,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,0.89035993310412,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002263,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_ddd1ce28a3456ff6,CFG731_cf0392d0aaac28b1,0.8569472060428259,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002264,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_3b2a32abbf148ca1,CFG731_f4e451f0b68379ff,0.993846061912676,5,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002277,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_b4987f1c95e91d0d,CFG731_140a9819128d92da,0.9564550277325932,3,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002280,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_e08dfad4737be3d9,CFG731_8bd839e0c8855562,0.9878652910587422,16,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002282,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_608c0251ef380592,CFG731_7157b3d45716ad8f,0.9089917798936276,5,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002287,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_DUALCHANNEL,CFG731_8281908b452128f3,CFG731_d2034bb5aa313dac,0.9791296181733592,2,False,True,True,8,8,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002289,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_219ac3d01befd6d1,CFG731_398f0644f18e0acf,0.7223103184749539,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002291,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_b4987f1c95e91d0d,CFG731_80409e6aafce9221,0.9824963648963748,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002295,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_5dd42015f6f61801,CFG731_48332037deb06db4,0.9799304636434094,10,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002304,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_7308ee8503151ef3,CFG731_27caf5a2443603ad,0.9194870524316208,3,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002307,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_SINGLECHANNEL,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,0.4919329361759528,1,True,True,True,12,12,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002309,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_5dd42015f6f61801,CFG731_5c624ef6fa2b6510,0.878187488792078,4,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002318,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_b3d0283738532d82,0.974885810377916,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002320,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_076cad91966d4c34,CFG731_36e9436664c2e1e3,0.8463606458310451,2,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002330,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_b86bbf24b1c3a419,CFG731_2db6c530f35d47b9,0.7649788599197623,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002338,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_b36f487da5008df2,0.9996561189720786,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002342,PROVENANCE_AWARE,RANDOM_FOREST,F731WD_DUALCHANNEL,CFG731_8281908b452128f3,CFG731_8281908b452128f3,0.9928612088700128,1,True,True,True,11,11,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-002351,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_8c50542218db5cb0,CFG731_b3506a753aafcfa3,0.906892028974806,6,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002360,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_aa4779c40e6c2de0,0.9613351756152748,11,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002362,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_5be384035f37d372,0.8723816355849217,11,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002379,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_ef8d68b6d278bfec,0.9960372953055576,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002382,PROVENANCE_AWARE,RANDOM_FOREST,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_ae2e4cfccaff4f50,0.9819426160804096,2,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002396,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_516629085c122a4e,CFG731_fe9a409c6b2ba9cc,0.951575891202411,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002403,PROVENANCE_AWARE,RANDOM_FOREST,G731CA,CFG731_edf13ed38a4b54de,CFG731_452fb8d2c450816e,0.9204442195315724,2,False,True,True,11,11,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-002406,PROVENANCE_AWARE,RANDOM_FOREST,X731,CFG731_f87794e7a98d0b11,CFG731_04e7216b1ba7f935,0.9269861280899284,7,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
