rfq_id,ml_split,candidate_count,positive_candidates,target_rate,package,has_positive_target
RFQ731-002551,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002552,TRAIN,2,1,0.5,X731,True
RFQ731-002553,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002554,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002555,TRAIN,1,1,1.0,X731,True
RFQ731-002556,TRAIN,12,1,0.08333333333333333,X731,True
RFQ731-002557,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002558,TEST,3,1,0.3333333333333333,X731,True
RFQ731-002559,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002560,TRAIN,1,1,1.0,X731,True
RFQ731-002561,VALIDATION,2,1,0.5,X731,True
RFQ731-002562,TRAIN,3,1,0.3333333333333333,G731ST-LT,True
RFQ731-002563,VALIDATION,23,1,0.043478260869565216,G731ST-HT,True
RFQ731-002564,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002565,TRAIN,2,1,0.5,X731,True
RFQ731-002566,TRAIN,1,1,1.0,X731,True
RFQ731-002567,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002568,TRAIN,2,1,0.5,X731,True
RFQ731-002569,TRAIN,4,1,0.25,X731,True
RFQ731-002570,TRAIN,11,1,0.09090909090909091,G731ST-HT,True
RFQ731-002571,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002572,TEST,4,1,0.25,G731ST-LT,True
RFQ731-002573,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002574,TEST,1,1,1.0,F731PW,True
RFQ731-002575,TRAIN,2,1,0.5,F731TE,True
RFQ731-002576,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002577,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002578,TEST,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-002579,TRAIN,1,1,1.0,X731,True
RFQ731-002580,TRAIN,4,1,0.25,X731,True
RFQ731-002581,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002582,TRAIN,4,1,0.25,X731,True
RFQ731-002583,TRAIN,2,1,0.5,X731,True
RFQ731-002584,TRAIN,1,1,1.0,F731TE,True
RFQ731-002585,TRAIN,1,1,1.0,X731,True
RFQ731-002586,TRAIN,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-002587,TRAIN,4,1,0.25,X731,True
RFQ731-002588,VALIDATION,2,1,0.5,F731PW,True
RFQ731-002589,TRAIN,2,1,0.5,G731CA,True
RFQ731-002590,TRAIN,5,1,0.2,X731,True
RFQ731-002591,TRAIN,2,1,0.5,X731,True
RFQ731-002592,TEST,4,1,0.25,X731,True
RFQ731-002593,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002594,TEST,3,1,0.3333333333333333,X731,True
RFQ731-002595,TRAIN,12,1,0.08333333333333333,G731ST-LT,True
RFQ731-002596,VALIDATION,2,1,0.5,X731,True
RFQ731-002597,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002598,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002599,TRAIN,2,1,0.5,X731,True
RFQ731-002600,TRAIN,17,1,0.058823529411764705,X731,True
RFQ731-002601,TEST,4,1,0.25,G731ST-HT,True
RFQ731-002602,TRAIN,1,1,1.0,F731TE,True
RFQ731-002603,TRAIN,2,1,0.5,X731,True
RFQ731-002604,TRAIN,2,1,0.5,F731TE,True
RFQ731-002605,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002606,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002607,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002608,TRAIN,2,1,0.5,X731,True
RFQ731-002609,TRAIN,1,1,1.0,G731CA,True
RFQ731-002610,TEST,3,1,0.3333333333333333,X731,True
RFQ731-002611,TRAIN,1,1,1.0,F731PW,True
RFQ731-002612,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002613,TRAIN,2,1,0.5,X731,True
RFQ731-002614,TRAIN,2,1,0.5,X731,True
RFQ731-002615,TRAIN,2,1,0.5,X731,True
RFQ731-002616,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002617,TRAIN,4,1,0.25,X731,True
RFQ731-002618,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-002619,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002620,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002621,TRAIN,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-002622,TEST,12,1,0.08333333333333333,X731,True
RFQ731-002623,TRAIN,2,1,0.5,G731CA,True
RFQ731-002624,TRAIN,1,1,1.0,X731,True
RFQ731-002625,TRAIN,1,1,1.0,G731VG,True
RFQ731-002626,TRAIN,3,1,0.3333333333333333,F731PW,True
RFQ731-002627,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002628,TEST,1,1,1.0,F731TE,True
RFQ731-002629,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002630,TRAIN,5,1,0.2,X731,True
RFQ731-002631,TRAIN,2,1,0.5,X731,True
RFQ731-002632,TEST,1,1,1.0,F731TE,True
RFQ731-002633,VALIDATION,5,1,0.2,X731,True
RFQ731-002634,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002635,TRAIN,4,1,0.25,X731,True
RFQ731-002636,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002637,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002638,TRAIN,1,1,1.0,X731,True
RFQ731-002639,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002640,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002641,TRAIN,1,1,1.0,X731,True
RFQ731-002642,VALIDATION,8,1,0.125,G731ST-HT,True
RFQ731-002643,TRAIN,5,1,0.2,X731,True
RFQ731-002644,TEST,2,1,0.5,G731ST-LT,True
RFQ731-002645,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002646,TRAIN,14,1,0.07142857142857142,G731ST-LT,True
RFQ731-002647,TEST,5,1,0.2,X731,True
RFQ731-002648,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-002649,TRAIN,8,1,0.125,G731ST-LT,True
RFQ731-002650,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002651,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-002652,TRAIN,4,1,0.25,X731,True
RFQ731-002653,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002654,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002655,TEST,2,1,0.5,X731,True
RFQ731-002656,VALIDATION,1,1,1.0,G731VG,True
RFQ731-002657,TRAIN,8,1,0.125,G731ST-LT,True
RFQ731-002658,TRAIN,1,1,1.0,X731,True
RFQ731-002659,VALIDATION,4,1,0.25,X731,True
RFQ731-002660,VALIDATION,4,1,0.25,G731ST-HT,True
RFQ731-002661,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002662,TEST,1,1,1.0,X731,True
RFQ731-002663,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002664,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002665,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002666,TRAIN,1,1,1.0,F731TE,True
RFQ731-002667,TRAIN,2,1,0.5,X731,True
RFQ731-002668,TEST,6,1,0.16666666666666666,X731,True
RFQ731-002669,VALIDATION,4,1,0.25,G731ST-LT,True
RFQ731-002670,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002671,TEST,5,1,0.2,X731,True
RFQ731-002672,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002673,TRAIN,1,1,1.0,G731CA,True
RFQ731-002674,TEST,4,1,0.25,G731ST-LT,True
RFQ731-002675,TRAIN,12,1,0.08333333333333333,G731ST-HT,True
RFQ731-002676,TRAIN,2,1,0.5,X731,True
RFQ731-002677,TRAIN,2,1,0.5,X731,True
RFQ731-002678,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002679,TRAIN,8,1,0.125,X731,True
RFQ731-002680,TRAIN,2,1,0.5,X731,True
RFQ731-002681,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002682,TEST,1,1,1.0,F731PW,True
RFQ731-002683,TRAIN,4,1,0.25,X731,True
RFQ731-002684,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002685,VALIDATION,2,1,0.5,F731TE,True
RFQ731-002686,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002687,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-002688,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002689,TRAIN,1,1,1.0,F731PW,True
RFQ731-002690,TRAIN,2,1,0.5,X731,True
RFQ731-002691,TRAIN,1,1,1.0,X731,True
RFQ731-002692,TRAIN,2,1,0.5,F731TE,True
RFQ731-002693,TRAIN,1,1,1.0,F731PW,True
RFQ731-002694,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002695,TRAIN,2,1,0.5,G731CA,True
RFQ731-002696,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-002697,TRAIN,2,1,0.5,X731,True
RFQ731-002698,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002699,TRAIN,4,1,0.25,X731,True
RFQ731-002700,VALIDATION,1,1,1.0,G731CA,True
RFQ731-002701,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002702,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002703,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002704,VALIDATION,1,1,1.0,G731ST-LT,True
RFQ731-002705,TRAIN,1,1,1.0,X731,True
RFQ731-002706,TRAIN,2,1,0.5,X731,True
RFQ731-002707,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002708,TRAIN,2,1,0.5,F731TE,True
RFQ731-002709,TEST,2,1,0.5,G731ST-LT,True
RFQ731-002710,TRAIN,5,1,0.2,X731,True
RFQ731-002711,TRAIN,2,1,0.5,X731,True
RFQ731-002712,VALIDATION,1,1,1.0,X731,True
RFQ731-002713,VALIDATION,4,1,0.25,G731ST-LT,True
RFQ731-002714,TRAIN,1,1,1.0,X731,True
RFQ731-002715,TEST,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-002716,TRAIN,2,1,0.5,X731,True
RFQ731-002717,TRAIN,2,1,0.5,G731CA,True
RFQ731-002718,TRAIN,1,1,1.0,G731CA,True
RFQ731-002719,TRAIN,1,1,1.0,G731CA,True
RFQ731-002720,TRAIN,2,1,0.5,G731CA,True
RFQ731-002721,TRAIN,1,1,1.0,F731TE,True
RFQ731-002722,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002723,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002724,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002725,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-002726,TRAIN,1,1,1.0,F731TE,True
RFQ731-002727,TEST,6,1,0.16666666666666666,X731,True
RFQ731-002728,TRAIN,1,1,1.0,X731,True
RFQ731-002729,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002730,TRAIN,2,1,0.5,X731,True
RFQ731-002731,TEST,1,1,1.0,X731,True
RFQ731-002732,TEST,1,1,1.0,X731,True
RFQ731-002733,TRAIN,2,1,0.5,X731,True
RFQ731-002734,TEST,6,1,0.16666666666666666,X731,True
RFQ731-002735,VALIDATION,2,1,0.5,X731,True
RFQ731-002736,TRAIN,1,1,1.0,F731TE,True
RFQ731-002737,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002738,TRAIN,2,1,0.5,X731,True
RFQ731-002739,TRAIN,1,1,1.0,X731,True
RFQ731-002740,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002741,TRAIN,2,1,0.5,X731,True
RFQ731-002742,TRAIN,1,1,1.0,F731TE,True
RFQ731-002743,VALIDATION,1,1,1.0,G731CA,True
RFQ731-002744,TEST,1,1,1.0,X731,True
RFQ731-002745,TRAIN,2,1,0.5,X731,True
RFQ731-002746,TRAIN,1,1,1.0,X731,True
RFQ731-002747,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002748,TEST,1,1,1.0,X731,True
RFQ731-002749,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002750,TRAIN,4,1,0.25,X731,True
RFQ731-002751,TRAIN,5,1,0.2,X731,True
RFQ731-002752,TEST,2,1,0.5,X731,True
RFQ731-002753,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002754,TRAIN,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-002755,TEST,1,1,1.0,X731,True
RFQ731-002756,TRAIN,2,1,0.5,X731,True
RFQ731-002757,VALIDATION,1,1,1.0,F731TE,True
RFQ731-002758,VALIDATION,1,1,1.0,F731TE,True
RFQ731-002759,TRAIN,2,1,0.5,X731,True
RFQ731-002760,TRAIN,4,1,0.25,F731WD_DUALCHANNEL,True
RFQ731-002761,VALIDATION,2,1,0.5,X731,True
RFQ731-002762,TEST,4,1,0.25,X731,True
RFQ731-002763,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002764,TEST,4,1,0.25,X731,True
RFQ731-002765,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002766,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002767,TEST,1,1,1.0,G731CA,True
RFQ731-002768,TRAIN,4,1,0.25,X731,True
RFQ731-002769,TRAIN,2,1,0.5,F731TE,True
RFQ731-002770,TRAIN,1,1,1.0,F731TE,True
RFQ731-002771,TRAIN,4,1,0.25,X731,True
RFQ731-002772,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002773,TRAIN,2,1,0.5,X731,True
RFQ731-002774,TRAIN,2,1,0.5,X731,True
RFQ731-002775,VALIDATION,1,1,1.0,G731CA,True
RFQ731-002776,TEST,2,1,0.5,X731,True
RFQ731-002777,TRAIN,2,1,0.5,X731,True
RFQ731-002778,TRAIN,4,1,0.25,X731,True
RFQ731-002779,VALIDATION,4,1,0.25,G731ST-LT,True
RFQ731-002780,TRAIN,4,1,0.25,X731,True
RFQ731-002781,TEST,1,1,1.0,G731CA,True
RFQ731-002782,VALIDATION,2,1,0.5,G731ST-LT,True
RFQ731-002783,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002784,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002785,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002786,VALIDATION,2,1,0.5,X731,True
RFQ731-002787,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002788,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002789,TRAIN,4,1,0.25,X731,True
RFQ731-002790,TRAIN,4,1,0.25,X731,True
RFQ731-002791,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-002792,TRAIN,11,1,0.09090909090909091,G731ST-HT,True
RFQ731-002793,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002794,VALIDATION,2,1,0.5,X731,True
RFQ731-002795,TRAIN,1,1,1.0,X731,True
RFQ731-002796,VALIDATION,4,1,0.25,X731,True
RFQ731-002797,TRAIN,5,1,0.2,X731,True
RFQ731-002798,TEST,2,1,0.5,G731ST-LT,True
RFQ731-002799,TRAIN,2,1,0.5,X731,True
RFQ731-002800,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002801,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-002802,TRAIN,5,1,0.2,X731,True
RFQ731-002803,TRAIN,8,1,0.125,X731,True
RFQ731-002804,TRAIN,1,1,1.0,G731CA,True
RFQ731-002805,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002806,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002807,VALIDATION,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002808,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002809,TRAIN,4,1,0.25,X731,True
RFQ731-002810,TRAIN,1,1,1.0,G731CA,True
RFQ731-002811,TEST,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-002812,TRAIN,1,1,1.0,G731CA,True
RFQ731-002813,TRAIN,2,1,0.5,X731,True
RFQ731-002814,TEST,2,1,0.5,G731ST-HT,True
RFQ731-002815,VALIDATION,8,1,0.125,X731,True
RFQ731-002816,TEST,2,1,0.5,X731,True
RFQ731-002817,TRAIN,4,1,0.25,X731,True
RFQ731-002818,TRAIN,2,1,0.5,X731,True
RFQ731-002819,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002820,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002821,TRAIN,12,1,0.08333333333333333,G731ST-HT,True
RFQ731-002822,TRAIN,13,1,0.07692307692307693,X731,True
RFQ731-002823,TRAIN,1,1,1.0,X731,True
RFQ731-002824,TRAIN,1,1,1.0,F731TE,True
RFQ731-002825,TRAIN,2,1,0.5,X731,True
RFQ731-002826,TEST,7,1,0.14285714285714285,X731,True
RFQ731-002827,TRAIN,12,1,0.08333333333333333,X731,True
RFQ731-002828,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002829,TRAIN,2,1,0.5,X731,True
RFQ731-002830,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002831,TEST,2,1,0.5,G731ST-HT,True
RFQ731-002832,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002833,TRAIN,5,1,0.2,X731,True
RFQ731-002834,TEST,4,1,0.25,X731,True
RFQ731-002835,TRAIN,2,1,0.5,X731,True
RFQ731-002836,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002837,TEST,2,1,0.5,X731,True
RFQ731-002838,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002839,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002840,TRAIN,2,1,0.5,X731,True
RFQ731-002841,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002842,TEST,11,1,0.09090909090909091,X731,True
RFQ731-002843,VALIDATION,7,1,0.14285714285714285,X731,True
RFQ731-002844,TRAIN,2,1,0.5,X731,True
RFQ731-002845,TRAIN,2,1,0.5,X731,True
RFQ731-002846,VALIDATION,2,1,0.5,F731TE,True
RFQ731-002847,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002848,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002849,TRAIN,1,1,1.0,F731TE,True
RFQ731-002850,TRAIN,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-002851,TRAIN,1,1,1.0,X731,True
RFQ731-002852,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002853,TRAIN,10,1,0.1,X731,True
RFQ731-002854,TEST,2,1,0.5,X731,True
RFQ731-002855,TRAIN,9,1,0.1111111111111111,X731,True
RFQ731-002856,TRAIN,4,1,0.25,X731,True
RFQ731-002857,TRAIN,5,1,0.2,X731,True
RFQ731-002858,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002859,VALIDATION,1,1,1.0,F731PW,True
RFQ731-002860,TRAIN,1,1,1.0,X731,True
RFQ731-002861,TEST,4,1,0.25,X731,True
RFQ731-002862,VALIDATION,1,1,1.0,X731,True
RFQ731-002863,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002864,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002865,TRAIN,2,1,0.5,X731,True
RFQ731-002866,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002867,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002868,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002869,VALIDATION,8,1,0.125,X731,True
RFQ731-002870,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002871,TRAIN,4,1,0.25,X731,True
RFQ731-002872,TEST,4,1,0.25,G731ST-LT,True
RFQ731-002873,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002874,TRAIN,4,1,0.25,X731,True
RFQ731-002875,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-002876,TRAIN,4,1,0.25,X731,True
RFQ731-002877,TRAIN,4,1,0.25,X731,True
RFQ731-002878,TRAIN,1,1,1.0,G731CA,True
RFQ731-002879,TRAIN,7,1,0.14285714285714285,G731ST-LT,True
RFQ731-002880,VALIDATION,3,1,0.3333333333333333,G731ST-HT,True
RFQ731-002881,TRAIN,2,1,0.5,G731CA,True
RFQ731-002882,TRAIN,4,1,0.25,X731,True
RFQ731-002883,TRAIN,4,1,0.25,X731,True
RFQ731-002884,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002885,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002886,TRAIN,4,1,0.25,X731,True
RFQ731-002887,TRAIN,4,1,0.25,X731,True
RFQ731-002888,VALIDATION,5,1,0.2,X731,True
RFQ731-002889,TRAIN,1,1,1.0,F731PW,True
RFQ731-002890,TRAIN,2,1,0.5,X731,True
RFQ731-002891,TRAIN,1,1,1.0,F731TE,True
RFQ731-002892,VALIDATION,4,1,0.25,X731,True
RFQ731-002893,TRAIN,2,1,0.5,X731,True
RFQ731-002894,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002895,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002896,TRAIN,2,1,0.5,X731,True
RFQ731-002897,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002898,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002899,TEST,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-002900,TRAIN,1,1,1.0,X731,True
RFQ731-002901,TRAIN,8,1,0.125,X731,True
RFQ731-002902,VALIDATION,2,1,0.5,G731ST-HT,True
RFQ731-002903,TRAIN,1,1,1.0,G731CA,True
RFQ731-002904,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-002905,TRAIN,2,1,0.5,X731,True
RFQ731-002906,TRAIN,2,1,0.5,G731CA,True
RFQ731-002907,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002908,TEST,4,1,0.25,X731,True
RFQ731-002909,TEST,1,1,1.0,X731,True
RFQ731-002910,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-002911,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002912,TRAIN,2,1,0.5,X731,True
RFQ731-002913,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002914,TRAIN,2,1,0.5,X731,True
RFQ731-002915,TRAIN,1,1,1.0,F731TE,True
RFQ731-002916,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-002917,TRAIN,2,1,0.5,X731,True
RFQ731-002918,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002919,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002920,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002921,TRAIN,5,1,0.2,X731,True
RFQ731-002922,TRAIN,2,1,0.5,F731TE,True
RFQ731-002923,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002924,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002925,TRAIN,2,1,0.5,X731,True
RFQ731-002926,TRAIN,1,1,1.0,F731TE,True
RFQ731-002927,TRAIN,1,1,1.0,G731CA,True
RFQ731-002928,TRAIN,1,1,1.0,X731,True
RFQ731-002929,TRAIN,2,1,0.5,X731,True
RFQ731-002930,TRAIN,5,1,0.2,X731,True
RFQ731-002931,TRAIN,4,1,0.25,X731,True
RFQ731-002932,TRAIN,2,1,0.5,X731,True
RFQ731-002933,TRAIN,2,1,0.5,X731,True
RFQ731-002934,TRAIN,4,1,0.25,X731,True
RFQ731-002935,TRAIN,4,1,0.25,X731,True
RFQ731-002936,TRAIN,6,1,0.16666666666666666,G731ST-LT,True
RFQ731-002937,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002938,TEST,1,1,1.0,X731,True
RFQ731-002939,TRAIN,1,1,1.0,G731CA,True
RFQ731-002940,TRAIN,4,1,0.25,X731,True
RFQ731-002941,VALIDATION,1,1,1.0,G731CA,True
RFQ731-002942,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002943,TEST,8,1,0.125,G731ST-LT,True
RFQ731-002944,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002945,VALIDATION,10,1,0.1,X731,True
RFQ731-002946,TRAIN,2,1,0.5,G731CA,True
RFQ731-002947,TRAIN,11,1,0.09090909090909091,G731ST-HT,True
RFQ731-002948,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-002949,TRAIN,8,1,0.125,X731,True
RFQ731-002950,TEST,8,1,0.125,G731ST-LT,True
RFQ731-002951,TRAIN,1,1,1.0,X731,True
RFQ731-002952,TRAIN,10,1,0.1,X731,True
RFQ731-002953,VALIDATION,18,1,0.05555555555555555,X731,True
RFQ731-002954,TRAIN,1,1,1.0,X731,True
RFQ731-002955,TEST,2,1,0.5,X731,True
RFQ731-002956,TEST,3,1,0.3333333333333333,X731,True
RFQ731-002957,TRAIN,2,1,0.5,G731CA,True
RFQ731-002958,TEST,4,1,0.25,G731ST-LT,True
RFQ731-002959,TRAIN,1,1,1.0,G731CA,True
RFQ731-002960,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-002961,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-002962,TEST,2,1,0.5,G731ST-HT,True
RFQ731-002963,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002964,TRAIN,2,1,0.5,X731,True
RFQ731-002965,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-002966,VALIDATION,18,1,0.05555555555555555,X731,True
RFQ731-002967,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002968,VALIDATION,1,1,1.0,X731,True
RFQ731-002969,TRAIN,4,1,0.25,X731,True
RFQ731-002970,TRAIN,1,1,1.0,X731,True
RFQ731-002971,TRAIN,2,1,0.5,X731,True
RFQ731-002972,TRAIN,1,1,1.0,X731,True
RFQ731-002973,VALIDATION,2,1,0.5,X731,True
RFQ731-002974,TEST,2,1,0.5,G731CA,True
RFQ731-002975,TRAIN,2,1,0.5,X731,True
RFQ731-002976,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-002977,VALIDATION,5,1,0.2,X731,True
RFQ731-002978,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-002979,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-002980,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002981,TRAIN,1,1,1.0,X731,True
RFQ731-002982,TRAIN,2,1,0.5,X731,True
RFQ731-002983,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002984,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-002985,VALIDATION,2,1,0.5,G731ST-HT,True
RFQ731-002986,TRAIN,4,1,0.25,X731,True
RFQ731-002987,TRAIN,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-002988,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002989,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-002990,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-002991,TRAIN,2,1,0.5,X731,True
RFQ731-002992,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-002993,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002994,TRAIN,2,1,0.5,X731,True
RFQ731-002995,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-002996,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-002997,TEST,4,1,0.25,G731ST-LT,True
RFQ731-002998,TRAIN,2,1,0.5,X731,True
RFQ731-002999,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-003000,TRAIN,1,1,1.0,F731PW,True
RFQ731-003001,VALIDATION,7,1,0.14285714285714285,X731,True
